detid_Y,06.X-2li,06.X-2r,10_13,10_21,10_23,10_31,10_32,10_33,12-1,12-1a,12-2,12-2a,19-1,19-2,19-6,2-1,2-2,2-3,2-4,21-1,21.X21_4,3-1,3-2,3-3,39_1,39_3,39_5,50-1,50-2,50-3,54-1,54-2,54-3,54-4,54-5,56.X56/1,56.X56/2,56.X56/3,56.X56/5,56.X56/6,56.X56/7,56.X56/8,58.X581,58.X582,6-1,6-3,64-2,64-3,64-5,71-1,71-2,71-3,71-4,A1-1,A1-2,A1-3,A1-4,A1-5,A1-6,A1-7,A10-31,A10-32,A2-11,A2-12,A2-41,A2-42,A3-61,A3-62,A3-81,A3-82,A4-1,A4-2,A4-3,A4-4,A4-5,A4-6,A5-1,A5-2,A5-3,A5-6,A5-7,A5-8,A6/7_1,A6/7_2,A6/7_3,A6/7_4,A8-1,A8-1L,A8-1R,A8-2,A8-31,A8-32,A8-41,A8-42,A8-5,A8-61,A8-62,A8-71,A8-81,A8-82,A9-11,A9-12,A9-21,A9-22,A9-31,A9-32,A9-4,B1-1,B1-2,B1-3,B1-4,B1-5,B1-7,B1-8,B1-9,B14-1,B14-2,B14-5,B14-6,B15-1,B15-2,B15-4,B18-1,B18-2,B19-1,B19-4,B2-1,B2-2,B2-3,B2-4,B2-5,B2-6,B2-7,B2-8,B2-9,B22-1,B22-2,B22-3,B22-4,B22-5,B2a-1,B2a-2,B2a-3,B2a-4,B2a-5,B2a-6,B3-1,B3-2,B3-3,B3-4,B3-5,B3-6,B3-7,B3-8,B4-1,B4-2,B4-3,B5-1,B5-2,B5-3,B5-4,B5-5,B5-6,B5-7,B7-1,B7-2,B7-3,B7-4,B7-5,B7-6,B8-1,B8-2,B8-2a,B8-3,B8-3a,B8-3b,B8-3c,B9-1,B9-1a,B9-2,B9-3,B9-3a,B9-4,B9-4a,B9-5,B9-5a,C1-3,C11-11,C11-31,C1O-1,C1O-2,C1O-4,C1O-5,C1O-6,C1O-7,C1W-1,C1W-2,C1W-3,C1W-4,C1W-5,C1W-6,C3-11,C3-12,C3-14,C3-21,C3-22,C3-31,C3-32,C3-41,C3-42,C3-43,C4-11,C4-21,C4-31,C5-11,C5-21,C5-22,C5-31,C5-32,C5-41,C6-12,C6-21,C6-22,C6-31,C6-41,C6-42,C8-1,C8-2,C8-3,C8-4,C8-5,C8-6,C8-7,C9-1,C9-6,D1-1,D1-10,D1-11,D1-12,D1-2,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,E1-1,E1-2,E1-20,E1-21,E1-22,E1-23,E1-3,E1-4,E1-5,E1-6,E1-7,E10-11,E10-12,E10-13,E10-31,E10-32,E10-33,E10a-11,E10a-12,E10a-31,E10a-32,E10a-41,E10a-42,E10a-43,E2-1,E2-1a,E2-1b,E2-2,E2-3,E2-3a,E2-5,E3-1,E3-2,E3-3,E3-4,E3-5,E3-6,E3-7,E3-8,E4-1,E4-10,E4-11,E4-2,E4-3,E4-4,E4-5,E4-6,E4-7,E4-8,E4-9,E5-1,E5-2,E5-3,E5-4,F6-11,F6-12,F6-13,F6-14,F6-21,F6-22,F6-23,F6-31,F6-32,F6-33,F6-34,F6-41,F6-42,H01.X_H1/2a,H01.X_H1/2b,H1-1b,H1-1c,H1-3a,H1-3b,H11-1,H11-2,H12-11,H12-12,H12-13,H12-14,H12-21,H12-31,H2-1,H2-2,H5-1,H5-11,H5-12,H5-2,H5-4,H5-5,H6-5,H7-1,H7-2,H9-11,H9-22,H9-31,H9-33,J1-1,J1-2,J1-3,J1-4,J11-1,J11-2,J11-4,J13-1,J13-2,J2-3,J2-4,J2-6,J2-7,J2-8,J2-9,J3-1,J3-10,J3-11,J3-12,J3-13,J3-14,J3-2,J3-3,J3-4,J3-5,J3-6,J3-7,J3-8,J3-9,J4-2,J4-3,J4-5,J4-6,J5-2,J5-31,J5-32,J6-1,J6-10,J6-11,J6-12,J6-2,J6-3,J6-4,J6-5,J6-6,J6-7,J6-8,J6-9,J7-1,J7-2,J7-3,J7-4,J7-5,J7-6,J7-7,L3-1,L3-2,L3-3,L3-4,L3-5,L3-6,L3-7,L4-1,L4-2,L4-3,L4-4,L4-5,L5-1,L5-2,L5-3,L5-4,L8-1,L8-2,L8-3,L8-4,M1-1,M1-2,M1-20,M1-3,M1-4,M1-5,M2-1,M2-2,M3-1,M3-2,M3-20,M3-23,M3-3,M4-1,M4-2,M5-1,M5-2,M5-20,M5-21,M5-22,M5-23,M5-3,M5-4,M7-1,M7-2,M8-1,M8-2,M8-20,M8-22,M8-24,M8-25,M8-3,M8-4,M8-5,M8-6,M8-7,M9-1,M9-2,M9-20,M9-24,M9-25,M9-3,N4-11,N4-12,N4-21,N4-22,N7-1,N7-2,N7-3,N7-4,N7-5,N7-6,N7-7,N7-8,N9-1,N9-2,N9-3,N9-4,N9-5,N9-6,N9-7,N9-8,O1-1,O1-1a,O1-1b,O1-1c,O1-2,O1-2a,O1-3,O1-3a,O1-3b,O1-4,O1-4a,O1-4b,O2-10,O2-11,O2-12,O2-20,O2-21,O2-30,O2-31,O2-32,O2-40,O2-41,P1-1,P1-10,P1-11,P1-111,P1-112,P1-113,P1-12,P1-121,P1-122,P1-13,P1-14,P1-15,P1-2,P1-3,P1-4,P1-5,P1-6,P1-7,P1-8,P1-9,P2-131,P2-132,P2-133,P2-141,P2-142,P2-143,P2-151,P2-152,P2-161,P2-162,P3-101,P3-102,P3-103,P3-111,P3-112,P3-121,P3-122,P3-91,P3-92,P3-93,P4-1a,P4-2a,P4-2c,P4-2r,P4-3a,P4-3b,P4-4a,P4-4b,P4-4c,P4-4r,P4-b,P6-1,P6-2,P6-3,P6-4,P6-5,P7-10,P7-11,P7-12,P7-13,P7-14,P7-6,P7-7,P7-8,P7-9,R1-21,R1-22,R1-31,R1-32,R4-11,R4-12,R4-13,R4-14,R4-21,R4-22,R4-23,R4-31,R4-32,R4-33,R4-41,R5-11,R5-12,R5-31,R5-32,R6-11,R6-12,R6-21,R6-22,R6-31,R6-32,R6-33,R6-41,R6-42,R7-11,R7-12,R7-31,R7-32,R7-33,R8-11,R8-12,R8-31,R8-32,S1-1,S1-2,S1-3,S1-4,S2-1,S2-4,S3-1,S3-2,S4-1,S4-5,S5-1,S5-2,U1-11,U1-12,U1-2,U1-3,U1-41,U1-42,U1-51G,U1-51L,U1-52G,U1-52L,U1-61,U1-62,U2-11,U2-12,U2-1R,U2-21,U2-22,U3-11,U3-12,U3-21,U3-22,U3-31,U3-32,U3-41,U3-42,U4-11,U4-12,U4-21,U4-22,U4-31,U4-32,U4-42,U4-5,U4-61,U4-62,U4-8,U5-1,U5-3,U5-4,U6-1,U6-31,U6-41,U6-42,U6-5,U7.X-1,U7.X-3,U7.X-4,V10-1,V10-10,V10-2,V10-3,V10-4,V10-5,V10-6,V10-7,V10-8,V10-9,V12-1,V12-11,V12-12,V12-2,V12-3,V12-4,V12-5,V12-601a,V12-601b,V12-602a,V12-602b,V12-9,V13-1,V13-10,V13-13,V13-15,V13-17,V13-2,V13-3,V13-7,V13-8,W1-1,W1-3,W1-5,W1-6,W2-1,W2-2,W2-3,W2-5,W2-6,W3-1,W3-4,W3-6,W4-2,W4-3,W4-4,W4-5,W4-6,W6-2,W6-5,W6-6,W6-7,W6-8,Z03/04.X_Z4_1,Z03/04.X_Z4_2
06.X-2li,0.00,0.00,1941.86,1941.86,1941.86,1941.86,1941.86,1941.86,285.00,285.00,285.00,285.00,4162.15,4162.15,4232.64,4392.06,4392.06,4419.40,4419.40,5784.58,5784.58,4942.60,4942.60,4942.60,2170.52,1916.53,2451.31,5421.34,5340.33,5340.33,3909.56,3824.94,3824.94,3759.52,3759.52,6171.03,6171.03,6002.34,6002.34,6002.34,6002.34,6002.34,5328.43,5328.43,0.00,0.00,3942.18,3967.61,3942.18,2507.10,2507.10,2659.39,2507.10,3203.64,3203.64,3203.64,3333.72,3333.72,3333.72,3333.72,2539.53,2539.53,3096.88,3096.88,3096.88,3096.88,3001.15,3001.15,3001.15,3001.15,2844.67,2844.67,2844.67,2895.59,2844.67,2844.67,2649.43,2649.43,2620.24,2685.85,2685.85,2609.23,2328.54,2337.90,2337.90,2238.28,2084.06,2016.63,2016.63,1891.37,1968.37,1968.37,2023.59,2023.59,2016.63,2067.29,2067.29,2084.80,2016.63,2016.63,2523.41,2523.41,2477.23,2477.23,2477.23,2477.23,2463.05,2416.97,2416.97,2416.97,2453.80,2453.80,2446.38,2446.38,2446.38,3598.00,3598.00,3940.04,3940.04,3039.13,3391.74,3466.00,2762.83,3069.49,2761.39,3312.12,2865.58,2782.83,2782.83,2782.83,2859.70,2913.33,2876.07,2876.07,2862.77,2658.30,2658.30,2658.30,2658.30,2658.30,2768.89,2768.89,2768.89,2768.89,2768.89,2782.83,3598.00,3598.00,3466.00,3466.00,3466.00,3550.30,3550.30,3562.57,3940.04,3940.04,3940.04,3333.72,3333.72,3333.72,3268.03,3333.72,3333.72,3417.78,3486.83,3486.83,3486.83,3486.83,3486.83,3486.83,3451.14,3451.14,3451.14,3378.15,3378.15,3465.45,3378.15,3627.75,3627.75,3638.23,3624.15,3624.15,3638.23,3624.15,3628.85,3628.85,4468.61,5300.20,5284.76,4852.23,4852.23,4521.49,4521.49,4389.45,4389.45,4582.98,4582.98,4563.85,4563.85,4627.47,4627.47,5056.63,5056.63,5056.63,4924.56,4924.56,4908.24,4925.08,4808.83,4808.83,4808.83,5055.94,5140.95,5140.95,5515.69,5601.91,5601.91,5706.48,5706.48,5618.16,5723.95,5706.48,5706.48,5706.48,5723.95,5723.95,5043.20,5043.20,5144.33,5144.33,5144.33,5144.33,5144.33,5531.14,5672.73,1618.73,1574.44,1574.44,1574.44,1537.91,1537.91,1537.91,1553.12,1553.12,1553.12,1553.12,2157.45,2157.45,2100.86,2657.49,2657.49,2101.01,2157.45,2040.90,2040.90,2657.49,2657.49,2420.04,2125.34,2125.34,2313.41,2219.86,2219.86,2219.86,2219.86,2313.41,2313.41,2324.12,2324.12,2324.12,2195.06,2195.06,2195.06,2215.94,2091.67,2091.67,2195.06,1358.24,1358.24,1258.57,1258.57,1299.99,1299.99,1336.22,1336.22,1039.46,1094.18,1094.18,1039.46,1039.46,1017.39,1017.39,1030.54,1058.92,1058.92,1094.18,1312.93,1312.93,1591.90,1312.93,912.91,912.91,912.91,924.17,924.17,924.17,924.17,943.29,943.29,943.29,943.29,954.31,954.31,5143.70,5143.70,5229.01,5229.01,5173.70,5143.70,5797.14,5685.24,5754.41,5754.41,5685.24,5730.31,5713.36,5685.24,6415.89,6458.73,5427.18,5463.28,5463.28,5427.18,5463.28,5463.28,4701.80,6323.19,6230.52,5996.31,5996.31,5993.65,5993.65,4103.22,4103.22,4103.22,4103.22,2848.84,2848.84,2848.84,2777.77,2780.87,3675.17,3675.17,3817.56,3817.56,3817.56,3817.56,3372.03,3304.33,3304.33,3372.03,3372.03,3304.33,3372.03,3387.17,3372.03,3372.03,3304.33,3304.33,3304.33,3304.33,2985.80,2985.80,3195.13,3195.13,2574.15,2574.15,2574.15,2695.71,2455.68,2455.68,2455.68,2695.71,2695.71,2571.09,2571.09,2528.22,2528.22,2455.68,2455.68,2207.88,2207.88,2168.54,2112.13,2120.66,2120.66,2157.45,4632.09,4597.58,4597.58,4449.13,4449.13,4597.58,4597.58,5011.90,5066.25,5066.25,5066.25,5066.25,4788.07,4788.07,4747.23,4781.77,5806.01,5700.86,5776.89,5776.89,1927.26,2040.90,1927.26,2040.90,1971.71,1971.71,1762.42,1689.54,1689.54,1591.04,1591.04,2046.58,2046.58,1301.43,1470.98,1202.50,1222.07,1222.07,1202.50,1202.50,1202.50,1202.50,1213.81,1235.51,1248.97,1169.56,1150.12,1169.56,1150.12,1161.27,1169.56,1150.12,1089.44,1200.05,1200.05,1200.05,1089.44,1042.08,1105.04,1042.08,1506.98,1506.98,2968.79,2968.79,2968.79,2968.79,4094.86,4094.86,4107.03,4107.03,4006.86,4006.86,4061.28,4006.86,4392.06,4392.06,4122.54,3970.10,3970.10,4084.70,3944.71,3944.71,5517.39,5517.39,5517.39,5517.39,5422.17,5452.00,6178.03,6178.03,6178.03,5378.20,5408.08,5408.08,5525.90,5525.90,5525.90,5623.64,5623.64,5651.29,5651.29,5651.29,5651.29,5651.29,4382.96,4522.33,5440.91,5440.91,5440.91,5440.91,5440.91,5440.91,5440.91,5440.91,4634.67,4634.67,4382.96,4499.16,4499.16,4499.16,4494.86,4494.86,4522.33,4522.33,5260.58,5444.00,5260.58,5186.75,5186.75,5282.60,5280.90,5280.90,5254.44,5254.44,5389.74,5389.74,5389.74,5393.56,5393.56,5356.56,5356.56,5378.87,5378.87,5378.87,6318.19,6322.80,6322.80,6322.80,6251.51,6251.51,6348.10,6348.10,6316.76,6348.10,6322.80,5967.69,5967.69,5967.69,5981.83,5967.69,5681.77,5681.77,5681.77,5681.77,5681.77,5696.49,5696.49,5696.49,5681.77,3291.47,3291.47,3291.47,3291.47,1763.42,1763.42,1763.42,1763.42,1816.84,1816.84,1816.84,1763.19,1752.20,1752.20,1702.25,1480.45,1480.45,1480.45,1480.45,1315.64,1315.64,1315.64,1315.64,1301.86,1301.86,1301.86,1360.43,1360.43,1037.91,1037.91,1049.83,1049.83,1049.83,988.81,988.81,1292.92,1292.92,3194.37,3194.37,3194.37,3194.37,3383.91,3499.03,3588.65,3588.65,3899.53,3899.53,4060.57,4438.52,3535.32,3535.32,3473.52,3339.66,3605.85,3363.86,3906.32,3551.04,3906.32,3551.04,3553.29,3553.29,3615.04,3615.04,3615.04,3903.91,3903.91,3787.22,3787.22,3814.57,3814.57,3796.48,3796.48,3796.48,3796.48,4162.15,4162.15,4162.15,4162.15,4243.05,4243.05,4140.61,4162.15,4120.59,4120.59,4189.44,4654.72,4625.10,4585.60,5078.05,4999.17,4985.94,4985.94,5078.05,5357.63,5142.45,5142.45,3124.95,3205.70,3285.04,3285.04,3124.95,3205.70,3124.95,3194.37,3194.37,3194.37,3708.30,3766.34,3766.34,3708.30,3708.30,3766.34,3766.34,3766.34,3766.34,3766.34,3766.34,3766.34,4520.31,4602.06,4520.31,4520.31,4520.31,4520.31,4520.31,4602.06,4602.06,3720.25,3730.30,3720.25,3720.25,3871.93,3871.93,3920.83,4044.91,4044.91,3932.50,3920.83,4052.62,4162.11,3795.25,3795.25,3795.25,3795.25,3933.89,4162.11,4162.11,3795.25,3795.25,1763.16,2452.23
06.X-2r,0.00,0.00,1941.86,1941.86,1941.86,1941.86,1941.86,1941.86,285.00,285.00,285.00,285.00,4162.15,4162.15,4232.64,4392.06,4392.06,4419.40,4419.40,5784.58,5784.58,4942.60,4942.60,4942.60,2170.52,1916.53,2451.31,5421.34,5340.33,5340.33,3909.56,3824.94,3824.94,3759.52,3759.52,6171.03,6171.03,6002.34,6002.34,6002.34,6002.34,6002.34,5328.43,5328.43,0.00,0.00,3942.18,3967.61,3942.18,2507.10,2507.10,2659.39,2507.10,3203.64,3203.64,3203.64,3333.72,3333.72,3333.72,3333.72,2539.53,2539.53,3096.88,3096.88,3096.88,3096.88,3001.15,3001.15,3001.15,3001.15,2844.67,2844.67,2844.67,2895.59,2844.67,2844.67,2649.43,2649.43,2620.24,2685.85,2685.85,2609.23,2328.54,2337.90,2337.90,2238.28,2084.06,2016.63,2016.63,1891.37,1968.37,1968.37,2023.59,2023.59,2016.63,2067.29,2067.29,2084.80,2016.63,2016.63,2523.41,2523.41,2477.23,2477.23,2477.23,2477.23,2463.05,2416.97,2416.97,2416.97,2453.80,2453.80,2446.38,2446.38,2446.38,3598.00,3598.00,3940.04,3940.04,3039.13,3391.74,3466.00,2762.83,3069.49,2761.39,3312.12,2865.58,2782.83,2782.83,2782.83,2859.70,2913.33,2876.07,2876.07,2862.77,2658.30,2658.30,2658.30,2658.30,2658.30,2768.89,2768.89,2768.89,2768.89,2768.89,2782.83,3598.00,3598.00,3466.00,3466.00,3466.00,3550.30,3550.30,3562.57,3940.04,3940.04,3940.04,3333.72,3333.72,3333.72,3268.03,3333.72,3333.72,3417.78,3486.83,3486.83,3486.83,3486.83,3486.83,3486.83,3451.14,3451.14,3451.14,3378.15,3378.15,3465.45,3378.15,3627.75,3627.75,3638.23,3624.15,3624.15,3638.23,3624.15,3628.85,3628.85,4468.61,5300.20,5284.76,4852.23,4852.23,4521.49,4521.49,4389.45,4389.45,4582.98,4582.98,4563.85,4563.85,4627.47,4627.47,5056.63,5056.63,5056.63,4924.56,4924.56,4908.24,4925.08,4808.83,4808.83,4808.83,5055.94,5140.95,5140.95,5515.69,5601.91,5601.91,5706.48,5706.48,5618.16,5723.95,5706.48,5706.48,5706.48,5723.95,5723.95,5043.20,5043.20,5144.33,5144.33,5144.33,5144.33,5144.33,5531.14,5672.73,1618.73,1574.44,1574.44,1574.44,1537.91,1537.91,1537.91,1553.12,1553.12,1553.12,1553.12,2157.45,2157.45,2100.86,2657.49,2657.49,2101.01,2157.45,2040.90,2040.90,2657.49,2657.49,2420.04,2125.34,2125.34,2313.41,2219.86,2219.86,2219.86,2219.86,2313.41,2313.41,2324.12,2324.12,2324.12,2195.06,2195.06,2195.06,2215.94,2091.67,2091.67,2195.06,1358.24,1358.24,1258.57,1258.57,1299.99,1299.99,1336.22,1336.22,1039.46,1094.18,1094.18,1039.46,1039.46,1017.39,1017.39,1030.54,1058.92,1058.92,1094.18,1312.93,1312.93,1591.90,1312.93,912.91,912.91,912.91,924.17,924.17,924.17,924.17,943.29,943.29,943.29,943.29,954.31,954.31,5143.70,5143.70,5229.01,5229.01,5173.70,5143.70,5797.14,5685.24,5754.41,5754.41,5685.24,5730.31,5713.36,5685.24,6415.89,6458.73,5427.18,5463.28,5463.28,5427.18,5463.28,5463.28,4701.80,6323.19,6230.52,5996.31,5996.31,5993.65,5993.65,4103.22,4103.22,4103.22,4103.22,2848.84,2848.84,2848.84,2777.77,2780.87,3675.17,3675.17,3817.56,3817.56,3817.56,3817.56,3372.03,3304.33,3304.33,3372.03,3372.03,3304.33,3372.03,3387.17,3372.03,3372.03,3304.33,3304.33,3304.33,3304.33,2985.80,2985.80,3195.13,3195.13,2574.15,2574.15,2574.15,2695.71,2455.68,2455.68,2455.68,2695.71,2695.71,2571.09,2571.09,2528.22,2528.22,2455.68,2455.68,2207.88,2207.88,2168.54,2112.13,2120.66,2120.66,2157.45,4632.09,4597.58,4597.58,4449.13,4449.13,4597.58,4597.58,5011.90,5066.25,5066.25,5066.25,5066.25,4788.07,4788.07,4747.23,4781.77,5806.01,5700.86,5776.89,5776.89,1927.26,2040.90,1927.26,2040.90,1971.71,1971.71,1762.42,1689.54,1689.54,1591.04,1591.04,2046.58,2046.58,1301.43,1470.98,1202.50,1222.07,1222.07,1202.50,1202.50,1202.50,1202.50,1213.81,1235.51,1248.97,1169.56,1150.12,1169.56,1150.12,1161.27,1169.56,1150.12,1089.44,1200.05,1200.05,1200.05,1089.44,1042.08,1105.04,1042.08,1506.98,1506.98,2968.79,2968.79,2968.79,2968.79,4094.86,4094.86,4107.03,4107.03,4006.86,4006.86,4061.28,4006.86,4392.06,4392.06,4122.54,3970.10,3970.10,4084.70,3944.71,3944.71,5517.39,5517.39,5517.39,5517.39,5422.17,5452.00,6178.03,6178.03,6178.03,5378.20,5408.08,5408.08,5525.90,5525.90,5525.90,5623.64,5623.64,5651.29,5651.29,5651.29,5651.29,5651.29,4382.96,4522.33,5440.91,5440.91,5440.91,5440.91,5440.91,5440.91,5440.91,5440.91,4634.67,4634.67,4382.96,4499.16,4499.16,4499.16,4494.86,4494.86,4522.33,4522.33,5260.58,5444.00,5260.58,5186.75,5186.75,5282.60,5280.90,5280.90,5254.44,5254.44,5389.74,5389.74,5389.74,5393.56,5393.56,5356.56,5356.56,5378.87,5378.87,5378.87,6318.19,6322.80,6322.80,6322.80,6251.51,6251.51,6348.10,6348.10,6316.76,6348.10,6322.80,5967.69,5967.69,5967.69,5981.83,5967.69,5681.77,5681.77,5681.77,5681.77,5681.77,5696.49,5696.49,5696.49,5681.77,3291.47,3291.47,3291.47,3291.47,1763.42,1763.42,1763.42,1763.42,1816.84,1816.84,1816.84,1763.19,1752.20,1752.20,1702.25,1480.45,1480.45,1480.45,1480.45,1315.64,1315.64,1315.64,1315.64,1301.86,1301.86,1301.86,1360.43,1360.43,1037.91,1037.91,1049.83,1049.83,1049.83,988.81,988.81,1292.92,1292.92,3194.37,3194.37,3194.37,3194.37,3383.91,3499.03,3588.65,3588.65,3899.53,3899.53,4060.57,4438.52,3535.32,3535.32,3473.52,3339.66,3605.85,3363.86,3906.32,3551.04,3906.32,3551.04,3553.29,3553.29,3615.04,3615.04,3615.04,3903.91,3903.91,3787.22,3787.22,3814.57,3814.57,3796.48,3796.48,3796.48,3796.48,4162.15,4162.15,4162.15,4162.15,4243.05,4243.05,4140.61,4162.15,4120.59,4120.59,4189.44,4654.72,4625.10,4585.60,5078.05,4999.17,4985.94,4985.94,5078.05,5357.63,5142.45,5142.45,3124.95,3205.70,3285.04,3285.04,3124.95,3205.70,3124.95,3194.37,3194.37,3194.37,3708.30,3766.34,3766.34,3708.30,3708.30,3766.34,3766.34,3766.34,3766.34,3766.34,3766.34,3766.34,4520.31,4602.06,4520.31,4520.31,4520.31,4520.31,4520.31,4602.06,4602.06,3720.25,3730.30,3720.25,3720.25,3871.93,3871.93,3920.83,4044.91,4044.91,3932.50,3920.83,4052.62,4162.11,3795.25,3795.25,3795.25,3795.25,3933.89,4162.11,4162.11,3795.25,3795.25,1763.16,2452.23
