detid_Y,N06111V,N06112W,N06113Y,N06114Z,N06121A,N06121L,N06121M,N06121N,N06131T,N06131V,N06131W,N06131X,N06141A,N06141C,N06141Y,N06151D,N06151F,N06151G,N06161Q,N06161R,N06161T,N06161U,N06171B,N06171P,N06171Q,N06171R,N06171S,N06181H,N06181J,N06181K,N06191N,N06191P,N06191Z,N06211C,N06211E,N06211F,N06211G,N06221P,N06221Q,N06221R,N06222H,N06222K,N06222L,N06222M,N06241A,N06241B,N06241Y,N06242Z,N06251T,N06251V,N06251W,N06251X,N06252D,N06252E,N06252F,N06261V,N06261Y,N06261Z,N06271G,N06271H,N06271K,N06271L,N06281M,N06281P,N06281R,N06281S,N06291B,N06291E,N06291F,N06311J,N06311K,N06311L,N06311N,N06312M,N06312P,N06321B,N06321C,N06321D,N06321E,N06321L,N06322G,N06331A,N06331J,N06331X,N06331Y,N06331Z,N06341K,N06341S,N06341T,N06351L,N06351M,N06351P,N06351R,N06391B,N06391Y,N06391Z,N06411H,N06411J,N06411K,N06421A,N06421B,N06421D,N06421E,N06421F,N06421G,N06431X,N06431Y,N06431Z,N06451L,N06451P,N06451R,N06451S,N06461E,N06461T,N06471H,N06481L,N06481N,N06481P,N06481S,N06482F,N06482J,N06482K,N06511A,N06511B,N06511C,N06521E,N06521F,N06521G,N06521H,N06551T,N06611A,N06611E,N06611F,N06611G,N06611J,N06621A,N06621B,N06621C,N06621D,N06631X,N06631Y,N06631Z,N06691R,N06691S,N06691T,N06691U,N06691V,N06731W,N06731X,N06731Y,N06731Z,N26151X,N29111A,N29111R,N29111S,N29111T,N29111V,N29111W,N29112Q,N29113R,N29121G,N29121J,N29121M,N29121N,N29121P,N29121Z,N29131B,N29131C,N29131E,N29131F,N29141A,N29142H,N31111S,N31111U,N31111W,N31122B,N36121V,N41111D,N41111E,N41111F,N41121B
N06461T,2749.25,2796.02,2865.69,2717.06,3299.22,3299.22,2948.23,3140.74,3270.82,3444.41,3669.08,3106.71,3506.75,3223.51,3380.71,3142.66,2944.20,3210.34,2802.68,2802.68,2810.29,2486.02,3330.60,3330.60,3415.16,3415.16,3380.71,2972.82,2972.82,2816.19,2711.53,2783.68,2894.81,2693.85,2773.83,2514.61,2426.96,2775.86,3108.27,2990.82,2717.35,2913.66,2819.49,2579.83,2773.83,2609.02,2913.34,2913.34,2522.73,2849.56,2766.09,2804.62,2834.24,2887.79,2934.04,3225.08,3050.86,3182.47,2755.18,2676.85,2645.41,2369.57,2530.17,3023.74,2780.97,2450.82,2796.02,2558.72,2794.63,3661.46,3603.47,3531.62,3661.46,3531.62,3531.62,3747.43,3661.46,3600.11,3467.30,3600.11,3353.50,3597.67,3883.08,3799.67,3877.27,3597.67,3929.23,3941.18,3805.15,4541.99,4019.39,3893.75,3761.11,4056.10,3407.29,3857.05,4541.99,4335.56,3971.46,4541.99,112.39,4335.56,4541.99,4541.99,4541.99,112.39,4541.99,112.39,535.20,535.20,112.39,112.39,535.20,0.00,3546.35,535.20,692.53,692.53,535.20,535.20,535.20,535.20,0.00,112.39,112.39,112.39,112.39,112.39,112.39,692.53,0.00,1173.59,535.20,0.00,535.20,1341.69,1173.59,535.20,535.20,1414.51,1173.59,1253.91,1173.59,1341.69,1341.69,1356.10,1173.59,1173.59,1589.05,1356.10,692.53,1589.05,1467.14,1589.05,1467.14,1370.46,1382.90,1777.17,1467.14,1487.61,1589.05,1356.10,1467.14,1589.05,1589.05,1356.10,1589.05,1356.10,1589.05,1589.05,1589.05,1589.05,4550.55,4550.55,4471.51,4874.26,4437.68,4093.84,3799.67,4085.89,4019.43
N06471H,847.76,1043.53,964.20,1134.66,389.73,389.73,578.49,406.36,446.86,658.72,883.38,843.83,1246.61,846.09,595.01,879.79,636.35,680.71,717.07,717.07,908.80,1011.12,506.64,506.64,591.20,591.20,595.01,664.97,664.97,703.56,810.05,810.71,609.07,2308.51,2146.50,2342.69,2093.65,2197.99,2530.40,2412.95,2022.25,2335.79,2241.62,2194.50,2146.50,2138.02,2218.24,2218.24,1582.91,1909.74,1980.06,2003.93,1894.42,1947.97,1994.22,357.94,496.24,364.63,1172.78,1473.93,1471.98,1458.60,1327.26,1934.57,1841.15,1654.83,1043.53,1355.81,1212.23,226.69,779.51,707.66,226.69,707.66,707.66,201.08,226.69,86.66,73.92,86.66,324.74,51.32,336.73,253.32,330.93,51.32,382.89,531.86,258.81,1045.37,570.31,347.40,582.79,1357.39,621.59,1071.36,1045.37,838.93,522.39,1045.37,1918.73,838.93,1045.37,1045.37,1045.37,1918.73,1045.37,1918.73,2303.19,2303.19,1918.73,1918.73,2303.19,2031.12,0.00,2303.19,2460.53,2460.53,2303.19,2303.19,2303.19,2303.19,2031.12,1918.73,1918.73,1918.73,1918.73,1918.73,1918.73,2460.53,2031.12,2779.87,2303.19,2031.12,2303.19,2947.97,2779.87,2303.19,2303.19,3020.79,2779.87,2860.20,2779.87,2947.97,2947.97,2962.38,2779.87,2779.87,3195.33,2962.38,2460.53,3195.33,3073.43,3195.33,3073.43,2976.75,2989.18,2989.15,3073.43,3093.89,3195.33,2962.38,3073.43,3195.33,3195.33,2962.38,3195.33,2962.38,3195.33,3195.33,3195.33,3195.33,1053.93,1053.93,974.89,1377.64,941.06,547.49,253.32,539.55,473.08
N06481L,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06481N,3027.50,3074.27,3143.94,2995.31,3577.47,3577.47,3226.48,3418.99,3549.07,3722.66,3947.33,3384.96,3785.00,3501.77,3658.96,3420.91,3222.45,3488.59,3080.93,3080.93,3088.54,2764.27,3608.86,3608.86,3693.41,3693.41,3658.96,3251.07,3251.07,3094.44,2989.78,3061.94,3173.07,2972.10,3052.09,2792.86,2705.22,3054.11,3386.53,3269.07,2995.60,3191.92,3097.74,2858.09,3052.09,2887.28,3191.59,3191.59,2800.98,3127.82,3044.34,3082.88,3112.50,3166.04,3212.29,3503.33,3329.11,3460.72,3033.43,2955.10,2923.66,2647.82,2808.43,3302.00,3059.22,2729.07,3074.27,2836.98,3072.89,3939.72,3881.72,3809.88,3939.72,3809.88,3809.88,4025.68,3939.72,3878.36,3745.55,3878.36,3631.75,3875.92,4161.33,4077.92,4155.52,3875.92,4207.49,4219.43,4083.41,4820.25,4297.64,4172.00,4039.36,4334.35,3685.54,4135.31,4820.25,4613.81,4249.71,4820.25,580.14,4613.81,4820.25,4820.25,4820.25,580.14,4820.25,580.14,352.35,352.35,580.14,580.14,352.35,692.53,3824.60,352.35,0.00,0.00,352.35,352.35,352.35,352.35,692.53,580.14,580.14,580.14,580.14,580.14,580.14,0.00,692.53,972.66,352.35,692.53,352.35,1140.76,972.66,352.35,352.35,1213.58,972.66,1052.98,972.66,1140.76,1140.76,1155.17,972.66,972.66,1388.12,1155.17,0.00,1388.12,1266.21,1388.12,1266.21,1169.54,1181.97,1623.50,1266.21,1286.68,1388.12,1155.17,1266.21,1388.12,1388.12,1155.17,1388.12,1155.17,1388.12,1388.12,1388.12,1388.12,4828.81,4828.81,4749.77,5152.51,4715.94,4372.09,4077.92,4364.15,4297.68
N06481P,3027.50,3074.27,3143.94,2995.31,3577.47,3577.47,3226.48,3418.99,3549.07,3722.66,3947.33,3384.96,3785.00,3501.77,3658.96,3420.91,3222.45,3488.59,3080.93,3080.93,3088.54,2764.27,3608.86,3608.86,3693.41,3693.41,3658.96,3251.07,3251.07,3094.44,2989.78,3061.94,3173.07,2972.10,3052.09,2792.86,2705.22,3054.11,3386.53,3269.07,2995.60,3191.92,3097.74,2858.09,3052.09,2887.28,3191.59,3191.59,2800.98,3127.82,3044.34,3082.88,3112.50,3166.04,3212.29,3503.33,3329.11,3460.72,3033.43,2955.10,2923.66,2647.82,2808.43,3302.00,3059.22,2729.07,3074.27,2836.98,3072.89,3939.72,3881.72,3809.88,3939.72,3809.88,3809.88,4025.68,3939.72,3878.36,3745.55,3878.36,3631.75,3875.92,4161.33,4077.92,4155.52,3875.92,4207.49,4219.43,4083.41,4820.25,4297.64,4172.00,4039.36,4334.35,3685.54,4135.31,4820.25,4613.81,4249.71,4820.25,580.14,4613.81,4820.25,4820.25,4820.25,580.14,4820.25,580.14,352.35,352.35,580.14,580.14,352.35,692.53,3824.60,352.35,0.00,0.00,352.35,352.35,352.35,352.35,692.53,580.14,580.14,580.14,580.14,580.14,580.14,0.00,692.53,972.66,352.35,692.53,352.35,1140.76,972.66,352.35,352.35,1213.58,972.66,1052.98,972.66,1140.76,1140.76,1155.17,972.66,972.66,1388.12,1155.17,0.00,1388.12,1266.21,1388.12,1266.21,1169.54,1181.97,1623.50,1266.21,1286.68,1388.12,1155.17,1266.21,1388.12,1388.12,1155.17,1388.12,1155.17,1388.12,1388.12,1388.12,1388.12,4828.81,4828.81,4749.77,5152.51,4715.94,4372.09,4077.92,4364.15,4297.68
N06481S,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06482F,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06482J,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06482K,2888.25,2935.02,3004.69,2856.06,3438.22,3438.22,3087.23,3279.74,3409.82,3583.41,3808.08,3245.71,3645.75,3362.51,3519.71,3281.66,3083.20,3349.34,2941.68,2941.68,2949.29,2625.02,3469.60,3469.60,3554.16,3554.16,3519.71,3111.82,3111.82,2955.19,2850.53,2922.68,3033.81,2832.85,2912.83,2653.61,2565.96,2914.86,3247.27,3129.82,2856.35,3052.66,2958.49,2718.83,2912.83,2748.02,3052.34,3052.34,2661.73,2988.56,2905.09,2943.62,2973.24,3026.79,3073.04,3364.08,3189.86,3321.47,2894.18,2815.85,2784.41,2508.57,2669.17,3162.74,2919.97,2589.82,2935.02,2697.72,2933.63,3800.46,3742.47,3670.62,3800.46,3670.62,3670.62,3886.43,3800.46,3739.11,3606.30,3739.11,3492.50,3736.67,4022.08,3938.67,4016.27,3736.67,4068.23,4080.18,3944.15,4680.99,4158.39,4032.75,3900.11,4195.10,3546.29,3996.05,4680.99,4474.56,4110.46,4680.99,440.89,4474.56,4680.99,4680.99,4680.99,440.89,4680.99,440.89,0.00,0.00,440.89,440.89,0.00,553.28,3685.35,0.00,352.35,352.35,0.00,0.00,0.00,0.00,553.28,440.89,440.89,440.89,440.89,440.89,440.89,352.35,553.28,833.41,0.00,553.28,0.00,1001.51,833.41,0.00,0.00,1074.33,833.41,913.73,833.41,1001.51,1001.51,1015.92,833.41,833.41,1248.87,1015.92,352.35,1248.87,1126.96,1248.87,1126.96,1030.28,1042.72,1484.24,1126.96,1147.43,1248.87,1015.92,1126.96,1248.87,1248.87,1015.92,1248.87,1015.92,1248.87,1248.87,1248.87,1248.87,4689.55,4689.55,4610.51,5013.26,4576.68,4232.84,3938.67,4224.89,4158.43
N06511A,2749.25,2796.02,2865.69,2717.06,3299.22,3299.22,2948.23,3140.74,3270.82,3444.41,3669.08,3106.71,3506.75,3223.51,3380.71,3142.66,2944.20,3210.34,2802.68,2802.68,2810.29,2486.02,3330.60,3330.60,3415.16,3415.16,3380.71,2972.82,2972.82,2816.19,2711.53,2783.68,2894.81,2693.85,2773.83,2514.61,2426.96,2775.86,3108.27,2990.82,2717.35,2913.66,2819.49,2579.83,2773.83,2609.02,2913.34,2913.34,2522.73,2849.56,2766.09,2804.62,2834.24,2887.79,2934.04,3225.08,3050.86,3182.47,2755.18,2676.85,2645.41,2369.57,2530.17,3023.74,2780.97,2450.82,2796.02,2558.72,2794.63,3661.46,3603.47,3531.62,3661.46,3531.62,3531.62,3747.43,3661.46,3600.11,3467.30,3600.11,3353.50,3597.67,3883.08,3799.67,3877.27,3597.67,3929.23,3941.18,3805.15,4541.99,4019.39,3893.75,3761.11,4056.10,3407.29,3857.05,4541.99,4335.56,3971.46,4541.99,112.39,4335.56,4541.99,4541.99,4541.99,112.39,4541.99,112.39,535.20,535.20,112.39,112.39,535.20,0.00,3546.35,535.20,692.53,692.53,535.20,535.20,535.20,535.20,0.00,112.39,112.39,112.39,112.39,112.39,112.39,692.53,0.00,1173.59,535.20,0.00,535.20,1341.69,1173.59,535.20,535.20,1414.51,1173.59,1253.91,1173.59,1341.69,1341.69,1356.10,1173.59,1173.59,1589.05,1356.10,692.53,1589.05,1467.14,1589.05,1467.14,1370.46,1382.90,1777.17,1467.14,1487.61,1589.05,1356.10,1467.14,1589.05,1589.05,1356.10,1589.05,1356.10,1589.05,1589.05,1589.05,1589.05,4550.55,4550.55,4471.51,4874.26,4437.68,4093.84,3799.67,4085.89,4019.43
N06511B,2636.86,2683.63,2753.30,2604.67,3186.83,3186.83,2835.84,3028.34,3158.43,3332.02,3556.69,2994.32,3394.36,3111.12,3268.32,3030.27,2831.81,3097.95,2690.29,2690.29,2697.90,2373.63,3218.21,3218.21,3302.77,3302.77,3268.32,2860.43,2860.43,2703.80,2599.14,2671.29,2782.42,2581.46,2661.44,2402.22,2314.57,2663.47,2995.88,2878.43,2604.96,2801.27,2707.10,2467.44,2661.44,2496.63,2800.95,2800.95,2410.34,2737.17,2653.70,2692.23,2721.85,2775.40,2821.65,3112.69,2938.47,3070.08,2642.78,2564.46,2533.01,2257.18,2417.78,2911.35,2668.58,2338.43,2683.63,2446.33,2682.24,3549.07,3491.08,3419.23,3549.07,3419.23,3419.23,3635.04,3549.07,3487.72,3354.91,3487.72,3241.11,3485.28,3770.68,3687.28,3764.88,3485.28,3816.84,3828.79,3692.76,4429.60,3907.00,3781.36,3648.72,3943.71,3294.90,3744.66,4429.60,4223.16,3859.07,4429.60,0.00,4223.16,4429.60,4429.60,4429.60,0.00,4429.60,0.00,422.81,422.81,0.00,0.00,422.81,112.39,3433.96,422.81,580.14,580.14,422.81,422.81,422.81,422.81,112.39,0.00,0.00,0.00,0.00,0.00,0.00,580.14,112.39,1061.19,422.81,112.39,422.81,1229.30,1061.19,422.81,422.81,1302.12,1061.19,1141.52,1061.19,1229.30,1229.30,1243.71,1061.19,1061.19,1476.66,1243.71,580.14,1476.66,1354.75,1476.66,1354.75,1258.07,1270.51,1664.78,1354.75,1375.22,1476.66,1243.71,1354.75,1476.66,1476.66,1243.71,1476.66,1243.71,1476.66,1476.66,1476.66,1476.66,4438.16,4438.16,4359.12,4761.87,4325.29,3981.45,3687.28,3973.50,3907.03
N06511C,2636.86,2683.63,2753.30,2604.67,3186.83,3186.83,2835.84,3028.34,3158.43,3332.02,3556.69,2994.32,3394.36,3111.12,3268.32,3030.27,2831.81,3097.95,2690.29,2690.29,2697.90,2373.63,3218.21,3218.21,3302.77,3302.77,3268.32,2860.43,2860.43,2703.80,2599.14,2671.29,2782.42,2581.46,2661.44,2402.22,2314.57,2663.47,2995.88,2878.43,2604.96,2801.27,2707.10,2467.44,2661.44,2496.63,2800.95,2800.95,2410.34,2737.17,2653.70,2692.23,2721.85,2775.40,2821.65,3112.69,2938.47,3070.08,2642.78,2564.46,2533.01,2257.18,2417.78,2911.35,2668.58,2338.43,2683.63,2446.33,2682.24,3549.07,3491.08,3419.23,3549.07,3419.23,3419.23,3635.04,3549.07,3487.72,3354.91,3487.72,3241.11,3485.28,3770.68,3687.28,3764.88,3485.28,3816.84,3828.79,3692.76,4429.60,3907.00,3781.36,3648.72,3943.71,3294.90,3744.66,4429.60,4223.16,3859.07,4429.60,0.00,4223.16,4429.60,4429.60,4429.60,0.00,4429.60,0.00,422.81,422.81,0.00,0.00,422.81,112.39,3433.96,422.81,580.14,580.14,422.81,422.81,422.81,422.81,112.39,0.00,0.00,0.00,0.00,0.00,0.00,580.14,112.39,1061.19,422.81,112.39,422.81,1229.30,1061.19,422.81,422.81,1302.12,1061.19,1141.52,1061.19,1229.30,1229.30,1243.71,1061.19,1061.19,1476.66,1243.71,580.14,1476.66,1354.75,1476.66,1354.75,1258.07,1270.51,1664.78,1354.75,1375.22,1476.66,1243.71,1354.75,1476.66,1476.66,1243.71,1476.66,1243.71,1476.66,1476.66,1476.66,1476.66,4438.16,4438.16,4359.12,4761.87,4325.29,3981.45,3687.28,3973.50,3907.03
N06521E,2636.86,2683.63,2753.30,2604.67,3186.83,3186.83,2835.84,3028.34,3158.43,3332.02,3556.69,2994.32,3394.36,3111.12,3268.32,3030.27,2831.81,3097.95,2690.29,2690.29,2697.90,2373.63,3218.21,3218.21,3302.77,3302.77,3268.32,2860.43,2860.43,2703.80,2599.14,2671.29,2782.42,2581.46,2661.44,2402.22,2314.57,2663.47,2995.88,2878.43,2604.96,2801.27,2707.10,2467.44,2661.44,2496.63,2800.95,2800.95,2410.34,2737.17,2653.70,2692.23,2721.85,2775.40,2821.65,3112.69,2938.47,3070.08,2642.78,2564.46,2533.01,2257.18,2417.78,2911.35,2668.58,2338.43,2683.63,2446.33,2682.24,3549.07,3491.08,3419.23,3549.07,3419.23,3419.23,3635.04,3549.07,3487.72,3354.91,3487.72,3241.11,3485.28,3770.68,3687.28,3764.88,3485.28,3816.84,3828.79,3692.76,4429.60,3907.00,3781.36,3648.72,3943.71,3294.90,3744.66,4429.60,4223.16,3859.07,4429.60,0.00,4223.16,4429.60,4429.60,4429.60,0.00,4429.60,0.00,422.81,422.81,0.00,0.00,422.81,112.39,3433.96,422.81,580.14,580.14,422.81,422.81,422.81,422.81,112.39,0.00,0.00,0.00,0.00,0.00,0.00,580.14,112.39,1061.19,422.81,112.39,422.81,1229.30,1061.19,422.81,422.81,1302.12,1061.19,1141.52,1061.19,1229.30,1229.30,1243.71,1061.19,1061.19,1476.66,1243.71,580.14,1476.66,1354.75,1476.66,1354.75,1258.07,1270.51,1664.78,1354.75,1375.22,1476.66,1243.71,1354.75,1476.66,1476.66,1243.71,1476.66,1243.71,1476.66,1476.66,1476.66,1476.66,4438.16,4438.16,4359.12,4761.87,4325.29,3981.45,3687.28,3973.50,3907.03
N06521F,2636.86,2683.63,2753.30,2604.67,3186.83,3186.83,2835.84,3028.34,3158.43,3332.02,3556.69,2994.32,3394.36,3111.12,3268.32,3030.27,2831.81,3097.95,2690.29,2690.29,2697.90,2373.63,3218.21,3218.21,3302.77,3302.77,3268.32,2860.43,2860.43,2703.80,2599.14,2671.29,2782.42,2581.46,2661.44,2402.22,2314.57,2663.47,2995.88,2878.43,2604.96,2801.27,2707.10,2467.44,2661.44,2496.63,2800.95,2800.95,2410.34,2737.17,2653.70,2692.23,2721.85,2775.40,2821.65,3112.69,2938.47,3070.08,2642.78,2564.46,2533.01,2257.18,2417.78,2911.35,2668.58,2338.43,2683.63,2446.33,2682.24,3549.07,3491.08,3419.23,3549.07,3419.23,3419.23,3635.04,3549.07,3487.72,3354.91,3487.72,3241.11,3485.28,3770.68,3687.28,3764.88,3485.28,3816.84,3828.79,3692.76,4429.60,3907.00,3781.36,3648.72,3943.71,3294.90,3744.66,4429.60,4223.16,3859.07,4429.60,0.00,4223.16,4429.60,4429.60,4429.60,0.00,4429.60,0.00,422.81,422.81,0.00,0.00,422.81,112.39,3433.96,422.81,580.14,580.14,422.81,422.81,422.81,422.81,112.39,0.00,0.00,0.00,0.00,0.00,0.00,580.14,112.39,1061.19,422.81,112.39,422.81,1229.30,1061.19,422.81,422.81,1302.12,1061.19,1141.52,1061.19,1229.30,1229.30,1243.71,1061.19,1061.19,1476.66,1243.71,580.14,1476.66,1354.75,1476.66,1354.75,1258.07,1270.51,1664.78,1354.75,1375.22,1476.66,1243.71,1354.75,1476.66,1476.66,1243.71,1476.66,1243.71,1476.66,1476.66,1476.66,1476.66,4438.16,4438.16,4359.12,4761.87,4325.29,3981.45,3687.28,3973.50,3907.03
