detid_Y,1007.21,1007.22,1007.23,1007.24,1007.41,1007.42,101.21,101.22,101.31A,103.21,103.22,103.23,104.41A,104.42A,104.43A,104.44A,105.11A,105.31A,105.32A,106.31,106.32,106.41A,106.42A,106.43A,106.44A,106.51,106.81A,106.82A,107.12A,107.21A,107.81A,109.21A,109.41A,1093.11A,1093.12A,1094.12,1094.13,201.31A,201.32A,204.31,204.32,205.11,205.12,205.21A,205.22A,205.41,205.42A,208.12,208.13,208.14,208.31A,208.32A,306.11,306.11A,306.12,306.12A,306.13,306.14,306.21,306.22,306.23,306.24,306.34,306.35,306.36,306.41,306.42,306.43,308.14A,308.15A,361.22,361.23,361.31,361.41,361.42,362.11,362.21,362.22,362.41,362.42,363.21A,363.22,363.22A,363.23,363.24,363.31,364.11,364.12,364.31,364.32,364.41,364.42,364.43,365.12,365.13,365.14,365.15,365.16,365.2,365.21,365.22,365.23,365.24,366.32,401.11,401.12,401.21,401.22,401.31,401.32,401.33,402.11,402.12,402.13,402.14A,402.15A,402.21A,402.31,402.32,402.33,402.34A,402.35A,402.41,402.42,402.43,402.45A,403.11,403.12,403.21,403.31,403.32,404.12,404.13,404.21A,404.32,404.33,405.11,405.12,405.31,405.32,405.33,405.34,405.41,405.42,405.43,405.44,406.11,406.12,406.13,406.14,406.21,406.22,406.31,406.32,422.22,422.32,501.21,501.22,501.23AD,501.24AD,501.71,501.72,501.73,501.74,501.75,501.76,501.81,501.82,501.83AD,501.84AD,502.11,502.12,502.43A,504.24A,504.31,504.32,504.41,504.51,504.52,504.53,504.54,505.12A,505.13A,505.31A,505.32A,506.11,506.12,506.13,506.21,506.22,506.31,506.32,506.33,507.11A,507.12A,507.31A,508.31A,508.32A,509.11,509.12A,509.21,509.31,509.32A,513.11,513.12,513.22,513.23,513.24,513.42,513.43,555.11,555.12,555.31,555.32,555.41,555.42,560.21,560.41,561.11,561.31,561.41,561.42,601.21A,601.22A,601.31,601.32A,602.11,602.12,602.21A,602.22A,602.23A,602.31,603.21A,603.22A,604.21A,604.22A,604.31A,605.21A,605.22A,605.31,605.32,605.41,605.42,606.21A,606.22A,607.11A,607.12A,607.22A,607.23A,608.21,608.22,608.41A,609.21,609.41A,704.11,704.21,704.31,704.32A,704.41,705.31,705.32,705.41A,705.42A,706.11,706.12,706.13,706.21A,706.22A,706.23,706.24,706.31,706.32,707.21,707.31,707.32,707.41,707.42,707.43A,707.44A,711.11,711.21,711.31,711.41,718.21,718.41,720.41D,720.42D,822.11,822.12,822.13A,822.14A,901.11,901.21,901.31,901.32,901.33,901.41,902.11,902.12,902.41
1007.21,0.00,0.00,0.00,0.00,175.86,175.86,1205.07,1212.58,1007.33,1367.31,1367.31,1367.31,2212.70,2212.70,2212.70,2133.04,2031.46,1957.81,1957.81,2263.58,2263.58,2481.41,2481.41,2481.41,2481.41,2593.32,2590.41,2590.41,2798.40,2650.04,2693.69,3242.78,3242.78,3351.20,3351.20,2780.03,2780.03,2127.10,2127.10,2405.97,2405.97,2581.12,2581.12,2526.07,2526.07,2572.46,2572.46,2673.79,2673.79,2780.03,2673.79,2673.79,4100.60,4100.60,4100.60,4100.60,4242.31,4242.31,3509.68,3509.68,3737.60,3737.60,3492.04,3435.54,3435.54,3760.97,3760.97,3760.97,3276.26,3276.26,3470.59,3470.59,3367.43,3509.68,3509.68,3461.62,3451.56,3451.56,3305.61,3305.61,3133.58,3133.58,3133.58,3133.58,3302.85,3174.25,2974.19,2974.19,2864.20,2864.20,3491.19,2932.91,2932.91,3311.85,3311.85,4131.73,4131.73,4131.73,2569.87,2569.87,2569.87,2550.84,2550.84,2189.25,2977.24,2977.24,2969.28,2969.28,2969.28,2969.28,2969.28,3203.76,3109.00,3109.00,3109.00,3109.00,3192.21,3295.23,3295.23,3295.23,3295.23,3295.23,3279.97,3279.97,3279.97,3279.97,3475.64,3475.64,3444.41,3516.44,3516.44,3528.18,3528.18,3447.18,3457.51,3447.18,3500.38,3500.38,3847.52,3847.52,3847.52,3847.52,4088.11,4088.11,4088.11,4088.11,3470.50,3470.50,3470.50,3470.50,3443.23,3443.23,3453.88,3443.23,3387.00,3387.00,1659.74,1659.74,1659.74,1659.74,1736.43,1736.43,2627.04,1736.43,1736.43,2627.04,1837.03,1837.03,1837.03,1837.03,1402.74,1402.74,1258.29,891.27,891.27,891.27,891.27,968.73,968.73,968.73,968.73,516.96,516.96,516.96,516.96,345.87,345.87,345.87,273.42,273.42,345.87,345.87,345.87,508.07,508.07,508.07,669.29,669.29,352.27,352.27,497.83,431.24,431.24,231.85,125.47,264.35,264.35,264.35,125.47,0.00,2221.15,2221.15,2326.83,2326.83,2405.76,2405.76,1432.10,1432.10,1367.16,1367.16,1367.16,1367.16,2407.28,2407.28,2494.15,2435.05,2358.80,2358.80,2222.14,2222.14,2222.14,2222.14,1932.64,1932.64,1743.59,1743.59,1797.24,1549.47,1549.47,1633.71,1633.71,1595.25,1595.25,1359.39,1359.39,1198.82,1198.82,1225.23,1225.23,1100.43,1100.43,1013.35,968.43,888.06,1826.95,1813.44,1917.22,1917.22,2008.81,2188.23,2188.23,2188.23,2188.23,2272.96,2387.88,2387.88,2399.85,2399.85,2387.88,2399.85,2481.94,2399.85,2655.35,2706.11,2706.11,2676.06,2676.06,2676.06,2676.06,2179.69,2179.69,2272.96,2179.69,3114.54,3187.14,3021.10,3021.10,3800.25,3800.25,3800.25,3800.25,2179.98,1963.62,2115.88,2115.88,2115.88,2161.49,2213.76,2213.76,2242.31
1007.22,0.00,0.00,0.00,0.00,175.86,175.86,1205.07,1212.58,1007.33,1367.31,1367.31,1367.31,2212.70,2212.70,2212.70,2133.04,2031.46,1957.81,1957.81,2263.58,2263.58,2481.41,2481.41,2481.41,2481.41,2593.32,2590.41,2590.41,2798.40,2650.04,2693.69,3242.78,3242.78,3351.20,3351.20,2780.03,2780.03,2127.10,2127.10,2405.97,2405.97,2581.12,2581.12,2526.07,2526.07,2572.46,2572.46,2673.79,2673.79,2780.03,2673.79,2673.79,4100.60,4100.60,4100.60,4100.60,4242.31,4242.31,3509.68,3509.68,3737.60,3737.60,3492.04,3435.54,3435.54,3760.97,3760.97,3760.97,3276.26,3276.26,3470.59,3470.59,3367.43,3509.68,3509.68,3461.62,3451.56,3451.56,3305.61,3305.61,3133.58,3133.58,3133.58,3133.58,3302.85,3174.25,2974.19,2974.19,2864.20,2864.20,3491.19,2932.91,2932.91,3311.85,3311.85,4131.73,4131.73,4131.73,2569.87,2569.87,2569.87,2550.84,2550.84,2189.25,2977.24,2977.24,2969.28,2969.28,2969.28,2969.28,2969.28,3203.76,3109.00,3109.00,3109.00,3109.00,3192.21,3295.23,3295.23,3295.23,3295.23,3295.23,3279.97,3279.97,3279.97,3279.97,3475.64,3475.64,3444.41,3516.44,3516.44,3528.18,3528.18,3447.18,3457.51,3447.18,3500.38,3500.38,3847.52,3847.52,3847.52,3847.52,4088.11,4088.11,4088.11,4088.11,3470.50,3470.50,3470.50,3470.50,3443.23,3443.23,3453.88,3443.23,3387.00,3387.00,1659.74,1659.74,1659.74,1659.74,1736.43,1736.43,2627.04,1736.43,1736.43,2627.04,1837.03,1837.03,1837.03,1837.03,1402.74,1402.74,1258.29,891.27,891.27,891.27,891.27,968.73,968.73,968.73,968.73,516.96,516.96,516.96,516.96,345.87,345.87,345.87,273.42,273.42,345.87,345.87,345.87,508.07,508.07,508.07,669.29,669.29,352.27,352.27,497.83,431.24,431.24,231.85,125.47,264.35,264.35,264.35,125.47,0.00,2221.15,2221.15,2326.83,2326.83,2405.76,2405.76,1432.10,1432.10,1367.16,1367.16,1367.16,1367.16,2407.28,2407.28,2494.15,2435.05,2358.80,2358.80,2222.14,2222.14,2222.14,2222.14,1932.64,1932.64,1743.59,1743.59,1797.24,1549.47,1549.47,1633.71,1633.71,1595.25,1595.25,1359.39,1359.39,1198.82,1198.82,1225.23,1225.23,1100.43,1100.43,1013.35,968.43,888.06,1826.95,1813.44,1917.22,1917.22,2008.81,2188.23,2188.23,2188.23,2188.23,2272.96,2387.88,2387.88,2399.85,2399.85,2387.88,2399.85,2481.94,2399.85,2655.35,2706.11,2706.11,2676.06,2676.06,2676.06,2676.06,2179.69,2179.69,2272.96,2179.69,3114.54,3187.14,3021.10,3021.10,3800.25,3800.25,3800.25,3800.25,2179.98,1963.62,2115.88,2115.88,2115.88,2161.49,2213.76,2213.76,2242.31
1007.23,0.00,0.00,0.00,0.00,175.86,175.86,1205.07,1212.58,1007.33,1367.31,1367.31,1367.31,2212.70,2212.70,2212.70,2133.04,2031.46,1957.81,1957.81,2263.58,2263.58,2481.41,2481.41,2481.41,2481.41,2593.32,2590.41,2590.41,2798.40,2650.04,2693.69,3242.78,3242.78,3351.20,3351.20,2780.03,2780.03,2127.10,2127.10,2405.97,2405.97,2581.12,2581.12,2526.07,2526.07,2572.46,2572.46,2673.79,2673.79,2780.03,2673.79,2673.79,4100.60,4100.60,4100.60,4100.60,4242.31,4242.31,3509.68,3509.68,3737.60,3737.60,3492.04,3435.54,3435.54,3760.97,3760.97,3760.97,3276.26,3276.26,3470.59,3470.59,3367.43,3509.68,3509.68,3461.62,3451.56,3451.56,3305.61,3305.61,3133.58,3133.58,3133.58,3133.58,3302.85,3174.25,2974.19,2974.19,2864.20,2864.20,3491.19,2932.91,2932.91,3311.85,3311.85,4131.73,4131.73,4131.73,2569.87,2569.87,2569.87,2550.84,2550.84,2189.25,2977.24,2977.24,2969.28,2969.28,2969.28,2969.28,2969.28,3203.76,3109.00,3109.00,3109.00,3109.00,3192.21,3295.23,3295.23,3295.23,3295.23,3295.23,3279.97,3279.97,3279.97,3279.97,3475.64,3475.64,3444.41,3516.44,3516.44,3528.18,3528.18,3447.18,3457.51,3447.18,3500.38,3500.38,3847.52,3847.52,3847.52,3847.52,4088.11,4088.11,4088.11,4088.11,3470.50,3470.50,3470.50,3470.50,3443.23,3443.23,3453.88,3443.23,3387.00,3387.00,1659.74,1659.74,1659.74,1659.74,1736.43,1736.43,2627.04,1736.43,1736.43,2627.04,1837.03,1837.03,1837.03,1837.03,1402.74,1402.74,1258.29,891.27,891.27,891.27,891.27,968.73,968.73,968.73,968.73,516.96,516.96,516.96,516.96,345.87,345.87,345.87,273.42,273.42,345.87,345.87,345.87,508.07,508.07,508.07,669.29,669.29,352.27,352.27,497.83,431.24,431.24,231.85,125.47,264.35,264.35,264.35,125.47,0.00,2221.15,2221.15,2326.83,2326.83,2405.76,2405.76,1432.10,1432.10,1367.16,1367.16,1367.16,1367.16,2407.28,2407.28,2494.15,2435.05,2358.80,2358.80,2222.14,2222.14,2222.14,2222.14,1932.64,1932.64,1743.59,1743.59,1797.24,1549.47,1549.47,1633.71,1633.71,1595.25,1595.25,1359.39,1359.39,1198.82,1198.82,1225.23,1225.23,1100.43,1100.43,1013.35,968.43,888.06,1826.95,1813.44,1917.22,1917.22,2008.81,2188.23,2188.23,2188.23,2188.23,2272.96,2387.88,2387.88,2399.85,2399.85,2387.88,2399.85,2481.94,2399.85,2655.35,2706.11,2706.11,2676.06,2676.06,2676.06,2676.06,2179.69,2179.69,2272.96,2179.69,3114.54,3187.14,3021.10,3021.10,3800.25,3800.25,3800.25,3800.25,2179.98,1963.62,2115.88,2115.88,2115.88,2161.49,2213.76,2213.76,2242.31
1007.24,0.00,0.00,0.00,0.00,175.86,175.86,1205.07,1212.58,1007.33,1367.31,1367.31,1367.31,2212.70,2212.70,2212.70,2133.04,2031.46,1957.81,1957.81,2263.58,2263.58,2481.41,2481.41,2481.41,2481.41,2593.32,2590.41,2590.41,2798.40,2650.04,2693.69,3242.78,3242.78,3351.20,3351.20,2780.03,2780.03,2127.10,2127.10,2405.97,2405.97,2581.12,2581.12,2526.07,2526.07,2572.46,2572.46,2673.79,2673.79,2780.03,2673.79,2673.79,4100.60,4100.60,4100.60,4100.60,4242.31,4242.31,3509.68,3509.68,3737.60,3737.60,3492.04,3435.54,3435.54,3760.97,3760.97,3760.97,3276.26,3276.26,3470.59,3470.59,3367.43,3509.68,3509.68,3461.62,3451.56,3451.56,3305.61,3305.61,3133.58,3133.58,3133.58,3133.58,3302.85,3174.25,2974.19,2974.19,2864.20,2864.20,3491.19,2932.91,2932.91,3311.85,3311.85,4131.73,4131.73,4131.73,2569.87,2569.87,2569.87,2550.84,2550.84,2189.25,2977.24,2977.24,2969.28,2969.28,2969.28,2969.28,2969.28,3203.76,3109.00,3109.00,3109.00,3109.00,3192.21,3295.23,3295.23,3295.23,3295.23,3295.23,3279.97,3279.97,3279.97,3279.97,3475.64,3475.64,3444.41,3516.44,3516.44,3528.18,3528.18,3447.18,3457.51,3447.18,3500.38,3500.38,3847.52,3847.52,3847.52,3847.52,4088.11,4088.11,4088.11,4088.11,3470.50,3470.50,3470.50,3470.50,3443.23,3443.23,3453.88,3443.23,3387.00,3387.00,1659.74,1659.74,1659.74,1659.74,1736.43,1736.43,2627.04,1736.43,1736.43,2627.04,1837.03,1837.03,1837.03,1837.03,1402.74,1402.74,1258.29,891.27,891.27,891.27,891.27,968.73,968.73,968.73,968.73,516.96,516.96,516.96,516.96,345.87,345.87,345.87,273.42,273.42,345.87,345.87,345.87,508.07,508.07,508.07,669.29,669.29,352.27,352.27,497.83,431.24,431.24,231.85,125.47,264.35,264.35,264.35,125.47,0.00,2221.15,2221.15,2326.83,2326.83,2405.76,2405.76,1432.10,1432.10,1367.16,1367.16,1367.16,1367.16,2407.28,2407.28,2494.15,2435.05,2358.80,2358.80,2222.14,2222.14,2222.14,2222.14,1932.64,1932.64,1743.59,1743.59,1797.24,1549.47,1549.47,1633.71,1633.71,1595.25,1595.25,1359.39,1359.39,1198.82,1198.82,1225.23,1225.23,1100.43,1100.43,1013.35,968.43,888.06,1826.95,1813.44,1917.22,1917.22,2008.81,2188.23,2188.23,2188.23,2188.23,2272.96,2387.88,2387.88,2399.85,2399.85,2387.88,2399.85,2481.94,2399.85,2655.35,2706.11,2706.11,2676.06,2676.06,2676.06,2676.06,2179.69,2179.69,2272.96,2179.69,3114.54,3187.14,3021.10,3021.10,3800.25,3800.25,3800.25,3800.25,2179.98,1963.62,2115.88,2115.88,2115.88,2161.49,2213.76,2213.76,2242.31
1007.41,175.86,175.86,175.86,175.86,0.00,0.00,1029.20,1036.72,831.47,1191.45,1191.45,1191.45,2073.66,2073.66,2073.66,1994.00,1892.42,1818.77,1818.77,2124.53,2124.53,2342.36,2342.36,2342.36,2342.36,2454.27,2451.37,2451.37,2659.35,2510.99,2554.64,3103.74,3103.74,3212.15,3212.15,2604.17,2604.17,1988.05,1988.05,2266.93,2266.93,2442.07,2442.07,2387.03,2387.03,2433.41,2433.41,2534.74,2534.74,2604.17,2534.74,2534.74,3924.73,3924.73,3924.73,3924.73,4066.44,4066.44,3333.82,3333.82,3561.73,3561.73,3316.18,3259.68,3259.68,3585.11,3585.11,3585.11,3100.40,3100.40,3294.72,3294.72,3191.57,3333.82,3333.82,3285.76,3275.70,3275.70,3129.75,3129.75,2957.71,2957.71,2957.71,2957.71,3126.99,2998.38,2798.32,2798.32,2688.34,2688.34,3315.33,2757.04,2757.04,3135.98,3135.98,3955.87,3955.87,3955.87,2394.01,2394.01,2394.01,2374.98,2374.98,2013.39,2801.38,2801.38,2793.42,2793.42,2793.42,2793.42,2793.42,3027.90,2933.14,2933.14,2933.14,2933.14,3016.34,3119.37,3119.37,3119.37,3119.37,3119.37,3104.11,3104.11,3104.11,3104.11,3299.77,3299.77,3268.54,3340.57,3340.57,3389.14,3389.14,3308.14,3318.46,3308.14,3361.34,3361.34,3708.48,3708.48,3708.48,3708.48,3949.07,3949.07,3949.07,3949.07,3331.46,3331.46,3331.46,3331.46,3304.18,3304.18,3314.83,3304.18,3211.13,3211.13,1483.88,1483.88,1483.88,1483.88,1560.56,1560.56,2451.18,1560.56,1560.56,2451.18,1661.16,1661.16,1661.16,1661.16,1226.88,1226.88,1082.43,715.41,715.41,715.41,715.41,792.87,792.87,792.87,792.87,341.10,341.10,341.10,341.10,170.00,170.00,170.00,97.56,97.56,170.00,170.00,170.00,332.21,332.21,332.21,493.42,493.42,528.14,528.14,673.70,607.10,607.10,407.72,301.33,440.21,440.21,440.21,301.33,175.86,2397.01,2397.01,2502.70,2502.70,2581.63,2581.63,1565.30,1565.30,1517.53,1517.53,1517.53,1517.53,2268.24,2268.24,2355.11,2296.01,2219.75,2219.75,2083.09,2083.09,2083.09,2083.09,1793.60,1793.60,1604.54,1604.54,1658.19,1410.43,1410.43,1494.67,1494.67,1456.20,1456.20,1220.35,1220.35,1022.95,1022.95,1086.18,1086.18,924.56,924.56,837.49,792.56,712.19,1687.90,1777.50,1797.02,1797.02,1886.10,2068.03,2068.03,2068.03,2068.03,2133.91,2248.84,2248.84,2260.80,2260.80,2248.84,2260.80,2342.90,2260.80,2516.31,2567.06,2567.06,2537.02,2537.02,2537.02,2537.02,2040.64,2040.64,2133.91,2040.64,2975.49,3048.09,2882.06,2882.06,3661.21,3661.21,3661.21,3661.21,2004.12,1787.76,1940.02,1940.02,1940.02,1985.63,2037.90,2037.90,2066.44
1007.42,175.86,175.86,175.86,175.86,0.00,0.00,1029.20,1036.72,831.47,1191.45,1191.45,1191.45,2073.66,2073.66,2073.66,1994.00,1892.42,1818.77,1818.77,2124.53,2124.53,2342.36,2342.36,2342.36,2342.36,2454.27,2451.37,2451.37,2659.35,2510.99,2554.64,3103.74,3103.74,3212.15,3212.15,2604.17,2604.17,1988.05,1988.05,2266.93,2266.93,2442.07,2442.07,2387.03,2387.03,2433.41,2433.41,2534.74,2534.74,2604.17,2534.74,2534.74,3924.73,3924.73,3924.73,3924.73,4066.44,4066.44,3333.82,3333.82,3561.73,3561.73,3316.18,3259.68,3259.68,3585.11,3585.11,3585.11,3100.40,3100.40,3294.72,3294.72,3191.57,3333.82,3333.82,3285.76,3275.70,3275.70,3129.75,3129.75,2957.71,2957.71,2957.71,2957.71,3126.99,2998.38,2798.32,2798.32,2688.34,2688.34,3315.33,2757.04,2757.04,3135.98,3135.98,3955.87,3955.87,3955.87,2394.01,2394.01,2394.01,2374.98,2374.98,2013.39,2801.38,2801.38,2793.42,2793.42,2793.42,2793.42,2793.42,3027.90,2933.14,2933.14,2933.14,2933.14,3016.34,3119.37,3119.37,3119.37,3119.37,3119.37,3104.11,3104.11,3104.11,3104.11,3299.77,3299.77,3268.54,3340.57,3340.57,3389.14,3389.14,3308.14,3318.46,3308.14,3361.34,3361.34,3708.48,3708.48,3708.48,3708.48,3949.07,3949.07,3949.07,3949.07,3331.46,3331.46,3331.46,3331.46,3304.18,3304.18,3314.83,3304.18,3211.13,3211.13,1483.88,1483.88,1483.88,1483.88,1560.56,1560.56,2451.18,1560.56,1560.56,2451.18,1661.16,1661.16,1661.16,1661.16,1226.88,1226.88,1082.43,715.41,715.41,715.41,715.41,792.87,792.87,792.87,792.87,341.10,341.10,341.10,341.10,170.00,170.00,170.00,97.56,97.56,170.00,170.00,170.00,332.21,332.21,332.21,493.42,493.42,528.14,528.14,673.70,607.10,607.10,407.72,301.33,440.21,440.21,440.21,301.33,175.86,2397.01,2397.01,2502.70,2502.70,2581.63,2581.63,1565.30,1565.30,1517.53,1517.53,1517.53,1517.53,2268.24,2268.24,2355.11,2296.01,2219.75,2219.75,2083.09,2083.09,2083.09,2083.09,1793.60,1793.60,1604.54,1604.54,1658.19,1410.43,1410.43,1494.67,1494.67,1456.20,1456.20,1220.35,1220.35,1022.95,1022.95,1086.18,1086.18,924.56,924.56,837.49,792.56,712.19,1687.90,1777.50,1797.02,1797.02,1886.10,2068.03,2068.03,2068.03,2068.03,2133.91,2248.84,2248.84,2260.80,2260.80,2248.84,2260.80,2342.90,2260.80,2516.31,2567.06,2567.06,2537.02,2537.02,2537.02,2537.02,2040.64,2040.64,2133.91,2040.64,2975.49,3048.09,2882.06,2882.06,3661.21,3661.21,3661.21,3661.21,2004.12,1787.76,1940.02,1940.02,1940.02,1985.63,2037.90,2037.90,2066.44
101.21,719.50,719.50,719.50,719.50,543.64,543.64,0.00,10.99,209.37,807.90,807.90,807.90,1690.11,1690.11,1690.11,1610.45,1508.87,1435.22,1435.22,1740.99,1740.99,1958.82,1958.82,1958.82,1958.82,2070.73,2067.82,2067.82,2275.81,2127.45,2171.10,2720.19,2720.19,2828.61,2828.61,2442.85,2442.85,1604.51,1604.51,1883.38,1883.38,2058.53,2058.53,2003.48,2003.48,2049.87,2049.87,2151.20,2151.20,2442.85,2151.20,2151.20,4128.36,4128.36,4128.36,4128.36,4270.07,4270.07,3537.45,3537.45,3765.36,3765.36,3519.81,3463.31,3463.31,3788.73,3788.73,3788.73,3304.03,3304.03,3498.35,3498.35,3395.20,3537.45,3537.45,3489.39,3479.33,3479.33,3333.38,3333.38,3161.34,3161.34,3161.34,3161.34,3330.62,3202.01,3001.95,3001.95,2891.97,2891.97,3518.95,2960.67,2960.67,3339.61,3339.61,4159.49,4159.49,4159.49,2597.64,2597.64,2597.64,2578.61,2578.61,2217.02,3005.01,3005.01,2997.05,2997.05,2997.05,2997.05,2997.05,3231.53,3136.77,3136.77,3136.77,3136.77,3219.97,3323.00,3323.00,3323.00,3323.00,3323.00,3307.74,3307.74,3307.74,3307.74,3207.51,3207.51,3004.97,3077.00,3077.00,3005.59,3005.59,2924.59,2934.92,2924.59,2977.79,2977.79,3324.93,3324.93,3324.93,3324.93,3565.53,3565.53,3565.53,3565.53,2947.91,2947.91,2947.91,2947.91,2920.64,2920.64,2931.29,2920.64,3279.57,3279.57,1687.51,1687.51,1687.51,1687.51,1764.19,1764.19,2654.80,1764.19,1764.19,2654.80,1864.79,1864.79,1864.79,1864.79,1430.51,1430.51,1286.06,919.04,919.04,919.04,919.04,996.50,996.50,996.50,996.50,544.73,544.73,544.73,544.73,373.63,373.63,373.63,446.08,446.08,373.63,373.63,373.63,330.70,330.70,330.70,169.49,169.49,882.39,882.39,1027.95,961.36,961.36,951.36,844.97,983.85,983.85,983.85,844.97,719.50,2520.84,2520.84,2447.78,2447.78,2368.84,2368.84,1181.76,1181.76,1133.98,1133.98,1133.98,1133.98,1884.69,1884.69,1971.56,1912.46,1836.21,1836.21,1699.55,1699.55,1699.55,1699.55,1410.05,1410.05,1221.00,1221.00,1274.65,1026.88,1026.88,1111.12,1111.12,1072.66,1072.66,836.80,836.80,639.41,639.41,702.64,702.64,541.02,541.02,453.94,409.02,328.65,1304.36,1393.96,1413.47,1413.47,1502.56,1684.49,1684.49,1684.49,1684.49,1750.37,1865.29,1865.29,1877.26,1877.26,1865.29,1877.26,1959.35,1877.26,2132.76,2183.52,2183.52,2153.47,2153.47,2153.47,2153.47,1657.10,1657.10,1750.37,1657.10,2591.95,2664.55,2498.51,2498.51,3277.66,3277.66,3277.66,3277.66,2207.75,1991.39,2143.65,2143.65,2143.65,2189.26,2241.53,2241.53,2270.07
101.22,708.51,708.51,708.51,708.51,532.65,532.65,10.99,0.00,220.36,818.89,818.89,818.89,1701.10,1701.10,1701.10,1621.44,1519.87,1446.22,1446.22,1751.98,1751.98,1969.81,1969.81,1969.81,1969.81,2081.72,2078.82,2078.82,2286.80,2138.44,2182.09,2731.18,2731.18,2839.60,2839.60,2453.84,2453.84,1615.50,1615.50,1894.38,1894.38,2069.52,2069.52,2014.48,2014.48,2060.86,2060.86,2162.19,2162.19,2453.84,2162.19,2162.19,4117.37,4117.37,4117.37,4117.37,4259.08,4259.08,3526.45,3526.45,3754.37,3754.37,3508.81,3452.32,3452.32,3777.74,3777.74,3777.74,3293.03,3293.03,3487.36,3487.36,3384.21,3526.45,3526.45,3478.39,3468.34,3468.34,3322.39,3322.39,3150.35,3150.35,3150.35,3150.35,3319.62,3191.02,2990.96,2990.96,2880.97,2880.97,3507.96,2949.68,2949.68,3328.62,3328.62,4148.50,4148.50,4148.50,2586.64,2586.64,2586.64,2567.61,2567.61,2206.02,2994.01,2994.01,2986.05,2986.05,2986.05,2986.05,2986.05,3220.53,3125.78,3125.78,3125.78,3125.78,3208.98,3312.00,3312.00,3312.00,3312.00,3312.00,3296.74,3296.74,3296.74,3296.74,3218.50,3218.50,3015.96,3087.99,3087.99,3016.58,3016.58,2935.59,2945.91,2935.59,2988.78,2988.78,3335.93,3335.93,3335.93,3335.93,3576.52,3576.52,3576.52,3576.52,2958.91,2958.91,2958.91,2958.91,2931.63,2931.63,2942.28,2931.63,3290.57,3290.57,1676.52,1676.52,1676.52,1676.52,1753.20,1753.20,2643.81,1753.20,1753.20,2643.81,1853.80,1853.80,1853.80,1853.80,1419.51,1419.51,1275.06,908.04,908.04,908.04,908.04,985.50,985.50,985.50,985.50,533.73,533.73,533.73,533.73,362.64,362.64,362.64,435.09,435.09,362.64,362.64,362.64,319.71,319.71,319.71,158.50,158.50,871.40,871.40,1016.96,950.36,950.36,940.36,833.98,972.86,972.86,972.86,833.98,708.51,2531.84,2531.84,2458.77,2458.77,2379.84,2379.84,1192.75,1192.75,1144.97,1144.97,1144.97,1144.97,1895.69,1895.69,1982.56,1923.46,1847.20,1847.20,1710.54,1710.54,1710.54,1710.54,1421.05,1421.05,1231.99,1231.99,1285.64,1037.88,1037.88,1122.11,1122.11,1083.65,1083.65,847.79,847.79,650.40,650.40,713.63,713.63,552.01,552.01,464.93,420.01,339.64,1315.35,1404.95,1424.47,1424.47,1513.55,1695.48,1695.48,1695.48,1695.48,1761.36,1876.29,1876.29,1888.25,1888.25,1876.29,1888.25,1970.34,1888.25,2143.76,2194.51,2194.51,2164.47,2164.47,2164.47,2164.47,1668.09,1668.09,1761.36,1668.09,2602.94,2675.54,2509.51,2509.51,3288.66,3288.66,3288.66,3288.66,2196.75,1980.40,2132.65,2132.65,2132.65,2178.27,2230.54,2230.54,2259.08
