detid_Y,00002PMA0001,00003PMA0001,00005PMA0001,00005PMA0002,00006PMA0001,00006PMA0054,00007PMA0001,00007PMA0004,00007PMA0032,00008PMA0002,00010PMA0003,00010PMA0004,00010PMA0021,00012PMA0001,00014PMA0002,00015PMA0043,00016PMA0765,00017PMA0021,00017PMA0043,00021PMA0001,00021PMA0002,00027PMA0001,00028PMA0004,00031PMA0001,00031PMA0002,00032PMA0001,00032PMA0002,00032PMA0003,00034PMA0001,00034PMA0002,00036PMA0043,00041PMA0001,00043PMA0001,00043PMA0002,00044PMA0032,00048PMA0001,00048PMA0002,00054PMA0001,00055PMA0003,00055PMA0004,00056PMA0003,00056PMA0004,00061PMA0001,00062PMA0001,00062PMA0002,00064PMA0001,00064PMA0002,00067PMA0031,00077PMA0001,00086PMA0001,00088PMA0001,00089PMA0001,00089PMA0002,00089PMA0043,00089PMA0065,00090PMA0001,00091PMA0043,00091PMA0065,00092PMA0021,00092PMA0043,00092PMA0065,00096PMA0001,00097PMA0001,00097PMA0002,00104PMA0021,00112PMA0001,00116PMA0001,00118PMA0003,00120PMA0001,00120PMA0003,00120PMA0004,00122PMA0001,00130PMA0001,00142PMA0001,00143PMA0001,00163PMA0001,00168PMA0021,00177PMA0021,00192PMA0001,00192PMA0063,00208PMA0003,00226PMA0002,00226PMA0003,00235PMA0001,00235PMA0002,00238PMA0001,00280PMA0001,00293PMA0001,00323PMA0021,00331PMA0001,00332PMA0001,00359PMA0001,00359PMA0002,00367PMA0002,00374PMA0021,00394PMA0001,00420PMA0021,00421PMA0001,00428PMA0001,00428PMA0002,00432PMA0001,00445PMA0001,00450PMA0001,00450PMA0003,00455PMA0021,00455PMA0043,00483PMA0001,00483PMA0003,00483PMA0031,00484PMA0001,00490PMA0001,00490PMA0002,00501PMA0001,00554PMA0001,00554PMA0002,00591PMA0001,00628PMA0001,00658PMA0001,00701PMA0001,00701PMA0002,00701PMA0003,00717PMA0001,00749PMA0021,00764PMA0003,00771PMA0001,00771PMA0002,00798PMA0021,00798PMA0043,00806PMA0001,00810PMA0001,00810PMA0002,00858PMA0001,00984PMA0001,00984PMA0002,00987PMA0001,00987PMA0002,00990PMA0001,00990PMA0002,00991PMA0001,00993PMA0001,00995PMA0001,00996PMA0003,01005PMA0001,01006PMA0001,01006PMA0002,01006PMA0003,01016PMA0001,01017PMA0001,01017PMA0002,01017PMA0003,01018PMA0001,01018PMA0002,01018PMA0003,01026PMA0001,01029PMA0003,01029PMA0021,01041PMA0001,01041PMA0002,01070PMA0003,01071PMA0002,01071PMA0005,01088PMA0001,01088PMA0002,01093PMA0001,01108PMA0001,01108PMA0002,01109PMA0001,01109PMA0002,01109PMA0003
00044PMA0032,3265.79,4701.08,4535.43,4535.43,4284.60,4334.27,4652.78,4621.50,4592.97,4049.44,5426.80,5368.78,5749.43,3137.69,3397.39,5617.64,5610.34,6777.17,6777.17,1513.41,1543.26,4799.28,4540.42,1414.57,1455.75,4191.93,4159.99,4150.34,6461.09,6393.97,4627.23,6717.11,2985.76,2985.76,0.00,5180.47,4894.61,4640.42,1000.27,1000.27,927.25,834.38,2999.07,2932.88,2954.47,1806.76,1806.76,1881.26,4157.07,3744.96,4156.99,4408.40,4388.94,4399.38,4380.08,4613.56,4845.02,4726.05,4972.24,4851.98,4860.29,5767.84,3403.25,3305.32,3518.06,2825.92,4810.02,5362.26,5019.80,4921.50,4858.55,5084.16,3220.51,6546.80,3539.81,2761.34,5220.31,5959.62,6231.32,6284.94,5510.53,4521.68,4505.26,4155.84,4155.84,4363.27,4954.14,3027.66,373.25,5983.23,3717.32,2885.96,2693.01,3984.78,4784.54,332.16,7558.56,6746.75,4191.10,4387.04,4718.39,2761.34,3233.58,3208.19,6419.93,6338.69,4760.83,4792.73,5414.83,6546.80,5172.54,4780.20,4220.57,8770.46,8770.46,566.14,5465.15,701.44,4312.55,4351.29,4312.55,7442.50,4565.86,4908.16,2052.88,2052.88,5317.83,5648.50,3740.31,3129.70,3129.70,7196.99,424.18,424.18,4552.07,4470.11,6751.59,6651.18,4304.06,4862.21,5308.95,5528.72,7032.89,4520.07,4523.21,4520.07,5034.53,5030.75,5014.08,5014.08,4850.50,4885.61,4885.61,3397.39,4464.87,4464.87,6466.34,6434.37,7352.41,7048.66,7026.88,5631.29,5621.37,6289.25,5967.67,5939.93,5683.74,5683.74,5683.74
00048PMA0001,1974.45,834.87,1336.01,1336.01,1246.11,1190.33,1485.98,1454.71,1426.18,1725.69,2430.41,2372.39,3022.98,2251.99,1986.72,2132.21,2124.92,4157.61,4157.61,4431.05,4349.13,648.63,1086.68,4355.18,4239.13,1238.68,1206.73,1197.08,1735.27,1668.14,2477.28,1991.29,6357.86,6357.86,5140.58,0.00,15.44,272.32,4372.36,4372.36,4238.44,4383.00,2491.36,2530.99,2546.04,3761.54,3761.54,4324.70,3714.22,3243.16,2995.09,2795.92,2776.46,2786.91,2807.52,2902.10,2830.87,2840.92,2799.17,2699.42,2707.73,1957.82,2077.48,2175.41,3467.80,5888.52,2188.01,483.08,241.35,375.24,424.44,537.90,8361.09,1903.03,2010.07,4848.54,341.14,3340.06,1505.50,1505.18,2343.74,2563.35,2591.30,4000.22,4000.22,1163.85,3979.44,2333.20,4786.96,1772.87,3667.07,5637.43,5444.47,5684.65,3622.63,5472.73,2832.74,5945.40,1894.99,2090.94,2414.07,4848.54,2725.87,2700.49,3590.09,3719.13,1887.18,1919.08,1929.41,1903.03,3019.98,3167.72,2716.20,5848.08,5848.08,4613.27,585.98,5255.98,1438.90,1477.64,1438.90,7236.10,1542.49,1184.39,4285.87,4285.87,438.65,769.33,3743.09,6501.79,6501.79,4767.37,5564.76,5564.76,2939.59,2857.63,5647.65,5547.24,2451.39,3317.59,4334.25,4366.81,6412.56,2585.90,2582.76,2585.90,2681.17,3418.28,2861.52,2861.52,3234.14,3199.03,3199.03,1986.72,1591.22,1591.22,1587.17,1555.20,4943.33,5086.76,5064.98,752.12,742.20,1410.08,1088.50,1060.76,804.57,804.57,804.57
00048PMA0002,2260.31,1120.73,1621.88,1621.88,1531.97,1476.19,1771.85,1740.57,1712.04,2011.55,2716.27,2658.26,3236.76,2537.85,2272.59,2116.78,2109.48,4371.39,4371.39,4716.92,4634.99,934.50,1372.55,4641.04,4525.00,1524.54,1492.60,1482.94,1761.27,1694.14,2763.14,2019.14,6643.72,6643.72,5426.44,285.86,0.00,558.19,4658.23,4658.23,4524.30,4668.86,2777.23,2816.86,2831.90,4047.40,4047.40,4610.56,3894.06,3529.02,3280.95,3081.78,3062.32,3072.77,3093.38,3187.96,3116.73,3126.78,3085.03,2985.28,2993.59,1985.67,2363.35,2461.28,3753.66,6174.38,2367.84,467.65,455.13,589.02,638.22,751.68,8646.95,1930.88,2295.94,5134.41,325.71,3553.84,1531.50,1489.75,2597.07,2732.45,2771.14,4212.17,4212.17,1449.71,4265.30,2619.06,5072.82,1800.72,3952.93,5923.29,5730.34,5970.51,3908.50,5758.60,2860.59,6231.26,2180.86,2376.80,2699.93,5134.41,3011.74,2986.35,3803.87,3932.91,2100.79,2095.80,1913.97,1930.88,3305.84,3453.59,2885.30,6061.86,6061.86,4899.13,570.54,5541.84,1724.76,1763.51,1724.76,7521.96,1828.35,1398.17,4571.73,4571.73,423.22,753.89,4028.95,6787.65,6787.65,5053.23,5850.62,5850.62,3225.45,3143.49,5933.51,5833.11,2737.25,3603.45,4620.11,4652.68,6698.42,2871.77,2868.62,2871.77,2967.03,3704.14,3147.38,3147.38,3520.00,3484.89,3484.89,2272.59,1877.08,1877.08,1571.74,1539.76,5229.19,5372.62,5350.85,736.68,726.76,1394.64,1073.06,1045.32,789.13,789.13,789.13
00054PMA0001,1702.12,562.55,1063.69,1063.69,973.79,918.01,1213.66,1182.39,1153.86,1453.36,2158.08,2100.07,2822.95,1979.66,1714.40,2475.11,2467.81,4052.66,4052.66,4158.73,4076.80,376.31,814.36,4082.86,3966.81,966.35,934.41,924.76,1999.42,1932.29,2204.96,2255.44,6085.53,6085.53,4868.26,595.92,358.33,0.00,4100.04,4100.04,3966.12,4110.68,2219.04,2258.67,2273.71,3489.22,3489.22,4052.37,3441.89,2970.83,2722.76,2523.60,2504.13,2514.58,2535.19,2629.78,2558.55,2568.60,2526.85,2427.09,2435.40,1943.14,1805.16,1903.09,3195.48,5616.20,1915.68,825.98,505.50,463.44,400.48,626.10,8088.77,2167.18,1737.75,4576.22,684.04,3235.11,1769.65,1823.27,2071.41,2291.03,2318.98,3727.90,3727.90,891.53,3707.11,2060.88,4514.63,2037.02,3394.74,5365.10,5172.15,5412.32,3350.31,5200.41,3096.89,5673.08,1622.67,1818.61,2141.74,4576.22,2453.55,2428.16,3489.15,3614.18,1614.86,1646.75,2272.30,2167.18,2747.65,2895.40,2443.88,5747.15,5747.15,4340.94,928.88,4983.66,1166.57,1205.32,1166.57,6963.78,1270.16,1083.46,4013.54,4013.54,781.55,1112.22,3470.76,6229.47,6229.47,4495.04,5292.43,5292.43,2667.27,2585.31,5375.32,5274.92,2179.06,3045.27,4061.92,4094.49,6140.23,2313.58,2310.44,2313.58,2408.84,3145.95,2589.19,2589.19,2961.81,2926.71,2926.71,1714.40,1318.89,1318.89,1930.07,1898.10,4671.01,4814.43,4792.66,1095.02,1085.10,1752.97,1431.40,1403.65,1147.47,1147.47,1147.47
00055PMA0003,2473.27,3908.57,3594.78,3594.78,3343.94,3393.61,3712.12,3680.85,3652.32,3256.93,4426.53,4368.51,4749.16,2197.03,2456.73,4617.37,4610.07,5776.90,5776.90,557.87,542.99,4006.77,3599.76,414.30,455.48,3399.42,3367.48,3357.83,5668.58,5601.45,3626.96,5924.60,2030.23,2030.23,1000.27,4387.96,4102.10,3847.90,0.00,0.00,296.73,203.86,2058.42,1992.23,2013.82,806.49,806.49,880.99,4589.24,2744.69,3156.72,3408.13,3388.67,3399.11,3379.81,3613.29,3844.75,3725.78,3971.97,3851.71,3860.02,4827.19,2462.59,2364.66,2517.79,1870.38,4269.14,4569.74,4227.29,4128.99,4066.03,4237.98,4220.78,5606.14,2747.30,1761.07,4427.80,4959.35,5438.81,5492.43,4569.88,4066.94,4217.77,4754.66,4754.66,3422.62,3953.87,2087.00,627.02,5042.58,2717.05,1930.43,1737.48,3029.25,3784.27,1332.42,6657.05,5746.48,3398.59,3594.53,3766.31,1761.07,2292.93,2267.54,5419.66,5338.42,3968.32,4000.22,4414.57,5606.14,4172.27,3779.93,4219.80,7770.19,7770.19,434.13,4672.64,1599.28,3520.03,3558.78,3520.03,6442.24,3625.20,3967.51,1052.61,1052.61,4525.31,4855.99,2740.04,2174.16,2174.16,6196.72,1424.45,1424.45,3551.80,3469.84,5751.32,5650.91,3363.40,3861.94,4308.68,4528.45,6032.62,3519.80,3522.94,3519.80,4034.26,4030.48,4013.81,4013.81,3850.23,3885.34,3885.34,2456.73,3672.35,3672.35,5673.83,5641.86,6352.14,6048.39,6026.61,4838.78,4828.86,5496.74,5175.16,5147.42,4891.23,4891.23,4891.23
00055PMA0004,2473.27,3908.57,3594.78,3594.78,3343.94,3393.61,3712.12,3680.85,3652.32,3256.93,4426.53,4368.51,4749.16,2197.03,2456.73,4617.37,4610.07,5776.90,5776.90,557.87,542.99,4006.77,3599.76,414.30,455.48,3399.42,3367.48,3357.83,5668.58,5601.45,3626.96,5924.60,2030.23,2030.23,1000.27,4387.96,4102.10,3847.90,0.00,0.00,296.73,203.86,2058.42,1992.23,2013.82,806.49,806.49,880.99,4589.24,2744.69,3156.72,3408.13,3388.67,3399.11,3379.81,3613.29,3844.75,3725.78,3971.97,3851.71,3860.02,4827.19,2462.59,2364.66,2517.79,1870.38,4269.14,4569.74,4227.29,4128.99,4066.03,4237.98,4220.78,5606.14,2747.30,1761.07,4427.80,4959.35,5438.81,5492.43,4569.88,4066.94,4217.77,4754.66,4754.66,3422.62,3953.87,2087.00,627.02,5042.58,2717.05,1930.43,1737.48,3029.25,3784.27,1332.42,6657.05,5746.48,3398.59,3594.53,3766.31,1761.07,2292.93,2267.54,5419.66,5338.42,3968.32,4000.22,4414.57,5606.14,4172.27,3779.93,4219.80,7770.19,7770.19,434.13,4672.64,1599.28,3520.03,3558.78,3520.03,6442.24,3625.20,3967.51,1052.61,1052.61,4525.31,4855.99,2740.04,2174.16,2174.16,6196.72,1424.45,1424.45,3551.80,3469.84,5751.32,5650.91,3363.40,3861.94,4308.68,4528.45,6032.62,3519.80,3522.94,3519.80,4034.26,4030.48,4013.81,4013.81,3850.23,3885.34,3885.34,2456.73,3672.35,3672.35,5673.83,5641.86,6352.14,6048.39,6026.61,4838.78,4828.86,5496.74,5175.16,5147.42,4891.23,4891.23,4891.23
00056PMA0003,2338.53,3773.83,3608.18,3608.18,3357.34,3407.02,3725.52,3694.25,3665.72,3122.19,4560.45,4502.44,4883.08,2210.44,2470.14,4751.30,4744.00,5910.83,5910.83,647.06,676.91,3872.03,3613.16,548.22,589.41,3264.68,3232.74,3223.09,5533.84,5466.71,3760.88,5789.86,2119.42,2119.42,940.97,4253.22,3967.36,3713.16,133.92,133.92,0.00,144.56,2071.82,2005.63,2027.22,927.59,927.59,1014.91,4454.50,2878.62,3290.65,3542.05,3522.59,3533.04,3513.73,3747.21,3978.67,3859.70,4105.90,3985.63,3993.94,4840.59,2475.99,2378.07,2651.71,1959.57,4134.40,4435.00,4092.55,3994.25,3931.30,4156.91,4161.48,5619.55,2612.56,1895.00,4293.06,5093.28,5304.07,5357.69,4583.28,3932.20,4083.03,4619.92,4619.92,3436.02,4087.79,2100.41,567.71,5055.98,2850.98,2019.62,1826.67,3118.44,3918.19,1273.12,6631.31,5880.40,3263.85,3459.79,3791.14,1895.00,2306.33,2280.94,5553.58,5472.35,3833.58,3865.47,4548.49,5619.55,4306.19,3913.86,4085.06,7904.11,7904.11,374.82,4537.90,1539.98,3385.29,3424.04,3385.29,6576.16,3638.60,3980.91,1173.71,1173.71,4390.57,4721.25,2873.97,2263.35,2263.35,6330.64,1365.14,1365.14,3685.72,3603.76,5885.24,5784.84,3376.80,3995.86,4442.60,4662.37,6166.54,3653.72,3656.86,3653.72,4168.19,4164.41,4147.74,4147.74,3984.16,4019.26,4019.26,2470.14,3537.61,3537.61,5539.09,5507.12,6486.07,6182.31,6160.54,4704.04,4694.12,5361.99,5040.42,5012.68,4756.49,4756.49,4756.49
00056PMA0004,2431.41,3866.70,3701.05,3701.05,3450.22,3499.89,3818.39,3787.12,3758.59,3215.06,4610.83,4552.82,4933.46,2303.31,2563.01,4801.68,4794.38,5961.21,5961.21,697.45,727.30,3964.90,3706.03,598.61,639.79,3357.55,3325.61,3315.96,5626.71,5559.58,3811.26,5882.73,2169.80,2169.80,991.35,4346.09,4060.23,3806.03,184.31,184.31,92.87,0.00,2164.69,2098.50,2120.09,977.97,977.97,1065.30,4547.37,2929.00,3341.03,3592.44,3572.97,3583.42,3564.11,3797.59,4029.06,3910.08,4156.28,4036.02,4044.33,4933.46,2568.87,2470.94,2702.10,2009.95,4227.27,4527.88,4185.42,4087.12,4024.17,4249.78,4211.86,5712.42,2705.43,1945.38,4385.93,5143.66,5396.94,5450.56,4676.15,4025.07,4175.90,4712.79,4712.79,3528.89,4138.17,2193.28,618.10,5148.85,2901.36,2070.00,1877.05,3168.82,3968.58,1323.51,6724.18,5930.78,3356.72,3552.66,3884.01,1945.38,2399.20,2373.81,5603.96,5522.73,3926.45,3958.35,4598.87,5712.42,4356.58,3964.24,4177.93,7954.50,7954.50,425.21,4630.77,1590.36,3478.17,3516.91,3478.17,6626.54,3731.47,4073.78,1224.09,1224.09,4483.44,4814.12,2924.35,2313.73,2313.73,6381.03,1415.53,1415.53,3736.11,3654.15,5935.62,5835.22,3469.67,4046.25,4492.98,4712.76,6216.92,3704.11,3707.25,3704.11,4218.57,4214.79,4198.12,4198.12,4034.54,4069.65,4069.65,2563.01,3630.49,3630.49,5631.96,5599.99,6536.45,6232.69,6210.92,4796.91,4786.99,5454.87,5133.29,5105.55,4849.36,4849.36,4849.36
00061PMA0001,965.04,2052.50,1546.07,1546.07,1295.23,1344.90,1663.41,1632.14,1603.61,1748.70,2607.83,2549.82,3272.70,490.88,748.17,4365.30,4358.00,4314.95,4314.95,2046.62,1964.69,2129.24,1551.05,1970.74,1854.70,1891.19,1859.25,1849.60,3706.05,3638.92,1927.32,3962.07,4172.30,4172.30,3123.03,2860.53,2593.87,2339.68,2238.87,2238.87,2220.90,2365.46,0.00,76.26,54.67,1377.10,1377.10,1839.28,3812.96,1282.74,1694.77,1946.18,1926.72,1937.16,1917.86,2151.34,2382.80,2263.82,2510.02,2389.76,2398.07,2778.48,413.88,315.95,1438.06,3504.08,2760.91,3061.52,2491.30,2393.00,2399.29,2189.27,6343.55,3557.43,1269.86,2434.88,2919.57,3497.40,3476.28,3529.90,2521.16,2558.71,2709.54,3995.59,3995.59,1373.90,2491.91,380.85,2769.41,2993.87,1637.32,3223.76,3030.81,3387.34,2322.32,3455.19,4608.34,4645.09,1890.36,2086.30,1719.32,2434.88,234.51,209.12,3957.70,3876.47,2460.09,2491.99,4162.49,3557.43,2710.32,2317.98,2711.57,6308.24,6308.24,2595.72,3164.41,3238.44,2011.81,2050.55,2011.81,5693.42,1576.49,1918.80,1901.43,1901.43,3017.09,3347.76,1713.34,4258.12,4258.12,4734.77,3547.21,3547.21,2089.85,2007.89,4347.33,4246.93,1304.98,2399.99,2846.73,3066.50,5112.24,2035.94,2032.80,2035.94,2572.31,2568.53,2551.86,2551.86,2388.28,2423.39,2423.39,748.17,2164.12,2164.12,4165.60,3805.16,4890.19,4586.44,4564.66,3330.55,3320.63,3955.23,3666.93,3639.19,3383.00,3383.00,3383.00
00062PMA0001,888.78,2118.69,1612.26,1612.26,1361.42,1411.09,1729.60,1698.33,1669.80,1672.44,2674.02,2616.01,3338.89,414.96,674.66,4431.49,4424.19,4381.14,4381.14,1970.35,1888.42,2195.43,1617.24,1894.48,1778.43,1814.93,1782.99,1773.33,3772.24,3705.11,1993.51,4028.26,4096.03,4096.03,3046.77,2803.47,2517.60,2263.41,2162.61,2162.61,2144.63,2289.19,66.19,0.00,21.59,1300.84,1300.84,1905.47,3736.70,1348.93,1760.96,2012.37,1992.91,2003.35,1984.05,2217.53,2448.99,2330.02,2576.21,2455.95,2464.26,2844.67,480.07,382.14,1504.25,3427.82,2684.65,2985.25,2557.49,2459.19,2465.48,2255.46,6267.28,3623.62,1193.60,2501.07,2843.31,3563.59,3542.47,3596.09,2587.36,2482.45,2633.28,3919.33,3919.33,1440.10,2558.11,304.93,2693.15,3060.06,1703.51,3289.95,3097.00,3453.53,2388.51,3378.93,4674.53,4711.28,1814.09,2010.04,1785.51,2501.07,300.70,275.31,4023.89,3942.66,2383.83,2415.72,4228.68,3623.62,2776.51,2384.17,2635.30,6374.43,6374.43,2519.46,3088.15,3162.17,1935.54,1974.29,1935.54,5759.62,1642.68,1984.99,1825.17,1825.17,2940.82,3271.49,1779.53,4181.85,4181.85,4800.96,3470.95,3470.95,2156.04,2074.08,4413.52,4313.12,1371.17,2466.18,2912.92,3132.69,5178.43,2102.13,2098.99,2102.13,2638.50,2634.72,2618.05,2618.05,2454.47,2489.58,2489.58,674.66,2087.86,2087.86,4089.34,3871.35,4956.38,4652.63,4630.85,3254.29,3244.37,3912.24,3590.67,3562.93,3306.74,3306.74,3306.74
00062PMA0002,910.37,2097.10,1590.67,1590.67,1339.83,1389.50,1708.01,1676.74,1648.21,1694.03,2652.43,2594.42,3317.31,436.55,696.24,4409.90,4402.60,4359.55,4359.55,1991.94,1910.01,2173.85,1595.65,1916.07,1800.02,1836.52,1804.58,1794.92,3750.65,3683.52,1971.92,4006.67,4117.62,4117.62,3068.36,2825.06,2539.19,2285.00,2184.20,2184.20,2166.22,2310.78,44.60,21.59,0.00,1322.43,1322.43,1883.88,3758.29,1327.34,1739.38,1990.78,1971.32,1981.76,1962.46,2195.94,2427.40,2308.43,2554.62,2434.36,2442.67,2823.08,458.48,360.55,1482.66,3449.41,2706.24,3006.84,2535.90,2437.60,2443.89,2233.87,6288.87,3602.03,1215.18,2479.48,2864.90,3542.01,3520.88,3574.50,2565.77,2504.04,2654.87,3940.91,3940.91,1418.51,2536.52,326.51,2714.74,3038.47,1681.92,3268.36,3075.41,3431.94,2366.92,3400.52,4652.94,4689.69,1835.68,2031.63,1763.92,2479.48,279.11,253.72,4002.31,3921.07,2405.42,2437.31,4207.10,3602.03,2754.92,2362.58,2656.89,6352.84,6352.84,2541.05,3109.74,3183.76,1957.13,1995.88,1957.13,5738.03,1621.09,1963.40,1846.76,1846.76,2962.41,3293.08,1757.94,4203.44,4203.44,4779.37,3492.54,3492.54,2134.45,2052.49,4391.94,4291.53,1349.58,2444.59,2891.33,3111.10,5156.85,2080.55,2077.40,2080.55,2616.91,2613.13,2596.46,2596.46,2432.88,2467.99,2467.99,696.24,2109.45,2109.45,4110.93,3849.76,4934.79,4631.04,4609.26,3275.88,3265.96,3933.83,3612.26,3584.51,3328.33,3328.33,3328.33
00064PMA0001,1979.47,3409.82,2903.39,2903.39,2652.55,2702.22,3020.73,2989.46,2960.93,2763.13,3965.15,3907.14,4615.73,1505.64,1765.34,4368.62,4361.32,5643.47,5643.47,669.51,587.59,3486.57,2908.37,593.64,479.20,2905.62,2873.67,2864.02,5063.37,4996.24,3278.29,5319.39,2795.20,2795.20,1862.04,3894.15,3608.29,3354.10,861.77,861.77,1038.32,1065.63,1367.03,1300.84,1322.43,0.00,0.00,904.71,4182.67,2611.26,3023.30,3274.70,3255.24,3265.69,3246.38,3479.86,3711.32,3592.35,3838.55,3718.28,3726.59,4135.80,1771.20,1673.27,2492.58,2126.98,3775.34,4075.94,3733.48,3635.19,3572.23,3546.59,5082.55,4914.75,2284.28,1784.79,3934.00,4825.93,4833.60,4887.22,3878.49,3573.14,3723.96,4348.10,4348.10,2731.23,3820.44,1395.61,1488.79,4351.19,2691.84,2042.07,1849.12,3140.89,3650.84,2194.19,5965.66,5628.71,2904.78,3100.73,3070.28,1784.79,1601.54,1574.34,5286.23,5204.99,3474.51,3506.41,4165.81,4914.75,4038.84,3646.50,3725.99,7636.76,7636.76,1295.90,4178.83,2136.10,3026.23,3064.97,3026.23,6324.47,2933.81,3276.12,525.93,525.93,4031.51,4362.18,2714.84,2881.01,2881.01,6063.29,2286.22,2286.22,3418.37,3336.41,5675.86,5575.45,2655.95,3728.51,4175.25,4395.02,5914.85,3386.37,3383.77,3386.37,3900.84,3897.05,3880.38,3880.38,3716.80,3751.91,3751.91,1765.34,3178.55,3178.55,5180.03,5148.05,6218.71,5914.96,5893.18,4344.97,4335.05,5002.93,4681.36,4653.61,4397.43,4397.43,4397.43
00064PMA0002,1979.47,3409.82,2903.39,2903.39,2652.55,2702.22,3020.73,2989.46,2960.93,2763.13,3965.15,3907.14,4615.73,1505.64,1765.34,4368.62,4361.32,5643.47,5643.47,669.51,587.59,3486.57,2908.37,593.64,479.20,2905.62,2873.67,2864.02,5063.37,4996.24,3278.29,5319.39,2795.20,2795.20,1862.04,3894.15,3608.29,3354.10,861.77,861.77,1038.32,1065.63,1367.03,1300.84,1322.43,0.00,0.00,904.71,4182.67,2611.26,3023.30,3274.70,3255.24,3265.69,3246.38,3479.86,3711.32,3592.35,3838.55,3718.28,3726.59,4135.80,1771.20,1673.27,2492.58,2126.98,3775.34,4075.94,3733.48,3635.19,3572.23,3546.59,5082.55,4914.75,2284.28,1784.79,3934.00,4825.93,4833.60,4887.22,3878.49,3573.14,3723.96,4348.10,4348.10,2731.23,3820.44,1395.61,1488.79,4351.19,2691.84,2042.07,1849.12,3140.89,3650.84,2194.19,5965.66,5628.71,2904.78,3100.73,3070.28,1784.79,1601.54,1574.34,5286.23,5204.99,3474.51,3506.41,4165.81,4914.75,4038.84,3646.50,3725.99,7636.76,7636.76,1295.90,4178.83,2136.10,3026.23,3064.97,3026.23,6324.47,2933.81,3276.12,525.93,525.93,4031.51,4362.18,2714.84,2881.01,2881.01,6063.29,2286.22,2286.22,3418.37,3336.41,5675.86,5575.45,2655.95,3728.51,4175.25,4395.02,5914.85,3386.37,3383.77,3386.37,3900.84,3897.05,3880.38,3880.38,3716.80,3751.91,3751.91,1765.34,3178.55,3178.55,5180.03,5148.05,6218.71,5914.96,5893.18,4344.97,4335.05,5002.93,4681.36,4653.61,4397.43,4397.43,4397.43
00067PMA0031,2401.46,3798.55,3292.11,3292.11,3041.27,3090.95,3409.45,3378.18,3349.65,3185.12,3545.54,3487.52,3868.17,1927.64,2187.34,4089.02,4081.72,4895.91,4895.91,688.98,607.06,3875.29,3297.09,613.11,425.51,3327.61,3295.67,3286.02,5452.09,5384.96,2745.97,5708.11,2814.66,2814.66,1881.51,4316.15,4030.29,3776.09,881.24,881.24,1177.97,1085.10,1746.04,1722.84,1744.42,583.03,583.03,0.00,4765.70,1863.70,2275.74,2527.14,2507.68,2518.12,2498.82,2732.30,2963.76,2844.79,3090.98,2970.72,2979.03,4524.52,2159.93,2061.99,1636.80,2146.45,4197.33,4497.94,4155.48,4057.18,3994.23,3935.32,5102.02,5303.47,2706.28,880.08,4355.99,4078.36,5222.32,5275.94,3727.03,3995.13,4145.96,4931.12,4931.12,3119.95,3072.88,1817.61,1508.25,4739.91,1836.06,1668.96,1476.01,2738.88,2903.28,2213.66,6354.38,4865.49,3326.78,3522.72,2885.32,880.08,1744.40,1694.33,4538.67,4457.43,3896.51,3928.41,3886.22,5303.47,3291.28,2898.94,4147.99,6889.20,6889.20,1315.36,4600.83,2458.62,3448.22,3486.97,3448.22,5561.25,3322.53,3664.84,1060.58,1060.58,4453.51,4784.18,1859.05,2900.48,2900.48,5315.73,2305.68,2305.68,2670.81,2588.85,4870.33,4769.92,2774.36,2980.95,3427.69,3647.46,5151.63,2638.81,2641.95,2638.81,3153.27,3149.49,3132.82,3132.82,2969.24,3004.35,3004.35,2187.34,3600.55,3600.55,5602.02,5551.20,5471.15,5167.40,5145.62,4766.97,4757.05,5424.93,5103.35,5075.61,4819.42,4819.42,4819.42
00077PMA0001,3189.08,3592.52,4095.85,4095.85,3845.01,3894.69,4377.66,4346.39,4317.86,2476.16,5322.08,5264.07,5986.96,3456.62,3256.98,5765.09,5757.79,7216.67,7216.67,4962.79,4880.86,3690.72,4100.83,4886.92,4772.48,2449.12,2506.38,2496.73,5019.78,4952.65,5009.87,5287.31,6634.23,6634.23,4133.91,4071.91,3786.05,3531.85,4648.74,4648.74,4514.81,4659.37,3843.39,3801.25,3822.84,4360.91,4360.91,5180.17,0.00,5103.08,5515.11,5328.51,5309.05,5319.49,5340.10,5533.67,5722.55,5646.16,5690.85,5591.10,5599.41,5257.55,3429.51,3527.44,5258.39,6420.26,1500.22,3684.11,3911.24,3812.94,3749.98,3975.60,6768.35,5520.29,2760.55,5775.77,3826.87,6399.12,4790.01,4748.25,5235.42,1355.97,1339.55,318.11,318.11,3923.69,6312.25,3537.83,4405.61,5390.13,5457.65,6335.35,6142.40,7228.50,6142.65,4045.87,6128.76,8465.42,1922.61,1824.27,4801.86,5775.77,4077.90,4052.51,6803.56,6778.18,1801.04,1813.93,5562.28,5520.29,5911.65,5700.31,1233.69,9061.56,9061.56,4595.76,3829.05,3473.86,2248.90,2210.15,2248.90,9534.58,4290.74,4397.87,4819.21,4819.21,4074.88,4012.40,5533.68,6778.16,6778.16,7659.04,3972.01,3972.01,5472.18,5390.22,8167.67,8067.26,4387.53,5850.18,6667.06,6886.83,8932.58,5118.49,5115.35,5118.49,5572.84,5950.86,5753.20,5753.20,5770.61,5805.72,5805.72,3256.98,2096.58,2096.58,4825.99,4798.27,7835.01,7978.44,7956.66,3963.67,3953.75,4653.15,4331.57,4299.58,4047.64,4047.64,4047.64
