detid_Y,00002PMA0001,00003PMA0001,00005PMA0001,00005PMA0002,00006PMA0001,00006PMA0054,00007PMA0001,00007PMA0004,00007PMA0032,00008PMA0002,00010PMA0003,00010PMA0004,00010PMA0021,00012PMA0001,00014PMA0002,00015PMA0043,00016PMA0765,00017PMA0021,00017PMA0043,00021PMA0001,00021PMA0002,00027PMA0001,00028PMA0004,00031PMA0001,00031PMA0002,00032PMA0001,00032PMA0002,00032PMA0003,00034PMA0001,00034PMA0002,00036PMA0043,00041PMA0001,00043PMA0001,00043PMA0002,00044PMA0032,00048PMA0001,00048PMA0002,00054PMA0001,00055PMA0003,00055PMA0004,00056PMA0003,00056PMA0004,00061PMA0001,00062PMA0001,00062PMA0002,00064PMA0001,00064PMA0002,00067PMA0031,00077PMA0001,00086PMA0001,00088PMA0001,00089PMA0001,00089PMA0002,00089PMA0043,00089PMA0065,00090PMA0001,00091PMA0043,00091PMA0065,00092PMA0021,00092PMA0043,00092PMA0065,00096PMA0001,00097PMA0001,00097PMA0002,00104PMA0021,00112PMA0001,00116PMA0001,00118PMA0003,00120PMA0001,00120PMA0003,00120PMA0004,00122PMA0001,00130PMA0001,00142PMA0001,00143PMA0001,00163PMA0001,00168PMA0021,00177PMA0021,00192PMA0001,00192PMA0063,00208PMA0003,00226PMA0002,00226PMA0003,00235PMA0001,00235PMA0002,00238PMA0001,00280PMA0001,00293PMA0001,00323PMA0021,00331PMA0001,00332PMA0001,00359PMA0001,00359PMA0002,00367PMA0002,00374PMA0021,00394PMA0001,00420PMA0021,00421PMA0001,00428PMA0001,00428PMA0002,00432PMA0001,00445PMA0001,00450PMA0001,00450PMA0003,00455PMA0021,00455PMA0043,00483PMA0001,00483PMA0003,00483PMA0031,00484PMA0001,00490PMA0001,00490PMA0002,00501PMA0001,00554PMA0001,00554PMA0002,00591PMA0001,00628PMA0001,00658PMA0001,00701PMA0001,00701PMA0002,00701PMA0003,00717PMA0001,00749PMA0021,00764PMA0003,00771PMA0001,00771PMA0002,00798PMA0021,00798PMA0043,00806PMA0001,00810PMA0001,00810PMA0002,00858PMA0001,00984PMA0001,00984PMA0002,00987PMA0001,00987PMA0002,00990PMA0001,00990PMA0002,00991PMA0001,00993PMA0001,00995PMA0001,00996PMA0003,01005PMA0001,01006PMA0001,01006PMA0002,01006PMA0003,01016PMA0001,01017PMA0001,01017PMA0002,01017PMA0003,01018PMA0001,01018PMA0002,01018PMA0003,01026PMA0001,01029PMA0003,01029PMA0021,01041PMA0001,01041PMA0002,01070PMA0003,01071PMA0002,01071PMA0005,01088PMA0001,01088PMA0002,01093PMA0001,01108PMA0001,01108PMA0002,01109PMA0001,01109PMA0002,01109PMA0003
00323PMA0021,2892.53,4327.83,4162.18,4162.18,3911.34,3961.01,4279.52,4248.25,4219.72,3676.19,5053.54,4995.53,5376.17,2764.43,3024.13,5244.39,5237.09,6403.92,6403.92,1140.16,1170.01,4426.03,4167.16,1041.32,1082.50,3818.68,3786.74,3777.09,6087.84,6020.71,4253.97,6343.86,2612.51,2612.51,373.25,4807.22,4521.36,4267.16,627.02,627.02,554.00,461.13,2625.82,2559.63,2581.22,1433.50,1433.50,1508.01,4427.90,3371.71,3783.74,4035.15,4015.68,4026.13,4006.82,4240.30,4471.76,4352.79,4598.99,4478.73,4487.04,5394.59,3029.99,2932.06,3144.80,2452.66,4688.40,4989.00,4646.55,4548.25,4485.29,4710.91,3593.76,6173.54,3166.56,2388.09,4847.06,5586.37,5858.07,5911.69,5137.28,4486.20,4637.03,4426.68,4426.68,3990.02,4580.88,2654.40,0.00,5609.98,3344.07,2512.71,2319.76,3611.53,4411.29,705.41,7185.31,6373.49,3817.84,4013.79,4345.14,2388.09,2860.33,2834.94,6046.67,5965.44,4387.58,4419.47,5041.58,6173.54,4799.28,4406.95,4491.40,8397.21,8397.21,192.89,5091.90,972.27,3939.29,3978.04,3939.29,7069.25,4192.60,4534.91,1679.62,1679.62,4944.57,5275.25,3367.06,2756.44,2756.44,6823.74,797.43,797.43,4178.82,4096.86,6378.33,6277.93,3930.80,4488.96,4935.69,5155.47,6659.63,4146.81,4149.96,4146.81,4661.28,4657.50,4640.83,4640.83,4477.25,4512.35,4512.35,3024.13,4091.61,4091.61,6093.09,6061.12,6979.16,6675.40,6653.63,5258.04,5248.12,5915.99,5594.42,5566.68,5310.49,5310.49,5310.49
00331PMA0001,2666.35,1759.14,1789.75,1789.75,1538.91,1483.13,1299.96,1268.68,1278.85,2808.66,1724.73,1666.72,2112.20,2853.07,2420.12,3715.86,3708.56,3246.82,3246.82,4847.72,4765.79,1375.41,1278.20,4771.84,4655.80,2321.65,2289.70,2280.05,1550.39,1483.27,1990.35,1148.61,6973.40,6973.40,5877.81,1644.85,1660.29,1867.16,5039.97,5039.97,4975.68,5120.24,2801.10,2877.36,2855.77,4178.20,4178.20,4368.16,4797.19,2756.22,2508.15,2308.99,2289.52,2299.97,2320.58,2415.17,2343.94,2353.99,2283.96,2212.48,2220.79,184.95,2387.22,2485.15,2980.87,6305.18,3270.98,1919.59,1275.62,1177.32,1183.61,973.59,9098.33,726.22,3093.04,4829.94,1777.64,2429.27,1646.16,1699.78,1472.51,3646.32,3674.27,5083.19,5083.19,1617.59,3492.50,2743.04,5524.19,0.00,3180.13,5618.83,5425.88,5457.21,3135.70,6209.97,1777.13,5458.47,2977.96,3173.91,1927.13,4829.94,2943.14,2993.44,2679.30,2808.34,2970.15,3002.05,3513.06,726.22,2533.04,2680.79,3799.17,4862.06,4862.06,5350.50,2022.48,5993.22,2521.87,2560.61,2521.87,6749.17,1395.16,920.54,4702.53,4702.53,1875.15,2202.96,3256.15,7059.22,7059.22,4061.69,6301.99,6301.99,2452.66,2370.70,5160.71,5060.31,1964.45,2830.66,3847.31,3879.88,5925.62,2098.97,2095.83,2098.97,2194.23,2931.34,2374.58,2374.58,2747.20,2712.10,2712.10,2420.12,2674.19,2674.19,3023.67,1649.50,4237.66,4381.09,4359.31,2188.62,2178.70,1799.58,2128.16,2497.26,2241.07,2241.07,2241.07
00332PMA0001,2574.99,3652.95,3146.52,3146.52,2895.68,2945.35,2863.48,2871.59,2843.06,3358.65,2549.20,2491.18,2871.83,2101.17,2360.87,3990.02,3982.72,3899.57,3899.57,2393.26,2621.17,3729.69,3151.50,2530.28,2571.47,3501.14,3469.20,3459.55,5306.50,5239.37,1749.63,5203.90,4489.30,4489.30,3569.35,4460.98,4203.82,3949.62,2569.08,2569.08,2865.81,2772.94,1643.07,1708.40,1686.82,2493.49,2493.49,2244.54,5422.91,867.36,1279.40,1530.80,1511.34,1521.78,1502.48,1735.96,1967.42,1848.45,2094.64,1974.38,1982.69,4002.56,2056.95,1959.02,640.46,3806.04,4241.08,4671.46,4091.75,3993.45,3999.74,3789.72,6789.86,4781.51,2879.81,1649.81,4529.52,3082.03,5076.73,5130.35,2730.69,4168.66,4319.49,5605.54,5605.54,2974.35,2076.54,1991.14,3196.09,4217.95,0.00,2438.70,2245.74,2477.13,1906.94,3901.50,5541.80,3897.57,3500.31,3696.25,1888.98,1649.81,1641.43,1433.95,3542.33,3461.09,3974.03,3969.04,3787.21,4781.51,2294.94,1902.60,4321.52,5892.86,5892.86,3003.20,4774.36,4168.36,3621.75,3660.50,3621.75,4793.85,2815.94,3315.00,2981.62,2981.62,4627.03,4957.71,862.71,4575.12,4575.12,4319.39,3993.52,3993.52,1674.47,1592.51,3720.65,3620.25,2246.45,1984.61,2431.35,2651.12,4364.73,1642.47,1645.61,1642.47,2156.93,2153.15,2136.48,2136.48,1972.90,2008.01,2008.01,2360.87,3774.07,3774.07,5775.55,5405.61,4474.81,4171.06,4149.28,4940.50,4930.58,5555.68,5276.88,5249.14,4992.95,4992.95,4992.95
00359PMA0001,3702.66,5099.74,4593.31,4593.31,4342.47,4392.14,4710.65,4679.38,4650.85,4486.32,4825.18,4767.17,5147.81,3228.83,3488.53,5368.66,5361.37,6175.55,6175.55,1402.77,1652.17,5176.48,4598.29,1679.25,1717.68,4628.81,4596.86,4587.21,6753.29,6686.16,4025.61,7009.30,2572.58,2572.58,2847.58,5617.34,5331.48,5077.29,1926.36,1926.36,2156.80,2063.93,3047.24,3024.03,3045.62,1884.22,1884.22,1301.19,6066.90,3143.35,3555.38,3806.78,3787.32,3797.76,3778.46,4011.94,4243.40,4124.43,4370.62,4250.36,4258.67,5825.72,3461.12,3363.19,2916.44,1889.32,5498.53,5799.13,5456.67,5358.38,5295.42,5236.51,5186.75,6604.67,4007.47,2159.72,5657.19,5358.01,6523.52,6577.14,5006.67,5296.33,5447.15,6232.32,6232.32,4421.14,4352.52,3118.80,2475.00,6041.11,3115.70,0.00,320.00,1098.82,4182.92,3179.73,7655.58,4225.70,4627.97,4823.92,4164.96,2159.72,3045.60,2995.52,5818.31,5737.07,5197.70,5229.60,5165.86,6604.67,4570.92,4178.58,5449.18,7529.28,7529.28,2282.11,5902.02,3447.27,4749.42,4788.16,4749.42,4921.46,4623.73,4966.03,2317.56,2317.56,5754.70,6085.37,3138.70,2658.40,2658.40,5107.53,3263.42,3263.42,3950.45,3868.49,4512.66,4412.25,4075.55,4260.59,4368.19,4125.75,4511.84,3918.45,3921.59,3918.45,4432.92,4429.13,4412.46,4412.46,4248.89,4283.99,4283.99,3488.53,4901.74,4901.74,6903.22,6852.40,5053.60,4749.85,4728.07,6068.16,6058.25,6726.12,6404.55,6376.80,6120.62,6120.62,6120.62
00359PMA0002,3496.23,4893.31,4386.87,4386.87,4136.04,4185.71,4504.22,4472.95,4444.41,4279.89,4618.74,4560.73,4941.38,3022.40,3282.10,5162.23,5154.93,5969.12,5969.12,1196.34,1445.74,4970.05,4391.86,1472.82,1511.25,4422.38,4390.43,4380.78,6546.86,6479.73,3819.18,6802.87,2366.15,2366.15,2641.15,5410.91,5125.05,4870.86,1719.92,1719.92,1950.36,1857.49,2840.81,2817.60,2839.19,1677.79,1677.79,1094.76,5860.46,2936.91,3348.94,3600.35,3580.89,3591.33,3572.03,3805.51,4036.97,3918.00,4164.19,4043.93,4052.24,5619.28,3254.69,3156.76,2710.01,1682.89,5292.10,5592.70,5250.24,5151.94,5088.99,5030.08,4980.32,6398.24,3801.04,1953.29,5450.75,5151.57,6317.08,6370.71,4800.24,5089.90,5240.72,6025.89,6025.89,4214.71,4146.09,2912.37,2268.57,5834.67,2909.27,472.42,0.00,1571.24,3976.49,2973.30,7449.15,4698.13,4421.54,4617.49,3958.53,1953.29,2839.17,2789.09,5611.87,5530.64,4991.27,5023.17,4959.43,6398.24,4364.49,3972.15,5242.75,7962.41,7962.41,2075.68,5695.59,3240.84,4542.99,4581.73,4542.99,5393.88,4417.30,4759.60,2111.13,2111.13,5548.27,5878.94,2932.26,2451.97,2451.97,5579.95,3056.99,3056.99,3744.02,3662.06,4985.08,4884.67,3869.12,4054.16,4500.90,4598.18,4984.27,3712.02,3715.16,3712.02,4226.48,4222.70,4206.03,4206.03,4042.45,4077.56,4077.56,3282.10,4695.31,4695.31,6696.79,6645.96,5526.02,5222.27,5200.49,5861.73,5851.81,6519.69,6198.11,6170.37,5914.19,5914.19,5914.19
00367PMA0002,4238.49,5359.07,4852.63,4852.63,4601.80,4651.47,4654.77,4623.49,4594.96,5022.15,4445.61,4387.60,4768.24,3764.66,4024.36,5453.82,5446.52,5795.99,5795.99,2501.59,2750.99,5435.81,4857.62,2778.07,2816.50,5164.64,5132.70,5123.04,7012.62,6945.49,3646.04,6984.97,3671.40,3671.40,3946.40,6153.18,5867.31,5613.12,3025.18,3025.18,3255.61,3162.74,3306.57,3371.90,3350.31,2983.04,2983.04,2400.01,7071.00,3006.23,3175.81,3427.22,3407.75,3418.20,3398.89,3632.37,3863.84,3744.86,3991.06,3870.80,3879.11,5783.63,3720.45,3622.52,2779.33,2988.14,5704.88,6334.96,5797.86,5699.57,5705.85,5495.84,6285.57,6562.59,4543.30,2740.14,6193.02,4978.44,6782.84,6836.47,4627.11,5832.16,5982.99,7236.42,7236.42,4680.47,3582.56,3654.64,3573.82,5999.02,2978.59,1098.82,1418.82,0.00,3771.11,4278.55,7438.21,3126.89,5163.80,5359.75,3785.40,2740.14,3304.93,3097.45,5438.74,5357.51,5437.83,5432.84,5251.01,6562.59,4191.36,3799.02,5985.01,6430.46,6430.46,3380.93,6437.85,4546.09,5285.25,5324.00,5285.25,3822.64,4567.84,5066.90,3416.38,3416.38,6290.53,6621.20,3001.58,3757.22,3757.22,4008.71,4362.24,4362.24,3570.89,3488.93,3413.84,3313.43,3998.36,3881.03,3269.37,3026.94,3413.03,3538.89,3542.03,3538.89,4053.35,4049.57,4032.90,4032.90,3869.32,3904.43,3904.43,4024.36,5437.57,5437.57,7439.05,7111.72,3954.78,3651.03,3629.25,6604.00,6594.08,7261.80,6940.38,6912.63,6656.45,6656.45,6656.45
00374PMA0021,2907.80,3470.40,2963.97,2963.97,2713.13,2762.81,2371.28,2453.85,2425.32,3685.04,1838.87,1896.88,2138.54,2765.20,2661.57,5425.32,5418.03,3124.24,3124.24,3828.56,4035.67,3480.25,2949.65,3965.59,3854.12,3762.97,3731.03,3721.38,4984.97,4917.84,1240.53,4660.27,5924.60,5924.60,5004.65,4211.53,4226.97,4036.29,4004.38,4004.38,4301.12,4208.24,2312.32,2377.65,2356.06,3498.48,3498.48,3499.61,5755.71,1011.40,716.53,967.94,948.48,958.92,939.62,1173.10,1160.48,1170.53,1361.36,1241.09,1249.40,3458.93,2628.66,2590.27,1236.04,5241.35,4703.66,4486.27,3842.30,3744.00,3750.29,3540.27,8225.16,4237.89,3533.21,3085.12,4344.32,2348.74,4755.19,4808.82,2187.07,4501.46,4652.29,5938.34,5938.34,2791.81,492.31,2655.17,4631.40,3674.32,1435.31,3874.00,3681.05,3396.50,0.00,5336.81,4998.17,2322.77,3833.11,4029.05,1396.78,3085.12,2311.28,2361.58,2809.04,2727.81,4402.84,4434.74,5222.52,4237.89,1246.11,824.32,4654.32,5043.55,5043.55,4438.51,4589.16,5501.33,3954.55,3993.30,3954.55,3748.97,2541.63,2897.26,3986.61,3986.61,4441.84,4772.51,1511.33,6010.42,6010.42,2621.80,5428.83,5428.83,921.89,1029.65,2025.01,1924.61,1779.26,648.03,847.12,744.18,2789.92,1133.37,1136.51,1133.37,1479.02,1021.70,1087.65,1087.65,754.02,746.72,746.72,2661.57,4106.87,4106.87,5590.35,5084.08,2567.87,2264.12,2242.34,4755.30,4745.38,5234.15,5091.68,5063.94,4807.75,4807.75,4807.75
00394PMA0001,3533.89,4969.18,4803.54,4803.54,4552.70,4602.37,4920.88,4889.61,4861.08,4317.55,5712.29,5654.28,6034.93,3405.79,3665.49,5903.14,5895.84,7062.67,7062.67,1798.91,1828.76,5067.38,4808.52,1700.07,1741.25,4460.04,4428.10,4418.44,6729.20,6662.07,4912.72,6985.21,3271.26,3271.26,294.22,5448.58,5162.71,4908.52,1285.77,1285.77,1195.36,1102.49,3267.18,3200.99,3222.58,2080.45,2080.45,2166.76,4318.12,4030.46,4442.49,4693.90,4674.44,4684.88,4665.58,4899.06,5130.52,5011.55,5257.74,5137.48,5145.79,6035.95,3671.35,3573.42,3803.56,3111.41,4971.07,5630.36,5287.90,5189.61,5126.65,5352.27,3514.73,6814.90,3807.92,3046.84,5488.42,6245.12,6499.43,6553.05,5778.64,4682.73,4666.31,4316.90,4316.90,4631.38,5239.64,3295.76,666.81,6251.34,4002.82,3171.46,2978.51,4270.28,5070.04,0.00,7826.66,7032.25,4459.20,4655.15,4986.50,3046.84,3501.69,3476.30,6705.42,6624.19,5028.94,5060.83,5700.33,6814.90,5458.04,5065.70,4381.62,9055.96,9055.96,858.87,5733.26,862.49,4580.65,4619.40,4580.65,7728.00,4833.96,5176.27,2326.58,2326.58,5585.93,5916.60,4025.81,3415.19,3415.19,7482.49,718.39,718.39,4837.57,4755.61,7037.09,6936.68,4572.16,5147.71,5594.45,5814.22,7318.39,4805.57,4808.71,4805.57,5320.03,5316.25,5299.58,5299.58,5136.00,5171.11,5171.11,3665.49,4732.97,4732.97,6734.45,6702.48,7637.91,7334.16,7312.38,5899.40,5889.48,6557.35,6235.78,6208.03,5951.85,5951.85,5951.85
00420PMA0021,4800.88,3648.65,3924.28,3924.28,3673.44,3617.67,3434.49,3403.21,3413.39,4651.90,3137.77,3195.78,3382.31,4987.60,4554.65,4936.23,4928.93,3275.58,3275.58,6982.25,6900.32,3347.53,3412.73,6906.37,6790.33,4164.89,4132.94,4123.29,1844.20,1777.07,4124.88,1442.41,9107.93,9107.93,8012.35,3227.91,3243.35,3500.24,7174.50,7174.50,7110.21,7254.77,4935.63,5011.89,4990.30,6312.73,6312.73,6502.69,6640.43,4877.29,4518.13,4299.13,4319.58,4290.11,4310.72,4058.05,3941.72,3951.77,3697.00,3901.30,3818.57,2319.48,4521.75,4619.68,5101.94,8439.71,5114.21,3066.09,3118.86,2977.64,3026.84,2998.21,11232.86,1419.37,4936.28,6951.01,3042.80,3335.19,1939.96,1993.59,2835.91,5489.56,5517.51,6926.43,6926.43,3752.12,5492.33,4877.57,7658.72,2134.53,5301.20,7739.90,7546.94,7526.34,5057.75,8344.50,0.00,7380.52,4821.20,5017.15,4061.66,6951.01,5077.67,5127.97,3050.13,3714.26,4813.39,4845.29,4733.42,1419.37,4130.82,4395.52,5642.41,4826.16,4826.16,7485.03,2917.75,8127.75,4365.11,4403.85,4365.11,8749.00,3529.69,3055.07,6837.06,6837.06,2876.07,2968.85,5377.22,9193.75,9193.75,5474.73,8436.52,8436.52,4330.71,4360.84,7082.76,6982.36,4098.98,4511.81,5847.15,5801.93,7847.67,4147.22,4144.08,4147.22,3921.04,4612.65,3972.36,3972.36,4344.98,4309.88,4309.88,4554.65,4517.43,4517.43,3918.94,1943.31,5650.70,5794.12,5772.35,3345.65,3335.73,2093.39,2421.96,3392.53,3136.34,3136.34,3136.34
00421PMA0001,5217.92,5780.53,5274.10,5274.10,5023.26,5072.94,4681.41,4763.98,4735.45,5995.17,4149.00,4207.01,4448.67,5075.33,4971.70,7593.48,7586.18,4758.78,4758.78,5955.62,6205.03,5790.38,5259.78,6133.74,6164.25,6073.10,6041.16,6031.51,7295.10,7227.97,3550.66,6970.40,7049.02,7049.02,7172.80,6521.66,6537.10,6346.42,6172.53,6172.53,6469.27,6376.40,4622.45,4687.78,4666.19,5808.61,5808.61,5809.74,8065.84,3321.53,3026.66,3278.07,3258.61,3269.05,3249.75,3483.23,3470.61,3480.66,3671.49,3551.22,3559.53,5769.06,4938.79,4900.40,3546.17,6365.76,7013.79,6796.40,6152.43,6054.13,6060.42,5850.40,9739.61,6548.02,5843.34,5324.48,6654.45,4577.43,7065.32,7118.95,4497.20,6811.59,6962.42,8248.47,8248.47,5101.94,2333.75,4965.30,6799.55,5984.45,3745.44,4552.86,4872.85,3454.04,2310.13,7504.96,7308.30,0.00,6143.24,6339.18,3706.91,5324.48,4621.41,4671.71,5037.73,4956.50,6712.97,6744.87,7390.67,6548.02,3556.24,3134.45,6964.45,4804.52,4804.52,6606.66,6899.29,7771.82,6264.69,6303.43,6264.69,1435.13,4851.76,5207.39,6296.74,6296.74,6751.97,7082.64,3821.46,7134.84,7134.84,2382.77,7596.98,7596.98,3232.02,3339.78,331.07,391.40,4089.39,2958.16,1974.12,1565.95,467.16,3443.50,3446.64,3443.50,3789.15,3331.82,3397.78,3397.78,3064.15,3056.85,3056.85,4971.70,6417.00,6417.00,7900.48,7394.21,2328.85,1894.01,2003.32,7065.43,7055.51,7544.28,7401.81,7374.07,7117.88,7117.88,7117.88
00428PMA0001,1266.47,1704.16,2173.25,2173.25,1922.41,1972.08,2455.06,2423.79,2395.26,553.56,3399.48,3341.47,4064.35,1534.02,1334.37,3992.23,3984.93,5294.06,5294.06,3713.08,3631.15,1802.36,2178.23,3637.21,3521.16,648.03,705.29,695.64,3464.17,3397.04,3087.27,3720.19,5589.93,5589.93,4253.56,2183.55,1897.69,1643.49,3604.43,3604.43,3470.51,3615.07,1920.79,1878.64,1900.23,3043.57,3043.57,3760.07,1922.61,3180.47,3592.50,3405.90,3386.44,3396.89,3417.50,3611.06,3799.94,3723.55,3768.25,3668.49,3676.80,3369.19,1506.91,1604.84,3335.79,5170.55,1196.92,2365.34,2022.88,1924.58,1861.62,2087.24,7083.38,3631.93,837.94,4355.67,2223.39,4476.51,3234.40,3288.02,3312.81,668.36,819.18,2105.23,2105.23,2001.08,4389.64,1615.23,3899.93,3501.77,3535.05,5085.64,4892.69,5305.89,4220.05,4360.91,4561.64,6542.82,0.00,195.95,2879.26,4355.67,2155.30,2129.91,4915.20,4855.58,896.10,928.00,3789.42,3631.93,3989.05,3777.71,821.21,7173.20,7173.20,3812.50,2468.23,3788.90,447.81,486.56,447.81,7611.98,2368.14,2509.51,3567.89,3567.89,2320.90,2651.58,3611.07,5733.86,5733.86,5736.44,4287.05,4287.05,3549.57,3467.61,6245.06,6144.66,2464.93,3927.57,4744.45,4964.23,7009.97,3195.89,3192.75,3195.89,3650.24,4028.26,3830.59,3830.59,3848.01,3883.11,3883.11,1334.37,600.13,600.13,3469.42,3437.45,5912.41,6055.83,6034.06,2634.37,2624.45,3292.33,2970.75,2943.01,2686.82,2686.82,2686.82
00428PMA0002,1462.42,1865.86,2369.19,2369.19,2118.36,2168.03,2651.00,2619.73,2591.20,749.50,3595.43,3537.41,4260.30,1729.96,1530.32,4153.93,4146.63,5490.01,5490.01,3909.03,3827.10,1964.06,2374.18,3833.16,3717.11,746.43,803.69,794.03,3625.87,3558.74,3283.21,3881.89,5785.87,5785.87,4421.04,2345.25,2059.39,1805.19,3800.38,3800.38,3666.46,3811.02,2116.74,2074.59,2096.18,3239.51,3239.51,3956.01,1733.17,3376.42,3788.45,3601.85,3582.39,3592.83,3613.45,3807.01,3995.89,3919.50,3964.19,3864.44,3872.75,3530.89,1702.85,1800.78,3531.73,5366.49,1034.31,2527.04,2184.58,2086.28,2023.33,2248.94,7055.48,3793.63,1033.89,4551.61,2385.09,4672.46,3396.10,3449.72,3508.76,472.41,623.24,1971.57,1971.57,2197.03,4585.59,1811.17,4095.88,3663.47,3730.99,5281.58,5088.63,5501.84,4415.99,4333.00,4723.34,6738.76,195.95,0.00,3075.21,4551.61,2351.24,2325.86,5076.90,5051.53,994.49,1026.39,3951.12,3793.63,4184.99,3973.65,625.26,7334.90,7334.90,4008.44,2629.93,3760.99,546.21,584.95,546.21,7807.92,2564.08,2671.21,3763.84,3763.84,2482.60,2813.28,3807.02,5929.81,5929.81,5932.39,4259.14,4259.14,3745.52,3663.56,6441.01,6340.60,2660.87,4123.52,4940.40,5160.17,7205.92,3391.83,3388.69,3391.83,3846.19,4224.20,4026.54,4026.54,4043.95,4079.06,4079.06,1530.32,698.53,698.53,3631.12,3599.15,6108.35,6251.78,6230.00,2796.07,2786.15,3454.03,3132.45,3104.71,2848.52,2848.52,2848.52
00432PMA0001,1867.96,2209.72,1703.28,1703.28,1452.45,1502.12,1011.64,1094.21,1065.68,2563.41,1544.58,1486.57,2103.72,2007.54,1621.74,4922.90,4915.61,3222.93,3222.93,3540.24,3511.85,2120.61,1590.01,3517.91,3330.30,2641.34,2609.39,2599.74,3625.33,3558.20,733.22,3455.69,5665.92,5665.92,4716.33,2851.89,2867.33,2775.61,3716.06,3716.06,3959.98,3919.92,1788.50,1853.84,1832.25,2974.66,2974.66,2975.80,4676.02,1105.16,857.09,854.16,834.69,845.14,865.75,1059.31,1290.78,1171.80,1418.00,1297.74,1306.05,2254.35,1588.83,1686.76,1329.80,4997.71,3590.67,3126.63,2482.66,2384.36,2390.65,2180.63,7936.84,3033.31,2493.38,3178.88,2984.68,2405.38,3395.56,3449.18,1615.12,3421.78,3572.60,4858.65,4858.65,1531.12,1841.44,1897.51,4343.08,2469.74,1529.07,3967.76,3774.81,3806.14,1484.63,5048.48,4084.21,3807.40,2753.42,2949.37,0.00,3178.88,1787.46,1837.76,2865.68,2784.45,3289.84,3321.74,4720.10,3033.31,1618.29,1225.96,3574.63,5216.22,5216.22,4150.19,3229.52,4977.52,2841.56,2880.30,2841.56,5098.10,1181.99,1537.62,3462.79,3462.79,3082.20,3412.87,1605.09,5751.74,5751.74,3642.75,5140.51,5140.51,997.83,915.87,3509.65,3409.25,531.99,1375.82,2196.25,2228.81,4274.56,637.86,641.00,637.86,1348.67,1476.51,1459.84,1459.84,1296.26,1331.36,1331.36,1621.74,2993.88,2993.88,4230.72,3724.44,3818.71,3748.75,3726.98,3395.66,3385.74,3874.51,3732.04,3704.30,3448.11,3448.11,3448.11
00445PMA0001,2996.19,4393.27,3886.83,3886.83,3636.00,3685.67,4004.18,3972.91,3944.38,3779.85,4118.70,4060.69,4441.34,2522.36,2782.06,4662.19,4654.89,5469.08,5469.08,998.57,1192.76,4470.01,3891.82,1198.81,1011.21,3922.34,3890.39,3880.74,6046.82,5979.69,3319.14,6302.83,2839.48,2839.48,2443.38,4910.87,4625.01,4370.82,1466.94,1466.94,1752.60,1659.73,2340.77,2317.56,2339.15,1177.75,1177.75,594.72,5360.42,2436.87,2848.90,3100.31,3080.85,3091.29,3071.99,3305.47,3536.93,3417.96,3664.15,3543.89,3552.20,5119.24,2754.65,2656.72,2209.97,2156.23,4792.06,5092.66,4750.20,4651.91,4588.95,4530.04,5453.65,5898.20,3301.00,0.00,4950.72,4651.53,5817.04,5870.67,4300.20,4589.86,4740.68,5525.85,5525.85,3714.67,3646.05,2412.33,2070.80,5334.64,2409.23,788.88,595.93,1887.70,3476.45,2775.54,6949.11,5014.59,3921.50,4117.45,3458.49,0.00,2339.13,2289.05,5111.83,5030.60,4491.23,4523.13,4459.39,5898.20,3864.45,3472.11,4742.71,7462.37,7462.37,1877.92,5195.55,3043.07,4042.95,4081.69,4042.95,5710.34,3917.26,4259.56,1655.30,1655.30,5048.23,5378.90,2432.22,2925.30,2925.30,5888.90,2859.22,2859.22,3243.98,3162.02,5301.54,5201.14,3369.08,3554.12,4000.86,4220.63,5300.73,3211.98,3215.12,3211.98,3726.44,3722.66,3705.99,3705.99,3542.41,3577.52,3577.52,2782.06,4195.27,4195.27,6196.75,6145.92,5842.49,5538.73,5516.95,5361.69,5351.77,6019.65,5698.07,5670.33,5414.15,5414.15,5414.15
