detid_Y,135D1_9,135D3_8,135D6_8,135Stau1,135Stau5,145D1_9,145D29_8,145D2_8,145D37_8,179D1_10,179D2_10,179D3_10,179D5_8,560D2_8,560D2_9,560SD2,560SD2_1,560SD2_4,560SD2_5,561D4_8,563D33_8,563D34_8,563D34_9,563D4_8,563D4_9,563D6_8,563D6_9,563Stau2,563Stau2_1,563Stau3,563Stau34,563Stau35,563Stau3_1,566D1_8,566D1_9,566D5_8,566D5_9,566D6_8,566D6_9,566D7_8,566D8_8,567D10_8,567D10_9,567D11_8,567D1_8,567D1_9,567D4_8,568D2_8,568D3_8,568D4_8,569D1_8,569D2_8,569D3_8,569D4_8,569D5_8,569D6_8,569D9_8,571D18_8,571D7_8,571D7_9,572D1_8,572D1_9,572D2_10,572D2_8,572D2_9,772D2_8,773D1_8,773D3_9,774D5_8,774D5_9,774D6_8,774D8_8,774D8_9,774Stau1_8_1,774Stau1_8_2,777D1_8,777D1_9
567D10_8,0.7750527176725217,0.7609910085658042,0.7251216367946105,0.7620112784167834,0.7750527176725217,0.7725869022469752,0.7682857623682552,0.7533997242735107,0.7773570289702475,0.6817235826293516,0.6493926696016549,0.6493926696016549,0.6666666666666666,0.5899766368454042,0.5899766368454042,0.6465222882267646,0.6465222882267646,0.4244452351248249,0.4244452351248249,0.6089159268653561,0.5361743769856697,0.5361743769856697,0.5361743769856697,0.6127204030226701,0.6127204030226701,0.7435019001034113,0.7435019001034113,0.7435019001034113,0.7435019001034113,0.6127204030226701,0.6466269475910162,0.6439122380734716,0.6127204030226701,0.0,0.0,0.08645302780311338,0.08645302780311338,0.12313904477112772,0.12313904477112772,0.12313904477112772,0.12313904477112772,0.0,0.0,0.0,0.13347798538588823,0.13347798538588823,0.03212259263147804,0.13347798538588823,0.14233835736129313,0.14233835736129313,0.18549091129108933,0.18549091129108933,0.18549091129108933,0.1804222565284512,0.1804222565284512,0.1804222565284512,0.22459934313011523,0.18028090604377123,0.16005102364201051,0.16005102364201051,0.09742974144169456,0.09742974144169456,0.02003549541055434,0.17021101736040453,0.17021101736040453,0.7583858272513494,0.7703062197631633,0.7623119151690466,0.7725117396026125,0.7725117396026125,0.7745130368534164,0.7552687765084355,0.7552687765084355,0.762155116923409,0.762155116923409,0.6811606630829176,0.6811606630829176
567D10_9,0.7750527176725217,0.7609910085658042,0.7251216367946105,0.7620112784167834,0.7750527176725217,0.7725869022469752,0.7682857623682552,0.7533997242735107,0.7773570289702475,0.6817235826293516,0.6493926696016549,0.6493926696016549,0.6666666666666666,0.5899766368454042,0.5899766368454042,0.6465222882267646,0.6465222882267646,0.4244452351248249,0.4244452351248249,0.6089159268653561,0.5361743769856697,0.5361743769856697,0.5361743769856697,0.6127204030226701,0.6127204030226701,0.7435019001034113,0.7435019001034113,0.7435019001034113,0.7435019001034113,0.6127204030226701,0.6466269475910162,0.6439122380734716,0.6127204030226701,0.0,0.0,0.08645302780311338,0.08645302780311338,0.12313904477112772,0.12313904477112772,0.12313904477112772,0.12313904477112772,0.0,0.0,0.0,0.13347798538588823,0.13347798538588823,0.03212259263147804,0.13347798538588823,0.14233835736129313,0.14233835736129313,0.18549091129108933,0.18549091129108933,0.18549091129108933,0.1804222565284512,0.1804222565284512,0.1804222565284512,0.22459934313011523,0.18028090604377123,0.16005102364201051,0.16005102364201051,0.09742974144169456,0.09742974144169456,0.02003549541055434,0.17021101736040453,0.17021101736040453,0.7583858272513494,0.7703062197631633,0.7623119151690466,0.7725117396026125,0.7725117396026125,0.7745130368534164,0.7552687765084355,0.7552687765084355,0.762155116923409,0.762155116923409,0.6811606630829176,0.6811606630829176
567D11_8,0.7750527176725217,0.7609910085658042,0.7251216367946105,0.7620112784167834,0.7750527176725217,0.7725869022469752,0.7682857623682552,0.7533997242735107,0.7773570289702475,0.6817235826293516,0.6493926696016549,0.6493926696016549,0.6666666666666666,0.5899766368454042,0.5899766368454042,0.6465222882267646,0.6465222882267646,0.4244452351248249,0.4244452351248249,0.6089159268653561,0.5361743769856697,0.5361743769856697,0.5361743769856697,0.6127204030226701,0.6127204030226701,0.7435019001034113,0.7435019001034113,0.7435019001034113,0.7435019001034113,0.6127204030226701,0.6466269475910162,0.6439122380734716,0.6127204030226701,0.0,0.0,0.08645302780311338,0.08645302780311338,0.12313904477112772,0.12313904477112772,0.12313904477112772,0.12313904477112772,0.0,0.0,0.0,0.13347798538588823,0.13347798538588823,0.03212259263147804,0.13347798538588823,0.14233835736129313,0.14233835736129313,0.18549091129108933,0.18549091129108933,0.18549091129108933,0.1804222565284512,0.1804222565284512,0.1804222565284512,0.22459934313011523,0.18028090604377123,0.16005102364201051,0.16005102364201051,0.09742974144169456,0.09742974144169456,0.02003549541055434,0.17021101736040453,0.17021101736040453,0.7583858272513494,0.7703062197631633,0.7623119151690466,0.7725117396026125,0.7725117396026125,0.7745130368534164,0.7552687765084355,0.7552687765084355,0.762155116923409,0.762155116923409,0.6811606630829176,0.6811606630829176
567D1_8,0.8381414447146014,0.8280218253616378,0.8041890187272148,0.8287576082221778,0.8381414447146014,0.8383138083349339,0.8352530008257896,0.8246721062255044,0.8417052736078938,0.7732741970863449,0.7502431089658587,0.7502431089658587,0.7625483274499916,0.6545900051284973,0.6545900051284973,0.7128198231909819,0.7128198231909819,0.47551468038246913,0.47551468038246913,0.7219469985203973,0.6508639757631003,0.6508639757631003,0.6508639757631003,0.6737497039764042,0.6737497039764042,0.8154393711577624,0.8154393711577624,0.8154393711577624,0.8154393711577624,0.6737497039764042,0.7482729330141551,0.7468304183607188,0.6737497039764042,0.08070517990293873,0.08070517990293873,0.17413582840570205,0.17413582840570205,0.20730069888797628,0.20730069888797628,0.20730069888797628,0.20730069888797628,0.08070517990293873,0.08070517990293873,0.08070517990293873,0.0,0.0,0.07065418342333624,0.0,0.1939393111984855,0.1939393111984855,0.23449560474704606,0.23449560474704606,0.23449560474704606,0.22973190406818722,0.22973190406818722,0.22973190406818722,0.27928544902988717,0.2129141005864774,0.19348973188819166,0.19348973188819166,0.13336142824304653,0.13336142824304653,0.059048094432581834,0.20324509635102772,0.20324509635102772,0.8278849317071387,0.8363764831252872,0.8306777047058166,0.8379475962494456,0.8379475962494456,0.8393732303878649,0.8256644849701542,0.8256644849701542,0.8305660060530703,0.8305660060530703,0.7728731985229094,0.7728731985229094
567D1_9,0.8381414447146014,0.8280218253616378,0.8041890187272148,0.8287576082221778,0.8381414447146014,0.8383138083349339,0.8352530008257896,0.8246721062255044,0.8417052736078938,0.7732741970863449,0.7502431089658587,0.7502431089658587,0.7625483274499916,0.6545900051284973,0.6545900051284973,0.7128198231909819,0.7128198231909819,0.47551468038246913,0.47551468038246913,0.7219469985203973,0.6508639757631003,0.6508639757631003,0.6508639757631003,0.6737497039764042,0.6737497039764042,0.8154393711577624,0.8154393711577624,0.8154393711577624,0.8154393711577624,0.6737497039764042,0.7482729330141551,0.7468304183607188,0.6737497039764042,0.08070517990293873,0.08070517990293873,0.17413582840570205,0.17413582840570205,0.20730069888797628,0.20730069888797628,0.20730069888797628,0.20730069888797628,0.08070517990293873,0.08070517990293873,0.08070517990293873,0.0,0.0,0.07065418342333624,0.0,0.1939393111984855,0.1939393111984855,0.23449560474704606,0.23449560474704606,0.23449560474704606,0.22973190406818722,0.22973190406818722,0.22973190406818722,0.27928544902988717,0.2129141005864774,0.19348973188819166,0.19348973188819166,0.13336142824304653,0.13336142824304653,0.059048094432581834,0.20324509635102772,0.20324509635102772,0.8278849317071387,0.8363764831252872,0.8306777047058166,0.8379475962494456,0.8379475962494456,0.8393732303878649,0.8256644849701542,0.8256644849701542,0.8305660060530703,0.8305660060530703,0.7728731985229094,0.7728731985229094
567D4_8,0.782085449922384,0.7684631800474105,0.7576366652342865,0.7694458506492743,0.782085449922384,0.7996159016708279,0.7958225217503611,0.7827092001849284,0.80381907884841,0.7193721142991658,0.6908655857894705,0.6908655857894705,0.7060962626772007,0.597179326457348,0.597179326457348,0.6539127180878432,0.6539127180878432,0.43013813386419014,0.43013813386419014,0.6553979074191503,0.5833344504470689,0.5833344504470689,0.5833344504470689,0.6195181812310275,0.6195181812310275,0.7515146901150213,0.7515146901150213,0.7515146901150213,0.7515146901150213,0.6195181812310275,0.6884270176835028,0.686229460870402,0.6195181812310275,0.033188543184722995,0.033188543184722995,0.12251099109439531,0.12251099109439531,0.15774900035903464,0.15774900035903464,0.15774900035903464,0.15774900035903464,0.033188543184722995,0.033188543184722995,0.033188543184722995,0.1392397562187467,0.1392397562187467,0.0,0.1392397562187467,0.14809050531527596,0.14809050531527596,0.1909536445593078,0.1909536445593078,0.1909536445593078,0.18591898414907262,0.18591898414907262,0.18591898414907262,0.23069540432222313,0.1530794895288464,0.1436703745959308,0.1436703745959308,0.07982785482593927,0.07982785482593927,0.012483477071258887,0.15402858439911712,0.15402858439911712,0.7869660749170454,0.7974764186457759,0.7904237552240236,0.7994210502164371,0.7994210502164371,0.8011818261070618,0.7842177363287437,0.7842177363287437,0.7902855018171205,0.7902855018171205,0.7188757818236388,0.7188757818236388
568D2_8,0.8381414447146014,0.8280218253616378,0.8041890187272148,0.8287576082221778,0.8381414447146014,0.8383138083349339,0.8352530008257896,0.8246721062255044,0.8417052736078938,0.7732741970863449,0.7502431089658587,0.7502431089658587,0.7625483274499916,0.6545900051284973,0.6545900051284973,0.7128198231909819,0.7128198231909819,0.47551468038246913,0.47551468038246913,0.7219469985203973,0.6508639757631003,0.6508639757631003,0.6508639757631003,0.6737497039764042,0.6737497039764042,0.8154393711577624,0.8154393711577624,0.8154393711577624,0.8154393711577624,0.6737497039764042,0.7482729330141551,0.7468304183607188,0.6737497039764042,0.08070517990293873,0.08070517990293873,0.17413582840570205,0.17413582840570205,0.20730069888797628,0.20730069888797628,0.20730069888797628,0.20730069888797628,0.08070517990293873,0.08070517990293873,0.08070517990293873,0.0,0.0,0.07065418342333624,0.0,0.1939393111984855,0.1939393111984855,0.23449560474704606,0.23449560474704606,0.23449560474704606,0.22973190406818722,0.22973190406818722,0.22973190406818722,0.27928544902988717,0.2129141005864774,0.19348973188819166,0.19348973188819166,0.13336142824304653,0.13336142824304653,0.059048094432581834,0.20324509635102772,0.20324509635102772,0.8278849317071387,0.8363764831252872,0.8306777047058166,0.8379475962494456,0.8379475962494456,0.8393732303878649,0.8256644849701542,0.8256644849701542,0.8305660060530703,0.8305660060530703,0.7728731985229094,0.7728731985229094
568D3_8,0.601025977711135,0.576096145092545,0.7929471451740341,0.5778952449347194,0.601025977711135,0.8289686959861724,0.8257348941149766,0.814538532985135,0.8325599410366716,0.7602627960601991,0.7359099936939009,0.7359099936939009,0.7489157841654059,0.41174995726252206,0.41174995726252206,0.46365007717853973,0.46365007717853973,0.28357301457904527,0.28357301457904527,0.7058761361234411,0.6345630521334638,0.6345630521334638,0.6345630521334638,0.4443744752308984,0.4443744752308984,0.5450663925949892,0.5450663925949892,0.5450663925949892,0.5450663925949892,0.4443744752308984,0.7338208127164403,0.7321974162195973,0.4443744752308984,0.2441293961732011,0.2441293961732011,0.3516894003832792,0.3516894003832792,0.3777241138484087,0.3777241138484087,0.3777241138484087,0.3777241138484087,0.2441293961732011,0.2441293961732011,0.2441293961732011,0.34311709978712446,0.34311709978712446,0.2041658488042471,0.34311709978712446,0.0,0.0,0.050314193598575536,0.050314193598575536,0.050314193598575536,0.04440433997956122,0.04440433997956122,0.04440433997956122,0.07375076562477394,0.23370176639101842,0.22793069024529378,0.22793069024529378,0.2702176929822321,0.2702176929822321,0.21919802556778792,0.3290688937242686,0.3290688937242686,0.8180034847026427,0.826982551921451,0.8209608208209808,0.8286438655796381,0.8286438655796381,0.8301513480322481,0.8156555579781392,0.8156555579781392,0.8208427121273303,0.8208427121273303,0.7598334253388572,0.7598334253388572
568D4_8,0.601025977711135,0.576096145092545,0.7929471451740341,0.5778952449347194,0.601025977711135,0.8289686959861724,0.8257348941149766,0.814538532985135,0.8325599410366716,0.7602627960601991,0.7359099936939009,0.7359099936939009,0.7489157841654059,0.41174995726252206,0.41174995726252206,0.46365007717853973,0.46365007717853973,0.28357301457904527,0.28357301457904527,0.7058761361234411,0.6345630521334638,0.6345630521334638,0.6345630521334638,0.4443744752308984,0.4443744752308984,0.5450663925949892,0.5450663925949892,0.5450663925949892,0.5450663925949892,0.4443744752308984,0.7338208127164403,0.7321974162195973,0.4443744752308984,0.2441293961732011,0.2441293961732011,0.3516894003832792,0.3516894003832792,0.3777241138484087,0.3777241138484087,0.3777241138484087,0.3777241138484087,0.2441293961732011,0.2441293961732011,0.2441293961732011,0.34311709978712446,0.34311709978712446,0.2041658488042471,0.34311709978712446,0.0,0.0,0.050314193598575536,0.050314193598575536,0.050314193598575536,0.04440433997956122,0.04440433997956122,0.04440433997956122,0.07375076562477394,0.23370176639101842,0.22793069024529378,0.22793069024529378,0.2702176929822321,0.2702176929822321,0.21919802556778792,0.3290688937242686,0.3290688937242686,0.8180034847026427,0.826982551921451,0.8209608208209808,0.8286438655796381,0.8286438655796381,0.8301513480322481,0.8156555579781392,0.8156555579781392,0.8208427121273303,0.8208427121273303,0.7598334253388572,0.7598334253388572
569D1_8,0.7957670073610006,0.7830055391018025,1.0,0.7839264901519879,0.7957670073610006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6389480882101544,0.6389480882101544,0.6967701950512185,0.6967701950512185,0.46315154190180646,0.46315154190180646,1.0,0.9330133919594621,0.9330133919594621,0.9330133919594621,0.6589754354237981,0.6589754354237981,0.7980243999923868,0.7980243999923868,0.7980243999923868,0.7980243999923868,0.6589754354237981,1.0,1.0,0.6589754354237981,0.4126566398309681,0.4126566398309681,0.5347871980651575,0.5347871980651575,0.5534691107252991,0.5534691107252991,0.5534691107252991,0.5534691107252991,0.4126566398309681,0.4126566398309681,0.4126566398309681,0.5060010848903942,0.5060010848903942,0.36728032976212754,0.5060010848903942,0.5142347458861221,0.5142347458861221,0.0,0.0,0.0,0.3973081689895849,0.3973081689895849,0.3973081689895849,0.6187357424992888,0.222652640694649,0.216604867845598,0.216604867845598,0.42232608825207096,0.42232608825207096,0.38434874240869643,0.4689070302593886,0.4689070302593886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
569D2_8,0.7957670073610006,0.7830055391018025,1.0,0.7839264901519879,0.7957670073610006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6389480882101544,0.6389480882101544,0.6967701950512185,0.6967701950512185,0.46315154190180646,0.46315154190180646,1.0,0.9330133919594621,0.9330133919594621,0.9330133919594621,0.6589754354237981,0.6589754354237981,0.7980243999923868,0.7980243999923868,0.7980243999923868,0.7980243999923868,0.6589754354237981,1.0,1.0,0.6589754354237981,0.4126566398309681,0.4126566398309681,0.5347871980651575,0.5347871980651575,0.5534691107252991,0.5534691107252991,0.5534691107252991,0.5534691107252991,0.4126566398309681,0.4126566398309681,0.4126566398309681,0.5060010848903942,0.5060010848903942,0.36728032976212754,0.5060010848903942,0.5142347458861221,0.5142347458861221,0.0,0.0,0.0,0.3973081689895849,0.3973081689895849,0.3973081689895849,0.6187357424992888,0.222652640694649,0.216604867845598,0.216604867845598,0.42232608825207096,0.42232608825207096,0.38434874240869643,0.4689070302593886,0.4689070302593886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
569D3_8,0.7957670073610006,0.7830055391018025,1.0,0.7839264901519879,0.7957670073610006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6389480882101544,0.6389480882101544,0.6967701950512185,0.6967701950512185,0.46315154190180646,0.46315154190180646,1.0,0.9330133919594621,0.9330133919594621,0.9330133919594621,0.6589754354237981,0.6589754354237981,0.7980243999923868,0.7980243999923868,0.7980243999923868,0.7980243999923868,0.6589754354237981,1.0,1.0,0.6589754354237981,0.4126566398309681,0.4126566398309681,0.5347871980651575,0.5347871980651575,0.5534691107252991,0.5534691107252991,0.5534691107252991,0.5534691107252991,0.4126566398309681,0.4126566398309681,0.4126566398309681,0.5060010848903942,0.5060010848903942,0.36728032976212754,0.5060010848903942,0.5142347458861221,0.5142347458861221,0.0,0.0,0.0,0.3973081689895849,0.3973081689895849,0.3973081689895849,0.6187357424992888,0.222652640694649,0.216604867845598,0.216604867845598,0.42232608825207096,0.42232608825207096,0.38434874240869643,0.4689070302593886,0.4689070302593886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
569D4_8,0.9391368211382567,0.935327882904452,0.9171160181681244,0.93560235928468,0.9391368211382567,0.9321835990013444,0.930903711357152,0.9264659944271596,0.9336098492825124,0.9040302172668567,0.8942814877679356,0.8942814877679356,0.8994845072000895,0.785782665678956,0.785782665678956,0.847432059497638,0.847432059497638,0.5792074079745622,0.5792074079745622,0.8833822130627773,0.8146775339490864,0.8146775339490864,0.8146775339490864,0.7976597989192448,0.7976597989192448,0.9614967358824537,0.9614967358824537,0.9614967358824537,0.9614967358824537,0.7976597989192448,0.8934475405259312,0.893816007890875,0.7976597989192448,0.19596662752144733,0.19596662752144733,0.29936769181893647,0.29936769181893647,0.3275035288678605,0.3275035288678605,0.3275035288678605,0.3275035288678605,0.19596662752144733,0.19596662752144733,0.19596662752144733,0.2965716551871892,0.2965716551871892,0.15755453810934553,0.2965716551871892,0.30515508955875925,0.30515508955875925,0.16579222597737114,0.16579222597737114,0.16579222597737114,0.0,0.0,0.0,0.3971554929658978,0.19422569134356285,0.1874762312226659,0.1874762312226659,0.22675146221234643,0.22675146221234643,0.17200484364456525,0.28910395892362367,0.28910395892362367,0.9271420970761802,0.9307405105078439,0.9283259950616494,0.9314055401746791,0.9314055401746791,0.9320052003380979,0.9262021614016612,0.9262021614016612,0.9282787131028583,0.9282787131028583,0.9038551207773485,0.9038551207773485
569D5_8,0.9391368211382567,0.935327882904452,0.9171160181681244,0.93560235928468,0.9391368211382567,0.9321835990013444,0.930903711357152,0.9264659944271596,0.9336098492825124,0.9040302172668567,0.8942814877679356,0.8942814877679356,0.8994845072000895,0.785782665678956,0.785782665678956,0.847432059497638,0.847432059497638,0.5792074079745622,0.5792074079745622,0.8833822130627773,0.8146775339490864,0.8146775339490864,0.8146775339490864,0.7976597989192448,0.7976597989192448,0.9614967358824537,0.9614967358824537,0.9614967358824537,0.9614967358824537,0.7976597989192448,0.8934475405259312,0.893816007890875,0.7976597989192448,0.19596662752144733,0.19596662752144733,0.29936769181893647,0.29936769181893647,0.3275035288678605,0.3275035288678605,0.3275035288678605,0.3275035288678605,0.19596662752144733,0.19596662752144733,0.19596662752144733,0.2965716551871892,0.2965716551871892,0.15755453810934553,0.2965716551871892,0.30515508955875925,0.30515508955875925,0.16579222597737114,0.16579222597737114,0.16579222597737114,0.0,0.0,0.0,0.3971554929658978,0.19422569134356285,0.1874762312226659,0.1874762312226659,0.22675146221234643,0.22675146221234643,0.17200484364456525,0.28910395892362367,0.28910395892362367,0.9271420970761802,0.9307405105078439,0.9283259950616494,0.9314055401746791,0.9314055401746791,0.9320052003380979,0.9262021614016612,0.9262021614016612,0.9282787131028583,0.9282787131028583,0.9038551207773485,0.9038551207773485
569D6_8,0.9391368211382567,0.935327882904452,0.9171160181681244,0.93560235928468,0.9391368211382567,0.9321835990013444,0.930903711357152,0.9264659944271596,0.9336098492825124,0.9040302172668567,0.8942814877679356,0.8942814877679356,0.8994845072000895,0.785782665678956,0.785782665678956,0.847432059497638,0.847432059497638,0.5792074079745622,0.5792074079745622,0.8833822130627773,0.8146775339490864,0.8146775339490864,0.8146775339490864,0.7976597989192448,0.7976597989192448,0.9614967358824537,0.9614967358824537,0.9614967358824537,0.9614967358824537,0.7976597989192448,0.8934475405259312,0.893816007890875,0.7976597989192448,0.19596662752144733,0.19596662752144733,0.29936769181893647,0.29936769181893647,0.3275035288678605,0.3275035288678605,0.3275035288678605,0.3275035288678605,0.19596662752144733,0.19596662752144733,0.19596662752144733,0.2965716551871892,0.2965716551871892,0.15755453810934553,0.2965716551871892,0.30515508955875925,0.30515508955875925,0.16579222597737114,0.16579222597737114,0.16579222597737114,0.0,0.0,0.0,0.3971554929658978,0.19422569134356285,0.1874762312226659,0.1874762312226659,0.22675146221234643,0.22675146221234643,0.17200484364456525,0.28910395892362367,0.28910395892362367,0.9271420970761802,0.9307405105078439,0.9283259950616494,0.9314055401746791,0.9314055401746791,0.9320052003380979,0.9262021614016612,0.9262021614016612,0.9282787131028583,0.9282787131028583,0.9038551207773485,0.9038551207773485
569D9_8,0.5159432707768832,0.4856911463044083,0.7222892206466042,0.48787982246500516,0.5159432707768832,0.7702323794891492,0.7658827535193904,0.7508465469630519,0.7750518937456754,0.6784439819595212,0.645779923030228,0.645779923030228,0.6632319157281336,0.32460539062054816,0.32460539062054816,0.3742340614621825,0.3742340614621825,0.21469974913412992,0.21469974913412992,0.604866835764109,0.5320589299837795,0.5320589299837795,0.5320589299837795,0.3620691511119723,0.3620691511119723,0.4480500942121391,0.4480500942121391,0.4480500942121391,0.4480500942121391,0.3620691511119723,0.6429857023207741,0.6402254192027329,0.3620691511119723,0.4380444368983781,0.4380444368983781,0.4322036503755931,0.4322036503755931,0.45500509042262804,0.45500509042262804,0.45500509042262804,0.45500509042262804,0.4380444368983781,0.4380444368983781,0.4380444368983781,0.4948877958947383,0.4948877958947383,0.3918572856705939,0.4948877958947383,0.49573139653414877,0.49573139653414877,0.22801293077368553,0.22801293077368553,0.22801293077368553,0.22320888869561434,0.22320888869561434,0.22320888869561434,0.0,0.39266149391292915,0.3908101983900614,0.3908101983900614,0.4452447236908198,0.4452447236908198,0.40923250418272744,0.4899774580861289,0.4899774580861289,0.7558961737315154,0.7679393969814323,0.7598587216224638,0.7701676430548969,0.7701676430548969,0.7721895621785323,0.7527470041097074,0.7527470041097074,0.7597003050523546,0.7597003050523546,0.6778752619477659,0.6778752619477659
571D18_8,1.0,1.0,0.9386063403612369,1.0,1.0,0.9500518532744383,0.9491063077025436,0.9458376545755187,0.9510995457417044,0.9289134517128289,0.9216923920154176,0.9216923920154176,0.9255505126912086,0.8203601344805972,0.8203601344805972,0.8829108003180691,0.8829108003180691,0.6065369250239832,0.6065369250239832,0.9141037835552738,0.8458584125366971,0.8458584125366971,0.8458584125366971,0.8303246571508536,0.8303246571508536,1.0,1.0,1.0,1.0,0.8303246571508536,0.9210746722582254,0.9217949334808863,0.8303246571508536,0.21790681551282595,0.21790681551282595,0.32319966386210147,0.32319966386210147,0.35037846185625826,0.35037846185625826,0.35037846185625826,0.35037846185625826,0.21790681551282595,0.21790681551282595,0.21790681551282595,0.3177771598663488,0.3177771598663488,0.17878548571898095,0.3177771598663488,0.32632517838939856,0.32632517838939856,0.3602205837864002,0.3602205837864002,0.3602205837864002,0.356239264203866,0.356239264203866,0.356239264203866,0.41958649027957967,0.0,0.053028142232363566,0.053028142232363566,0.2465541167556339,0.2465541167556339,0.1935054491001359,0.3073096851959112,0.3073096851959112,0.9460358461369757,0.9486982474700479,0.9469127318347809,0.9491908469339371,0.9491908469339371,0.9496378335967616,0.9453396576477994,0.9453396576477994,0.9468777111877852,0.9468777111877852,0.9287877244979447,0.9287877244979447
571D7_8,0.925527594015501,0.9208682852430525,0.8767598637852724,0.9212041299254777,0.925527594015501,0.8986364509314384,0.8967214975363288,0.8900884240690067,0.9007663728528021,0.8573025953250978,0.8428072160634618,0.8428072160634618,0.8505463103042528,0.7440879822212091,0.7440879822212091,0.8046505917021377,0.8046505917021377,0.5462525503195499,0.5462525503195499,0.825690921581061,0.7561363057495609,0.7561363057495609,0.7561363057495609,0.758277896187216,0.758277896187216,0.9150758455301573,0.9150758455301573,0.9150758455301573,0.9150758455301573,0.758277896187216,0.8415612804352862,0.8412863569658623,0.758277896187216,0.15477453768552712,0.15477453768552712,0.2546142100246979,0.2546142100246979,0.2845423292003364,0.2845423292003364,0.2845423292003364,0.2845423292003364,0.15477453768552712,0.15477453768552712,0.15477453768552712,0.25675891273925705,0.25675891273925705,0.11768545696065587,0.25675891273925705,0.26540883937672927,0.26540883937672927,0.3023692012481308,0.3023692012481308,0.3023692012481308,0.2980322236959405,0.2980322236959405,0.2980322236959405,0.3550280447751837,0.05698534386441045,0.0,0.0,0.18957253169190952,0.18957253169190952,0.13163805773550374,0.2549232166058766,0.2549232166058766,0.8916696111997856,0.8970181121789056,0.8934299161758947,0.898006944338223,0.898006944338223,0.8989004241383624,0.8902720469962935,0.8902720469962935,0.8933596139468497,0.8933596139468497,0.8570448540327896,0.8570448540327896
571D7_9,0.925527594015501,0.9208682852430525,0.8767598637852724,0.9212041299254777,0.925527594015501,0.8986364509314384,0.8967214975363288,0.8900884240690067,0.9007663728528021,0.8573025953250978,0.8428072160634618,0.8428072160634618,0.8505463103042528,0.7440879822212091,0.7440879822212091,0.8046505917021377,0.8046505917021377,0.5462525503195499,0.5462525503195499,0.825690921581061,0.7561363057495609,0.7561363057495609,0.7561363057495609,0.758277896187216,0.758277896187216,0.9150758455301573,0.9150758455301573,0.9150758455301573,0.9150758455301573,0.758277896187216,0.8415612804352862,0.8412863569658623,0.758277896187216,0.15477453768552712,0.15477453768552712,0.2546142100246979,0.2546142100246979,0.2845423292003364,0.2845423292003364,0.2845423292003364,0.2845423292003364,0.15477453768552712,0.15477453768552712,0.15477453768552712,0.25675891273925705,0.25675891273925705,0.11768545696065587,0.25675891273925705,0.26540883937672927,0.26540883937672927,0.3023692012481308,0.3023692012481308,0.3023692012481308,0.2980322236959405,0.2980322236959405,0.2980322236959405,0.3550280447751837,0.05698534386441045,0.0,0.0,0.18957253169190952,0.18957253169190952,0.13163805773550374,0.2549232166058766,0.2549232166058766,0.8916696111997856,0.8970181121789056,0.8934299161758947,0.898006944338223,0.898006944338223,0.8989004241383624,0.8902720469962935,0.8902720469962935,0.8933596139468497,0.8933596139468497,0.8570448540327896,0.8570448540327896
572D1_8,0.8945423994747707,0.8879528969443311,0.84824163790355,0.888428438563238,0.8945423994747707,0.8749299020549262,0.8725661708014856,0.864381718750651,0.877557083120243,0.8242818851551257,0.8064322212203185,0.8064322212203185,0.8159634672493976,0.7123539802837767,0.7123539802837767,0.7720952804153609,0.7720952804153609,0.5211704671870144,0.5211704671870144,0.7849225850771506,0.7147673498934274,0.7147673498934274,0.7147673498934274,0.7283095438007277,0.7283095438007277,0.8797510515597343,0.8797510515597343,0.8797510515597343,0.8797510515597343,0.7283095438007277,0.8048993460014612,0.8041655640291577,0.7283095438007277,0.12566558663591645,0.12566558663591645,0.22298855286485822,0.22298855286485822,0.2541916064586889,0.2541916064586889,0.2541916064586889,0.2541916064586889,0.12566558663591645,0.12566558663591645,0.12566558663591645,0.2313779475514753,0.2313779475514753,0.1301565274550708,0.2313779475514753,0.24007026357943786,0.24007026357943786,0.27830551545901655,0.27830551545901655,0.27830551545901655,0.2738144419560348,0.2738144419560348,0.2738144419560348,0.3281745093972906,0.2633117222022477,0.24512740064651073,0.24512740064651073,0.0,0.0,0.11929785640997201,0.08063821793647565,0.08063821793647565,0.8666024961517997,0.8731877203210849,0.8687701269747408,0.8744053719197883,0.8744053719197883,0.8755064833661198,0.8648815425183991,0.8648815425183991,0.8686835571583355,0.8686835571583355,0.8239657417878371,0.8239657417878371
