detid_Y,5.00,12.00,13.00,14.00,18.00,100.00,104.00,106.00,107.00,108.00,109.00,112.00,113.00,201.00,202.00,203.00,204.00,207.00,208.00,210.00,211.00,212.00,215.00,216.00,222.00,229.00,230.00,231.00,233.00,234.00,236.00,239.00,240.00,241.00,242.00,243.00,244.00,247.00,248.00,301.00,302.00,303.00,304.00,305.00,307.00,308.00,310.00,311.00,312.00,313.00,314.00,315.00,317.00,318.00,319.00,320.00,329.00,330.00,401.00,402.00,403.00,404.00,405.00,406.00,409.00,410.00,411.00,412.00,413.00,414.00,415.00,416.00,417.00,418.00,419.00,420.00,421.00,422.00,423.00,432.00,433.00,501.00,502.00,503.00,504.00,505.00,506.00,507.00,508.00,509.00,510.00,511.00,512.00,515.00,516.00,517.00,518.00,519.00,520.00,523.00,524.00,525.00,526.00,527.00,528.00,529.00,530.00,531.00,532.00,533.00,534.00,535.00,536.00,539.00,540.00,601.00,602.00,608.00,609.00,616.00,617.00,618.00,619.00,632.00,633.00,635.00,636.00,637.00,638.00,639.00,707.00,806.00,814.00,817.00,903.00,904.00,1105.00,1201.00,1205.00,1224.00,1226.00,1227.00
5.00,0.00,909.17,1089.25,1089.25,1809.55,3929.20,4610.13,3996.49,4022.56,4762.15,4444.09,3711.20,3711.20,4034.83,2859.67,3799.73,3982.21,3887.43,4258.90,4349.05,5034.59,5260.06,4883.72,5083.76,4444.37,5376.20,3912.19,3744.18,5316.84,5896.70,5916.17,5519.95,5519.95,5231.24,5231.24,4945.73,4945.73,5153.69,5153.69,3284.14,3535.73,2752.72,2752.72,3050.96,2534.29,2674.95,2674.95,2745.90,2861.29,2749.70,2770.49,2418.12,2440.48,2456.34,2431.18,2749.70,2804.31,2804.31,4500.93,4555.07,5399.64,5250.24,5212.17,5212.17,4990.89,4990.89,5722.04,5722.04,5725.82,5631.68,4652.64,4652.64,5170.47,5774.84,5774.84,5212.05,4905.51,5096.64,5096.64,5808.82,5808.82,5840.71,5840.71,6302.86,6302.86,5207.72,5217.71,5245.91,5233.17,5046.50,5046.50,5066.96,5066.96,6490.75,6490.75,6249.55,6249.55,7058.32,7058.32,5846.46,5846.46,6084.02,6084.02,7080.50,7080.50,7013.04,7013.04,5181.80,5181.80,7045.61,7045.61,6356.08,6484.07,5942.08,5961.90,4734.26,4734.26,6608.85,6608.85,5225.98,5207.55,6068.31,6056.57,7385.90,7760.30,7829.61,7549.57,7727.56,7640.25,7640.25,6858.44,4087.69,4054.20,3839.87,5700.59,5700.59,3304.95,6487.01,5774.84,9650.32,4993.16,4993.16
12.00,909.17,0.00,180.08,180.08,900.37,3020.03,3700.96,3087.32,3113.38,3852.97,3534.92,2802.02,2802.02,3125.66,1950.49,2890.56,3073.03,2978.26,3349.73,3439.88,4125.41,4350.88,3974.54,4174.59,3535.20,4467.02,3003.02,2835.01,4407.67,4987.52,5007.00,4610.77,4610.77,4322.07,4322.07,4036.56,4036.56,4244.51,4244.51,2374.97,2626.56,1843.54,1843.54,2141.79,1625.11,1765.78,1765.78,1836.73,1952.12,1840.53,1861.31,1508.94,1531.31,1547.16,1522.01,1840.53,1895.14,1895.14,3591.76,3645.90,4490.47,4341.07,4303.00,4303.00,4081.71,4081.71,4812.87,4812.87,4816.65,4722.51,3743.47,3743.47,4261.30,4865.67,4865.67,4302.88,3996.33,4187.46,4187.46,4899.65,4899.65,4931.54,4931.54,5393.68,5393.68,4298.55,4308.53,4336.73,4323.99,4137.33,4137.33,4157.78,4157.78,5581.58,5581.58,5340.37,5340.37,6149.14,6149.14,4937.29,4937.29,5174.85,5174.85,6171.33,6171.33,6103.86,6103.86,4272.62,4272.62,6136.44,6136.44,5446.91,5574.89,5032.90,5052.72,3825.09,3825.09,5699.67,5699.67,4316.81,4298.37,5159.13,5147.40,6476.72,6851.12,6920.44,6640.40,6818.38,6731.08,6731.08,5949.27,3178.52,3145.03,2930.70,4791.42,4791.42,2395.78,5577.83,4865.67,8741.14,4083.98,4083.98
13.00,1089.25,180.08,0.00,0.00,720.29,2839.95,3520.88,2907.24,2933.30,3672.90,3354.84,2621.94,2621.94,2945.58,1770.41,2710.48,2892.95,2798.18,3169.65,3259.80,3945.33,4170.81,3794.46,3994.51,3355.12,4286.95,2822.94,2654.93,4227.59,4807.44,4826.92,4430.69,4430.69,4141.99,4141.99,3856.48,3856.48,4064.43,4064.43,2194.89,2446.48,1663.46,1663.46,1961.71,1445.04,1585.70,1585.70,1817.49,1849.53,1660.45,1681.23,1328.86,1351.23,1495.94,1521.10,1660.45,1858.20,1858.20,3411.68,3465.82,4310.39,4160.99,4122.92,4122.92,3901.63,3901.63,4632.79,4632.79,4636.57,4542.43,3563.39,3563.39,4081.22,4685.59,4685.59,4122.80,3816.25,4007.38,4007.38,4719.57,4719.57,4751.46,4751.46,5213.60,5213.60,4118.47,4128.45,4156.65,4143.91,3957.25,3957.25,3977.70,3977.70,5401.50,5401.50,5160.30,5160.30,5969.06,5969.06,4757.21,4757.21,4994.77,4994.77,5991.25,5991.25,5923.78,5923.78,4092.54,4092.54,5956.36,5956.36,5266.83,5394.81,4852.82,4872.64,3645.01,3645.01,5519.59,5519.59,4136.73,4118.29,4979.06,4967.32,6296.64,6671.05,6740.36,6460.32,6638.31,6551.00,6551.00,5912.33,2998.44,3108.09,2750.62,4971.50,4971.50,2215.70,5397.75,4685.59,8561.06,4042.20,4042.20
14.00,1089.25,180.08,0.00,0.00,720.29,2839.95,3520.88,2907.24,2933.30,3672.90,3354.84,2621.94,2621.94,2945.58,1770.41,2710.48,2892.95,2798.18,3169.65,3259.80,3945.33,4170.81,3794.46,3994.51,3355.12,4286.95,2822.94,2654.93,4227.59,4807.44,4826.92,4430.69,4430.69,4141.99,4141.99,3856.48,3856.48,4064.43,4064.43,2194.89,2446.48,1663.46,1663.46,1961.71,1445.04,1585.70,1585.70,1817.49,1849.53,1660.45,1681.23,1328.86,1351.23,1495.94,1521.10,1660.45,1858.20,1858.20,3411.68,3465.82,4310.39,4160.99,4122.92,4122.92,3901.63,3901.63,4632.79,4632.79,4636.57,4542.43,3563.39,3563.39,4081.22,4685.59,4685.59,4122.80,3816.25,4007.38,4007.38,4719.57,4719.57,4751.46,4751.46,5213.60,5213.60,4118.47,4128.45,4156.65,4143.91,3957.25,3957.25,3977.70,3977.70,5401.50,5401.50,5160.30,5160.30,5969.06,5969.06,4757.21,4757.21,4994.77,4994.77,5991.25,5991.25,5923.78,5923.78,4092.54,4092.54,5956.36,5956.36,5266.83,5394.81,4852.82,4872.64,3645.01,3645.01,5519.59,5519.59,4136.73,4118.29,4979.06,4967.32,6296.64,6671.05,6740.36,6460.32,6638.31,6551.00,6551.00,5912.33,2998.44,3108.09,2750.62,4971.50,4971.50,2215.70,5397.75,4685.59,8561.06,4042.20,4042.20
18.00,1811.79,902.61,722.53,722.53,0.00,2119.66,2800.59,2186.95,2213.01,2952.60,2634.55,1901.65,1901.65,2225.28,1050.12,1990.18,2172.66,2077.88,2449.36,2539.50,3225.47,3450.94,3074.60,3274.64,2634.82,3566.65,2102.64,1934.63,3507.30,4087.15,4106.62,3710.40,3710.40,3421.70,3421.70,3136.19,3136.19,3344.14,3344.14,1474.59,1726.19,943.17,943.17,1241.42,724.74,865.40,865.40,1097.20,1129.24,940.15,960.94,608.57,630.93,775.65,800.80,940.15,1137.91,1137.91,2691.39,2745.52,3590.09,3440.70,3402.63,3402.63,3181.34,3181.34,3912.49,3912.49,3916.28,3822.13,2843.10,2843.10,3360.92,3965.30,3965.30,3402.51,3095.96,3287.09,3287.09,3999.28,3999.28,4031.17,4031.17,4493.31,4493.31,3398.18,3408.16,3436.36,3423.62,3236.95,3236.95,3257.41,3257.41,4681.20,4681.20,4440.00,4440.00,5248.77,5248.77,4036.91,4036.91,4274.47,4274.47,5270.96,5270.96,5203.49,5203.49,3372.25,3372.25,5236.06,5236.06,4546.53,4674.52,4132.53,4152.35,2925.14,2925.14,4799.30,4799.30,3416.86,3398.43,4259.19,4247.45,5576.35,5950.75,6020.06,5740.02,5918.01,5830.71,5830.71,5192.04,2278.15,2387.80,2030.33,4495.17,4495.17,1841.64,4677.46,3965.30,7840.77,3321.91,3321.91
100.00,5131.10,4221.93,4041.85,4041.85,3319.31,0.00,1218.24,3614.48,3640.55,1370.25,1109.40,1208.64,1208.64,3652.82,2922.49,3417.72,3491.76,3932.29,4303.76,4065.14,4820.28,5045.75,4669.40,4869.45,4160.46,4707.25,3957.05,3789.04,4647.90,5084.31,5103.79,4541.15,4541.15,4623.93,4623.93,4238.78,4238.78,4640.40,4640.40,1536.39,1284.79,2370.71,2370.71,3113.79,2481.89,2780.76,2780.76,2835.18,2441.05,2218.19,2139.33,2393.06,2546.29,2703.68,2728.83,2218.19,2439.19,2439.19,1166.24,1220.38,2064.95,1915.55,2343.85,2343.85,1656.20,1656.20,2387.35,2387.35,2391.13,2296.99,2821.33,2821.33,1835.78,2440.16,2440.16,1877.36,1570.82,2265.88,2265.88,3162.55,3162.55,3431.22,3431.22,4239.80,4239.80,4147.83,4048.59,2599.64,2586.90,3733.06,3733.06,2807.79,2807.79,3156.06,3156.06,3617.24,3617.24,4588.93,4588.93,3587.29,3587.29,2749.33,2749.33,3793.55,3793.55,4309.85,4309.85,2922.63,2922.63,4342.42,4342.42,3021.39,3149.38,3682.91,3702.73,4519.95,4519.95,5796.47,5796.47,5011.67,4993.23,5475.28,5487.02,5774.71,5919.52,5988.83,5756.78,5934.77,5847.46,5847.46,4097.86,979.66,1293.61,1102.52,3400.99,3400.99,5068.50,3152.32,2440.16,6638.12,1887.69,1887.69
104.00,4973.45,4064.27,3884.19,3884.19,3161.66,1559.73,0.00,2681.66,2707.72,152.02,393.12,1050.98,1050.98,3091.09,2764.84,2484.89,2302.41,2851.78,3509.74,2875.79,3630.93,3856.40,3480.06,3680.10,2971.11,3517.91,3163.03,2995.02,3458.55,3894.97,3914.44,3351.80,3351.80,3434.58,3434.58,3049.43,3049.43,3451.05,3451.05,1378.73,1127.14,2213.05,2213.05,2956.13,2324.24,2623.11,2623.11,2677.53,2283.40,2060.54,1981.68,2235.40,2388.64,2546.02,2571.18,2060.54,2281.53,2281.53,547.55,536.66,919.25,769.86,1198.15,1198.15,921.15,921.15,1500.11,1500.11,1382.19,1288.05,1631.98,1631.98,1152.06,1756.44,1756.44,990.12,887.10,1076.54,1076.54,2016.86,2016.86,2285.52,2285.52,3094.10,3094.10,2958.48,2859.24,1453.95,1441.20,2543.71,2543.71,1618.44,1618.44,2147.12,2147.12,2471.54,2471.54,3443.24,3443.24,2397.95,2397.95,1740.39,1740.39,2784.61,2784.61,3221.08,3221.08,1733.29,1733.29,3253.65,3253.65,2012.45,2140.44,2493.56,2513.38,3330.60,3330.60,4607.12,4607.12,3822.32,3803.89,4285.93,4297.67,4629.01,4773.82,4843.13,4611.08,4789.07,4701.76,4701.76,3940.20,822.01,1135.96,944.87,3243.34,3243.34,4910.85,2143.38,1756.44,5629.18,1433.91,1433.91
106.00,4142.58,3233.41,3053.33,3053.33,2330.79,2729.34,2262.10,0.00,26.06,2279.97,2655.22,2511.34,2511.34,1156.63,1456.90,716.63,534.16,1144.34,1802.31,1406.91,2162.04,2387.51,2011.17,2211.21,1502.23,2434.06,1455.60,1287.59,2374.70,2954.55,2974.03,2577.80,2577.80,2289.10,2289.10,2003.59,2003.59,2211.55,2211.55,2350.92,2602.52,1285.00,1285.00,1648.20,1633.34,1792.24,1792.24,2645.88,2088.23,1639.05,1837.27,1771.13,1810.64,2350.85,2376.01,1639.05,2096.90,2096.90,2809.65,2753.02,2140.68,2064.70,1764.12,1764.12,2678.20,2678.20,2977.61,2977.61,2602.85,2696.99,1204.59,1204.59,3194.06,3798.44,3798.44,2620.50,2929.10,1648.59,1648.59,2360.77,2360.77,2392.66,2392.66,3266.79,3266.79,2265.58,2275.56,1797.86,1785.12,1919.37,1919.37,1618.91,1618.91,3563.73,3563.73,2801.50,2801.50,3615.92,3615.92,2398.41,2398.41,3157.00,3157.00,3632.46,3632.46,3564.99,3564.99,1733.75,1733.75,3597.56,3597.56,3429.06,3557.05,2494.03,2513.85,1861.72,1861.72,3666.71,3666.71,2353.44,2335.00,3195.76,3184.03,4443.76,4818.16,4887.47,4607.43,4785.42,4698.11,4698.11,5968.24,2989.70,3164.00,2703.26,5271.38,5271.38,4079.98,3559.99,3798.44,6202.27,3696.01,3696.01
107.00,4168.64,3259.47,3079.39,3079.39,2356.86,2755.41,2288.16,26.06,0.00,2306.03,2681.28,2537.40,2537.40,1182.69,1482.97,742.70,560.22,1170.40,1828.37,1432.97,2188.11,2413.58,2037.23,2237.28,1528.29,2460.12,1481.66,1313.65,2400.76,2980.62,3000.09,2603.87,2603.87,2315.16,2315.16,2029.66,2029.66,2237.61,2237.61,2376.99,2628.58,1311.06,1311.06,1674.26,1659.40,1818.31,1818.31,2671.94,2114.29,1665.11,1863.33,1797.19,1836.70,2376.91,2402.07,1665.11,2122.96,2122.96,2835.71,2779.08,2166.74,2090.77,1790.19,1790.19,2704.27,2704.27,3003.67,3003.67,2628.91,2723.05,1230.66,1230.66,3220.13,3824.50,3824.50,2646.57,2955.16,1674.65,1674.65,2386.83,2386.83,2418.73,2418.73,3292.85,3292.85,2291.64,2301.63,1823.92,1811.18,1945.44,1945.44,1644.97,1644.97,3589.79,3589.79,2827.56,2827.56,3641.98,3641.98,2424.47,2424.47,3183.06,3183.06,3658.52,3658.52,3591.05,3591.05,1759.81,1759.81,3623.62,3623.62,3455.12,3583.11,2520.09,2539.91,1887.78,1887.78,3692.77,3692.77,2379.50,2361.06,3221.83,3210.09,4469.82,4844.22,4913.53,4633.49,4811.48,4724.17,4724.17,5994.31,3015.76,3190.06,2729.32,5297.44,5297.44,4106.04,3586.05,3824.50,6228.33,3722.08,3722.08
