DATETIMESTEP,day,K1.D102,K1.D103,K1.D113,K1.D114,K1.D115,K1.D116,K1.D12,K1.D13,K1.D23,K1.D24,K1.D25,K1.D26,K1.D42,K1.D43,K1.D52,K1.D53,K1.D541,K1.D542,K1.D624,K1.D625,K1.D626,K1.D627,K1.D628,K1.D629,K1.D653,K1.D654,K1.D655,K1.D656,K1.D683,K1.D684,K1.D685,K1.D686,K1.D714,K1.D715,K1.D716,K1.D717,K1.D718,K1.D719,K1.D73,K1.D83,K1.D84,K1.D85,K1.D86,K100.D102,K100.D123,K100.D124,K100.D13,K100.D14,K100.D23,K100.D24,K100.D81,K100.D82,K100.D83,K100.D84,K100.D93,K100.D94,K102.D103,K102.D104,K102.D105,K102.D106,K102.D123,K102.D124,K102.D125,K102.D126,K102.D83,K102.D84,K102.D86,K102.D93,K102.D94,K102.D95,K102.D96,K104.D112,K104.D113,K104.D12,K104.D122,K104.D123,K104.D13,K104.D23,K104.D24,K104.D25,K104.D32,K104.D33,K104.D52,K104.D53,K104.D62,K104.D63,K104.D72,K104.D73,K104.D83,K104.D84,K104.D85,K104.D86,K104.D92,K104.D93,K106.D102,K106.D103,K106.D623,K106.D624,K106.D652,K106.D653,K106.D683,K106.D684,K106.D82,K106.D83,K107.D72,K107.D81,K107.D82,K109.D114,K109.D115,K109.D116,K109.D12,K109.D13,K109.D24,K109.D25,K109.D26,K109.D27,K109.D28,K109.D29,K109.D43,K109.D44,K109.D45,K109.D46,K109.D53,K109.D54,K109.D55,K109.D56,K109.D646,K109.D647,K109.D648,K109.D649,K109.D84,K109.D85,K109.D86,K109.D87,K109.D88,K109.D89,K110.D21,K110.D22,K110.D81,K111.D111,K111.D112,K111.D113,K111.D121,K111.D52,K111.D53,K111.D62,K111.D63,K111.D642,K111.D643,K111.D652,K111.D653,K111.D662,K111.D663,K111.D683,K111.D684,K111.D702,K111.D703,K111.D713,K111.D714,K111.D715,K111.D72,K111.D73,K111.D92,K111.D93,K112.D23,K112.D24,K112.D42,K112.D43,K112.D53,K112.D54,K112.D55,K112.D56,K112.D82,K112.D83,K113.D103,K113.D104,K113.D105,K113.D106,K113.D23,K113.D24,K113.D25,K113.D26,K113.D33,K113.D34,K113.D35,K113.D36,K113.D612,K113.D613,K113.D624,K113.D625,K113.D626,K113.D627,K113.D628,K113.D629,K113.D633,K113.D634,K113.D635,K113.D636,K113.D673,K113.D674,K113.D675,K113.D676,K113.D683,K113.D684,K113.D685,K113.D686,K113.D705,K113.D706,K113.D707,K113.D708,K113.D709,K113.D723,K113.D724,K113.D725,K113.D726,K113.D84,K113.D92,K114.D22,K114.D23,K114.D32,K114.D33,K114.D82,K114.D83,K114.D92,K114.D93,K115.D81,K115.D82,K115.D83,K116.D102,K116.D103,K116.D112,K116.D113,K116.D122,K116.D123,K116.D22,K116.D23,K116.D32,K116.D33,K116.D42,K116.D43,K116.D52,K116.D53,K116.D62,K116.D63,K116.D82,K116.D83,K116.D92,K116.D93,K118.D111,K118.D51,K119.D113,K119.D114,K119.D115,K119.D116,K119.D122,K119.D123,K119.D22,K119.D23,K119.D32,K119.D33,K119.D53,K119.D54,K119.D55,K119.D56,K119.D62,K119.D63,K119.D82,K119.D83,K119.D92,K119.D93,K121.D23,K121.D24,K121.D25,K121.D26,K121.D72,K121.D73,K121.D83,K121.D84,K121.D85,K121.D86,K123.D102,K123.D103,K123.D114,K123.D115,K123.D116,K123.D43,K123.D44,K123.D45,K123.D46,K123.D54,K123.D55,K123.D56,K123.D653,K123.D654,K123.D655,K123.D656,K123.D662,K123.D663,K123.D714,K123.D715,K123.D722,K123.D723,K124.D172,K124.D192,K124.D23,K124.D54,K124.D56,K124.D702,K124.D723,K124.D83,K126.D111,K126.D51,K126.D83,K13.D113,K13.D114,K13.D115,K13.D116,K13.D24,K13.D25,K13.D26,K13.D28,K13.D43,K13.D44,K13.D45,K13.D46,K13.D53,K13.D54,K13.D56,K131.D112,K131.D113,K131.D23,K131.D24,K131.D52,K131.D53,K131.D82,K131.D83,K135.D22,K135.D32,K135.D672,K136.D22,K136.D23,K136.D24,K137.D12,K137.D13,K137.D21,K137.D22,K137.D23,K137.D24,K137.D81,K137.D82,K137.D83,K137.D84,K15.D105,K15.D106,K15.D122,K15.D123,K15.D23,K15.D24,K15.D25,K15.D26,K15.D83,K15.D84,K15.D85,K15.D86,K15.D92,K15.D93,K18.D21,K18.D22,K18.D81,K18.D82,K18.D83,K18.D84,K197.D42,K197.D43,K197.D622,K197.D623,K197.D632,K197.D633,K197.D672,K197.D673,K197.D683,K197.D82,K197.D83,K2.D112,K2.D113,K2.D122,K2.D123,K203.D216,K203.D217,K203.D83,K203.D84,K203.D85,K203.D86,K204.D22,K204.D23,K204.D32,K204.D33,K204.D43,K204.D44,K204.D45,K204.D46,K204.D72,K204.D82,K204.D83,K205.D113,K205.D114,K205.D115,K205.D116,K205.D42,K205.D43,K205.D53,K205.D54,K205.D55,K205.D56,K205.D612,K205.D613,K205.D662,K205.D663,K207.D22,K207.D92,K207.D93,K208.D103,K208.D123,K208.D124,K208.D125,K208.D23,K208.D27,K208.D816,K208.D817,K208.D818,K208.D819,K208.D83,K208.D84,K208.D85,K208.D86,K208.D93,K208.D94,K208.D95,K208.D96,K21.D113,K21.D21,K21.D22,K21.D32,K21.D53,K21.D54,K21.D81,K21.D82,K21.D92,K24.D21,K24.D22,K24.D23,K24.D24,K24.D81,K24.D82,K24.D83,K24.D84,K25.D12,K25.D21,K25.D22,K25.D32,K25.D71,K25.D72,K25.D81,K25.D82,K25.D92,K26.D22,K26.D23,K26.D51,K26.D52,K26.D82,K3.D112,K3.D113,K31.D113,K31.D114,K31.D115,K31.D116,K32.D22,K32.D23,K32.D52,K32.D53,K32.D82,K32.D83,K33.D22,K33.D23,K33.D282,K33.D42,K33.D43,K33.D62,K33.D63,K33.D633,K33.D72,K33.D721,K33.D722,K33.D73,K33.D921,K33.D922,K35.D23,K35.D24,K35.D25,K35.D26,K35.D33,K35.D34,K35.D35,K35.D36,K35.D43,K35.D44,K35.D45,K35.D46,K35.D52,K35.D53,K35.D63,K35.D64,K35.D65,K35.D66,K35.D713,K35.D714,K35.D715,K35.D716,K35.D73,K35.D74,K35.D75,K35.D76,K35.D793,K35.D794,K35.D795,K35.D796,K35.D83,K35.D84,K35.D85,K35.D86,K35.D92,K35.D93,K36.D52,K36.D62,K36.D72,K36.D81,K36.D82,K36.D83,K36.D84,K39.D102,K39.D103,K39.D12,K39.D122,K39.D123,K39.D13,K39.D22,K39.D23,K39.D82,K39.D83,K39.D92,K39.D93,K40.D102,K40.D103,K40.D113,K40.D114,K40.D115,K40.D116,K40.D122,K40.D123,K40.D22,K40.D23,K40.D32,K40.D33,K40.D42,K40.D43,K40.D53,K40.D54,K40.D55,K40.D56,K40.D62,K40.D63,K40.D82,K40.D83,K40.D92,K40.D93,K41.D102,K41.D103,K41.D113,K41.D114,K41.D115,K41.D116,K41.D24,K41.D25,K41.D26,K41.D27,K41.D28,K41.D29,K41.D54,K41.D55,K41.D56,K41.D57,K41.D58,K41.D59,K41.D72,K41.D73,K41.D83,K41.D84,K41.D85,K41.D86,K43.D102,K43.D103,K43.D113,K43.D114,K43.D115,K43.D116,K43.D242,K43.D42,K43.D43,K43.D53,K43.D54,K43.D55,K43.D56,K44.D102,K44.D103,K44.D113,K44.D114,K44.D115,K44.D116,K44.D122,K44.D123,K44.D23,K44.D42,K44.D43,K44.D53,K44.D54,K44.D55,K44.D56,K44.D62,K44.D63,K44.D83,K45.D102,K45.D103,K45.D113,K45.D114,K45.D115,K45.D116,K45.D122,K45.D123,K45.D42,K45.D43,K45.D53,K45.D54,K45.D55,K45.D56,K45.D62,K45.D63,K45.D82,K45.D83,K46.D113,K46.D114,K46.D115,K46.D116,K46.D12,K46.D122,K46.D123,K46.D13,K46.D32,K46.D33,K46.D693,K46.D694,K46.D695,K46.D696,K46.D72,K46.D73,K46.D93,K46.D94,K46.D95,K46.D96,K47.D112,K47.D12,K47.D122,K47.D23,K47.D24,K47.D32,K47.D52,K47.D62,K47.D83,K47.D84,K47.D92,K48.D1110,K48.D113,K48.D114,K48.D115,K48.D116,K48.D119,K48.D22,K48.D23,K48.D510,K48.D53,K48.D54,K48.D55,K48.D56,K48.D59,K48.D72,K48.D73,K49.D1112,K49.D1113,K49.D114,K49.D115,K49.D117,K49.D118,K49.D22,K49.D23,K49.D512,K49.D513,K49.D54,K49.D55,K49.D57,K49.D58,K5.D112,K5.D113,K5.D51,K5.D52,K5.D712,K5.D713,K50.D113,K50.D114,K50.D53,K50.D54,K51.D113,K51.D114,K51.D115,K51.D116,K51.D12,K51.D13,K51.D23,K51.D24,K51.D25,K51.D26,K51.D42,K51.D54,K51.D55,K51.D56,K51.D57,K51.D58,K51.D59,K51.D624,K51.D625,K51.D626,K51.D654,K51.D655,K51.D656,K51.D683,K51.D684,K51.D713,K51.D714,K51.D72,K51.D73,K51.D82,K51.D83,K52.D119,K52.D13,K52.D42,K52.D43,K52.D510,K52.D623,K52.D624,K52.D655,K52.D663,K52.D683,K53.D612,K53.D84,K55.D112,K55.D113,K55.D122,K55.D123,K55.D52,K55.D53,K55.D83,K55.D84,K56.D112,K56.D113,K56.D124,K56.D125,K56.D126,K56.D127,K56.D128,K56.D13,K56.D14,K56.D15,K56.D16,K56.D22,K56.D23,K56.D32,K56.D33,K56.D53,K56.D54,K56.D55,K56.D652,K56.D653,K56.D663,K56.D664,K56.D713,K56.D783,K56.D784,K56.D785,K56.D786,K56.D82,K56.D83,K57.D21,K57.D22,K58.D102,K58.D111,K58.D112,K58.D113,K58.D114,K58.D51,K58.D52,K58.D53,K58.D54,K58.D62,K58.D653,K58.D654,K58.D655,K58.D656,K58.D702,K58.D703,K58.D721,K58.D723,K58.D724,K58.D725,K58.D726,K59.D102,K59.D111,K59.D112,K59.D113,K59.D114,K59.D121,K59.D122,K59.D123,K59.D124,K59.D42,K59.D54,K59.D55,K59.D56,K59.D57,K6.D113,K6.D32,K6.D482,K6.D92,K62.D112,K62.D113,K62.D122,K62.D123,K62.D23,K62.D52,K62.D53,K62.D632,K62.D633,K62.D683,K62.D684,K62.D713,K62.D714,K63.D103,K63.D104,K63.D105,K63.D106,K63.D114,K63.D115,K63.D116,K63.D117,K63.D118,K63.D119,K63.D123,K63.D124,K63.D125,K63.D126,K63.D653,K63.D654,K63.D655,K63.D656,K63.D663,K63.D664,K63.D703,K63.D704,K63.D713,K63.D714,K63.D723,K63.D724,K65.D102,K65.D111,K65.D112,K65.D52,K65.D63,K65.D64,K65.D73,K65.D74,K68.D113,K68.D114,K68.D115,K68.D123,K68.D22,K68.D23,K68.D32,K68.D33,K68.D53,K68.D54,K68.D55,K68.D62,K68.D63,K68.D82,K68.D83,K68.D92,K68.D93,K69.D101,K69.D102,K69.D11,K69.D111,K69.D21,K69.D22,K69.D621,K69.D622,K69.D651,K69.D652,K69.D71,K69.D711,K69.D712,K69.D91,K69.D92,K73.D72,K73.D73,K73.D82,K73.D83,K74.D102,K74.D42,K74.D72,K74.D81,K74.D82,K74.D83,K74.D84,K77.D113,K77.D114,K77.D115,K77.D116,K77.D12,K77.D123,K77.D13,K77.D32,K77.D33,K77.D42,K77.D43,K77.D53,K77.D54,K77.D55,K77.D56,K78.D102,K78.D103,K78.D113,K78.D114,K78.D115,K78.D116,K78.D12,K78.D13,K78.D23,K78.D24,K78.D25,K78.D26,K78.D42,K78.D53,K78.D54,K78.D55,K78.D56,K78.D83,K78.D85,K79.D23,K79.D24,K79.D25,K79.D26,K79.D32,K79.D33,K79.D42,K79.D43,K79.D62,K79.D63,K79.D72,K79.D73,K79.D83,K79.D84,K79.D85,K79.D86,K81.D71,K89.D510,K89.D59,K89.D82,K89.D83,K90.D112,K90.D122,K90.D123,K90.D22,K90.D23,K90.D32,K90.D33,K90.D63,K91.D52,K91.D53,K92.D102,K92.D103,K92.D111,K92.D112,K92.D113,K92.D114,K92.D12,K92.D32,K92.D42,K92.D43,K92.D51,K92.D52,K92.D662,K92.D663,K92.D722,K92.D82,K96.D22,K96.D23,K96.D32,K96.D33,K96.D682,K96.D683,K96.D82,K96.D83,K96.D92,K96.D93,K99.D22,K99.D23,K99.D622,K99.D623,K99.D632,K99.D633
2017-06-12 00:00:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:05:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:10:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:15:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:20:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:25:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-12 00:30:00,2017-06-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
