detid_Y,ess101o,ess101w,esss037n,esss037s,esss038o,esss038w,esss050n,esss050s,esss051n,esss051s,esss052n,esss052s,esss053n,esss053s,esss088n,esss088s,esss090n,esss090s,esss092n,esss092s,esss093n,esss093s,esss094n,esss094s,esss095n,esss095s,esss097o,esss097w,esss098n,esss098s,esss102n,esss102s,esss926o,esss926w,esss928o,esss928w,esss943o,esss943w
esss093s,0.581217079427177,0.5590547019948895,0.3108997805413314,0.29022984975614546,0.4621382561174858,0.4621382561174858,0.3858385212209989,0.3898742182200833,0.5491337071450335,0.5677768208929918,0.1593922670942082,0.1593922670942082,0.3912249308910937,0.40376407987513696,0.582420975603566,0.5831767598507591,0.48453221204385044,0.48453221204385044,0.23402051560732842,0.21448226826499683,0.0,0.0,0.3968353253427553,0.261318677610656,0.39138543784030017,0.39138543784030017,0.4886536513674008,0.4653949964094988,0.6220008464368265,0.6220008464368265,0.36502077426487634,0.36810069976398496,0.41778903717845944,0.41778903717845944,0.3229426057560254,0.3410192993762727,0.26203172033491007,0.2524444559197532
esss094n,0.6897588277664812,0.6733405795134966,0.42969967558283767,0.4125932113856095,0.5715205919359988,0.5715205919359988,0.2822233706496182,0.2869419166634084,0.37889936853607536,0.40457928126201353,0.2052061901780123,0.2052061901780123,0.5052565839448069,0.5269479187374957,0.4604867443175329,0.46146321965746645,0.4352125912541358,0.4352125912541358,0.20184672978803947,0.2258959422206145,0.3192844838631608,0.3192844838631608,0.0,0.03454231797744278,0.18250400732276462,0.18250400732276462,0.29558102123095864,0.26479327792130614,0.5932403066705733,0.5932403066705733,0.5468535458906186,0.5490534750606797,0.2194971208978148,0.2194971208978148,0.20871628861622976,0.22984453637246638,0.42147572913768244,0.4094886458992267
esss094s,0.6675393486898239,0.649945225162432,0.45149844152539675,0.43504584300766164,0.5921144059043363,0.5921144059043363,0.3009887503550808,0.3055839358358224,0.3502155663037121,0.3770831129980207,0.23035866241877512,0.23035866241877512,0.5267253733447144,0.5501397941789788,0.4373931078628904,0.4384113808162651,0.39554035527953924,0.39554035527953924,0.22731357945559558,0.1885513989546821,0.3453036838783461,0.3453036838783461,0.15679466806417258,0.0,0.14731047404587044,0.14731047404587044,0.2630513793171933,0.23099510536264065,0.5599138913305336,0.5599138913305336,0.5144013108491791,0.5167566757563031,0.18608811296932018,0.18608811296932018,0.22940341980954104,0.24997934373674557,0.38004451976829484,0.3671989775499929
esss095n,0.6659956510592234,0.6483198336330357,0.5420370694316338,0.5283002256319537,0.6776484065428459,0.6776484065428459,0.326604195258516,0.31788331653182966,0.2320778770484052,0.26382824421714235,0.33482651766934796,0.33482651766934796,0.6158915244680768,0.6464645396520584,0.3993835681141724,0.4004706352590816,0.2889177392711295,0.2889177392711295,0.3232009363700334,0.27294522683897365,0.4533713916926479,0.4533713916926479,0.1194191334336382,0.15372269977982672,0.0,0.0,0.12906397092411273,0.09510082292638235,0.4204186606764983,0.4204186606764983,0.5121465551573079,0.5145128566104923,0.15001111661842667,0.15001111661842667,0.3153250026410709,0.30730460552045524,0.37716338249057746,0.3642581428073482
esss095s,0.6659956510592234,0.6483198336330357,0.5420370694316338,0.5283002256319537,0.6776484065428459,0.6776484065428459,0.326604195258516,0.31788331653182966,0.2320778770484052,0.26382824421714235,0.33482651766934796,0.33482651766934796,0.6158915244680768,0.6464645396520584,0.3993835681141724,0.4004706352590816,0.2889177392711295,0.2889177392711295,0.3232009363700334,0.27294522683897365,0.4533713916926479,0.4533713916926479,0.1194191334336382,0.15372269977982672,0.0,0.0,0.12906397092411273,0.09510082292638235,0.4204186606764983,0.4204186606764983,0.5121465551573079,0.5145128566104923,0.15001111661842667,0.15001111661842667,0.3153250026410709,0.30730460552045524,0.37716338249057746,0.3642581428073482
esss097o,0.7468349450820752,0.7334372174668172,0.6709253045386597,0.6610545324996007,0.7994140735037278,0.7994140735037278,0.28415364133243437,0.27571352557880185,0.11827953223337899,0.15473498488289913,0.4835440076517095,0.4835440076517095,0.695049609622779,0.7736328298487009,0.3077577078659923,0.30901061040436073,0.389247634779997,0.389247634779997,0.4668566345950641,0.4272655830952886,0.6003065548643044,0.6003065548643044,0.2564324717258635,0.2785423854635027,0.13931731550200044,0.13931731550200044,0.0,0.049672727873020066,0.49844548621284623,0.49844548621284623,0.6347058019341763,0.6364776377198224,0.17372316968447163,0.17372316968447163,0.27839905826957034,0.2649271338837998,0.5336326613209218,0.5239694814164547
esss097w,0.7141812637430462,0.6990554732703077,0.62307377309882,0.6117676687018586,0.7542057127833387,0.7542057127833387,0.3192458938967168,0.3105733874381419,0.15418857060803356,0.18915933474683683,0.42833059238820037,0.42833059238820037,0.6957035012568815,0.7326801145424013,0.33667022445057615,0.3378722050753734,0.33094187347707926,0.33094187347707926,0.4109507918039754,0.3672109471478289,0.5431905433044337,0.5431905433044337,0.20556438388585532,0.2277759968956412,0.08759384440844183,0.08759384440844183,0.040726102758634385,0.0,0.4494660936940456,0.4494660936940456,0.5870111806558606,0.5890143561047457,0.14766132865007536,0.14766132865007536,0.3170832012797875,0.3025784524878404,0.47274176004856705,0.461816914318173
esss098n,0.5676927689024961,0.5448146725150291,0.6128283928628223,0.601214972789032,0.8519352476102838,0.8519352476102838,0.6577825159914712,0.6468845252201053,0.4489890623303575,0.47177105943933273,0.645718506081687,0.645718506081687,0.8393364761897303,0.8878410787627052,0.5740317493440189,0.574804124814047,0.3279820180304124,0.3279820180304124,0.5612925250639226,0.5287163047139097,0.6179690502968267,0.6179690502968267,0.5283840210978311,0.5487966391942164,0.4158419245463023,0.4158419245463023,0.4440289170026414,0.42234612432213814,0.0,0.0,0.5231687044665164,0.518923597760913,0.5447673363154428,0.5447673363154428,0.6436308688368724,0.6531455357683854,0.5762628689955227,0.5731865067582396
esss098s,0.5676927689024961,0.5448146725150291,0.6128283928628223,0.601214972789032,0.8519352476102838,0.8519352476102838,0.6577825159914712,0.6468845252201053,0.4489890623303575,0.47177105943933273,0.645718506081687,0.645718506081687,0.8393364761897303,0.8878410787627052,0.5740317493440189,0.574804124814047,0.3279820180304124,0.3279820180304124,0.5612925250639226,0.5287163047139097,0.6179690502968267,0.6179690502968267,0.5283840210978311,0.5487966391942164,0.4158419245463023,0.4158419245463023,0.4440289170026414,0.42234612432213814,0.0,0.0,0.5231687044665164,0.518923597760913,0.5447673363154428,0.5447673363154428,0.6436308688368724,0.6531455357683854,0.5762628689955227,0.5731865067582396
esss102n,0.33348209622743635,0.29820935557082234,0.2872344232053688,0.2658525898535235,0.5443388608236776,0.5443388608236776,0.6544165209266668,0.6566883301231978,0.6922515208719315,0.7049773117580996,0.5367917409244898,0.5367917409244898,0.6003625770378317,0.56828765877531,0.7152597910730173,0.7157751478124046,0.6337384766675225,0.6337384766675225,0.5310021621044173,0.49617673107388327,0.4343540756137029,0.4343540756137029,0.5732464963738103,0.5740996937820031,0.566070331200392,0.566070331200392,0.6509701892713153,0.6373573085272342,0.6047282449457955,0.6047282449457955,0.0,0.004850435060364256,0.588073194263417,0.588073194263417,0.6190255202909706,0.6291989592915544,0.4178509093668581,0.41149481674649174
esss102s,0.33687199111220834,0.3017772185237503,0.2823443115676982,0.2608157966937343,0.5397190557569156,0.5397190557569156,0.6502068880545678,0.6525063706882044,0.6879436970934448,0.7008475984709989,0.5311492932031441,0.5311492932031441,0.5955464889543215,0.5630850312369141,0.7117913042497422,0.7123129386696391,0.6277800115293879,0.6277800115293879,0.5252891901746172,0.49003954245512493,0.42851719507044594,0.42851719507044594,0.5680481125217656,0.5689117029263642,0.560784532808478,0.560784532808478,0.6460844869019483,0.6322810825980373,0.5997228733274733,0.5997228733274733,0.004949367063527445,0.0,0.5830554178726668,0.5830554178726668,0.6143847813947874,0.6246821230599178,0.41162825993473806,0.4051432333690502
esss926o,0.6874568463261217,0.6709167750975163,0.558738987309564,0.5455031264972174,0.6934271066123308,0.6934271066123308,0.35637280234918056,0.3474562296745722,0.3497077334192563,0.37659459813357105,0.3540979996834724,0.3540979996834724,0.6323425765679694,0.6642338390738477,0.43698281125086885,0.43800182680791355,0.43110464130524295,0.43110464130524295,0.35259951834537473,0.31241782778449984,0.47330694873510526,0.47330694873510526,0.1371739387689551,0.1544502838632395,0.1466852027726806,0.1466852027726806,0.26247343647593885,0.23039462497833318,0.5593217924927564,0.5593217924927564,0.543493207003612,0.5457074635576561,0.0,0.0,0.3311752010986855,0.33924561490482513,0.4171856423747249,0.405107086146577
esss926w,0.6874568463261217,0.6709167750975163,0.558738987309564,0.5455031264972174,0.6934271066123308,0.6934271066123308,0.35637280234918056,0.3474562296745722,0.3497077334192563,0.37659459813357105,0.3540979996834724,0.3540979996834724,0.6323425765679694,0.6642338390738477,0.43698281125086885,0.43800182680791355,0.43110464130524295,0.43110464130524295,0.35259951834537473,0.31241782778449984,0.47330694873510526,0.47330694873510526,0.1371739387689551,0.1544502838632395,0.1466852027726806,0.1466852027726806,0.26247343647593885,0.23039462497833318,0.5593217924927564,0.5593217924927564,0.543493207003612,0.5457074635576561,0.0,0.0,0.3311752010986855,0.33924561490482513,0.4171856423747249,0.405107086146577
esss928o,0.7899892972106278,0.7788739093237199,0.5324337648293629,0.5184068172790669,0.5610358879978967,0.5610358879978967,0.09289598784340167,0.09885914106633166,0.3527354680993391,0.3090553196918495,0.32374575956291674,0.32374575956291674,0.4386007502133958,0.49660348787534,0.3410537714154387,0.3422478181749091,0.6216035537642483,0.6216035537642483,0.32186790958641337,0.35482929384909,0.4419088023005851,0.4419088023005851,0.31971328588575393,0.20190563761672978,0.3322919307775281,0.3322919307775281,0.2659093165974857,0.314348385925235,0.7350815509327082,0.7350815509327082,0.6699556776056002,0.671556536158416,0.17619738218934153,0.17619738218934153,0.0,0.026698908798466477,0.6120962234082918,0.6040562347503905
esss928w,0.7858519705205299,0.774517631498888,0.5263708215387551,0.512162012751686,0.5525512216191855,0.5525512216191855,0.09916252263105478,0.1050844806805374,0.36168908719665743,0.3152028847558181,0.3167500418596223,0.3167500418596223,0.4297555933185587,0.4870484182743349,0.34621843289253473,0.34740172463052177,0.6142160258490813,0.6142160258490813,0.3147847533319864,0.34722017787867826,0.43467201951321366,0.43467201951321366,0.3305178942741704,0.21268864462684425,0.3432782263782827,0.3432782263782827,0.27606403050584893,0.32489909453335863,0.7454870267278706,0.7454870267278706,0.6639126153382827,0.665542785372192,0.1866266060454007,0.1866266060454007,0.025533496325138468,0.0,0.6043811499253788,0.5961813041401479
esss943o,0.5337612640414764,0.5090874812001617,0.3902050666327407,0.371913940451182,0.5903247009333509,0.5903247009333509,0.41143514256281083,0.40215829906449907,0.402981154146543,0.4276653857840496,0.30869923230599494,0.30869923230599494,0.5449266623334925,0.5698019194734771,0.4823509008901039,0.4832878038757039,0.23362512050147993,0.23362512050147993,0.22006089192032496,0.16214651914129258,0.261157695428726,0.261157695428726,0.22417502070900883,0.2389196325384038,0.21112896918336566,0.21112896918336566,0.3228932891104446,0.2964887373816579,0.42660212585864504,0.42660212585864504,0.3190023597662821,0.32230549459649704,0.2511274698780436,0.2511274698780436,0.3664429302304523,0.38335821265485315,0.0,0.14224448432114223
esss943w,0.5461881656178657,0.5221720258405831,0.3489134410483127,0.3293837504043767,0.5513136396927643,0.5513136396927643,0.486267356179433,0.47649687798028356,0.4795570996788395,0.5010769150705996,0.32172044194586463,0.32172044194586463,0.5042581266592011,0.5258714401126813,0.5440067790587992,0.5448320898935863,0.3395428936825737,0.3395428936825737,0.31324271538020293,0.26224755822221113,0.21187164557322438,0.21187164557322438,0.31658157658952213,0.33114355128518763,0.3050894073459706,0.3050894073459706,0.4097416138706282,0.38672381203932216,0.5155776931340951,0.5155776931340951,0.3138568408455532,0.31718493368114503,0.3403235445898784,0.3403235445898784,0.442136022698118,0.4570322182623401,0.11061391748665672,0.0
