detid_Y,K13D2.11,K13D2.12,K13D4.11,K13D4.12,K16D1.1,K16D2.1,K16D3.1,K16D4.2,K16D5.1,K16D6.1,K16D6.2,K17D2.11,K17D2.12,K1D3.1,K1PIR5.11,K1PIR5.12,K1PIR6.12,K20D4.11,K21D1.1,K21D2.1,K21D4.1,K21D5.1,K21D6.1,K2D3.11,K31D4.11,K31D5.1,K31D5.2,K33.D3.1,K33.D4.1,K4D3.1,K4D5.11,K4RD1.12,K50D1.1,K50D2.1,K50D3.1,K50D4.1,K50D5.1,K51D3.1,K51D3.2,K51D4.11,K51D5.11,K7D11.11,K7D2.11,K7D3.1,K7D5.11,K7D5.12,K7D6.11,K7D7.11,K7D8.1,K7D8.11,K8D3.11,K8D4.11,Z1,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z2,Z20,Z21.1,Z22,Z23,Z24,Z25,Z29,Z3,Z33,Z34,Z35,Z37,Z38,Z39,Z4,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z5,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z6,Z61,Z62,Z63,Z64,Z7,Z71,Z72,Z8,Z80,Z81,Z82,Z83,Z84,Z85,Z86,Z87,Z88,Z89,Z9,Z90,Z91,Z92,Z93,Z94
K13D2.11,0.0,0.0,0.04252252373328674,0.04252252373328674,0.10960179425331135,0.10960179425331135,0.10960179425331135,0.10673683279529474,0.10673683279529474,0.10673683279529474,0.10673683279529474,0.13319074870661096,0.13319074870661096,0.2304316323361971,0.2304316323361971,0.2304316323361971,0.2304316323361971,0.25840457003715567,0.34077735588015073,0.34077735588015073,0.34077735588015073,0.34077735588015073,0.34077735588015073,0.18522929775805402,0.33263745287965885,0.33720034431661405,0.33720034431661405,0.46871478547063505,0.46871478547063505,0.196657373304735,0.19587907037925842,0.2042250230310151,0.3036009809981457,0.3036009809981457,0.3036009809981457,0.3036009809981457,0.3036009809981457,0.3386520829323626,0.3386520829323626,0.3386520829323626,0.3386520829323626,0.07456506952194615,0.060967597243017514,0.06540004916216813,0.13387008819160204,0.13387008819160204,0.06540004916216813,0.05342910573553077,0.061500106190426375,0.05342910573553077,0.13130633326131794,0.13130633326131794,0.2683030448817431,0.17352845621850987,0.18419137695216473,0.18419137695216473,0.07127677708960738,0.07127677708960738,0.0832367054411783,0.049216855730865434,0.049216855730865434,0.34169093967796205,0.34169093967796205,0.2683030448817431,0.3189409399479784,0.2603903291366041,0.5784096393775922,0.5763651736752424,0.6058613928860931,0.5773972289933836,0.13130633326131794,0.25840457003715567,0.7836281266952685,0.4350553808848612,0.0832367054411783,0.7836281266952685,0.8195644544203778,0.8195644544203778,0.25840457003715567,0.8069779035610471,0.7799524133463963,0.7755839363217315,0.45954539744150685,0.7755839363217315,0.4965972557327314,0.4350553808848612,0.35071360952442077,0.44712013524922295,0.44712013524922295,0.2683030448817431,0.47420392174967635,0.47420392174967635,0.5662709898170825,0.48672441410473083,0.35018565711052274,0.35018565711052274,0.45954539744150685,0.2683030448817431,0.6338731748794324,0.6338731748794324,0.4980809525841451,0.4980809525841451,0.1421290822359033,0.6927280029485312,0.6927280029485312,0.1421290822359033,0.6963728480269237,0.6963728480269237,0.6963728480269237,0.6963728480269237,0.5551010198556814,0.5551010198556814,0.5551010198556814,0.5616267799182496,0.5616267799182496,0.5616267799182496,0.1603797838359435,0.5647114949721501,0.5647114949721501,0.5647114949721501,0.5647114949721501,0.6219375801459741
K13D2.12,0.0,0.0,0.04252252373328674,0.04252252373328674,0.10960179425331135,0.10960179425331135,0.10960179425331135,0.10673683279529474,0.10673683279529474,0.10673683279529474,0.10673683279529474,0.13319074870661096,0.13319074870661096,0.2304316323361971,0.2304316323361971,0.2304316323361971,0.2304316323361971,0.25840457003715567,0.34077735588015073,0.34077735588015073,0.34077735588015073,0.34077735588015073,0.34077735588015073,0.18522929775805402,0.33263745287965885,0.33720034431661405,0.33720034431661405,0.46871478547063505,0.46871478547063505,0.196657373304735,0.19587907037925842,0.2042250230310151,0.3036009809981457,0.3036009809981457,0.3036009809981457,0.3036009809981457,0.3036009809981457,0.3386520829323626,0.3386520829323626,0.3386520829323626,0.3386520829323626,0.07456506952194615,0.060967597243017514,0.06540004916216813,0.13387008819160204,0.13387008819160204,0.06540004916216813,0.05342910573553077,0.061500106190426375,0.05342910573553077,0.13130633326131794,0.13130633326131794,0.2683030448817431,0.17352845621850987,0.18419137695216473,0.18419137695216473,0.07127677708960738,0.07127677708960738,0.0832367054411783,0.049216855730865434,0.049216855730865434,0.34169093967796205,0.34169093967796205,0.2683030448817431,0.3189409399479784,0.2603903291366041,0.5784096393775922,0.5763651736752424,0.6058613928860931,0.5773972289933836,0.13130633326131794,0.25840457003715567,0.7836281266952685,0.4350553808848612,0.0832367054411783,0.7836281266952685,0.8195644544203778,0.8195644544203778,0.25840457003715567,0.8069779035610471,0.7799524133463963,0.7755839363217315,0.45954539744150685,0.7755839363217315,0.4965972557327314,0.4350553808848612,0.35071360952442077,0.44712013524922295,0.44712013524922295,0.2683030448817431,0.47420392174967635,0.47420392174967635,0.5662709898170825,0.48672441410473083,0.35018565711052274,0.35018565711052274,0.45954539744150685,0.2683030448817431,0.6338731748794324,0.6338731748794324,0.4980809525841451,0.4980809525841451,0.1421290822359033,0.6927280029485312,0.6927280029485312,0.1421290822359033,0.6963728480269237,0.6963728480269237,0.6963728480269237,0.6963728480269237,0.5551010198556814,0.5551010198556814,0.5551010198556814,0.5616267799182496,0.5616267799182496,0.5616267799182496,0.1603797838359435,0.5647114949721501,0.5647114949721501,0.5647114949721501,0.5647114949721501,0.6219375801459741
K13D4.11,0.057773753345216235,0.057773753345216235,0.0,0.0,0.06497115371052149,0.06497115371052149,0.06497115371052149,0.06196258789192058,0.06196258789192058,0.06196258789192058,0.06196258789192058,0.08974248941772606,0.08974248941772606,0.1827930479622851,0.1827930479622851,0.1827930479622851,0.1827930479622851,0.211427320002821,0.2926734246304595,0.2926734246304595,0.2926734246304595,0.2926734246304595,0.2926734246304595,0.13934255346534474,0.2825498906709145,0.2874552408054493,0.2874552408054493,0.41354417550322037,0.41354417550322037,0.1547013250499753,0.15319078608975453,0.16198146837741492,0.2531314178613443,0.2531314178613443,0.2531314178613443,0.2531314178613443,0.2531314178613443,0.2868254988759168,0.2868254988759168,0.2868254988759168,0.2868254988759168,0.12809222067089107,0.11528280550132983,0.12029248297680122,0.1877597327299281,0.1877597327299281,0.12029248297680122,0.10811605910452697,0.1160043236937785,0.10811605910452697,0.18475677708853697,0.18475677708853697,0.21920005897324477,0.1280947158506531,0.13893601995297822,0.13893601995297822,0.0909629605578239,0.0909629605578239,0.13626383115201007,0.10414716659265956,0.10414716659265956,0.2930257149723624,0.2930257149723624,0.21920005897324477,0.2710235081648184,0.21353898663981552,0.5423716023913356,0.5401522510755002,0.5721699638887299,0.5412725279869385,0.18475677708853697,0.211427320002821,0.7540650439029541,0.3830384481022543,0.13626383115201007,0.7540650439029541,0.7949113842630835,0.7949113842630835,0.211427320002821,0.778638319412807,0.7498868921879119,0.7444821931830043,0.4047193065296592,0.7444821931830043,0.44182443354316014,0.3830384481022543,0.2999466497657403,0.39356212006119223,0.39356212006119223,0.21920005897324477,0.4292581063876257,0.4292581063876257,0.5291953268728249,0.4308773756834158,0.29791254496867164,0.29791254496867164,0.4047193065296592,0.21920005897324477,0.5778230967153366,0.5778230967153366,0.44123492778587525,0.44123492778587525,0.09912715238988326,0.6621948377564058,0.6621948377564058,0.09912715238988326,0.6753256370615022,0.6753256370615022,0.6753256370615022,0.6753256370615022,0.5258525974498859,0.5258525974498859,0.5258525974498859,0.53217403503402,0.53217403503402,0.53217403503402,0.11580871347521225,0.5360948816921829,0.5360948816921829,0.5360948816921829,0.5360948816921829,0.5922494223062114
K13D4.12,0.057773753345216235,0.057773753345216235,0.0,0.0,0.06497115371052149,0.06497115371052149,0.06497115371052149,0.06196258789192058,0.06196258789192058,0.06196258789192058,0.06196258789192058,0.08974248941772606,0.08974248941772606,0.1827930479622851,0.1827930479622851,0.1827930479622851,0.1827930479622851,0.211427320002821,0.2926734246304595,0.2926734246304595,0.2926734246304595,0.2926734246304595,0.2926734246304595,0.13934255346534474,0.2825498906709145,0.2874552408054493,0.2874552408054493,0.41354417550322037,0.41354417550322037,0.1547013250499753,0.15319078608975453,0.16198146837741492,0.2531314178613443,0.2531314178613443,0.2531314178613443,0.2531314178613443,0.2531314178613443,0.2868254988759168,0.2868254988759168,0.2868254988759168,0.2868254988759168,0.12809222067089107,0.11528280550132983,0.12029248297680122,0.1877597327299281,0.1877597327299281,0.12029248297680122,0.10811605910452697,0.1160043236937785,0.10811605910452697,0.18475677708853697,0.18475677708853697,0.21920005897324477,0.1280947158506531,0.13893601995297822,0.13893601995297822,0.0909629605578239,0.0909629605578239,0.13626383115201007,0.10414716659265956,0.10414716659265956,0.2930257149723624,0.2930257149723624,0.21920005897324477,0.2710235081648184,0.21353898663981552,0.5423716023913356,0.5401522510755002,0.5721699638887299,0.5412725279869385,0.18475677708853697,0.211427320002821,0.7540650439029541,0.3830384481022543,0.13626383115201007,0.7540650439029541,0.7949113842630835,0.7949113842630835,0.211427320002821,0.778638319412807,0.7498868921879119,0.7444821931830043,0.4047193065296592,0.7444821931830043,0.44182443354316014,0.3830384481022543,0.2999466497657403,0.39356212006119223,0.39356212006119223,0.21920005897324477,0.4292581063876257,0.4292581063876257,0.5291953268728249,0.4308773756834158,0.29791254496867164,0.29791254496867164,0.4047193065296592,0.21920005897324477,0.5778230967153366,0.5778230967153366,0.44123492778587525,0.44123492778587525,0.09912715238988326,0.6621948377564058,0.6621948377564058,0.09912715238988326,0.6753256370615022,0.6753256370615022,0.6753256370615022,0.6753256370615022,0.5258525974498859,0.5258525974498859,0.5258525974498859,0.53217403503402,0.53217403503402,0.53217403503402,0.11580871347521225,0.5360948816921829,0.5360948816921829,0.5360948816921829,0.5360948816921829,0.5922494223062114
K16D1.1,0.06290770479107204,0.06290770479107204,0.10542938307733919,0.10542938307733919,0.0,0.0,0.0,0.00321761818423031,0.00321761818423031,0.00321761818423031,0.00321761818423031,0.03273724720123314,0.03273724720123314,0.11344581306282993,0.11344581306282993,0.11344581306282993,0.11344581306282993,0.1430400843333692,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.07254282394188744,0.2096348111723442,0.21503673103605497,0.21503673103605497,0.3332294379842849,0.3332294379842849,0.10660569072000903,0.09104967679810043,0.10048532023124475,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.21137883447516165,0.21137883447516165,0.21137883447516165,0.21137883447516165,0.1328489444462604,0.12010942011131537,0.1251703916054002,0.19254853045336875,0.19254853045336875,0.1251703916054002,0.11297570811574106,0.12084787508202022,0.11297570811574106,0.1622662155083846,0.1622662155083846,0.14771827860202372,0.06195444779302089,0.07305543387894121,0.07305543387894121,0.13206919224306576,0.13206919224306576,0.14097598282901797,0.10902844109087541,0.10902844109087541,0.22218120644075942,0.22218120644075942,0.14771827860202372,0.20126760083446604,0.1453350411467029,0.48990915031842236,0.4874352088838402,0.5231235915872586,0.48868248739802816,0.1622662155083846,0.1430400843333692,0.7229449144744526,0.30731767461932064,0.14097598282901797,0.7229449144744526,0.7689598710364458,0.7689598710364458,0.1430400843333692,0.748807743340773,0.7182378616601949,0.7117423642981484,0.3249061033880757,0.7117423642981484,0.36208877646188165,0.30731767461932064,0.2260425357807586,0.3155928050460317,0.3155928050460317,0.14771827860202372,0.36382636056445067,0.36382636056445067,0.4752223485159189,0.34957571959985706,0.22181584631969367,0.22181584631969367,0.3249061033880757,0.14771827860202372,0.49623129486685535,0.49623129486685535,0.35848120142025236,0.35848120142025236,0.04270973485002922,0.6300535330313182,0.6300535330313182,0.04270973485002922,0.6531698986375253,0.6531698986375253,0.6531698986375253,0.6531698986375253,0.4950653676514823,0.4950653676514823,0.4950653676514823,0.5011717330170451,0.5011717330170451,0.5011717330170451,0.050924279189015,0.5059727015322086,0.5059727015322086,0.5059727015322086,0.5059727015322086,0.5609993218726599
K16D2.1,0.06290770479107204,0.06290770479107204,0.10542938307733919,0.10542938307733919,0.0,0.0,0.0,0.00321761818423031,0.00321761818423031,0.00321761818423031,0.00321761818423031,0.03273724720123314,0.03273724720123314,0.11344581306282993,0.11344581306282993,0.11344581306282993,0.11344581306282993,0.1430400843333692,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.07254282394188744,0.2096348111723442,0.21503673103605497,0.21503673103605497,0.3332294379842849,0.3332294379842849,0.10660569072000903,0.09104967679810043,0.10048532023124475,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.21137883447516165,0.21137883447516165,0.21137883447516165,0.21137883447516165,0.1328489444462604,0.12010942011131537,0.1251703916054002,0.19254853045336875,0.19254853045336875,0.1251703916054002,0.11297570811574106,0.12084787508202022,0.11297570811574106,0.1622662155083846,0.1622662155083846,0.14771827860202372,0.06195444779302089,0.07305543387894121,0.07305543387894121,0.13206919224306576,0.13206919224306576,0.14097598282901797,0.10902844109087541,0.10902844109087541,0.22218120644075942,0.22218120644075942,0.14771827860202372,0.20126760083446604,0.1453350411467029,0.48990915031842236,0.4874352088838402,0.5231235915872586,0.48868248739802816,0.1622662155083846,0.1430400843333692,0.7229449144744526,0.30731767461932064,0.14097598282901797,0.7229449144744526,0.7689598710364458,0.7689598710364458,0.1430400843333692,0.748807743340773,0.7182378616601949,0.7117423642981484,0.3249061033880757,0.7117423642981484,0.36208877646188165,0.30731767461932064,0.2260425357807586,0.3155928050460317,0.3155928050460317,0.14771827860202372,0.36382636056445067,0.36382636056445067,0.4752223485159189,0.34957571959985706,0.22181584631969367,0.22181584631969367,0.3249061033880757,0.14771827860202372,0.49623129486685535,0.49623129486685535,0.35848120142025236,0.35848120142025236,0.04270973485002922,0.6300535330313182,0.6300535330313182,0.04270973485002922,0.6531698986375253,0.6531698986375253,0.6531698986375253,0.6531698986375253,0.4950653676514823,0.4950653676514823,0.4950653676514823,0.5011717330170451,0.5011717330170451,0.5011717330170451,0.050924279189015,0.5059727015322086,0.5059727015322086,0.5059727015322086,0.5059727015322086,0.5609993218726599
K16D3.1,0.06290770479107204,0.06290770479107204,0.10542938307733919,0.10542938307733919,0.0,0.0,0.0,0.00321761818423031,0.00321761818423031,0.00321761818423031,0.00321761818423031,0.03273724720123314,0.03273724720123314,0.11344581306282993,0.11344581306282993,0.11344581306282993,0.11344581306282993,0.1430400843333692,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.22264602028909491,0.07254282394188744,0.2096348111723442,0.21503673103605497,0.21503673103605497,0.3332294379842849,0.3332294379842849,0.10660569072000903,0.09104967679810043,0.10048532023124475,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.17966023966662012,0.21137883447516165,0.21137883447516165,0.21137883447516165,0.21137883447516165,0.1328489444462604,0.12010942011131537,0.1251703916054002,0.19254853045336875,0.19254853045336875,0.1251703916054002,0.11297570811574106,0.12084787508202022,0.11297570811574106,0.1622662155083846,0.1622662155083846,0.14771827860202372,0.06195444779302089,0.07305543387894121,0.07305543387894121,0.13206919224306576,0.13206919224306576,0.14097598282901797,0.10902844109087541,0.10902844109087541,0.22218120644075942,0.22218120644075942,0.14771827860202372,0.20126760083446604,0.1453350411467029,0.48990915031842236,0.4874352088838402,0.5231235915872586,0.48868248739802816,0.1622662155083846,0.1430400843333692,0.7229449144744526,0.30731767461932064,0.14097598282901797,0.7229449144744526,0.7689598710364458,0.7689598710364458,0.1430400843333692,0.748807743340773,0.7182378616601949,0.7117423642981484,0.3249061033880757,0.7117423642981484,0.36208877646188165,0.30731767461932064,0.2260425357807586,0.3155928050460317,0.3155928050460317,0.14771827860202372,0.36382636056445067,0.36382636056445067,0.4752223485159189,0.34957571959985706,0.22181584631969367,0.22181584631969367,0.3249061033880757,0.14771827860202372,0.49623129486685535,0.49623129486685535,0.35848120142025236,0.35848120142025236,0.04270973485002922,0.6300535330313182,0.6300535330313182,0.04270973485002922,0.6531698986375253,0.6531698986375253,0.6531698986375253,0.6531698986375253,0.4950653676514823,0.4950653676514823,0.4950653676514823,0.5011717330170451,0.5011717330170451,0.5011717330170451,0.050924279189015,0.5059727015322086,0.5059727015322086,0.5059727015322086,0.5059727015322086,0.5609993218726599
K16D4.2,0.06596354827275125,0.06596354827275125,0.10848518549006235,0.10848518549006235,0.0032072983228245387,0.0032072983228245387,0.0032072983228245387,0.0,0.0,0.0,0.0,0.02961491851734875,0.02961491851734875,0.11686913645303046,0.11686913645303046,0.11686913645303046,0.11686913645303046,0.1464160174011811,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.0758403898342878,0.21323426106400448,0.21861157076767665,0.21861157076767665,0.33719417168888066,0.33719417168888066,0.10962078442162912,0.09411727009492844,0.10352107504773093,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.2151032559510891,0.2151032559510891,0.2151032559510891,0.2151032559510891,0.13568025352590593,0.12298232978918307,0.1280738326379334,0.19539893066899003,0.19539893066899003,0.1280738326379334,0.11586828061292641,0.12373245084334217,0.11586828061292641,0.16509346716797668,0.16509346716797668,0.1512469737413868,0.06521945939736394,0.07630762629287612,0.07630762629287612,0.13502228211018485,0.13502228211018485,0.1437807615922632,0.1119338855647807,0.1119338855647807,0.22567844268204756,0.22567844268204756,0.1512469737413868,0.2047110983223598,0.14870192610252064,0.49249895710089714,0.4900375834970249,0.5255447637327313,0.4912799493066775,0.16509346716797668,0.1464160174011811,0.7200340533940576,0.3110556274787826,0.1437807615922632,0.7200340533940576,0.7665324630784444,0.7665324630784444,0.1464160174011811,0.7460175022817391,0.7152759016889682,0.7086800025589829,0.328846078868822,0.7086800025589829,0.3660249238845598,0.3110556274787826,0.22969080931904243,0.3194416526134712,0.3194416526134712,0.1512469737413868,0.3670580840141557,0.3670580840141557,0.4778867223660929,0.3535912699288232,0.22557235670947035,0.22557235670947035,0.328846078868822,0.1512469737413868,0.5002590707993994,0.5002590707993994,0.3625663357086552,0.3625663357086552,0.03961960288661475,0.6270471550144038,0.6270471550144038,0.03961960288661475,0.6510963940387882,0.6510963940387882,0.6510963940387882,0.6510963940387882,0.49218564476346377,0.49218564476346377,0.49218564476346377,0.498271893074181,0.498271893074181,0.498271893074181,0.054127296611035,0.5031551849121133,0.5031551849121133,0.5031551849121133,0.5031551849121133,0.5580763037881928
K16D5.1,0.06596354827275125,0.06596354827275125,0.10848518549006235,0.10848518549006235,0.0032072983228245387,0.0032072983228245387,0.0032072983228245387,0.0,0.0,0.0,0.0,0.02961491851734875,0.02961491851734875,0.11686913645303046,0.11686913645303046,0.11686913645303046,0.11686913645303046,0.1464160174011811,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.0758403898342878,0.21323426106400448,0.21861157076767665,0.21861157076767665,0.33719417168888066,0.33719417168888066,0.10962078442162912,0.09411727009492844,0.10352107504773093,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.2151032559510891,0.2151032559510891,0.2151032559510891,0.2151032559510891,0.13568025352590593,0.12298232978918307,0.1280738326379334,0.19539893066899003,0.19539893066899003,0.1280738326379334,0.11586828061292641,0.12373245084334217,0.11586828061292641,0.16509346716797668,0.16509346716797668,0.1512469737413868,0.06521945939736394,0.07630762629287612,0.07630762629287612,0.13502228211018485,0.13502228211018485,0.1437807615922632,0.1119338855647807,0.1119338855647807,0.22567844268204756,0.22567844268204756,0.1512469737413868,0.2047110983223598,0.14870192610252064,0.49249895710089714,0.4900375834970249,0.5255447637327313,0.4912799493066775,0.16509346716797668,0.1464160174011811,0.7200340533940576,0.3110556274787826,0.1437807615922632,0.7200340533940576,0.7665324630784444,0.7665324630784444,0.1464160174011811,0.7460175022817391,0.7152759016889682,0.7086800025589829,0.328846078868822,0.7086800025589829,0.3660249238845598,0.3110556274787826,0.22969080931904243,0.3194416526134712,0.3194416526134712,0.1512469737413868,0.3670580840141557,0.3670580840141557,0.4778867223660929,0.3535912699288232,0.22557235670947035,0.22557235670947035,0.328846078868822,0.1512469737413868,0.5002590707993994,0.5002590707993994,0.3625663357086552,0.3625663357086552,0.03961960288661475,0.6270471550144038,0.6270471550144038,0.03961960288661475,0.6510963940387882,0.6510963940387882,0.6510963940387882,0.6510963940387882,0.49218564476346377,0.49218564476346377,0.49218564476346377,0.498271893074181,0.498271893074181,0.498271893074181,0.054127296611035,0.5031551849121133,0.5031551849121133,0.5031551849121133,0.5031551849121133,0.5580763037881928
K16D6.1,0.06596354827275125,0.06596354827275125,0.10848518549006235,0.10848518549006235,0.0032072983228245387,0.0032072983228245387,0.0032072983228245387,0.0,0.0,0.0,0.0,0.02961491851734875,0.02961491851734875,0.11686913645303046,0.11686913645303046,0.11686913645303046,0.11686913645303046,0.1464160174011811,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.22610292021573794,0.0758403898342878,0.21323426106400448,0.21861157076767665,0.21861157076767665,0.33719417168888066,0.33719417168888066,0.10962078442162912,0.09411727009492844,0.10352107504773093,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.18328714134747673,0.2151032559510891,0.2151032559510891,0.2151032559510891,0.2151032559510891,0.13568025352590593,0.12298232978918307,0.1280738326379334,0.19539893066899003,0.19539893066899003,0.1280738326379334,0.11586828061292641,0.12373245084334217,0.11586828061292641,0.16509346716797668,0.16509346716797668,0.1512469737413868,0.06521945939736394,0.07630762629287612,0.07630762629287612,0.13502228211018485,0.13502228211018485,0.1437807615922632,0.1119338855647807,0.1119338855647807,0.22567844268204756,0.22567844268204756,0.1512469737413868,0.2047110983223598,0.14870192610252064,0.49249895710089714,0.4900375834970249,0.5255447637327313,0.4912799493066775,0.16509346716797668,0.1464160174011811,0.7200340533940576,0.3110556274787826,0.1437807615922632,0.7200340533940576,0.7665324630784444,0.7665324630784444,0.1464160174011811,0.7460175022817391,0.7152759016889682,0.7086800025589829,0.328846078868822,0.7086800025589829,0.3660249238845598,0.3110556274787826,0.22969080931904243,0.3194416526134712,0.3194416526134712,0.1512469737413868,0.3670580840141557,0.3670580840141557,0.4778867223660929,0.3535912699288232,0.22557235670947035,0.22557235670947035,0.328846078868822,0.1512469737413868,0.5002590707993994,0.5002590707993994,0.3625663357086552,0.3625663357086552,0.03961960288661475,0.6270471550144038,0.6270471550144038,0.03961960288661475,0.6510963940387882,0.6510963940387882,0.6510963940387882,0.6510963940387882,0.49218564476346377,0.49218564476346377,0.49218564476346377,0.498271893074181,0.498271893074181,0.498271893074181,0.054127296611035,0.5031551849121133,0.5031551849121133,0.5031551849121133,0.5031551849121133,0.5580763037881928
