detid_Y,K13D2.11,K13D2.12,K13D4.11,K13D4.12,K16D1.1,K16D2.1,K16D3.1,K16D4.2,K16D5.1,K16D6.1,K16D6.2,K17D2.11,K17D2.12,K1D3.1,K1PIR5.11,K1PIR5.12,K1PIR6.12,K20D4.11,K21D1.1,K21D2.1,K21D4.1,K21D5.1,K21D6.1,K2D3.11,K31D4.11,K31D5.1,K31D5.2,K33.D3.1,K33.D4.1,K4D3.1,K4D5.11,K4RD1.12,K50D1.1,K50D2.1,K50D3.1,K50D4.1,K50D5.1,K51D3.1,K51D3.2,K51D4.11,K51D5.11,K7D11.11,K7D2.11,K7D3.1,K7D5.11,K7D5.12,K7D6.11,K7D7.11,K7D8.1,K7D8.11,K8D3.11,K8D4.11,Z1,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z2,Z20,Z21.1,Z22,Z23,Z24,Z25,Z29,Z3,Z33,Z34,Z35,Z37,Z38,Z39,Z4,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z5,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z6,Z61,Z62,Z63,Z64,Z7,Z71,Z72,Z8,Z80,Z81,Z82,Z83,Z84,Z85,Z86,Z87,Z88,Z89,Z9,Z90,Z91,Z92,Z93,Z94
K7D3.1,423.44,423.44,423.52,423.52,792.00,792.00,792.00,773.81,773.81,773.81,773.81,946.34,946.34,1394.80,1394.80,1394.80,1394.80,1562.72,1963.55,1963.55,1963.55,1963.55,1963.55,1192.16,1851.40,1886.18,1886.18,2320.84,2320.84,1008.30,1029.44,967.24,1693.05,1693.05,1693.05,1693.05,1693.05,1824.37,1824.37,1824.37,1824.37,159.60,66.58,0.00,444.57,444.57,0.00,99.64,44.44,99.64,525.36,525.36,1553.47,1137.16,1200.61,1200.61,202.69,202.69,220.38,731.57,731.57,1947.62,1947.62,1553.47,1855.18,1577.19,4232.97,4199.06,4722.17,4216.12,525.36,1562.72,5045.84,2287.50,220.38,5045.84,6290.42,6290.42,1562.72,5409.74,4941.41,4755.80,2292.01,4755.80,2465.31,2287.50,1919.03,2283.52,2283.52,1553.47,2840.95,2840.95,4036.40,2376.41,1866.09,1866.09,2292.01,1553.47,3033.05,3033.05,2388.22,2388.22,1007.03,4340.27,4340.27,1007.03,6261.28,6261.28,6261.28,6261.28,3655.27,3655.27,3655.27,3671.88,3671.88,3671.88,1081.20,3794.73,3794.73,3794.73,3794.73,4019.26
K7D5.11,895.07,895.07,895.15,895.15,1263.63,1263.63,1263.63,1245.44,1245.44,1245.44,1245.44,1417.97,1417.97,1866.43,1866.43,1866.43,1866.43,2034.35,2435.18,2435.18,2435.18,2435.18,2435.18,1663.79,2323.03,2357.81,2357.81,2792.47,2792.47,1374.64,1395.78,1333.58,2164.68,2164.68,2164.68,2164.68,2164.68,2296.00,2296.00,2296.00,2296.00,631.24,538.21,471.63,0.00,0.00,471.63,571.27,516.07,571.27,891.69,891.69,2025.10,1608.79,1672.24,1672.24,674.32,674.32,586.72,1203.20,1203.20,2419.25,2419.25,2025.10,2326.81,2048.82,4704.60,4670.69,5193.80,4687.75,891.69,2034.35,5205.33,2759.13,586.72,5205.33,6449.91,6449.91,2034.35,5569.23,5100.90,4915.28,2763.65,4915.28,2936.94,2759.13,2390.66,2755.15,2755.15,2025.10,3312.59,3312.59,4508.03,2848.04,2337.72,2337.72,2763.65,2025.10,3504.68,3504.68,2859.85,2859.85,1478.66,4499.75,4499.75,1478.66,6420.77,6420.77,6420.77,6420.77,3814.76,3814.76,3814.76,3831.37,3831.37,3831.37,1552.83,3954.22,3954.22,3954.22,3954.22,4178.75
K7D5.12,895.07,895.07,895.15,895.15,1263.63,1263.63,1263.63,1245.44,1245.44,1245.44,1245.44,1417.97,1417.97,1866.43,1866.43,1866.43,1866.43,2034.35,2435.18,2435.18,2435.18,2435.18,2435.18,1663.79,2323.03,2357.81,2357.81,2792.47,2792.47,1374.64,1395.78,1333.58,2164.68,2164.68,2164.68,2164.68,2164.68,2296.00,2296.00,2296.00,2296.00,631.24,538.21,471.63,0.00,0.00,471.63,571.27,516.07,571.27,891.69,891.69,2025.10,1608.79,1672.24,1672.24,674.32,674.32,586.72,1203.20,1203.20,2419.25,2419.25,2025.10,2326.81,2048.82,4704.60,4670.69,5193.80,4687.75,891.69,2034.35,5205.33,2759.13,586.72,5205.33,6449.91,6449.91,2034.35,5569.23,5100.90,4915.28,2763.65,4915.28,2936.94,2759.13,2390.66,2755.15,2755.15,2025.10,3312.59,3312.59,4508.03,2848.04,2337.72,2337.72,2763.65,2025.10,3504.68,3504.68,2859.85,2859.85,1478.66,4499.75,4499.75,1478.66,6420.77,6420.77,6420.77,6420.77,3814.76,3814.76,3814.76,3831.37,3831.37,3831.37,1552.83,3954.22,3954.22,3954.22,3954.22,4178.75
K7D6.11,423.44,423.44,423.52,423.52,792.00,792.00,792.00,773.81,773.81,773.81,773.81,946.34,946.34,1394.80,1394.80,1394.80,1394.80,1562.72,1963.55,1963.55,1963.55,1963.55,1963.55,1192.16,1851.40,1886.18,1886.18,2320.84,2320.84,1008.30,1029.44,967.24,1693.05,1693.05,1693.05,1693.05,1693.05,1824.37,1824.37,1824.37,1824.37,159.60,66.58,0.00,444.57,444.57,0.00,99.64,44.44,99.64,525.36,525.36,1553.47,1137.16,1200.61,1200.61,202.69,202.69,220.38,731.57,731.57,1947.62,1947.62,1553.47,1855.18,1577.19,4232.97,4199.06,4722.17,4216.12,525.36,1562.72,5045.84,2287.50,220.38,5045.84,6290.42,6290.42,1562.72,5409.74,4941.41,4755.80,2292.01,4755.80,2465.31,2287.50,1919.03,2283.52,2283.52,1553.47,2840.95,2840.95,4036.40,2376.41,1866.09,1866.09,2292.01,1553.47,3033.05,3033.05,2388.22,2388.22,1007.03,4340.27,4340.27,1007.03,6261.28,6261.28,6261.28,6261.28,3655.27,3655.27,3655.27,3671.88,3671.88,3671.88,1081.20,3794.73,3794.73,3794.73,3794.73,4019.26
K7D7.11,323.80,323.80,323.88,323.88,692.36,692.36,692.36,674.17,674.17,674.17,674.17,846.70,846.70,1295.16,1295.16,1295.16,1295.16,1463.08,1863.91,1863.91,1863.91,1863.91,1863.91,1092.52,1751.76,1786.54,1786.54,2221.20,2221.20,1257.19,1232.26,1294.46,1593.41,1593.41,1593.41,1593.41,1593.41,1724.73,1724.73,1724.73,1724.73,802.84,709.82,733.53,1178.10,1178.10,733.53,0.00,711.83,0.00,1168.60,1168.60,1453.83,1037.52,1100.97,1100.97,103.05,103.05,863.62,631.93,631.93,1847.98,1847.98,1453.83,1755.54,1477.55,4133.33,4099.42,4622.53,4116.48,1168.60,1463.08,4946.20,2187.86,863.62,4946.20,6190.78,6190.78,1463.08,5310.10,4841.77,4656.16,2192.38,4656.16,2365.67,2187.86,1819.39,2183.88,2183.88,1453.83,2741.31,2741.31,3936.76,2276.77,1766.45,1766.45,2192.38,1453.83,2933.41,2933.41,2288.58,2288.58,907.39,4240.63,4240.63,907.39,6161.65,6161.65,6161.65,6161.65,3555.63,3555.63,3555.63,3572.24,3572.24,3572.24,981.56,3695.09,3695.09,3695.09,3695.09,3919.62
K7D8.1,379.00,379.00,379.08,379.08,747.56,747.56,747.56,729.37,729.37,729.37,729.37,901.90,901.90,1350.36,1350.36,1350.36,1350.36,1518.28,1919.11,1919.11,1919.11,1919.11,1919.11,1147.72,1806.96,1841.74,1841.74,2276.40,2276.40,1312.39,1287.46,1349.66,1648.61,1648.61,1648.61,1648.61,1648.61,1779.93,1779.93,1779.93,1779.93,858.04,765.02,788.73,1233.30,1233.30,788.73,55.20,0.00,55.20,1223.80,1223.80,1509.03,1092.72,1156.17,1156.17,158.25,158.25,918.82,687.13,687.13,1903.18,1903.18,1509.03,1810.74,1532.75,4188.53,4154.62,4677.73,4171.68,1223.80,1518.28,5001.40,2243.06,918.82,5001.40,6245.98,6245.98,1518.28,5365.30,4896.97,4711.36,2247.57,4711.36,2420.86,2243.06,1874.59,2239.08,2239.08,1509.03,2796.51,2796.51,3991.96,2331.97,1821.65,1821.65,2247.57,1509.03,2988.61,2988.61,2343.78,2343.78,962.59,4295.83,4295.83,962.59,6216.84,6216.84,6216.84,6216.84,3610.83,3610.83,3610.83,3627.44,3627.44,3627.44,1036.76,3750.29,3750.29,3750.29,3750.29,3974.82
K7D8.11,323.80,323.80,323.88,323.88,692.36,692.36,692.36,674.17,674.17,674.17,674.17,846.70,846.70,1295.16,1295.16,1295.16,1295.16,1463.08,1863.91,1863.91,1863.91,1863.91,1863.91,1092.52,1751.76,1786.54,1786.54,2221.20,2221.20,1257.19,1232.26,1294.46,1593.41,1593.41,1593.41,1593.41,1593.41,1724.73,1724.73,1724.73,1724.73,802.84,709.82,733.53,1178.10,1178.10,733.53,0.00,711.83,0.00,1168.60,1168.60,1453.83,1037.52,1100.97,1100.97,103.05,103.05,863.62,631.93,631.93,1847.98,1847.98,1453.83,1755.54,1477.55,4133.33,4099.42,4622.53,4116.48,1168.60,1463.08,4946.20,2187.86,863.62,4946.20,6190.78,6190.78,1463.08,5310.10,4841.77,4656.16,2192.38,4656.16,2365.67,2187.86,1819.39,2183.88,2183.88,1453.83,2741.31,2741.31,3936.76,2276.77,1766.45,1766.45,2192.38,1453.83,2933.41,2933.41,2288.58,2288.58,907.39,4240.63,4240.63,907.39,6161.65,6161.65,6161.65,6161.65,3555.63,3555.63,3555.63,3572.24,3572.24,3572.24,981.56,3695.09,3695.09,3695.09,3695.09,3919.62
K8D3.11,886.45,886.45,886.53,886.53,1255.02,1255.02,1255.02,1236.82,1236.82,1236.82,1236.82,1228.72,1228.72,1120.26,1120.26,1120.26,1120.26,1288.18,1689.01,1689.01,1689.01,1689.01,1689.01,917.62,1576.86,1611.64,1611.64,2046.30,2046.30,482.94,504.08,441.89,1418.51,1418.51,1418.51,1418.51,1418.51,1549.83,1549.83,1549.83,1549.83,478.02,520.39,519.41,963.98,963.98,519.41,562.66,507.46,562.66,0.00,0.00,1278.93,862.62,926.07,926.07,665.71,665.71,304.98,1194.58,1194.58,1673.08,1673.08,1278.93,1580.64,1302.65,3958.43,3924.52,4447.63,3941.58,0.00,1288.18,5180.50,2012.96,304.98,5180.50,6425.08,6425.08,1288.18,5544.40,5076.08,4869.49,2017.47,4869.49,2190.76,2012.96,1644.49,2008.98,2008.98,1278.93,2566.41,2566.41,3761.86,2101.87,1591.55,1591.55,2017.47,1278.93,2758.51,2758.51,2113.68,2113.68,1278.82,4786.39,4786.39,1278.82,6724.30,6724.30,6724.30,6724.30,4118.29,4118.29,4118.29,4134.90,4134.90,4134.90,754.79,4257.75,4257.75,4257.75,4257.75,4465.39
K8D4.11,886.45,886.45,886.53,886.53,1255.02,1255.02,1255.02,1236.82,1236.82,1236.82,1236.82,1228.72,1228.72,1120.26,1120.26,1120.26,1120.26,1288.18,1689.01,1689.01,1689.01,1689.01,1689.01,917.62,1576.86,1611.64,1611.64,2046.30,2046.30,482.94,504.08,441.89,1418.51,1418.51,1418.51,1418.51,1418.51,1549.83,1549.83,1549.83,1549.83,478.02,520.39,519.41,963.98,963.98,519.41,562.66,507.46,562.66,0.00,0.00,1278.93,862.62,926.07,926.07,665.71,665.71,304.98,1194.58,1194.58,1673.08,1673.08,1278.93,1580.64,1302.65,3958.43,3924.52,4447.63,3941.58,0.00,1288.18,5180.50,2012.96,304.98,5180.50,6425.08,6425.08,1288.18,5544.40,5076.08,4869.49,2017.47,4869.49,2190.76,2012.96,1644.49,2008.98,2008.98,1278.93,2566.41,2566.41,3761.86,2101.87,1591.55,1591.55,2017.47,1278.93,2758.51,2758.51,2113.68,2113.68,1278.82,4786.39,4786.39,1278.82,6724.30,6724.30,6724.30,6724.30,4118.29,4118.29,4118.29,4134.90,4134.90,4134.90,754.79,4257.75,4257.75,4257.75,4257.75,4465.39
Z1,1147.11,1147.11,1400.23,1400.23,772.65,772.65,772.65,790.84,790.84,790.84,790.84,740.93,740.93,158.67,158.67,158.67,158.67,326.59,727.42,727.42,727.42,727.42,727.42,361.31,615.27,650.05,650.05,1084.71,1084.71,878.10,774.85,837.04,139.58,139.58,139.58,139.58,139.58,270.90,270.90,270.90,270.90,1626.16,1533.13,1556.84,2001.41,2001.41,1556.84,1483.10,1535.14,1483.10,1278.93,1278.93,0.00,416.31,438.27,438.27,1586.15,1586.15,1583.91,1455.24,1455.24,711.49,711.49,0.00,619.05,341.06,2996.84,2962.93,3486.04,2979.99,1278.93,326.59,3901.57,1051.37,1583.91,3901.57,5146.15,5146.15,326.59,4265.47,3797.15,3590.56,1055.88,3590.56,1229.17,1051.37,682.90,1047.39,1047.39,0.00,1604.82,1604.82,2800.27,1140.28,312.62,312.62,1055.88,0.00,1479.58,1479.58,834.75,834.75,791.02,3507.47,3507.47,791.02,5475.17,5475.17,5475.17,5475.17,2869.15,2869.15,2869.15,2885.76,2885.76,2885.76,524.14,3008.61,3008.61,3008.61,3008.61,3186.46
Z10,772.29,772.29,1025.41,1025.41,397.83,397.83,397.83,416.02,416.02,416.02,416.02,366.11,366.11,257.65,257.65,257.65,257.65,425.56,826.39,826.39,826.39,826.39,826.39,55.01,714.24,749.03,749.03,1183.68,1183.68,461.78,358.53,420.73,555.89,555.89,555.89,555.89,555.89,687.21,687.21,687.21,687.21,1251.33,1158.31,1182.02,1626.59,1626.59,1182.02,1108.28,1160.32,1108.28,862.62,862.62,416.31,0.00,63.45,63.45,1211.33,1211.33,1167.59,1080.42,1080.42,810.46,810.46,416.31,718.02,440.03,3095.81,3061.90,3585.01,3078.97,862.62,425.56,4317.88,1150.35,1167.59,4317.88,5562.46,5562.46,425.56,4681.79,4213.46,4006.87,1154.86,4006.87,1328.15,1150.35,781.87,1146.37,1146.37,416.31,1703.80,1703.80,2899.24,1239.26,728.93,728.93,1154.86,416.31,1895.90,1895.90,1251.06,1251.06,416.20,3923.78,3923.78,416.20,5891.48,5891.48,5891.48,5891.48,3285.47,3285.47,3285.47,3302.08,3302.08,3302.08,107.83,3424.93,3424.93,3424.93,3424.93,3602.77
Z11,708.84,708.84,961.96,961.96,334.38,334.38,334.38,352.57,352.57,352.57,352.57,302.66,302.66,262.84,262.84,262.84,262.84,430.76,831.59,831.59,831.59,831.59,831.59,60.20,719.44,754.22,754.22,1188.88,1188.88,543.43,440.17,502.37,561.09,561.09,561.09,561.09,561.09,692.41,692.41,692.41,692.41,1187.88,1094.86,1118.57,1563.14,1563.14,1118.57,1044.83,1096.87,1044.83,944.26,944.26,421.51,81.64,0.00,0.00,1147.88,1147.88,1248.66,1016.97,1016.97,815.66,815.66,421.51,723.22,445.23,3101.01,3067.10,3590.21,3084.16,944.26,430.76,4323.08,1155.54,1248.66,4323.08,5567.66,5567.66,430.76,4686.98,4218.66,4012.07,1160.06,4012.07,1333.35,1155.54,787.07,1151.56,1151.56,421.51,1708.99,1708.99,2904.44,1244.45,734.13,734.13,1160.06,421.51,1901.09,1901.09,1256.26,1256.26,352.75,3928.98,3928.98,352.75,5896.68,5896.68,5896.68,5896.68,3290.66,3290.66,3290.66,3307.27,3307.27,3307.27,189.47,3430.12,3430.12,3430.12,3430.12,3607.97
Z12,708.84,708.84,961.96,961.96,334.38,334.38,334.38,352.57,352.57,352.57,352.57,302.66,302.66,262.84,262.84,262.84,262.84,430.76,831.59,831.59,831.59,831.59,831.59,60.20,719.44,754.22,754.22,1188.88,1188.88,543.43,440.17,502.37,561.09,561.09,561.09,561.09,561.09,692.41,692.41,692.41,692.41,1187.88,1094.86,1118.57,1563.14,1563.14,1118.57,1044.83,1096.87,1044.83,944.26,944.26,421.51,81.64,0.00,0.00,1147.88,1147.88,1248.66,1016.97,1016.97,815.66,815.66,421.51,723.22,445.23,3101.01,3067.10,3590.21,3084.16,944.26,430.76,4323.08,1155.54,1248.66,4323.08,5567.66,5567.66,430.76,4686.98,4218.66,4012.07,1160.06,4012.07,1333.35,1155.54,787.07,1151.56,1151.56,421.51,1708.99,1708.99,2904.44,1244.45,734.13,734.13,1160.06,421.51,1901.09,1901.09,1256.26,1256.26,352.75,3928.98,3928.98,352.75,5896.68,5896.68,5896.68,5896.68,3290.66,3290.66,3290.66,3307.27,3307.27,3307.27,189.47,3430.12,3430.12,3430.12,3430.12,3607.97
Z13,220.75,220.75,220.83,220.83,589.31,589.31,589.31,571.12,571.12,571.12,571.12,743.65,743.65,1192.11,1192.11,1192.11,1192.11,1360.03,1760.86,1760.86,1760.86,1760.86,1760.86,989.47,1648.71,1683.49,1683.49,2118.15,2118.15,1154.14,1129.21,1191.41,1490.36,1490.36,1490.36,1490.36,1490.36,1621.68,1621.68,1621.68,1621.68,699.79,606.77,630.48,1075.05,1075.05,630.48,556.74,608.78,556.74,1065.55,1065.55,1350.78,934.47,997.92,997.92,0.00,0.00,760.57,528.88,528.88,1744.93,1744.93,1350.78,1652.49,1374.50,4030.28,3996.37,4519.48,4013.43,1065.55,1360.03,4864.61,2084.81,760.57,4864.61,6109.19,6109.19,1360.03,5228.51,4760.19,4574.57,2089.33,4574.57,2262.62,2084.81,1716.34,2080.83,2080.83,1350.78,2638.26,2638.26,3833.71,2173.72,1663.40,1663.40,2089.33,1350.78,2830.36,2830.36,2185.53,2185.53,804.34,4159.04,4159.04,804.34,6080.06,6080.06,6080.06,6080.06,3474.04,3474.04,3474.04,3490.66,3490.66,3490.66,878.51,3613.50,3613.50,3613.50,3613.50,3838.03
Z14,220.75,220.75,220.83,220.83,589.31,589.31,589.31,571.12,571.12,571.12,571.12,743.65,743.65,1192.11,1192.11,1192.11,1192.11,1360.03,1760.86,1760.86,1760.86,1760.86,1760.86,989.47,1648.71,1683.49,1683.49,2118.15,2118.15,1154.14,1129.21,1191.41,1490.36,1490.36,1490.36,1490.36,1490.36,1621.68,1621.68,1621.68,1621.68,699.79,606.77,630.48,1075.05,1075.05,630.48,556.74,608.78,556.74,1065.55,1065.55,1350.78,934.47,997.92,997.92,0.00,0.00,760.57,528.88,528.88,1744.93,1744.93,1350.78,1652.49,1374.50,4030.28,3996.37,4519.48,4013.43,1065.55,1360.03,4864.61,2084.81,760.57,4864.61,6109.19,6109.19,1360.03,5228.51,4760.19,4574.57,2089.33,4574.57,2262.62,2084.81,1716.34,2080.83,2080.83,1350.78,2638.26,2638.26,3833.71,2173.72,1663.40,1663.40,2089.33,1350.78,2830.36,2830.36,2185.53,2185.53,804.34,4159.04,4159.04,804.34,6080.06,6080.06,6080.06,6080.06,3474.04,3474.04,3474.04,3490.66,3490.66,3490.66,878.51,3613.50,3613.50,3613.50,3613.50,3838.03
Z15,581.48,581.48,581.56,581.56,950.04,950.04,950.04,931.85,931.85,931.85,931.85,1104.38,1104.38,1425.24,1425.24,1425.24,1425.24,1593.15,1993.98,1993.98,1993.98,1993.98,1993.98,1222.60,1881.84,1916.62,1916.62,2351.28,2351.28,787.92,809.06,746.86,1723.48,1723.48,1723.48,1723.48,1723.48,1854.80,1854.80,1854.80,1854.80,173.04,215.41,214.43,659.01,659.01,214.43,257.68,202.48,257.68,304.98,304.98,1583.91,1167.59,1231.04,1231.04,360.73,360.73,0.00,889.61,889.61,1978.05,1978.05,1583.91,1885.61,1607.62,4263.40,4229.49,4752.60,4246.56,304.98,1593.15,5203.88,2317.94,0.00,5203.88,6448.46,6448.46,1593.15,5567.78,5099.45,4913.84,2322.45,4913.84,2495.74,2317.94,1949.47,2313.96,2313.96,1583.91,2871.39,2871.39,4066.83,2406.85,1896.52,1896.52,2322.45,1583.91,3063.49,3063.49,2418.66,2418.66,1165.07,4498.31,4498.31,1165.07,6419.32,6419.32,6419.32,6419.32,3813.31,3813.31,3813.31,3829.92,3829.92,3829.92,1059.76,3952.77,3952.77,3952.77,3952.77,4177.30
Z16,351.66,351.66,351.74,351.74,720.22,720.22,720.22,702.03,702.03,702.03,702.03,874.56,874.56,1323.02,1323.02,1323.02,1323.02,1490.94,1891.77,1891.77,1891.77,1891.77,1891.77,1120.38,1779.62,1814.40,1814.40,2249.06,2249.06,1019.61,1040.75,978.55,1621.27,1621.27,1621.27,1621.27,1621.27,1752.59,1752.59,1752.59,1752.59,170.91,77.89,101.60,546.17,546.17,101.60,27.86,79.90,27.86,536.67,536.67,1481.69,1065.38,1128.83,1128.83,130.91,130.91,231.69,0.00,0.00,1875.84,1875.84,1481.69,1783.40,1505.41,4161.19,4127.28,4650.39,4144.35,536.67,1490.94,4974.06,2215.72,231.69,4974.06,6218.64,6218.64,1490.94,5337.96,4869.64,4684.02,2220.24,4684.02,2393.53,2215.72,1847.25,2211.74,2211.74,1481.69,2769.18,2769.18,3964.62,2304.64,1794.31,1794.31,2220.24,1481.69,2961.27,2961.27,2316.44,2316.44,935.26,4268.49,4268.49,935.26,6189.51,6189.51,6189.51,6189.51,3583.49,3583.49,3583.49,3600.10,3600.10,3600.10,1009.42,3722.95,3722.95,3722.95,3722.95,3947.48
Z17,351.66,351.66,351.74,351.74,720.22,720.22,720.22,702.03,702.03,702.03,702.03,874.56,874.56,1323.02,1323.02,1323.02,1323.02,1490.94,1891.77,1891.77,1891.77,1891.77,1891.77,1120.38,1779.62,1814.40,1814.40,2249.06,2249.06,1019.61,1040.75,978.55,1621.27,1621.27,1621.27,1621.27,1621.27,1752.59,1752.59,1752.59,1752.59,170.91,77.89,101.60,546.17,546.17,101.60,27.86,79.90,27.86,536.67,536.67,1481.69,1065.38,1128.83,1128.83,130.91,130.91,231.69,0.00,0.00,1875.84,1875.84,1481.69,1783.40,1505.41,4161.19,4127.28,4650.39,4144.35,536.67,1490.94,4974.06,2215.72,231.69,4974.06,6218.64,6218.64,1490.94,5337.96,4869.64,4684.02,2220.24,4684.02,2393.53,2215.72,1847.25,2211.74,2211.74,1481.69,2769.18,2769.18,3964.62,2304.64,1794.31,1794.31,2220.24,1481.69,2961.27,2961.27,2316.44,2316.44,935.26,4268.49,4268.49,935.26,6189.51,6189.51,6189.51,6189.51,3583.49,3583.49,3583.49,3600.10,3600.10,3600.10,1009.42,3722.95,3722.95,3722.95,3722.95,3947.48
Z18,1533.48,1533.48,1786.60,1786.60,1159.02,1159.02,1159.02,1177.21,1177.21,1177.21,1177.21,1127.30,1127.30,545.04,545.04,545.04,545.04,430.81,600.08,600.08,600.08,600.08,600.08,747.68,337.98,303.19,303.19,787.52,787.52,1264.46,1161.21,1223.41,843.28,843.28,843.28,843.28,843.28,796.47,796.47,796.47,796.47,2012.52,1919.50,1943.21,2387.78,2387.78,1943.21,1869.47,1921.51,1869.47,1665.30,1665.30,703.71,802.68,824.64,824.64,1972.52,1972.52,1970.27,1841.61,1841.61,0.00,0.00,703.71,491.71,445.28,2869.51,2835.60,3358.71,2852.66,1665.30,430.81,3803.01,754.18,1970.27,3803.01,5047.59,5047.59,430.81,4166.92,3698.59,3492.00,758.69,3492.00,931.98,754.18,385.70,750.20,750.20,703.71,1477.49,1477.49,2672.94,843.09,754.75,754.75,758.69,703.71,1597.41,1597.41,1360.32,1360.32,1177.39,3602.60,3602.60,1177.39,5858.68,5858.68,5858.68,5858.68,3394.72,3394.72,3394.72,3354.03,3354.03,3354.03,910.51,3534.18,3534.18,3534.18,3534.18,3304.29
Z19,1533.48,1533.48,1786.60,1786.60,1159.02,1159.02,1159.02,1177.21,1177.21,1177.21,1177.21,1127.30,1127.30,545.04,545.04,545.04,545.04,430.81,600.08,600.08,600.08,600.08,600.08,747.68,337.98,303.19,303.19,787.52,787.52,1264.46,1161.21,1223.41,843.28,843.28,843.28,843.28,843.28,796.47,796.47,796.47,796.47,2012.52,1919.50,1943.21,2387.78,2387.78,1943.21,1869.47,1921.51,1869.47,1665.30,1665.30,703.71,802.68,824.64,824.64,1972.52,1972.52,1970.27,1841.61,1841.61,0.00,0.00,703.71,491.71,445.28,2869.51,2835.60,3358.71,2852.66,1665.30,430.81,3803.01,754.18,1970.27,3803.01,5047.59,5047.59,430.81,4166.92,3698.59,3492.00,758.69,3492.00,931.98,754.18,385.70,750.20,750.20,703.71,1477.49,1477.49,2672.94,843.09,754.75,754.75,758.69,703.71,1597.41,1597.41,1360.32,1360.32,1177.39,3602.60,3602.60,1177.39,5858.68,5858.68,5858.68,5858.68,3394.72,3394.72,3394.72,3354.03,3354.03,3354.03,910.51,3534.18,3534.18,3534.18,3534.18,3304.29
Z2,1147.11,1147.11,1400.23,1400.23,772.65,772.65,772.65,790.84,790.84,790.84,790.84,740.93,740.93,158.67,158.67,158.67,158.67,326.59,727.42,727.42,727.42,727.42,727.42,361.31,615.27,650.05,650.05,1084.71,1084.71,878.10,774.85,837.04,139.58,139.58,139.58,139.58,139.58,270.90,270.90,270.90,270.90,1626.16,1533.13,1556.84,2001.41,2001.41,1556.84,1483.10,1535.14,1483.10,1278.93,1278.93,0.00,416.31,438.27,438.27,1586.15,1586.15,1583.91,1455.24,1455.24,711.49,711.49,0.00,619.05,341.06,2996.84,2962.93,3486.04,2979.99,1278.93,326.59,3901.57,1051.37,1583.91,3901.57,5146.15,5146.15,326.59,4265.47,3797.15,3590.56,1055.88,3590.56,1229.17,1051.37,682.90,1047.39,1047.39,0.00,1604.82,1604.82,2800.27,1140.28,312.62,312.62,1055.88,0.00,1479.58,1479.58,834.75,834.75,791.02,3507.47,3507.47,791.02,5475.17,5475.17,5475.17,5475.17,2869.15,2869.15,2869.15,2885.76,2885.76,2885.76,524.14,3008.61,3008.61,3008.61,3008.61,3186.46
Z20,1439.83,1439.83,1692.95,1692.95,1065.37,1065.37,1065.37,1083.56,1083.56,1083.56,1083.56,1033.64,1033.64,451.39,451.39,451.39,451.39,337.16,108.37,108.37,108.37,108.37,108.37,654.03,224.69,259.47,259.47,694.13,694.13,1170.81,1067.56,1129.76,749.63,749.63,749.63,749.63,749.63,880.95,880.95,880.95,880.95,1918.87,1825.85,1849.56,2294.13,2294.13,1849.56,1775.82,1827.86,1775.82,1571.65,1571.65,610.06,709.03,730.99,730.99,1878.87,1878.87,1876.62,1747.96,1747.96,491.71,491.71,610.06,0.00,277.99,2377.79,2343.88,2866.99,2360.95,1571.65,337.16,3965.74,580.98,1876.62,3965.74,5210.32,5210.32,337.16,4329.64,3861.31,3654.72,665.31,3654.72,838.60,580.98,292.32,656.81,656.81,610.06,985.78,985.78,2181.22,749.70,917.47,917.47,665.31,610.06,1760.13,1760.13,1444.81,1444.81,1083.74,3765.33,3765.33,1083.74,6021.40,6021.40,6021.40,6021.40,3479.21,3479.21,3479.21,3495.82,3495.82,3495.82,816.86,3618.67,3618.67,3618.67,3618.67,3467.01
Z21.1,1161.84,1161.84,1414.96,1414.96,787.38,787.38,787.38,805.57,805.57,805.57,805.57,755.66,755.66,173.40,173.40,173.40,173.40,59.17,386.36,386.36,386.36,386.36,386.36,376.04,410.45,445.23,445.23,879.89,879.89,892.83,789.57,851.77,471.64,471.64,471.64,471.64,471.64,602.96,602.96,602.96,602.96,1640.88,1547.86,1571.57,2016.14,2016.14,1571.57,1497.83,1549.87,1497.83,1293.66,1293.66,332.07,431.04,453.00,453.00,1600.88,1600.88,1598.63,1469.97,1469.97,506.66,506.66,332.07,277.99,0.00,2655.78,2621.87,3144.98,2638.94,1293.66,59.17,4075.39,846.55,1598.63,4075.39,5319.97,5319.97,59.17,4439.29,3970.97,3764.38,851.06,3764.38,1024.35,846.55,478.08,842.57,842.57,332.07,1263.77,1263.77,2459.21,935.46,644.68,644.68,851.06,332.07,1811.65,1811.65,1166.82,1166.82,805.75,3839.53,3839.53,805.75,5807.23,5807.23,5807.23,5807.23,3201.22,3201.22,3201.22,3217.83,3217.83,3217.83,538.87,3340.68,3340.68,3340.68,3340.68,3518.53
