detid_Y,K13D2.11,K13D2.12,K13D4.11,K13D4.12,K16D1.1,K16D2.1,K16D3.1,K16D4.2,K16D5.1,K16D6.1,K16D6.2,K17D2.11,K17D2.12,K1D3.1,K1PIR5.11,K1PIR5.12,K1PIR6.12,K20D4.11,K21D1.1,K21D2.1,K21D4.1,K21D5.1,K21D6.1,K2D3.11,K31D4.11,K31D5.1,K31D5.2,K33.D3.1,K33.D4.1,K4D3.1,K4D5.11,K4RD1.12,K50D1.1,K50D2.1,K50D3.1,K50D4.1,K50D5.1,K51D3.1,K51D3.2,K51D4.11,K51D5.11,K7D11.11,K7D2.11,K7D3.1,K7D5.11,K7D5.12,K7D6.11,K7D7.11,K7D8.1,K7D8.11,K8D3.11,K8D4.11,Z1,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z2,Z20,Z21.1,Z22,Z23,Z24,Z25,Z29,Z3,Z33,Z34,Z35,Z37,Z38,Z39,Z4,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z5,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z6,Z61,Z62,Z63,Z64,Z7,Z71,Z72,Z8,Z80,Z81,Z82,Z83,Z84,Z85,Z86,Z87,Z88,Z89,Z9,Z90,Z91,Z92,Z93,Z94
K21D4.1,1548.20,1548.20,1801.32,1801.32,1173.74,1173.74,1173.74,1191.93,1191.93,1191.93,1191.93,1142.02,1142.02,559.76,559.76,559.76,559.76,445.53,0.00,0.00,0.00,0.00,0.00,762.40,333.06,367.84,367.84,686.18,686.18,1279.18,1175.93,1238.13,858.00,858.00,858.00,858.00,858.00,989.32,989.32,989.32,989.32,2027.24,1934.22,1957.93,2402.50,2402.50,1957.93,1884.19,1936.23,1884.19,1680.02,1680.02,718.43,817.40,839.36,839.36,1987.24,1987.24,1984.99,1856.33,1856.33,600.08,600.08,718.43,108.37,386.36,2269.42,2235.51,2758.62,2252.58,1680.02,445.53,4029.55,472.61,1984.99,4029.55,5274.13,5274.13,445.53,4393.46,3925.13,3718.54,657.35,3718.54,830.64,472.61,326.13,648.86,648.86,718.43,877.41,877.41,2072.85,741.75,1025.84,1025.84,657.35,718.43,1868.50,1868.50,1553.18,1553.18,1192.11,3829.14,3829.14,1192.11,6129.77,6129.77,6129.77,6129.77,3587.58,3587.58,3587.58,3604.19,3604.19,3604.19,925.23,3727.04,3727.04,3727.04,3727.04,3575.38
K21D5.1,1548.20,1548.20,1801.32,1801.32,1173.74,1173.74,1173.74,1191.93,1191.93,1191.93,1191.93,1142.02,1142.02,559.76,559.76,559.76,559.76,445.53,0.00,0.00,0.00,0.00,0.00,762.40,333.06,367.84,367.84,686.18,686.18,1279.18,1175.93,1238.13,858.00,858.00,858.00,858.00,858.00,989.32,989.32,989.32,989.32,2027.24,1934.22,1957.93,2402.50,2402.50,1957.93,1884.19,1936.23,1884.19,1680.02,1680.02,718.43,817.40,839.36,839.36,1987.24,1987.24,1984.99,1856.33,1856.33,600.08,600.08,718.43,108.37,386.36,2269.42,2235.51,2758.62,2252.58,1680.02,445.53,4029.55,472.61,1984.99,4029.55,5274.13,5274.13,445.53,4393.46,3925.13,3718.54,657.35,3718.54,830.64,472.61,326.13,648.86,648.86,718.43,877.41,877.41,2072.85,741.75,1025.84,1025.84,657.35,718.43,1868.50,1868.50,1553.18,1553.18,1192.11,3829.14,3829.14,1192.11,6129.77,6129.77,6129.77,6129.77,3587.58,3587.58,3587.58,3604.19,3604.19,3604.19,925.23,3727.04,3727.04,3727.04,3727.04,3575.38
K21D6.1,1548.20,1548.20,1801.32,1801.32,1173.74,1173.74,1173.74,1191.93,1191.93,1191.93,1191.93,1142.02,1142.02,559.76,559.76,559.76,559.76,445.53,0.00,0.00,0.00,0.00,0.00,762.40,333.06,367.84,367.84,686.18,686.18,1279.18,1175.93,1238.13,858.00,858.00,858.00,858.00,858.00,989.32,989.32,989.32,989.32,2027.24,1934.22,1957.93,2402.50,2402.50,1957.93,1884.19,1936.23,1884.19,1680.02,1680.02,718.43,817.40,839.36,839.36,1987.24,1987.24,1984.99,1856.33,1856.33,600.08,600.08,718.43,108.37,386.36,2269.42,2235.51,2758.62,2252.58,1680.02,445.53,4029.55,472.61,1984.99,4029.55,5274.13,5274.13,445.53,4393.46,3925.13,3718.54,657.35,3718.54,830.64,472.61,326.13,648.86,648.86,718.43,877.41,877.41,2072.85,741.75,1025.84,1025.84,657.35,718.43,1868.50,1868.50,1553.18,1553.18,1192.11,3829.14,3829.14,1192.11,6129.77,6129.77,6129.77,6129.77,3587.58,3587.58,3587.58,3604.19,3604.19,3604.19,925.23,3727.04,3727.04,3727.04,3727.04,3575.38
K2D3.11,785.80,785.80,1038.92,1038.92,411.34,411.34,411.34,429.54,429.54,429.54,429.54,379.62,379.62,202.64,202.64,202.64,202.64,370.56,771.39,771.39,771.39,771.39,771.39,0.00,659.24,694.02,694.02,1128.68,1128.68,516.79,413.54,475.73,500.89,500.89,500.89,500.89,500.89,632.21,632.21,632.21,632.21,1264.85,1171.82,1195.53,1640.10,1640.10,1195.53,1121.79,1173.83,1121.79,917.62,917.62,361.31,55.01,76.96,76.96,1224.84,1224.84,1222.60,1093.93,1093.93,755.46,755.46,361.31,663.02,385.03,3040.81,3006.90,3530.01,3023.96,917.62,370.56,4262.88,1095.34,1222.60,4262.88,5507.46,5507.46,370.56,4626.78,4158.46,3951.87,1099.85,3951.87,1273.14,1095.34,726.87,1091.36,1091.36,361.31,1648.79,1648.79,2844.24,1184.25,673.93,673.93,1099.85,361.31,1840.89,1840.89,1196.06,1196.06,429.71,3868.78,3868.78,429.71,5836.48,5836.48,5836.48,5836.48,3230.46,3230.46,3230.46,3247.07,3247.07,3247.07,162.83,3369.92,3369.92,3369.92,3369.92,3547.77
K31D4.11,1437.26,1437.26,1690.38,1690.38,1062.80,1062.80,1062.80,1080.99,1080.99,1080.99,1080.99,1031.08,1031.08,448.82,448.82,448.82,448.82,334.59,393.76,393.76,393.76,393.76,393.76,651.46,0.00,34.78,34.78,469.44,469.44,1168.25,1064.99,1127.19,747.07,747.07,747.07,747.07,747.07,734.50,734.50,734.50,734.50,1916.31,1823.28,1846.99,2291.56,2291.56,1846.99,1773.25,1825.29,1773.25,1569.08,1569.08,607.49,706.46,728.42,728.42,1876.30,1876.30,1874.06,1745.39,1745.39,337.98,337.98,607.49,365.63,349.06,2593.49,2559.58,3082.69,2576.64,1569.08,334.59,3741.05,436.10,1874.06,3741.05,4985.63,4985.63,334.59,4104.95,3636.62,3430.03,440.62,3430.03,613.91,436.10,67.63,432.12,432.12,607.49,1201.47,1201.47,2396.92,525.01,692.78,692.78,440.62,607.49,1535.44,1535.44,1298.35,1298.35,1081.17,3540.64,3540.64,1081.17,5796.71,5796.71,5796.71,5796.71,3332.75,3332.75,3332.75,3292.07,3292.07,3292.07,814.29,3472.21,3472.21,3472.21,3472.21,3242.32
K31D5.1,1472.04,1472.04,1725.16,1725.16,1097.58,1097.58,1097.58,1115.78,1115.78,1115.78,1115.78,1065.86,1065.86,483.60,483.60,483.60,483.60,369.37,408.64,408.64,408.64,408.64,408.64,686.24,34.78,0.00,0.00,484.32,484.32,1203.03,1099.78,1161.97,781.85,781.85,781.85,781.85,781.85,699.72,699.72,699.72,699.72,1951.09,1858.07,1881.77,2326.35,2326.35,1881.77,1808.03,1860.07,1808.03,1603.86,1603.86,642.27,741.25,763.20,763.20,1911.08,1911.08,1908.84,1780.17,1780.17,303.19,303.19,642.27,380.51,383.85,2608.37,2574.46,3097.57,2591.53,1603.86,369.37,3706.26,450.98,1908.84,3706.26,4950.84,4950.84,369.37,4070.17,3601.84,3395.25,455.50,3395.25,628.79,450.98,82.51,447.00,447.00,642.27,1216.36,1216.36,2411.80,539.89,658.00,658.00,455.50,642.27,1500.66,1500.66,1263.57,1263.57,1115.95,3505.86,3505.86,1115.95,5761.93,5761.93,5761.93,5761.93,3297.97,3297.97,3297.97,3257.28,3257.28,3257.28,849.07,3437.43,3437.43,3437.43,3437.43,3207.54
K31D5.2,1472.04,1472.04,1725.16,1725.16,1097.58,1097.58,1097.58,1115.78,1115.78,1115.78,1115.78,1065.86,1065.86,483.60,483.60,483.60,483.60,369.37,408.64,408.64,408.64,408.64,408.64,686.24,34.78,0.00,0.00,484.32,484.32,1203.03,1099.78,1161.97,781.85,781.85,781.85,781.85,781.85,699.72,699.72,699.72,699.72,1951.09,1858.07,1881.77,2326.35,2326.35,1881.77,1808.03,1860.07,1808.03,1603.86,1603.86,642.27,741.25,763.20,763.20,1911.08,1911.08,1908.84,1780.17,1780.17,303.19,303.19,642.27,380.51,383.85,2608.37,2574.46,3097.57,2591.53,1603.86,369.37,3706.26,450.98,1908.84,3706.26,4950.84,4950.84,369.37,4070.17,3601.84,3395.25,455.50,3395.25,628.79,450.98,82.51,447.00,447.00,642.27,1216.36,1216.36,2411.80,539.89,658.00,658.00,455.50,642.27,1500.66,1500.66,1263.57,1263.57,1115.95,3505.86,3505.86,1115.95,5761.93,5761.93,5761.93,5761.93,3297.97,3297.97,3297.97,3257.28,3257.28,3257.28,849.07,3437.43,3437.43,3437.43,3437.43,3207.54
K33.D3.1,1914.53,1914.53,2167.65,2167.65,1540.07,1540.07,1540.07,1558.26,1558.26,1558.26,1558.26,1508.34,1508.34,926.09,926.09,926.09,926.09,811.86,673.99,673.99,673.99,673.99,673.99,1128.72,477.27,512.05,512.05,0.00,0.00,1645.51,1542.26,1604.46,1224.33,1224.33,1224.33,1224.33,1224.33,1211.77,1211.77,1211.77,1211.77,2393.57,2300.55,2324.26,2768.83,2768.83,2324.26,2250.52,2302.55,2250.52,2046.35,2046.35,1084.76,1183.73,1205.69,1205.69,2353.57,2353.57,2351.32,2222.66,2222.66,815.24,815.24,1084.76,706.14,826.33,2435.73,2401.82,2924.93,2418.89,2046.35,811.86,3343.38,278.34,2351.32,3343.38,4587.96,4587.96,811.86,3707.28,3238.95,3032.36,28.83,3032.36,144.47,278.34,409.64,296.84,296.84,1084.76,1043.72,1043.72,2239.16,55.57,1170.05,1170.05,28.83,1084.76,1746.15,1746.15,1528.39,1528.39,1558.44,3142.97,3142.97,1558.44,6007.41,6007.41,6007.41,6007.41,3552.71,3552.71,3552.71,3502.77,3502.77,3502.77,1291.56,3692.17,3692.17,3692.17,3692.17,3453.02
K33.D4.1,1914.53,1914.53,2167.65,2167.65,1540.07,1540.07,1540.07,1558.26,1558.26,1558.26,1558.26,1508.34,1508.34,926.09,926.09,926.09,926.09,811.86,673.99,673.99,673.99,673.99,673.99,1128.72,477.27,512.05,512.05,0.00,0.00,1645.51,1542.26,1604.46,1224.33,1224.33,1224.33,1224.33,1224.33,1211.77,1211.77,1211.77,1211.77,2393.57,2300.55,2324.26,2768.83,2768.83,2324.26,2250.52,2302.55,2250.52,2046.35,2046.35,1084.76,1183.73,1205.69,1205.69,2353.57,2353.57,2351.32,2222.66,2222.66,815.24,815.24,1084.76,706.14,826.33,2435.73,2401.82,2924.93,2418.89,2046.35,811.86,3343.38,278.34,2351.32,3343.38,4587.96,4587.96,811.86,3707.28,3238.95,3032.36,28.83,3032.36,144.47,278.34,409.64,296.84,296.84,1084.76,1043.72,1043.72,2239.16,55.57,1170.05,1170.05,28.83,1084.76,1746.15,1746.15,1528.39,1528.39,1558.44,3142.97,3142.97,1558.44,6007.41,6007.41,6007.41,6007.41,3552.71,3552.71,3552.71,3502.77,3502.77,3502.77,1291.56,3692.17,3692.17,3692.17,3692.17,3453.02
K4D3.1,409.29,409.29,662.41,662.41,859.62,859.62,859.62,877.81,877.81,877.81,877.81,827.89,827.89,719.43,719.43,719.43,719.43,887.34,1288.17,1288.17,1288.17,1288.17,1288.17,516.79,1176.03,1210.81,1210.81,1645.47,1645.47,0.00,103.25,41.05,1017.67,1017.67,1017.67,1017.67,1017.67,1148.99,1148.99,1148.99,1148.99,888.33,795.31,819.02,1263.59,1263.59,819.02,745.28,797.31,745.28,482.94,482.94,878.10,461.78,525.23,525.23,848.33,848.33,787.92,717.42,717.42,1272.25,1272.25,878.10,1179.80,901.82,3557.59,3523.68,4046.80,3540.75,482.94,887.34,4779.67,1612.13,787.92,4779.67,6024.25,6024.25,887.34,5143.57,4675.24,4468.65,1616.64,4468.65,1789.93,1612.13,1243.66,1608.15,1608.15,878.10,2165.58,2165.58,3361.03,1701.04,1190.71,1190.71,1616.64,878.10,2357.68,2357.68,1712.85,1712.85,877.99,4385.56,4385.56,877.99,6353.26,6353.26,6353.26,6353.26,3747.25,3747.25,3747.25,3763.86,3763.86,3763.86,353.96,3886.71,3886.71,3886.71,3886.71,4064.56
K4D5.11,512.54,512.54,765.66,765.66,756.36,756.36,756.36,774.56,774.56,774.56,774.56,724.64,724.64,616.18,616.18,616.18,616.18,784.09,1184.92,1184.92,1184.92,1184.92,1184.92,413.54,1072.78,1107.56,1107.56,1542.21,1542.21,103.25,0.00,62.20,914.42,914.42,914.42,914.42,914.42,1045.74,1045.74,1045.74,1045.74,982.10,898.56,922.27,1366.84,1366.84,922.27,848.53,900.57,848.53,504.08,504.08,774.85,358.53,421.98,421.98,951.58,951.58,809.06,820.67,820.67,1168.99,1168.99,774.85,1076.55,798.56,3454.34,3420.43,3943.54,3437.50,504.08,784.09,4676.42,1508.88,809.06,4676.42,5921.00,5921.00,784.09,5040.32,4571.99,4365.40,1513.39,4365.40,1686.68,1508.88,1140.41,1504.90,1504.90,774.85,2062.33,2062.33,3257.77,1597.79,1087.46,1087.46,1513.39,774.85,2254.43,2254.43,1609.60,1609.60,774.73,4282.31,4282.31,774.73,6250.01,6250.01,6250.01,6250.01,3644.00,3644.00,3644.00,3660.61,3660.61,3660.61,250.70,3783.46,3783.46,3783.46,3783.46,3961.30
K4RD1.12,450.34,450.34,703.46,703.46,818.56,818.56,818.56,836.75,836.75,836.75,836.75,786.84,786.84,678.37,678.37,678.37,678.37,846.29,1247.12,1247.12,1247.12,1247.12,1247.12,475.73,1134.97,1169.75,1169.75,1604.41,1604.41,41.05,62.20,0.00,976.62,976.62,976.62,976.62,976.62,1107.94,1107.94,1107.94,1107.94,919.90,836.36,860.07,1304.64,1304.64,860.07,786.33,838.37,786.33,441.89,441.89,837.04,420.73,484.18,484.18,889.38,889.38,746.86,758.47,758.47,1231.19,1231.19,837.04,1138.75,860.76,3516.54,3482.63,4005.74,3499.70,441.89,846.29,4738.61,1571.07,746.86,4738.61,5983.19,5983.19,846.29,5102.52,4634.19,4427.60,1575.59,4427.60,1748.88,1571.07,1202.60,1567.09,1567.09,837.04,2124.53,2124.53,3319.97,1659.99,1149.66,1149.66,1575.59,837.04,2316.62,2316.62,1671.79,1671.79,836.93,4344.51,4344.51,836.93,6312.21,6312.21,6312.21,6312.21,3706.19,3706.19,3706.19,3722.80,3722.80,3722.80,312.90,3845.65,3845.65,3845.65,3845.65,4023.50
K50D1.1,1286.69,1286.69,1539.81,1539.81,912.23,912.23,912.23,930.42,930.42,930.42,930.42,880.50,880.50,298.25,298.25,298.25,298.25,466.16,866.99,866.99,866.99,866.99,866.99,500.89,754.85,789.63,789.63,1121.29,1121.29,1017.67,914.42,976.62,0.00,0.00,0.00,0.00,0.00,131.32,131.32,131.32,131.32,1765.73,1672.71,1696.42,2140.99,2140.99,1696.42,1622.68,1674.71,1622.68,1418.51,1418.51,139.58,555.89,577.85,577.85,1725.73,1725.73,1723.48,1594.82,1594.82,851.06,851.06,139.58,758.62,480.63,3136.41,3102.50,3625.61,3119.57,1418.51,466.16,3761.99,1190.95,1723.48,3761.99,5006.57,5006.57,466.16,4125.90,3657.57,3450.98,1150.11,3450.98,1265.75,1190.95,822.48,997.02,997.02,139.58,1744.40,1744.40,2939.84,1176.86,173.04,173.04,1150.11,139.58,1340.00,1340.00,695.17,695.17,930.60,3367.89,3367.89,930.60,5335.59,5335.59,5335.59,5335.59,2729.58,2729.58,2729.58,2746.19,2746.19,2746.19,663.72,2869.03,2869.03,2869.03,2869.03,3046.88
K50D2.1,1286.69,1286.69,1539.81,1539.81,912.23,912.23,912.23,930.42,930.42,930.42,930.42,880.50,880.50,298.25,298.25,298.25,298.25,466.16,866.99,866.99,866.99,866.99,866.99,500.89,754.85,789.63,789.63,1121.29,1121.29,1017.67,914.42,976.62,0.00,0.00,0.00,0.00,0.00,131.32,131.32,131.32,131.32,1765.73,1672.71,1696.42,2140.99,2140.99,1696.42,1622.68,1674.71,1622.68,1418.51,1418.51,139.58,555.89,577.85,577.85,1725.73,1725.73,1723.48,1594.82,1594.82,851.06,851.06,139.58,758.62,480.63,3136.41,3102.50,3625.61,3119.57,1418.51,466.16,3761.99,1190.95,1723.48,3761.99,5006.57,5006.57,466.16,4125.90,3657.57,3450.98,1150.11,3450.98,1265.75,1190.95,822.48,997.02,997.02,139.58,1744.40,1744.40,2939.84,1176.86,173.04,173.04,1150.11,139.58,1340.00,1340.00,695.17,695.17,930.60,3367.89,3367.89,930.60,5335.59,5335.59,5335.59,5335.59,2729.58,2729.58,2729.58,2746.19,2746.19,2746.19,663.72,2869.03,2869.03,2869.03,2869.03,3046.88
K50D3.1,1286.69,1286.69,1539.81,1539.81,912.23,912.23,912.23,930.42,930.42,930.42,930.42,880.50,880.50,298.25,298.25,298.25,298.25,466.16,866.99,866.99,866.99,866.99,866.99,500.89,754.85,789.63,789.63,1121.29,1121.29,1017.67,914.42,976.62,0.00,0.00,0.00,0.00,0.00,131.32,131.32,131.32,131.32,1765.73,1672.71,1696.42,2140.99,2140.99,1696.42,1622.68,1674.71,1622.68,1418.51,1418.51,139.58,555.89,577.85,577.85,1725.73,1725.73,1723.48,1594.82,1594.82,851.06,851.06,139.58,758.62,480.63,3136.41,3102.50,3625.61,3119.57,1418.51,466.16,3761.99,1190.95,1723.48,3761.99,5006.57,5006.57,466.16,4125.90,3657.57,3450.98,1150.11,3450.98,1265.75,1190.95,822.48,997.02,997.02,139.58,1744.40,1744.40,2939.84,1176.86,173.04,173.04,1150.11,139.58,1340.00,1340.00,695.17,695.17,930.60,3367.89,3367.89,930.60,5335.59,5335.59,5335.59,5335.59,2729.58,2729.58,2729.58,2746.19,2746.19,2746.19,663.72,2869.03,2869.03,2869.03,2869.03,3046.88
K50D4.1,1286.69,1286.69,1539.81,1539.81,912.23,912.23,912.23,930.42,930.42,930.42,930.42,880.50,880.50,298.25,298.25,298.25,298.25,466.16,866.99,866.99,866.99,866.99,866.99,500.89,754.85,789.63,789.63,1121.29,1121.29,1017.67,914.42,976.62,0.00,0.00,0.00,0.00,0.00,131.32,131.32,131.32,131.32,1765.73,1672.71,1696.42,2140.99,2140.99,1696.42,1622.68,1674.71,1622.68,1418.51,1418.51,139.58,555.89,577.85,577.85,1725.73,1725.73,1723.48,1594.82,1594.82,851.06,851.06,139.58,758.62,480.63,3136.41,3102.50,3625.61,3119.57,1418.51,466.16,3761.99,1190.95,1723.48,3761.99,5006.57,5006.57,466.16,4125.90,3657.57,3450.98,1150.11,3450.98,1265.75,1190.95,822.48,997.02,997.02,139.58,1744.40,1744.40,2939.84,1176.86,173.04,173.04,1150.11,139.58,1340.00,1340.00,695.17,695.17,930.60,3367.89,3367.89,930.60,5335.59,5335.59,5335.59,5335.59,2729.58,2729.58,2729.58,2746.19,2746.19,2746.19,663.72,2869.03,2869.03,2869.03,2869.03,3046.88
K50D5.1,1286.69,1286.69,1539.81,1539.81,912.23,912.23,912.23,930.42,930.42,930.42,930.42,880.50,880.50,298.25,298.25,298.25,298.25,466.16,866.99,866.99,866.99,866.99,866.99,500.89,754.85,789.63,789.63,1121.29,1121.29,1017.67,914.42,976.62,0.00,0.00,0.00,0.00,0.00,131.32,131.32,131.32,131.32,1765.73,1672.71,1696.42,2140.99,2140.99,1696.42,1622.68,1674.71,1622.68,1418.51,1418.51,139.58,555.89,577.85,577.85,1725.73,1725.73,1723.48,1594.82,1594.82,851.06,851.06,139.58,758.62,480.63,3136.41,3102.50,3625.61,3119.57,1418.51,466.16,3761.99,1190.95,1723.48,3761.99,5006.57,5006.57,466.16,4125.90,3657.57,3450.98,1150.11,3450.98,1265.75,1190.95,822.48,997.02,997.02,139.58,1744.40,1744.40,2939.84,1176.86,173.04,173.04,1150.11,139.58,1340.00,1340.00,695.17,695.17,930.60,3367.89,3367.89,930.60,5335.59,5335.59,5335.59,5335.59,2729.58,2729.58,2729.58,2746.19,2746.19,2746.19,663.72,2869.03,2869.03,2869.03,2869.03,3046.88
K51D3.1,1418.01,1418.01,1671.13,1671.13,1043.55,1043.55,1043.55,1061.74,1061.74,1061.74,1061.74,1011.83,1011.83,429.57,429.57,429.57,429.57,597.48,998.31,998.31,998.31,998.31,998.31,632.21,734.40,699.62,699.62,989.97,989.97,1148.99,1045.74,1107.94,131.32,131.32,131.32,131.32,131.32,0.00,0.00,0.00,0.00,1897.05,1804.03,1827.74,2272.31,2272.31,1827.74,1754.00,1806.04,1754.00,1549.83,1549.83,270.90,687.21,709.17,709.17,1857.05,1857.05,1854.80,1726.14,1726.14,796.37,796.37,270.90,889.94,611.95,3267.73,3233.82,3756.93,3250.89,1549.83,597.48,3630.67,1118.91,1854.80,3630.67,4875.25,4875.25,597.48,3994.58,3526.25,3319.66,1018.79,3319.66,1134.43,1118.91,782.13,865.70,865.70,270.90,1875.72,1875.72,3071.16,1045.54,41.72,41.72,1018.79,270.90,1208.68,1208.68,563.85,563.85,1061.92,3236.57,3236.57,1061.92,5204.27,5204.27,5204.27,5204.27,2598.26,2598.26,2598.26,2614.87,2614.87,2614.87,795.04,2737.71,2737.71,2737.71,2737.71,2915.56
K51D3.2,1418.01,1418.01,1671.13,1671.13,1043.55,1043.55,1043.55,1061.74,1061.74,1061.74,1061.74,1011.83,1011.83,429.57,429.57,429.57,429.57,597.48,998.31,998.31,998.31,998.31,998.31,632.21,734.40,699.62,699.62,989.97,989.97,1148.99,1045.74,1107.94,131.32,131.32,131.32,131.32,131.32,0.00,0.00,0.00,0.00,1897.05,1804.03,1827.74,2272.31,2272.31,1827.74,1754.00,1806.04,1754.00,1549.83,1549.83,270.90,687.21,709.17,709.17,1857.05,1857.05,1854.80,1726.14,1726.14,796.37,796.37,270.90,889.94,611.95,3267.73,3233.82,3756.93,3250.89,1549.83,597.48,3630.67,1118.91,1854.80,3630.67,4875.25,4875.25,597.48,3994.58,3526.25,3319.66,1018.79,3319.66,1134.43,1118.91,782.13,865.70,865.70,270.90,1875.72,1875.72,3071.16,1045.54,41.72,41.72,1018.79,270.90,1208.68,1208.68,563.85,563.85,1061.92,3236.57,3236.57,1061.92,5204.27,5204.27,5204.27,5204.27,2598.26,2598.26,2598.26,2614.87,2614.87,2614.87,795.04,2737.71,2737.71,2737.71,2737.71,2915.56
K51D4.11,1418.01,1418.01,1671.13,1671.13,1043.55,1043.55,1043.55,1061.74,1061.74,1061.74,1061.74,1011.83,1011.83,429.57,429.57,429.57,429.57,597.48,998.31,998.31,998.31,998.31,998.31,632.21,734.40,699.62,699.62,989.97,989.97,1148.99,1045.74,1107.94,131.32,131.32,131.32,131.32,131.32,0.00,0.00,0.00,0.00,1897.05,1804.03,1827.74,2272.31,2272.31,1827.74,1754.00,1806.04,1754.00,1549.83,1549.83,270.90,687.21,709.17,709.17,1857.05,1857.05,1854.80,1726.14,1726.14,796.37,796.37,270.90,889.94,611.95,3267.73,3233.82,3756.93,3250.89,1549.83,597.48,3630.67,1118.91,1854.80,3630.67,4875.25,4875.25,597.48,3994.58,3526.25,3319.66,1018.79,3319.66,1134.43,1118.91,782.13,865.70,865.70,270.90,1875.72,1875.72,3071.16,1045.54,41.72,41.72,1018.79,270.90,1208.68,1208.68,563.85,563.85,1061.92,3236.57,3236.57,1061.92,5204.27,5204.27,5204.27,5204.27,2598.26,2598.26,2598.26,2614.87,2614.87,2614.87,795.04,2737.71,2737.71,2737.71,2737.71,2915.56
K51D5.11,1418.01,1418.01,1671.13,1671.13,1043.55,1043.55,1043.55,1061.74,1061.74,1061.74,1061.74,1011.83,1011.83,429.57,429.57,429.57,429.57,597.48,998.31,998.31,998.31,998.31,998.31,632.21,734.40,699.62,699.62,989.97,989.97,1148.99,1045.74,1107.94,131.32,131.32,131.32,131.32,131.32,0.00,0.00,0.00,0.00,1897.05,1804.03,1827.74,2272.31,2272.31,1827.74,1754.00,1806.04,1754.00,1549.83,1549.83,270.90,687.21,709.17,709.17,1857.05,1857.05,1854.80,1726.14,1726.14,796.37,796.37,270.90,889.94,611.95,3267.73,3233.82,3756.93,3250.89,1549.83,597.48,3630.67,1118.91,1854.80,3630.67,4875.25,4875.25,597.48,3994.58,3526.25,3319.66,1018.79,3319.66,1134.43,1118.91,782.13,865.70,865.70,270.90,1875.72,1875.72,3071.16,1045.54,41.72,41.72,1018.79,270.90,1208.68,1208.68,563.85,563.85,1061.92,3236.57,3236.57,1061.92,5204.27,5204.27,5204.27,5204.27,2598.26,2598.26,2598.26,2614.87,2614.87,2614.87,795.04,2737.71,2737.71,2737.71,2737.71,2915.56
K7D11.11,408.44,408.44,408.51,408.51,777.00,777.00,777.00,758.81,758.81,758.81,758.81,931.33,931.33,1379.80,1379.80,1379.80,1379.80,1547.71,1948.54,1948.54,1948.54,1948.54,1948.54,1177.16,1836.40,1871.18,1871.18,2305.84,2305.84,984.09,1005.23,943.03,1678.04,1678.04,1678.04,1678.04,1678.04,1809.37,1809.37,1809.37,1809.37,0.00,42.37,41.39,485.97,485.97,41.39,84.64,29.44,84.64,501.15,501.15,1538.47,1122.15,1185.60,1185.60,187.69,187.69,196.17,716.57,716.57,1932.62,1932.62,1538.47,1840.17,1562.19,4217.97,4184.06,4707.17,4201.12,501.15,1547.71,5030.84,2272.50,196.17,5030.84,6275.41,6275.41,1547.71,5394.74,4926.41,4740.79,2277.01,4740.79,2450.30,2272.50,1904.03,2268.52,2268.52,1538.47,2825.95,2825.95,4021.40,2361.41,1851.09,1851.09,2277.01,1538.47,3018.05,3018.05,2373.22,2373.22,992.03,4325.26,4325.26,992.03,6246.28,6246.28,6246.28,6246.28,3640.27,3640.27,3640.27,3656.88,3656.88,3656.88,1066.20,3779.73,3779.73,3779.73,3779.73,4004.26
K7D2.11,501.46,501.46,501.54,501.54,870.02,870.02,870.02,851.83,851.83,851.83,851.83,1024.36,1024.36,1472.82,1472.82,1472.82,1472.82,1640.74,2041.57,2041.57,2041.57,2041.57,2041.57,1270.18,1929.42,1964.20,1964.20,2398.86,2398.86,941.72,962.86,900.66,1771.07,1771.07,1771.07,1771.07,1771.07,1902.39,1902.39,1902.39,1902.39,93.02,0.00,134.41,578.99,578.99,134.41,177.66,122.46,177.66,458.77,458.77,1631.49,1215.18,1278.63,1278.63,280.71,280.71,153.80,809.59,809.59,2025.64,2025.64,1631.49,1933.20,1655.21,4310.99,4277.08,4800.19,4294.14,458.77,1640.74,5123.86,2365.52,153.80,5123.86,6368.44,6368.44,1640.74,5487.76,5019.43,4833.82,2370.03,4833.82,2543.33,2365.52,1997.05,2361.54,2361.54,1631.49,2918.97,2918.97,4114.42,2454.43,1944.11,1944.11,2370.03,1631.49,3111.07,3111.07,2466.24,2466.24,1085.05,4418.29,4418.29,1085.05,6339.30,6339.30,6339.30,6339.30,3733.29,3733.29,3733.29,3749.90,3749.90,3749.90,1159.22,3872.75,3872.75,3872.75,3872.75,4097.28
