detid_Y,Az019_z1,Az019_z2,Az019_z3,Az019_z4,Az019_z5,Az020_z1,Az020_z2,Az020_z3,Az022_a,Az026_b2,Az026_c3,Az026_d,Az026_e2,Az030_z14,Az030_z15,Az030_z16,Az032_z10,Az032_z11,Az032_z20,Az032_z21,Az033_b5,Az033_z1,Az033_z2,Az033_z3,Az034_z2,Az034_z3,Az034_z4,Az035_b2,Az035_d1,Az035_d3,Az039_z2,Az039_z6,Az054_d2,Az054_e2,Az054_e4,Az055_z4,Az055_z5,Az057_a1,Az057_a2,Az057_z1,Az057_z2,Az057_z3,Az057_z4,Az057_z5,Az060_a1,Az060_a2,Az060_b,Az060_c2,Az061_b,Az061_c2,Az062_a1,Az062_b1,Az062_c1,Az062_c3,Az062_z1,Az062_z2,Az074_z1z2,Az074_z3z4,Az074_z5z6,Az080_z2z3,Az088_z1z2,Az088_z3z4,Az104_z1z2,Az112_b2,Az112_d1,Az112_d2,Az112_e4,Az112_z1,Az112_z2,Az132_z1,Az132_z2,Az132_z3,Az132_z4,Az147_a4,Az147_b1,Az147_b2,Az147_c2,Az147_d2,Az147_z1,Az147_z2,Az157_a1,Az157_e1,Az157_e2e3,Az157_z1z2z3,Az157_z5z6,Az157_z7,Az189_a1,Az189_b3,Az189_d3,Az189_z1,Az189_z2,Az191_a2,Az191_d3,Az191_d4,Az191_e1,Az191_e2,Az191_f2,Az192_z1,Az192_z2,Az192_z3,Az192_z4,Az193_z2,Az193_z3,Az195_a1a2,Az195_b1,Az195_c1,Az195_d1,Az195_e1e2,Az195_f1,Az195_g1,Az195_h1,Az198_b2,Az205_c5,Az205_c6,Az207_c1,Az207_f2,Az208_b1,Az208_b2,Az211_b1b2,Az211_z1a,Az211_z1b,Az214_z3,Az214_z4,Az240_z2,Az240_z3,Az240_z4,Az243_c3,Az243_d2,Az243_z1,Az243_z2,Az243_z3,Az243_z4,Az244_z12,Az244_z13,Az244_z17,Az255_z1z2,Az255_z3z4,Az256_a1a2,Az266_a1a2,Az294_a1,Az294_a2,Az294_c1,Az294_c2,Az294_d3,Az295_a2,Az295_b1,Az295_b2,Az295_c2,Az295_z1,Az296_b1,Az296_b2,Az297_a1,Az311_z1,Az311_z2,Az311_z3,Az336_a2,Az341_z1z2,Az341_z3z4,Az341_z5z6z7z8,Az341_z9z10,Az349_z1,Az349_z2,Az349_z3,Az353_a1a2,Az354_b2,Az354_c1c2,Az355_a1a2,Az355_d1d2,Az426_z1,Az426_z1b,Az426_z2,Az426_z2b,Az450_b2,Az450_d1,Az450_d2,Az450_z1,Az450_z2z3,Az453_a2,Az453_b1,Az453_b2,Az453_z2,Az453_z3,Az453_z4,Az454_a1,Az454_a2,Az454_b1,Az454_b2,Az457_a1a2a3,Az457_c2,Az457_e2,Az457_f2f4,Az465_a,Az465_b,Az470_b2,Az470_f3,Az470_f4,Az470_h,Az487_f3,Az487_g3,Az487_z4,Az487_z5,Az487_z6,Az487_z7,Az488_a1,Az488_a2,Az488_z7,Az491_f5,Az491_f6,Az491_z5z6,Az501_z1,Az501_z2,Az509_z1a,Az509_z1b,Az509_z2a,Az522_z1,Az522_z4,Az528_c1,Az528_z1a,Az528_z3a,Az539_z5,Az546_z1,Az546_z2,Az551_d1,Az551_d2,Az551_f4,Az552_a1a2,Az552_b1b2,Az563_a3,Az563_b1,Az563_b2,Az576_a2,Az576_b1,Az588_z1,Az588_z2,Az591_z48,Az591_z49,Az900_z2,Az900_z5,Az900_z6,es11FD129_D1,es11FD129_D2,es11FD131_D2,es11FD131_D3,es11FD132_D2,es11FD132_D3,es11FD132_D45,es11FD132_D7,es11FD132_D9,es11FD133_D6,es11FD142_D1,es11FD142_D2,es11FD147_D1,es11FD147_D2,es11FD147_D7,es11FD147_D9,es11FD19_D4,es11FD225_D1_a1,es11FD225_D5_c1,es11FD225_D6_d1,es11FD36_D39,es11FD36_D40,es11FD36_D41,es11FD378_D1,es11FD378_D26_z1b,es11FD378_D28_z2b,es11FD378_D30_z3b,es11FD378_D32_z4b,es11FD39_D10,es11FD39_D11,es11FD39_D12,es11FD39_D76_z1a,es11FD39_D77_z2a,es11FD39_D78_z3a,es11FD39_D79_z4a,es11FD39_D81_z6a,es11FD39_D82_z7a,es11FD39_D83_z8a,es11FD73_D1,es11FD73_D10,es11FD73_D12,es11FD73_D15,es11FD73_D17,es11FD73_D18,es11FD73_D2,es11FD73_D4,es11FD73_D7,es11FD73_D8,es11FD73_D9,es11FD75_D10_d2,es11FD75_D11_e1,es11FD75_D14_f3,es11FD75_D16_g2,es11FD75_D19_z1,es11FD75_D1_a1,es11FD75_D20_z2,es11FD75_D2_a2,es11FD75_D8_c4,es21FD189_D14,es21FD206_D2_b1,es21FD206_D3_b2,es21FD206_D4_b3,es21FD206_D5_b4,es21FD207_D2_a2,es21FD207_D6_d2,es21FD207_D8_e2,es21FD27_D1_a,es21FD27_D3_b2,es21FD27_D6_e1,es21FD27_D7_e2,es21FD27_D8_g1,es21FD27_D9_g2,es21FD33_D14,es21FD33_D15,es21FD33_D17,es21FD33_D18,es21FD33_D19,es21FD34_D13_a1,es21FD34_D14_a2,es21FD34_D15_b1,es21FD34_D16_b2,es21FD3_D1,es21FD3_D2,es21FD3_D3,es21FD3_D4,es21FD3_D6,es21FD3_D9,es21FD446_D1,es21FD446_D12,es21FD446_D15,es21FD446_D16,es21FD446_D4,es21FD446_D8,es21FD446_D9,es21FD4_D5,es21FD4_D6,es21FD4_D76,es21FD4_D77,es21FD4_D78,es21FD4_D79,es21FD4_D80,es21FD4_D81,es21FD4_D82,es21FD4_D9,es21FD579_D1,es21FD579_D4,es21FD64_D11_z1,es21FD64_D12_z2,es21FD9_D1,es21FD9_D10,es21FD9_D12,es21FD9_D14,es21FD9_D2,es21FD9_D4,es21FD9_D6,es31FD155_D13_c1,es31FD155_D1_a1,es31FD155_D2_a2,es31FD155_D3_b1,es31FD155_D4_b2,es31FD329_D1_a1,es31FD329_D2_a2,es31FD329_D3_b1,es31FD329_D5_c2,es31FD430_D1_a1,es31FD430_D2_b1,es31FD430_D3_b2,es31FD430_D6_c3,es31FD430_D7_d1,es71FD235_D2,es71FD588_D10_z4,es71FD588_D11_z5,es71FD588_D12_z6,es71FD588_D13_z7,es71FD588_D20_b2,es71FD588_D21_c3,es71FD588_D22_c4,es71FD588_D25_e3,es71FD588_D26_e4,es71FD588_D27_f2,es71FD588_D29_h3,es71FD588_D30_h4,ig12FD125_D2_a2,ig12FD125_D3_b1,ig12FD125_D8_d2,ig12FD226_D1_a,ig12FD226_D6_d,ig12FD36_D22_g1,ig12FD36_D23_g2,ig12FD36_D29_h2,ig12FD36_D2_a2,ig12FD36_D44_z6,ig12FD36_D45_z7,ig12FD36_D5_b2,ig12FD45_D3_b2,ig12FD45_D4_b3,ig12FD45_D5_c1,ig22FD20_D19,ig22FD20_D21,ig22FD20_D23,ig22FD20_D25,ig22FD224_D2,ig22FD22_D4,ig22FD22_D5,ig22FD22_D7,ig22FD22_D8,ig22FD243_D6,ig22FD25_D10_f2,ig22FD25_D11_g1,ig22FD25_D62_z1b,ig22FD25_D66_z3b,ig22FD25_D68_z4b,ig22FD25_D9_f1,ig22FD263_D2_b2,ig22FD263_D7_d1,ig22FD26_D11,ig22FD26_D5,ig22FD26_D8,ig22FD26_D9,ig22FD285_D1,ig22FD30_D1_a1,ig22FD319_D1,ig22FD319_D2,ig22FD319_D3,ig22FD319_D4,ig22FD32_D11_d3,ig22FD32_D18_f3,ig22FD32_D19_f4,ig22FD32_D5_b5,ig22FD32_D6_b6,ig22FD32_D8_c2,ig22FD35_D3,ig22FD35_D8,ig22FD53_D1_a1,ig22FD53_D9_c6,ig22FD55_D11_d3,ig22FD55_D1_a1,ig22FD55_D2_a2,ig22FD55_D5_b3,ig22FD603_D39,ig22FD603_D41,ig22FD603_D45,ig22FD603_D67,ig22FD603_D71,ig22FD60_D1,ig22FD60_D3,ig22FD72_D1,ig22FD72_D12,ig22FD72_D13,ig22FD72_D17,ig22FD72_D19,ig22FD72_D2,ig22FD72_D3,ig22FD72_D5,ig22FD72_D8,ig22FD72_D9,ig32FD200_D2_c2,ig32FD200_D4_d2,ig32FD377_D42,ig32FD377_D43,ig32FD377_D44,ig32FD377_D45,ig32FD377_D46,ig32FD377_D47,ig32FD377_D48,ig32FD377_D49,ig32FD377_D6,ig32FD377_D7,ig32FD470_D7_c3,ig32FD470_D8_c4,ig32FD471_D13_f1,ig32FD471_D23_e4,ig32FD471_D24_e5,ig32FD471_D7_c2,ig32FD510_D12_e3,ig32FD510_D13_e4,ig32FD510_D1_a1,ig32FD510_D2_a2,ig32FD510_D4_b2,ig52FD382_D20_z5b,ig52FD382_D4_c1,ig52FD382_D5_c2,ig52FD382_D6_d1,ig52FD382_D9_f1,ig72FD101_D1,ig72FD101_D2,ig72FD101_D3,ig72FD101_D4,ig72FD101_D6,ig72FD101_D8,ig72FD157_D22_h2,ig72FD157_D24_h4,ig72FD177_D1_a,ig72FD177_D4_c,ig72FD196_D1_a,ig72FD196_D2_b1,ig72FD196_D3_b2,ig72FD341_D20_f4,ig72FD341_D32_j4,ig72FD522_D23_z1a,ig72FD522_D25_z2a,ig72FD522_D27_z3a,ig72FD522_D29_z4a,ig72FD581_D10_c3,ig72FD581_D2_a2,ig72FD581_D3_a3,ig72FD581_D4_b1,ig72FD581_D5_b2,ig72FD581_D9_c2,ig72FD609_D3_c,ig72FD77_D1,ig72FD77_D12_d4,ig72FD77_D19_h1,ig72FD77_D2,ig72FD77_D20_h2,ig72FD77_D5,ig72FD77_D6,ig72FD79_D1,ig72FD79_D10,ig72FD79_D11,ig72FD79_D14,ig72FD79_D15,ig72FD79_D17,ig72FD79_D19,ig72FD79_D21,ig72FD79_D4,ig72FD79_D5,ig72FD79_D6,ig72FD79_D64,ig72FD79_D65,ig72FD79_D69,ig72FD79_D7,ig72FD79_D71,ig72FD79_D73,ig72FD79_D75,ig72FD79_D77,ig72FD86_D4,ig72FD86_D5,ig72FD99_D1,ig72FD99_D2,ig72FD99_D3,ig72FD99_D4,ig72FD99_D5,ig73FD198_D1_a,ig73FD198_D2_b1,ig73FD46_D1_a1,ig73FD46_D2_b1,ig73FD498_D1_a1,ig73FD498_D6_d1
Az019_z1,0.00,5076.38,6774.74,6774.74,314.02,3794.39,3794.39,4969.15,1427.33,1650.63,6191.78,6191.78,6191.78,2003.52,2003.52,2105.14,3666.09,3666.09,3666.09,3666.09,3666.09,6191.78,3131.34,3131.34,5567.96,4858.32,1859.26,3295.87,3317.87,3283.62,4170.19,5413.29,2147.42,2399.84,2399.84,3259.01,3259.01,4618.19,4618.19,6463.49,6463.49,7309.19,7309.19,3732.27,1087.20,1087.20,1087.20,3666.09,4072.14,3252.01,3252.01,5975.73,5975.73,7043.17,5975.73,5975.73,6214.81,6191.78,6182.73,2432.65,3252.01,5975.73,2896.69,1903.66,1903.66,1923.91,1923.91,2994.55,3362.14,3362.14,3362.14,3115.09,3115.09,5084.90,5548.42,5133.26,5113.28,5113.28,5113.28,5710.66,5710.66,1342.25,6774.74,8121.07,8121.07,1381.33,1310.88,1054.16,1022.18,1022.18,3252.01,314.02,249.32,249.32,172.40,1017.88,1017.88,647.34,647.34,3211.53,3211.53,3223.87,3223.87,5203.02,3553.68,3553.68,3541.90,5211.66,3541.90,3805.93,3805.93,3805.93,4969.15,4969.15,4969.15,4641.76,4654.67,4654.67,5606.98,4693.62,1128.82,1427.33,1443.43,4870.53,4870.53,4870.53,4858.32,2890.78,2890.78,2890.78,2890.78,2638.45,2638.45,2649.70,2649.70,5393.99,5408.79,7610.42,7520.19,4833.71,4833.71,5975.73,5975.73,2493.83,2847.52,2847.52,2856.20,3293.86,3293.86,5474.34,5474.34,4618.19,3666.09,3732.27,3732.27,5897.93,8756.49,6645.58,6645.58,8756.49,2980.44,2961.37,2961.37,5975.73,3283.62,1923.91,3073.80,3023.93,5993.09,1496.46,2087.76,1172.38,1186.15,1186.15,1186.15,4481.82,5863.49,4312.60,4312.60,4346.01,4899.65,4899.65,4869.16,4869.16,4691.35,4691.35,4978.50,5849.68,936.17,936.17,6198.58,842.96,842.96,842.96,3223.87,3553.68,3805.93,4969.15,767.71,989.37,989.37,989.37,989.37,1149.09,1149.09,1149.09,841.55,841.55,4870.53,1008.91,1008.91,6154.58,7043.17,7043.17,4870.53,4858.32,2890.78,2942.06,2942.06,2147.42,2856.20,2856.20,6100.01,6081.75,6081.75,2567.48,3252.01,4745.98,4745.98,4711.18,2966.90,2966.90,3252.01,3252.01,2488.39,1087.20,7043.17,7043.17,7043.17,2961.37,3062.56,3375.44,3375.44,3892.45,3892.45,2994.55,2994.55,2994.55,3115.09,1303.23,1381.33,1022.18,1022.18,22.41,77.91,1573.63,659.94,674.28,674.28,2416.75,2416.75,5733.47,5925.66,4511.23,6500.72,6463.49,6463.49,6213.17,6213.17,6196.33,6486.22,3942.26,4687.00,3718.05,4311.74,3784.81,3784.81,4978.50,1489.42,1489.42,1746.51,1402.31,2856.20,3223.87,3553.68,2176.17,2391.02,2176.17,2694.43,1065.15,1065.15,1949.22,1923.91,1949.22,1923.91,1923.91,6385.96,5897.93,1310.88,1310.88,1054.16,972.08,2186.06,4354.93,4411.93,6813.31,6813.31,6956.47,6070.26,841.55,841.55,1933.41,2387.62,2835.66,2835.66,1933.41,2890.78,2890.78,2890.78,2890.78,3457.95,2847.52,2847.52,2856.20,4618.19,1651.59,657.18,1859.26,2980.44,2980.44,4557.35,1923.91,1923.91,541.98,541.98,6213.17,541.98,687.79,687.79,734.67,734.67,734.67,6213.17,3073.80,3023.93,1065.15,1949.22,4370.77,4370.77,4370.77,4370.77,4370.77,4370.77,3252.01,3129.45,5242.36,5209.83,5209.83,3129.45,5588.05,5588.05,5524.38,5524.38,3784.81,6061.74,6061.74,2961.37,4170.19,4451.34,1720.41,1720.41,1664.16,1664.16,4687.00,3928.18,4072.14,1664.16,1664.16,1706.04,1706.04,2186.06,3947.51,3947.51,3957.43,7089.31,7615.13,6191.78,6191.78,6214.81,6191.78,6214.81,6214.81,6191.78,6645.58,6645.58,6645.58,3541.90,3541.90,1109.83,1109.83,1508.58,841.55,841.55,1008.91,1008.91,4451.34,818.76,939.22,939.22,939.22,1190.79,818.76,1025.26,1025.26,1664.16,1664.16,1664.16,1664.16,1489.42,2191.00,2571.81,1985.69,1985.69,1985.69,3966.30,4811.68,3966.30,6319.25,6397.12,3966.30,2416.75,2416.75,3131.34,6214.81,989.37,4346.01,4346.01,767.71,3457.16,1496.46,2087.76,2087.76,1172.38,3023.93,2994.55,1097.19,4481.82,4481.82,4481.82,4978.50,1097.19,1186.15,1186.15,1186.15,4481.82,634.39,318.11,6223.75,5925.66,5925.66,5925.66,5971.79,5971.79,5971.79,5925.66,5733.47,6223.75,2399.84,2399.84,3194.56,3367.66,3194.56,3259.01,3666.09,3732.27,6804.88,6804.88,6804.88,6214.81,6214.81,6214.81,6214.81,6214.81,6636.97,6636.97,6567.30,6567.30,6656.60,6774.95,6442.99,6442.99,6410.98,758.26,4834.91,4834.91,4813.98,6191.78,6191.78,5437.87,5520.29,5083.41,5265.61,6100.01,3259.01,6100.01,6081.75,6081.75,6100.01,5437.87,2856.20,378.11,3957.43,2280.82,6858.05,2280.82,3422.64,3422.64,1934.80,1934.80,5925.66,5925.66,5971.79,5971.79,5971.79,3279.66,3279.66,3507.81,5971.79,5631.66,2432.65,3535.78,2432.65,2488.39,1087.20,1087.20,2567.48,4451.34,3252.01,3252.01,1949.22,1949.22,1923.91,4813.98,4813.98,6645.58,6645.58,6804.88,6804.88
Az019_z2,4931.86,0.00,3595.35,3595.35,4692.97,4676.12,4676.12,5850.88,3987.12,3590.30,7100.11,7100.11,7100.11,3237.41,3237.41,3246.25,1586.19,1586.19,1586.19,1586.19,1586.19,7100.11,2109.59,2109.59,1187.58,5740.05,4546.82,7730.89,7752.89,7718.64,1322.11,1032.92,3857.78,2461.72,2461.72,1608.95,1608.95,383.46,383.46,2169.17,2169.17,2641.82,2641.82,1563.94,4017.66,4017.66,4017.66,1586.19,1224.06,3005.15,3005.15,2423.92,2423.92,2966.66,2423.92,2423.92,7123.14,7100.11,7091.05,5066.53,3005.15,2423.92,5499.26,4502.42,4502.42,4482.17,4482.17,4373.48,4284.09,4284.09,4284.09,4494.02,4494.02,1243.82,1186.48,1276.77,1288.82,1288.82,1288.82,1437.40,1437.40,4918.33,3595.35,3706.07,3706.07,5915.50,5127.21,4943.04,5018.69,5018.69,3005.15,4692.97,4695.22,4695.22,5104.26,4514.99,4514.99,4725.34,4725.34,4158.16,4158.16,4145.82,4145.82,5623.73,4417.99,4417.99,4429.78,5632.37,4429.78,4664.59,4664.59,4664.59,5850.88,5850.88,5850.88,5523.48,5536.39,5536.39,5223.07,5575.35,4059.28,3987.12,3971.02,5752.26,5752.26,5752.26,5740.05,4185.46,4185.46,4185.46,4185.46,4196.25,4196.25,4207.50,4207.50,5434.40,5449.20,12388.37,12298.14,5742.03,5742.03,2423.92,2423.92,2367.73,2174.63,2174.63,2005.36,1567.76,1567.76,1617.85,1617.85,383.46,1586.19,1563.94,1563.94,1114.78,4341.50,7511.22,7511.22,4341.50,7377.33,7396.39,7396.39,2423.92,7718.64,4482.17,5676.36,5626.49,1612.71,4764.11,6408.28,5706.56,4054.77,4054.77,4054.77,858.88,5259.63,8747.62,8747.62,8781.03,9334.67,9334.67,9304.18,9304.18,262.32,262.32,195.35,5273.44,4101.15,4101.15,5535.18,4189.10,4189.10,4189.10,4145.82,4417.99,4664.59,5850.88,4264.83,3919.83,3919.83,3919.83,3919.83,4079.55,4079.55,4079.55,4185.85,4185.85,5752.26,4039.75,4039.75,9915.40,2966.66,2966.66,5752.26,5740.05,4185.46,3852.16,3852.16,3857.78,2005.36,2005.36,10036.75,10055.01,10055.01,3082.04,3005.15,330.99,330.99,296.18,2721.31,2721.31,3005.15,3005.15,5090.95,4017.66,2966.66,2966.66,2966.66,7396.39,7459.44,7810.46,7810.46,6670.52,6670.52,4373.48,4373.48,4373.48,4494.02,5837.40,5915.50,5018.69,5018.69,4902.16,4957.66,4133.41,4246.77,4232.43,4232.43,2878.31,2878.31,2344.41,1661.77,3133.05,2206.39,2169.17,2169.17,1816.67,1816.67,1833.51,2191.90,1298.66,3142.23,2339.87,2243.63,2406.64,2406.64,195.35,5243.92,5243.92,5606.31,5087.46,2005.36,4145.82,4417.99,5852.68,6067.53,5852.68,6229.04,5187.83,5187.83,4055.98,4482.17,4055.98,4482.17,4482.17,4866.84,1114.78,5127.21,5127.21,4943.04,4915.93,6240.99,2976.75,3033.75,11591.26,11591.26,11734.43,10848.22,4185.85,4185.85,2963.81,2902.18,3297.22,3297.22,2963.81,4185.46,4185.46,4185.46,4185.46,6724.11,2174.63,2174.63,2005.36,383.46,4211.38,5498.36,4546.82,7377.33,7377.33,5465.67,4482.17,4482.17,5421.73,5421.73,1816.67,5421.73,5465.74,5465.74,5512.62,5512.62,5512.62,1816.67,5676.36,5626.49,5187.83,4055.98,5279.09,5279.09,5279.09,5279.09,5279.09,5279.09,3005.15,7907.40,10020.32,9987.78,9987.78,7907.40,10366.00,10366.00,10302.34,10302.34,2406.64,10839.69,10839.69,7396.39,1322.11,5359.66,6254.58,6254.58,6198.34,6198.34,3142.23,2481.09,1224.06,6198.34,6198.34,6240.21,6240.21,6240.99,7624.02,7624.02,7633.94,2674.31,3200.14,7100.11,7100.11,7123.14,7100.11,7123.14,7123.14,7100.11,7511.22,7511.22,7511.22,4429.78,4429.78,4794.98,4794.98,4036.16,4185.85,4185.85,4039.75,4039.75,5359.66,4384.17,3970.06,3970.06,3970.06,3807.89,4384.17,3883.78,3883.78,6198.34,6198.34,6198.34,6198.34,5243.92,5867.51,2669.11,3351.03,3351.03,3351.03,7727.13,8572.50,7727.13,3471.17,3549.04,7727.13,2878.31,2878.31,2109.59,7123.14,3919.83,8781.03,8781.03,4264.83,4379.11,4764.11,6408.28,6408.28,5706.56,5626.49,4373.48,4163.07,858.88,858.88,858.88,195.35,4163.07,4054.77,4054.77,4054.77,858.88,5175.79,4842.93,1867.36,1661.77,1661.77,1661.77,1615.41,1615.41,1615.41,1661.77,2344.41,1867.36,2461.72,2461.72,1667.00,1731.74,1667.00,1608.95,1586.19,1563.94,2728.37,2728.37,2728.37,7123.14,7123.14,7123.14,7123.14,7123.14,2221.98,2221.98,2152.31,2152.31,2241.60,2359.96,2179.10,2179.10,2147.09,4443.41,3271.96,3271.96,3292.89,7100.11,7100.11,2048.80,2131.22,9861.36,10043.57,10036.75,1608.95,10036.75,10055.01,10055.01,10036.75,2048.80,2005.36,4757.06,7633.94,2960.11,4835.33,2960.11,6457.01,6457.01,3357.79,3357.79,1661.77,1661.77,1615.41,1615.41,1615.41,6313.13,6313.13,6541.27,1615.41,2556.52,5066.53,6216.90,5066.53,5090.95,4017.66,4017.66,3082.04,5359.66,3005.15,3005.15,4055.98,4055.98,4482.17,3292.89,3292.89,7511.22,7511.22,2728.37,2728.37
Az019_z3,6803.88,4587.07,0.00,0.00,6564.98,5350.76,5350.76,5142.59,5417.75,6169.40,10606.03,10606.03,10606.03,5816.52,5816.52,5825.36,4744.46,4744.46,4744.46,4744.46,4744.46,10606.03,4892.28,4892.28,4619.72,4638.74,5977.45,9565.46,9587.45,9553.21,4828.04,4465.05,5288.41,4716.60,4716.60,3977.63,3977.63,3511.30,3511.30,5160.75,5160.75,4830.63,4830.63,4810.64,5889.67,5889.67,5889.67,4744.46,4729.99,3840.67,3840.67,1985.61,1985.61,1365.21,1985.61,1985.61,10629.07,10606.03,10596.98,6497.15,3840.67,1985.61,6929.89,5933.05,5933.05,5912.80,5912.80,5048.12,4958.73,4958.73,4958.73,5168.66,5168.66,4675.95,4618.61,4708.90,4720.96,4720.96,4720.96,4869.53,4869.53,6348.95,0.00,3048.66,3048.66,7787.52,6999.22,6815.05,6809.31,6809.31,3840.67,6564.98,6567.24,6567.24,6976.28,6387.01,6387.01,6597.35,6597.35,4832.80,4832.80,4820.46,4820.46,4293.63,5092.63,5092.63,5104.42,4302.28,5104.42,5339.23,5339.23,5339.23,5142.59,5142.59,5142.59,4841.02,4828.11,4828.11,3892.97,4867.06,5931.29,5417.75,5401.65,4626.53,4626.53,4626.53,4638.74,4860.10,4860.10,4860.10,4860.10,4952.22,4952.22,4940.98,4940.98,4104.31,4119.11,14362.18,14271.95,9247.96,9247.96,1985.61,1985.61,4622.60,4429.50,4429.50,4374.04,4012.48,4012.48,5049.98,5049.98,3511.30,4744.46,4810.64,4810.64,4546.92,3554.12,11017.15,11017.15,3554.12,9211.89,9230.96,9230.96,1985.61,9553.21,5912.80,7106.99,7057.12,4872.97,6194.74,8280.30,7578.57,6521.67,6521.67,6521.67,5134.63,3929.54,10582.19,10582.19,10615.60,11169.24,11169.24,11138.75,11138.75,3340.34,3340.34,3627.49,3943.34,5973.16,5973.16,4205.08,6061.12,6061.12,6061.12,4820.46,5092.63,5339.23,5142.59,6136.84,5791.84,5791.84,5791.84,5791.84,5696.83,5696.83,5696.83,6057.87,6057.87,4626.53,5911.76,5911.76,11664.08,1365.21,1365.21,4626.53,4638.74,4860.10,4758.00,4758.00,5288.41,4374.04,4374.04,11785.43,11803.69,11803.69,4512.67,3840.67,3300.64,3300.64,3265.83,3927.32,3927.32,3840.67,3840.67,6521.58,5889.67,1365.21,1365.21,1365.21,9230.96,9294.01,9645.02,9645.02,8101.15,8101.15,5048.12,5048.12,5048.12,5168.66,7709.42,7787.52,6809.31,6809.31,6774.17,6829.67,5564.04,6118.78,6104.44,6104.44,4308.93,4308.93,1545.99,1935.54,2614.41,5197.97,5160.75,5160.75,2223.05,2223.05,2206.21,5183.48,4588.67,2904.57,3014.51,3084.06,3081.28,3081.28,3627.49,7513.56,7513.56,7875.95,7357.10,4374.04,4820.46,5092.63,7599.22,7902.10,7599.22,8649.22,7059.84,7059.84,5486.61,5912.80,5486.61,5912.80,5912.80,8372.77,4546.92,6999.22,6999.22,6815.05,6759.21,8075.56,2425.09,2482.09,13565.06,13565.06,13708.23,12822.02,6057.87,6057.87,4835.83,4332.81,4727.85,4727.85,4835.83,4860.10,4860.10,4860.10,4860.10,9412.74,4429.50,4429.50,4374.04,3511.30,5642.01,7408.94,5977.45,9211.89,9211.89,8971.60,5912.80,5912.80,7293.74,7293.74,2223.05,7293.74,7439.55,7439.55,7486.43,7486.43,7486.43,2223.05,7106.99,7057.12,7059.84,5486.61,8785.02,8785.02,8785.02,8785.02,8785.02,8785.02,3840.67,9881.21,11994.12,11961.59,11961.59,9881.21,12339.81,12339.81,12276.14,12276.14,3081.28,12813.50,12813.50,9230.96,4828.04,8865.59,8126.60,8126.60,8070.35,8070.35,2904.57,3155.73,4729.99,8070.35,8070.35,8112.23,8112.23,8075.56,9372.71,9372.71,9382.62,3234.31,3462.34,10606.03,10606.03,10629.07,10606.03,10629.07,10629.07,10606.03,11017.15,11017.15,11017.15,5104.42,5104.42,7064.62,7064.62,5466.79,6057.87,6057.87,5911.76,5911.76,8865.59,6256.18,5842.07,5842.07,5842.07,5679.90,6256.18,5755.80,5755.80,8070.35,8070.35,8070.35,8070.35,7513.56,7702.08,5248.22,4781.66,4781.66,4781.66,9475.81,10321.18,9475.81,6977.10,7054.97,9475.81,4308.93,4308.93,4892.28,10629.07,5791.84,10615.60,10615.60,6136.84,5053.75,6194.74,8280.30,8280.30,7578.57,7057.12,5048.12,6432.71,5134.63,5134.63,5134.63,3627.49,6432.71,6521.67,6521.67,6521.67,5134.63,7047.80,7069.87,2233.63,1935.54,1935.54,1935.54,1981.67,1981.67,1981.67,1935.54,1545.99,2233.63,4716.60,4716.60,4035.68,3854.84,4035.68,3977.63,4744.46,4810.64,1126.92,1126.92,1126.92,10629.07,10629.07,10629.07,10629.07,10629.07,2807.80,2807.80,2872.42,2872.42,2801.60,2919.95,1806.14,1806.14,1740.42,6713.05,2274.27,2274.27,2295.20,10606.03,10606.03,1610.49,1530.17,11835.17,12017.37,11785.43,3977.63,11785.43,11803.69,11803.69,11785.43,1610.49,4374.04,6629.08,9382.62,5539.21,3505.23,5539.21,7887.64,7887.64,4788.42,4788.42,1935.54,1935.54,1981.67,1981.67,1981.67,7743.75,7743.75,7971.90,1981.67,1226.42,6497.15,7647.53,6497.15,6521.58,5889.67,5889.67,4512.67,8865.59,3840.67,3840.67,5486.61,5486.61,5912.80,2295.20,2295.20,11017.15,11017.15,1126.92,1126.92
