detid_Y,BP2_D1,BP2_D2,BP2_D3,BP4_D1(1),BP4_D10(3),BP4_D2(1),BP4_D3(2),BP4_D4(2),BP4_D5(2),BP4_D6(4),BP4_D8(3),BP4_D9(3),FA6_D10,FA6_D11,FA6_D14,FA6_D15,FA6_D16,FA6_D17,FA6_D18,FA6_D19,FA6_D2,FA6_D24,FA6_D25,FA6_D27,FA6_D28,FA6_D29,FA6_D3,FA6_D30,FA6_D31,FA6_D32,FA6_D33,FA6_D34,FA6_D35,FA6_D36,FA6_D37,FA6_D38,FA6_D4,FA6_D5,FA6_D6,FA6_D7,FA6_D8,FA6_D9,G3_D1(KFZ1),G3_D2(KFZ1),G3_D3(KFZ2),G3_D4(KFZ2),G3_D5(KFZ3),HB1_D1,HB1_D13,HB1_D14,HB1_D15,HB1_D16,HB1_D17,HB1_D2,HB1_D3,HB1_D4,HB1_D5,HB1_D6,HB1_D7,HB1_D8,HB4_D1(KFZ4),HB4_D2(KFZ4),MUE3_D2(KFZ),MUE3_D3(KFZ),PR1_D1,PR1_D10,PR1_D11,PR1_D2,PR1_D3,PR1_D4,PR1_D5,PR1_D6,PR1_D7,PR1_D8,PR1_D9,PR3_D1(KFZ1),PR3_D2(KFZ1),PR3_D3(KFZ2),SD_D1(KFZ1),SD_D2(KFZ2),SD_D3(KFZ3),SHO_D1(KFZ1),SHO_D2(KFZ4),STA1_D1(KFZ4),STA1_D2(KFZ4),STA1_D8(KFZ5),STA1_D9(KFZ5),STA2_D2(KFZ4),STA2_D3(KFZ4),STA2_D4(KFZ4),STA2_D5(KFZ3),STA2_D6(KFZ3),STA2_D7(KFZ3),STA2_D8(KFZ3),STA4_D1(KFZ1),STA4_D1a(KFZ1),STA4_D2(KFZ2),STA4_D2a(KFZ2),STA4_D4(KFZ4),STA4_D4a(KFZ4),STA4_D6(KFZ6),STA4_D6a(KFZ6),STA4_D8(KFZ8),STA4_D8a(KFZ8),STA4_D9(KFZ9),STA4_D9a(KFZ9),T1_D1,T1_D2,T1_D3,T1_D4,WL2_D1(KFZ1),WL2_D2(KFZ3)
FA6_D2,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D24,1575.67,1575.67,1575.67,1461.86,1399.62,1461.86,1461.86,1461.86,1461.86,1455.66,1399.62,1399.62,29.78,29.78,0.00,0.00,0.00,0.00,0.00,0.00,20.19,0.00,0.00,20.19,20.19,20.19,20.19,20.19,20.19,20.19,141.87,141.87,141.87,141.87,141.87,141.87,20.19,20.19,20.19,20.19,29.78,29.78,1670.52,1498.56,1488.60,1480.71,1480.71,819.56,884.52,884.52,884.52,796.13,796.13,819.56,819.56,1417.63,1417.63,964.23,964.23,1417.63,1130.53,1130.53,1369.64,1369.64,471.78,603.99,603.99,471.78,471.78,528.15,528.15,528.15,528.15,603.99,603.99,1383.17,1383.17,1383.17,2421.16,2465.61,2465.61,1881.03,1881.03,1825.81,1825.81,1855.10,1855.10,1960.02,1960.02,1960.02,1958.76,1958.76,1958.76,1958.76,2248.89,2248.89,2248.89,2248.89,2188.35,2852.17,2225.86,2225.86,2259.24,2259.24,2552.74,2552.74,946.11,946.11,946.11,946.11,1414.29,1414.29
FA6_D25,1575.67,1575.67,1575.67,1461.86,1399.62,1461.86,1461.86,1461.86,1461.86,1455.66,1399.62,1399.62,29.78,29.78,0.00,0.00,0.00,0.00,0.00,0.00,20.19,0.00,0.00,20.19,20.19,20.19,20.19,20.19,20.19,20.19,141.87,141.87,141.87,141.87,141.87,141.87,20.19,20.19,20.19,20.19,29.78,29.78,1670.52,1498.56,1488.60,1480.71,1480.71,819.56,884.52,884.52,884.52,796.13,796.13,819.56,819.56,1417.63,1417.63,964.23,964.23,1417.63,1130.53,1130.53,1369.64,1369.64,471.78,603.99,603.99,471.78,471.78,528.15,528.15,528.15,528.15,603.99,603.99,1383.17,1383.17,1383.17,2421.16,2465.61,2465.61,1881.03,1881.03,1825.81,1825.81,1855.10,1855.10,1960.02,1960.02,1960.02,1958.76,1958.76,1958.76,1958.76,2248.89,2248.89,2248.89,2248.89,2188.35,2852.17,2225.86,2225.86,2259.24,2259.24,2552.74,2552.74,946.11,946.11,946.11,946.11,1414.29,1414.29
FA6_D27,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D28,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D29,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D3,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D30,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D31,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D32,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D33,1647.95,1647.95,1647.95,1534.15,1471.91,1534.15,1534.15,1534.15,1534.15,1527.95,1471.91,1471.91,1152.27,1152.27,1122.49,1122.49,1122.49,1122.49,1122.49,1122.49,1142.68,1122.49,1122.49,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,0.00,0.00,0.00,0.00,0.00,0.00,1142.68,1142.68,1142.68,1142.68,1152.27,1152.27,1969.43,1797.47,1787.51,1779.62,1779.62,1213.79,1278.75,1278.75,1278.75,1190.36,1190.36,1213.79,1213.79,1811.86,1811.86,1144.91,1144.91,1811.86,1524.76,1524.76,1763.87,1763.87,866.01,998.22,998.22,866.01,866.01,922.38,922.38,922.38,922.38,998.22,998.22,1241.30,1241.30,1241.30,2685.42,2729.87,2729.87,2201.86,2201.86,2090.07,2090.07,2119.36,2119.36,2224.28,2224.28,2224.28,2223.03,2223.03,2223.03,2223.03,2513.15,2513.15,2513.15,2513.15,2452.61,3116.43,2490.12,2490.12,2523.50,2523.50,2817.00,2817.00,1340.34,1340.34,1340.34,1340.34,1808.52,1808.52
FA6_D34,1647.95,1647.95,1647.95,1534.15,1471.91,1534.15,1534.15,1534.15,1534.15,1527.95,1471.91,1471.91,1152.27,1152.27,1122.49,1122.49,1122.49,1122.49,1122.49,1122.49,1142.68,1122.49,1122.49,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,0.00,0.00,0.00,0.00,0.00,0.00,1142.68,1142.68,1142.68,1142.68,1152.27,1152.27,1969.43,1797.47,1787.51,1779.62,1779.62,1213.79,1278.75,1278.75,1278.75,1190.36,1190.36,1213.79,1213.79,1811.86,1811.86,1144.91,1144.91,1811.86,1524.76,1524.76,1763.87,1763.87,866.01,998.22,998.22,866.01,866.01,922.38,922.38,922.38,922.38,998.22,998.22,1241.30,1241.30,1241.30,2685.42,2729.87,2729.87,2201.86,2201.86,2090.07,2090.07,2119.36,2119.36,2224.28,2224.28,2224.28,2223.03,2223.03,2223.03,2223.03,2513.15,2513.15,2513.15,2513.15,2452.61,3116.43,2490.12,2490.12,2523.50,2523.50,2817.00,2817.00,1340.34,1340.34,1340.34,1340.34,1808.52,1808.52
FA6_D35,1647.95,1647.95,1647.95,1534.15,1471.91,1534.15,1534.15,1534.15,1534.15,1527.95,1471.91,1471.91,1152.27,1152.27,1122.49,1122.49,1122.49,1122.49,1122.49,1122.49,1142.68,1122.49,1122.49,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,0.00,0.00,0.00,0.00,0.00,0.00,1142.68,1142.68,1142.68,1142.68,1152.27,1152.27,1969.43,1797.47,1787.51,1779.62,1779.62,1213.79,1278.75,1278.75,1278.75,1190.36,1190.36,1213.79,1213.79,1811.86,1811.86,1144.91,1144.91,1811.86,1524.76,1524.76,1763.87,1763.87,866.01,998.22,998.22,866.01,866.01,922.38,922.38,922.38,922.38,998.22,998.22,1241.30,1241.30,1241.30,2685.42,2729.87,2729.87,2201.86,2201.86,2090.07,2090.07,2119.36,2119.36,2224.28,2224.28,2224.28,2223.03,2223.03,2223.03,2223.03,2513.15,2513.15,2513.15,2513.15,2452.61,3116.43,2490.12,2490.12,2523.50,2523.50,2817.00,2817.00,1340.34,1340.34,1340.34,1340.34,1808.52,1808.52
FA6_D36,1647.95,1647.95,1647.95,1534.15,1471.91,1534.15,1534.15,1534.15,1534.15,1527.95,1471.91,1471.91,1152.27,1152.27,1122.49,1122.49,1122.49,1122.49,1122.49,1122.49,1142.68,1122.49,1122.49,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,0.00,0.00,0.00,0.00,0.00,0.00,1142.68,1142.68,1142.68,1142.68,1152.27,1152.27,1969.43,1797.47,1787.51,1779.62,1779.62,1213.79,1278.75,1278.75,1278.75,1190.36,1190.36,1213.79,1213.79,1811.86,1811.86,1144.91,1144.91,1811.86,1524.76,1524.76,1763.87,1763.87,866.01,998.22,998.22,866.01,866.01,922.38,922.38,922.38,922.38,998.22,998.22,1241.30,1241.30,1241.30,2685.42,2729.87,2729.87,2201.86,2201.86,2090.07,2090.07,2119.36,2119.36,2224.28,2224.28,2224.28,2223.03,2223.03,2223.03,2223.03,2513.15,2513.15,2513.15,2513.15,2452.61,3116.43,2490.12,2490.12,2523.50,2523.50,2817.00,2817.00,1340.34,1340.34,1340.34,1340.34,1808.52,1808.52
FA6_D37,1647.95,1647.95,1647.95,1534.15,1471.91,1534.15,1534.15,1534.15,1534.15,1527.95,1471.91,1471.91,1152.27,1152.27,1122.49,1122.49,1122.49,1122.49,1122.49,1122.49,1142.68,1122.49,1122.49,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,0.00,0.00,0.00,0.00,0.00,0.00,1142.68,1142.68,1142.68,1142.68,1152.27,1152.27,1969.43,1797.47,1787.51,1779.62,1779.62,1213.79,1278.75,1278.75,1278.75,1190.36,1190.36,1213.79,1213.79,1811.86,1811.86,1144.91,1144.91,1811.86,1524.76,1524.76,1763.87,1763.87,866.01,998.22,998.22,866.01,866.01,922.38,922.38,922.38,922.38,998.22,998.22,1241.30,1241.30,1241.30,2685.42,2729.87,2729.87,2201.86,2201.86,2090.07,2090.07,2119.36,2119.36,2224.28,2224.28,2224.28,2223.03,2223.03,2223.03,2223.03,2513.15,2513.15,2513.15,2513.15,2452.61,3116.43,2490.12,2490.12,2523.50,2523.50,2817.00,2817.00,1340.34,1340.34,1340.34,1340.34,1808.52,1808.52
FA6_D38,1647.95,1647.95,1647.95,1534.15,1471.91,1534.15,1534.15,1534.15,1534.15,1527.95,1471.91,1471.91,1152.27,1152.27,1122.49,1122.49,1122.49,1122.49,1122.49,1122.49,1142.68,1122.49,1122.49,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,1142.68,0.00,0.00,0.00,0.00,0.00,0.00,1142.68,1142.68,1142.68,1142.68,1152.27,1152.27,1969.43,1797.47,1787.51,1779.62,1779.62,1213.79,1278.75,1278.75,1278.75,1190.36,1190.36,1213.79,1213.79,1811.86,1811.86,1144.91,1144.91,1811.86,1524.76,1524.76,1763.87,1763.87,866.01,998.22,998.22,866.01,866.01,922.38,922.38,922.38,922.38,998.22,998.22,1241.30,1241.30,1241.30,2685.42,2729.87,2729.87,2201.86,2201.86,2090.07,2090.07,2119.36,2119.36,2224.28,2224.28,2224.28,2223.03,2223.03,2223.03,2223.03,2513.15,2513.15,2513.15,2513.15,2452.61,3116.43,2490.12,2490.12,2523.50,2523.50,2817.00,2817.00,1340.34,1340.34,1340.34,1340.34,1808.52,1808.52
FA6_D4,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D5,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D6,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D7,1555.48,1555.48,1555.48,1441.67,1379.43,1441.67,1441.67,1441.67,1441.67,1435.47,1379.43,1379.43,27.89,27.89,1262.47,1262.47,1262.47,1262.47,1262.47,1262.47,0.00,1262.47,1262.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,139.98,139.98,139.98,139.98,139.98,139.98,0.00,0.00,0.00,0.00,27.89,27.89,1650.33,1478.37,1468.41,1460.52,1460.52,799.37,864.33,864.33,864.33,775.94,775.94,799.37,799.37,1397.44,1397.44,944.04,944.04,1397.44,1110.34,1110.34,1349.45,1349.45,451.59,583.80,583.80,451.59,451.59,507.96,507.96,507.96,507.96,583.80,583.80,1381.28,1381.28,1381.28,2400.97,2445.42,2445.42,1860.84,1860.84,1805.62,1805.62,1834.91,1834.91,1939.83,1939.83,1939.83,1938.57,1938.57,1938.57,1938.57,2228.70,2228.70,2228.70,2228.70,2168.16,2831.98,2205.66,2205.66,2239.05,2239.05,2532.55,2532.55,925.92,925.92,925.92,925.92,1394.10,1394.10
FA6_D8,1760.05,1760.05,1760.05,1646.24,1584.00,1646.24,1646.24,1646.24,1646.24,1640.04,1584.00,1584.00,0.00,0.00,1234.58,1234.58,1234.58,1234.58,1234.58,1234.58,1254.77,1234.58,1234.58,1254.77,1254.77,1254.77,1254.77,1254.77,1254.77,1254.77,112.09,112.09,112.09,112.09,112.09,112.09,1254.77,1254.77,1254.77,1254.77,0.00,0.00,2081.52,1909.57,1899.61,1891.71,1891.71,1325.88,1390.84,1390.84,1390.84,1302.46,1302.46,1325.88,1325.88,1923.95,1923.95,1257.00,1257.00,1923.95,1636.85,1636.85,1875.96,1875.96,978.10,1110.31,1110.31,978.10,978.10,1034.47,1034.47,1034.47,1034.47,1110.31,1110.31,1353.39,1353.39,1353.39,2797.51,2841.97,2841.97,2313.95,2313.95,2202.16,2202.16,2231.46,2231.46,2336.37,2336.37,2336.37,2335.12,2335.12,2335.12,2335.12,2625.24,2625.24,2625.24,2625.24,2564.70,3228.52,2602.21,2602.21,2635.59,2635.59,2929.09,2929.09,1452.43,1452.43,1452.43,1452.43,1920.61,1920.61
FA6_D9,1760.05,1760.05,1760.05,1646.24,1584.00,1646.24,1646.24,1646.24,1646.24,1640.04,1584.00,1584.00,0.00,0.00,1234.58,1234.58,1234.58,1234.58,1234.58,1234.58,1254.77,1234.58,1234.58,1254.77,1254.77,1254.77,1254.77,1254.77,1254.77,1254.77,112.09,112.09,112.09,112.09,112.09,112.09,1254.77,1254.77,1254.77,1254.77,0.00,0.00,2081.52,1909.57,1899.61,1891.71,1891.71,1325.88,1390.84,1390.84,1390.84,1302.46,1302.46,1325.88,1325.88,1923.95,1923.95,1257.00,1257.00,1923.95,1636.85,1636.85,1875.96,1875.96,978.10,1110.31,1110.31,978.10,978.10,1034.47,1034.47,1034.47,1034.47,1110.31,1110.31,1353.39,1353.39,1353.39,2797.51,2841.97,2841.97,2313.95,2313.95,2202.16,2202.16,2231.46,2231.46,2336.37,2336.37,2336.37,2335.12,2335.12,2335.12,2335.12,2625.24,2625.24,2625.24,2625.24,2564.70,3228.52,2602.21,2602.21,2635.59,2635.59,2929.09,2929.09,1452.43,1452.43,1452.43,1452.43,1920.61,1920.61
G3_D1(KFZ1),771.21,771.21,771.21,534.27,531.72,534.27,534.27,534.27,534.27,528.07,531.72,531.72,1083.16,1083.16,1575.17,1575.17,1575.17,1575.17,1575.17,1575.17,1055.27,1575.17,1575.17,1055.27,1055.27,1055.27,1055.27,1055.27,1055.27,1055.27,1195.25,1195.25,1195.25,1195.25,1195.25,1195.25,1055.27,1055.27,1055.27,1055.27,1083.16,1083.16,0.00,21.25,31.13,39.10,39.10,494.48,778.18,778.18,778.18,919.76,919.76,494.48,494.48,534.19,534.19,681.22,681.22,534.19,247.09,247.09,474.53,474.53,1127.17,875.49,875.49,1127.17,1127.17,829.15,829.15,829.15,829.15,875.49,875.49,1693.98,1693.98,1693.98,1344.20,1388.65,1388.65,461.34,461.34,748.85,748.85,778.15,778.15,883.06,883.06,883.06,881.81,881.81,881.81,881.81,1171.93,1171.93,1171.93,1171.93,1111.39,1775.21,1148.90,1148.90,1182.28,1182.28,1475.78,1475.78,593.28,593.28,593.28,593.28,302.82,302.82
G3_D2(KFZ1),749.96,749.96,749.96,513.02,510.48,513.02,513.02,513.02,513.02,506.82,510.48,510.48,1470.15,1470.15,1842.90,1842.90,1842.90,1842.90,1842.90,1842.90,1442.26,1842.90,1842.90,1442.26,1442.26,1442.26,1442.26,1442.26,1442.26,1442.26,1582.24,1582.24,1582.24,1582.24,1582.24,1582.24,1442.26,1442.26,1442.26,1442.26,1470.15,1470.15,845.88,0.00,663.96,17.85,17.85,881.46,756.93,756.93,756.93,898.51,898.51,881.46,881.46,921.18,921.18,1068.20,1068.20,921.18,634.08,634.08,453.28,453.28,1514.16,1262.48,1262.48,1514.16,1514.16,1216.13,1216.13,1216.13,1216.13,1262.48,1262.48,1961.71,1961.71,1961.71,1322.95,1367.41,1367.41,440.09,440.09,727.60,727.60,756.90,756.90,861.81,861.81,861.81,860.56,860.56,860.56,860.56,1150.68,1150.68,1150.68,1150.68,1090.14,1753.96,1127.65,1127.65,1161.03,1161.03,1454.53,1454.53,572.03,572.03,572.03,572.03,281.57,281.57
