detid_Y,135D1_9,135D3_8,135D6_8,135Stau1,135Stau5,145D1_9,145D29_8,145D2_8,145D37_8,179D1_10,179D2_10,179D3_10,179D5_8,560D2_8,560D2_9,560SD2,560SD2_1,560SD2_4,560SD2_5,561D4_8,563D33_8,563D34_8,563D34_9,563D4_8,563D4_9,563D6_8,563D6_9,563Stau2,563Stau2_1,563Stau3,563Stau34,563Stau35,563Stau3_1,566D1_8,566D1_9,566D5_8,566D5_9,566D6_8,566D6_9,566D7_8,566D8_8,567D10_8,567D10_9,567D11_8,567D1_8,567D1_9,567D4_8,568D2_8,568D3_8,568D4_8,569D1_8,569D2_8,569D3_8,569D4_8,569D5_8,569D6_8,569D9_8,571D18_8,571D7_8,571D7_9,572D1_8,572D1_9,572D2_10,572D2_8,572D2_9,772D2_8,773D1_8,773D3_9,774D5_8,774D5_9,774D6_8,774D8_8,774D8_9,774Stau1_8_1,774Stau1_8_2,777D1_8,777D1_9
563Stau3_1,976.32,911.73,939.88,877.82,976.32,1379.15,1330.79,1176.58,1434.93,644.78,472.43,472.43,560.35,304.85,304.85,903.87,903.87,856.17,856.17,289.57,167.66,167.66,167.66,0.00,0.00,33.52,33.52,33.52,33.52,0.00,459.14,438.34,0.00,670.25,670.25,501.53,501.53,583.18,583.18,583.18,583.18,670.25,670.25,670.25,743.72,743.72,740.62,743.72,747.39,747.39,863.81,863.81,863.81,849.50,849.50,849.50,623.41,1136.58,1074.27,1074.27,899.13,899.13,713.61,1105.18,1105.18,1237.84,1365.62,1278.51,1390.73,1390.73,1413.94,1206.48,1206.48,1276.86,1276.86,641.48,641.48
566D1_8,1393.01,1287.30,1569.33,1294.52,1393.01,2011.43,1963.07,1808.86,2067.21,1274.23,1101.87,1101.87,1189.80,1035.35,1035.35,1105.76,1105.76,942.40,942.40,921.85,799.94,799.94,799.94,1138.41,1138.41,1171.93,1171.93,1171.93,1171.93,1138.41,1088.59,1070.62,1138.41,0.00,0.00,168.72,168.72,250.37,250.37,250.37,250.37,0.00,0.00,0.00,292.82,292.82,70.37,292.82,312.78,312.78,429.20,429.20,429.20,414.89,414.89,414.89,465.70,466.32,404.02,404.02,228.88,228.88,43.35,434.93,434.93,1867.29,1995.07,1907.96,2020.18,2020.18,2043.39,1835.93,1835.93,1906.31,1906.31,1270.93,1270.93
566D1_9,1393.01,1287.30,1569.33,1294.52,1393.01,2011.43,1963.07,1808.86,2067.21,1274.23,1101.87,1101.87,1189.80,1035.35,1035.35,1105.76,1105.76,942.40,942.40,921.85,799.94,799.94,799.94,1138.41,1138.41,1171.93,1171.93,1171.93,1171.93,1138.41,1088.59,1070.62,1138.41,0.00,0.00,168.72,168.72,250.37,250.37,250.37,250.37,0.00,0.00,0.00,292.82,292.82,70.37,292.82,312.78,312.78,429.20,429.20,429.20,414.89,414.89,414.89,465.70,466.32,404.02,404.02,228.88,228.88,43.35,434.93,434.93,1867.29,1995.07,1907.96,2020.18,2020.18,2043.39,1835.93,1835.93,1906.31,1906.31,1270.93,1270.93
566D5_8,1326.09,1220.39,1400.61,1227.60,1326.09,1842.70,1794.34,1640.14,1898.49,1105.51,933.15,933.15,1021.08,968.43,968.43,1038.85,1038.85,875.48,875.48,753.13,631.21,631.21,631.21,1071.49,1071.49,1057.65,1057.65,1057.65,1057.65,1071.49,919.87,901.89,1071.49,168.72,168.72,0.00,0.00,81.65,81.65,81.65,81.65,168.72,168.72,168.72,242.19,242.19,239.09,242.19,245.86,245.86,362.28,362.28,362.28,347.97,347.97,347.97,398.78,635.05,572.74,572.74,397.60,397.60,212.08,603.65,603.65,1698.57,1826.35,1739.23,1851.46,1851.46,1874.66,1667.21,1667.21,1737.58,1737.58,1102.21,1102.21
566D5_9,1326.09,1220.39,1400.61,1227.60,1326.09,1842.70,1794.34,1640.14,1898.49,1105.51,933.15,933.15,1021.08,968.43,968.43,1038.85,1038.85,875.48,875.48,753.13,631.21,631.21,631.21,1071.49,1071.49,1057.65,1057.65,1057.65,1057.65,1071.49,919.87,901.89,1071.49,168.72,168.72,0.00,0.00,81.65,81.65,81.65,81.65,168.72,168.72,168.72,242.19,242.19,239.09,242.19,245.86,245.86,362.28,362.28,362.28,347.97,347.97,347.97,398.78,635.05,572.74,572.74,397.60,397.60,212.08,603.65,603.65,1698.57,1826.35,1739.23,1851.46,1851.46,1874.66,1667.21,1667.21,1737.58,1737.58,1102.21,1102.21
566D6_8,1244.44,1138.74,1880.33,1145.95,1244.44,2322.43,2274.07,2119.86,2378.22,1585.23,1412.88,1412.88,1500.80,886.79,886.79,957.20,957.20,793.83,793.83,1232.86,1110.94,1110.94,1110.94,989.84,989.84,1023.36,1023.36,1023.36,1023.36,989.84,1399.59,1381.62,989.84,331.66,331.66,500.38,500.38,0.00,0.00,0.00,0.00,331.66,331.66,331.66,160.54,160.54,315.32,160.54,164.21,164.21,280.63,280.63,280.63,266.32,266.32,266.32,317.13,711.27,648.97,648.97,473.83,473.83,288.30,679.88,679.88,2178.29,2306.08,2218.96,2331.18,2331.18,2354.39,2146.93,2146.93,2217.31,2217.31,1581.93,1581.93
566D6_9,1244.44,1138.74,1880.33,1145.95,1244.44,2322.43,2274.07,2119.86,2378.22,1585.23,1412.88,1412.88,1500.80,886.79,886.79,957.20,957.20,793.83,793.83,1232.86,1110.94,1110.94,1110.94,989.84,989.84,1023.36,1023.36,1023.36,1023.36,989.84,1399.59,1381.62,989.84,331.66,331.66,500.38,500.38,0.00,0.00,0.00,0.00,331.66,331.66,331.66,160.54,160.54,315.32,160.54,164.21,164.21,280.63,280.63,280.63,266.32,266.32,266.32,317.13,711.27,648.97,648.97,473.83,473.83,288.30,679.88,679.88,2178.29,2306.08,2218.96,2331.18,2331.18,2354.39,2146.93,2146.93,2217.31,2217.31,1581.93,1581.93
566D7_8,1244.44,1138.74,1880.33,1145.95,1244.44,2322.43,2274.07,2119.86,2378.22,1585.23,1412.88,1412.88,1500.80,886.79,886.79,957.20,957.20,793.83,793.83,1232.86,1110.94,1110.94,1110.94,989.84,989.84,1023.36,1023.36,1023.36,1023.36,989.84,1399.59,1381.62,989.84,331.66,331.66,500.38,500.38,0.00,0.00,0.00,0.00,331.66,331.66,331.66,160.54,160.54,315.32,160.54,164.21,164.21,280.63,280.63,280.63,266.32,266.32,266.32,317.13,711.27,648.97,648.97,473.83,473.83,288.30,679.88,679.88,2178.29,2306.08,2218.96,2331.18,2331.18,2354.39,2146.93,2146.93,2217.31,2217.31,1581.93,1581.93
566D8_8,1244.44,1138.74,1880.33,1145.95,1244.44,2322.43,2274.07,2119.86,2378.22,1585.23,1412.88,1412.88,1500.80,886.79,886.79,957.20,957.20,793.83,793.83,1232.86,1110.94,1110.94,1110.94,989.84,989.84,1023.36,1023.36,1023.36,1023.36,989.84,1399.59,1381.62,989.84,331.66,331.66,500.38,500.38,0.00,0.00,0.00,0.00,331.66,331.66,331.66,160.54,160.54,315.32,160.54,164.21,164.21,280.63,280.63,280.63,266.32,266.32,266.32,317.13,711.27,648.97,648.97,473.83,473.83,288.30,679.88,679.88,2178.29,2306.08,2218.96,2331.18,2331.18,2354.39,2146.93,2146.93,2217.31,2217.31,1581.93,1581.93
567D10_8,1393.01,1287.30,1569.33,1294.52,1393.01,2011.43,1963.07,1808.86,2067.21,1274.23,1101.87,1101.87,1189.80,1035.35,1035.35,1105.76,1105.76,942.40,942.40,921.85,799.94,799.94,799.94,1138.41,1138.41,1171.93,1171.93,1171.93,1171.93,1138.41,1088.59,1070.62,1138.41,0.00,0.00,168.72,168.72,250.37,250.37,250.37,250.37,0.00,0.00,0.00,292.82,292.82,70.37,292.82,312.78,312.78,429.20,429.20,429.20,414.89,414.89,414.89,465.70,466.32,404.02,404.02,228.88,228.88,43.35,434.93,434.93,1867.29,1995.07,1907.96,2020.18,2020.18,2043.39,1835.93,1835.93,1906.31,1906.31,1270.93,1270.93
567D10_9,1393.01,1287.30,1569.33,1294.52,1393.01,2011.43,1963.07,1808.86,2067.21,1274.23,1101.87,1101.87,1189.80,1035.35,1035.35,1105.76,1105.76,942.40,942.40,921.85,799.94,799.94,799.94,1138.41,1138.41,1171.93,1171.93,1171.93,1171.93,1138.41,1088.59,1070.62,1138.41,0.00,0.00,168.72,168.72,250.37,250.37,250.37,250.37,0.00,0.00,0.00,292.82,292.82,70.37,292.82,312.78,312.78,429.20,429.20,429.20,414.89,414.89,414.89,465.70,466.32,404.02,404.02,228.88,228.88,43.35,434.93,434.93,1867.29,1995.07,1907.96,2020.18,2020.18,2043.39,1835.93,1835.93,1906.31,1906.31,1270.93,1270.93
567D11_8,1393.01,1287.30,1569.33,1294.52,1393.01,2011.43,1963.07,1808.86,2067.21,1274.23,1101.87,1101.87,1189.80,1035.35,1035.35,1105.76,1105.76,942.40,942.40,921.85,799.94,799.94,799.94,1138.41,1138.41,1171.93,1171.93,1171.93,1171.93,1138.41,1088.59,1070.62,1138.41,0.00,0.00,168.72,168.72,250.37,250.37,250.37,250.37,0.00,0.00,0.00,292.82,292.82,70.37,292.82,312.78,312.78,429.20,429.20,429.20,414.89,414.89,414.89,465.70,466.32,404.02,404.02,228.88,228.88,43.35,434.93,434.93,1867.29,1995.07,1907.96,2020.18,2020.18,2043.39,1835.93,1835.93,1906.31,1906.31,1270.93,1270.93
567D1_8,1506.40,1400.69,1740.45,1407.91,1506.40,2182.55,2134.18,1979.98,2238.33,1445.35,1272.99,1272.99,1360.92,1148.74,1148.74,1219.15,1219.15,1055.79,1055.79,1092.97,971.05,971.05,971.05,1251.80,1251.80,1285.32,1285.32,1285.32,1285.32,1251.80,1259.71,1241.74,1251.80,171.12,171.12,339.84,339.84,421.49,421.49,421.49,421.49,171.12,171.12,171.12,0.00,0.00,154.78,0.00,426.17,426.17,542.59,542.59,542.59,528.28,528.28,528.28,579.09,550.73,488.43,488.43,313.29,313.29,127.76,519.34,519.34,2038.41,2166.19,2079.07,2191.30,2191.30,2214.51,2007.05,2007.05,2077.42,2077.42,1442.05,1442.05
567D1_9,1506.40,1400.69,1740.45,1407.91,1506.40,2182.55,2134.18,1979.98,2238.33,1445.35,1272.99,1272.99,1360.92,1148.74,1148.74,1219.15,1219.15,1055.79,1055.79,1092.97,971.05,971.05,971.05,1251.80,1251.80,1285.32,1285.32,1285.32,1285.32,1251.80,1259.71,1241.74,1251.80,171.12,171.12,339.84,339.84,421.49,421.49,421.49,421.49,171.12,171.12,171.12,0.00,0.00,154.78,0.00,426.17,426.17,542.59,542.59,542.59,528.28,528.28,528.28,579.09,550.73,488.43,488.43,313.29,313.29,127.76,519.34,519.34,2038.41,2166.19,2079.07,2191.30,2191.30,2214.51,2007.05,2007.05,2077.42,2077.42,1442.05,1442.05
567D4_8,1405.65,1299.94,1639.70,1307.15,1405.65,2081.80,2033.43,1879.23,2137.58,1344.60,1172.24,1172.24,1260.17,1047.99,1047.99,1118.40,1118.40,955.04,955.04,992.22,870.30,870.30,870.30,1151.04,1151.04,1184.56,1184.56,1184.56,1184.56,1151.04,1158.96,1140.98,1151.04,70.37,70.37,239.09,239.09,320.74,320.74,320.74,320.74,70.37,70.37,70.37,305.46,305.46,0.00,305.46,325.42,325.42,441.84,441.84,441.84,427.53,427.53,427.53,478.34,395.96,362.67,362.67,187.53,187.53,27.01,393.58,393.58,1937.66,2065.44,1978.32,2090.55,2090.55,2113.75,1906.30,1906.30,1976.67,1976.67,1341.30,1341.30
568D2_8,1506.40,1400.69,1740.45,1407.91,1506.40,2182.55,2134.18,1979.98,2238.33,1445.35,1272.99,1272.99,1360.92,1148.74,1148.74,1219.15,1219.15,1055.79,1055.79,1092.97,971.05,971.05,971.05,1251.80,1251.80,1285.32,1285.32,1285.32,1285.32,1251.80,1259.71,1241.74,1251.80,171.12,171.12,339.84,339.84,421.49,421.49,421.49,421.49,171.12,171.12,171.12,0.00,0.00,154.78,0.00,426.17,426.17,542.59,542.59,542.59,528.28,528.28,528.28,579.09,550.73,488.43,488.43,313.29,313.29,127.76,519.34,519.34,2038.41,2166.19,2079.07,2191.30,2191.30,2214.51,2007.05,2007.05,2077.42,2077.42,1442.05,1442.05
568D3_8,1080.23,974.53,1716.12,981.74,1080.23,2158.22,2109.86,1955.65,2214.01,1421.03,1248.67,1248.67,1336.59,722.58,722.58,792.99,792.99,629.62,629.62,1068.64,946.73,946.73,946.73,825.63,825.63,859.15,859.15,859.15,859.15,825.63,1235.38,1217.41,825.63,517.63,517.63,686.35,686.35,768.00,768.00,768.00,768.00,517.63,517.63,517.63,752.72,752.72,447.26,752.72,0.00,0.00,116.42,116.42,116.42,102.11,102.11,102.11,152.92,604.50,575.37,575.37,634.79,634.79,474.27,840.85,840.85,2014.08,2141.86,2054.75,2166.97,2166.97,2190.18,1982.72,1982.72,2053.10,2053.10,1417.72,1417.72
568D4_8,1080.23,974.53,1716.12,981.74,1080.23,2158.22,2109.86,1955.65,2214.01,1421.03,1248.67,1248.67,1336.59,722.58,722.58,792.99,792.99,629.62,629.62,1068.64,946.73,946.73,946.73,825.63,825.63,859.15,859.15,859.15,859.15,825.63,1235.38,1217.41,825.63,517.63,517.63,686.35,686.35,768.00,768.00,768.00,768.00,517.63,517.63,517.63,752.72,752.72,447.26,752.72,0.00,0.00,116.42,116.42,116.42,102.11,102.11,102.11,152.92,604.50,575.37,575.37,634.79,634.79,474.27,840.85,840.85,2014.08,2141.86,2054.75,2166.97,2166.97,2190.18,1982.72,1982.72,2053.10,2053.10,1417.72,1417.72
569D1_8,1430.24,1324.54,2164.23,1331.75,1430.24,2603.50,2555.13,2400.93,2659.28,1869.13,1696.77,1696.77,1784.70,1121.29,1121.29,1191.70,1191.70,1028.34,1028.34,1513.92,1392.00,1392.00,1392.00,1224.35,1224.35,1257.87,1257.87,1257.87,1257.87,1224.35,1683.49,1662.68,1224.35,874.96,874.96,1043.68,1043.68,1125.33,1125.33,1125.33,1125.33,874.96,874.96,874.96,1110.05,1110.05,804.59,1110.05,1130.00,1130.00,0.00,0.00,0.00,913.63,913.63,913.63,1282.93,575.92,546.78,546.78,992.12,992.12,831.60,1198.17,1198.17,2462.19,2589.97,2502.86,2615.08,2615.08,2638.29,2430.83,2430.83,2501.21,2501.21,1865.83,1865.83
569D2_8,1430.24,1324.54,2164.23,1331.75,1430.24,2603.50,2555.13,2400.93,2659.28,1869.13,1696.77,1696.77,1784.70,1121.29,1121.29,1191.70,1191.70,1028.34,1028.34,1513.92,1392.00,1392.00,1392.00,1224.35,1224.35,1257.87,1257.87,1257.87,1257.87,1224.35,1683.49,1662.68,1224.35,874.96,874.96,1043.68,1043.68,1125.33,1125.33,1125.33,1125.33,874.96,874.96,874.96,1110.05,1110.05,804.59,1110.05,1130.00,1130.00,0.00,0.00,0.00,913.63,913.63,913.63,1282.93,575.92,546.78,546.78,992.12,992.12,831.60,1198.17,1198.17,2462.19,2589.97,2502.86,2615.08,2615.08,2638.29,2430.83,2430.83,2501.21,2501.21,1865.83,1865.83
569D3_8,1430.24,1324.54,2164.23,1331.75,1430.24,2603.50,2555.13,2400.93,2659.28,1869.13,1696.77,1696.77,1784.70,1121.29,1121.29,1191.70,1191.70,1028.34,1028.34,1513.92,1392.00,1392.00,1392.00,1224.35,1224.35,1257.87,1257.87,1257.87,1257.87,1224.35,1683.49,1662.68,1224.35,874.96,874.96,1043.68,1043.68,1125.33,1125.33,1125.33,1125.33,874.96,874.96,874.96,1110.05,1110.05,804.59,1110.05,1130.00,1130.00,0.00,0.00,0.00,913.63,913.63,913.63,1282.93,575.92,546.78,546.78,992.12,992.12,831.60,1198.17,1198.17,2462.19,2589.97,2502.86,2615.08,2615.08,2638.29,2430.83,2430.83,2501.21,2501.21,1865.83,1865.83
569D4_8,1687.92,1582.21,1984.85,1589.42,1687.92,2426.94,2378.58,2224.38,2482.73,1689.75,1517.39,1517.39,1605.31,1378.97,1378.97,1449.38,1449.38,1286.02,1286.02,1337.37,1215.45,1215.45,1215.45,1482.02,1482.02,1515.54,1515.54,1515.54,1515.54,1482.02,1504.11,1486.13,1482.02,415.51,415.51,584.24,584.24,665.89,665.89,665.89,665.89,415.51,415.51,415.51,650.61,650.61,345.15,650.61,670.56,670.56,383.62,383.62,383.62,0.00,0.00,0.00,823.49,502.39,473.25,473.25,532.68,532.68,372.16,738.73,738.73,2282.80,2410.59,2323.47,2435.70,2435.70,2458.90,2251.44,2251.44,2321.82,2321.82,1686.44,1686.44
569D5_8,1687.92,1582.21,1984.85,1589.42,1687.92,2426.94,2378.58,2224.38,2482.73,1689.75,1517.39,1517.39,1605.31,1378.97,1378.97,1449.38,1449.38,1286.02,1286.02,1337.37,1215.45,1215.45,1215.45,1482.02,1482.02,1515.54,1515.54,1515.54,1515.54,1482.02,1504.11,1486.13,1482.02,415.51,415.51,584.24,584.24,665.89,665.89,665.89,665.89,415.51,415.51,415.51,650.61,650.61,345.15,650.61,670.56,670.56,383.62,383.62,383.62,0.00,0.00,0.00,823.49,502.39,473.25,473.25,532.68,532.68,372.16,738.73,738.73,2282.80,2410.59,2323.47,2435.70,2435.70,2458.90,2251.44,2251.44,2321.82,2321.82,1686.44,1686.44
569D6_8,1687.92,1582.21,1984.85,1589.42,1687.92,2426.94,2378.58,2224.38,2482.73,1689.75,1517.39,1517.39,1605.31,1378.97,1378.97,1449.38,1449.38,1286.02,1286.02,1337.37,1215.45,1215.45,1215.45,1482.02,1482.02,1515.54,1515.54,1515.54,1515.54,1482.02,1504.11,1486.13,1482.02,415.51,415.51,584.24,584.24,665.89,665.89,665.89,665.89,415.51,415.51,415.51,650.61,650.61,345.15,650.61,670.56,670.56,383.62,383.62,383.62,0.00,0.00,0.00,823.49,502.39,473.25,473.25,532.68,532.68,372.16,738.73,738.73,2282.80,2410.59,2323.47,2435.70,2435.70,2458.90,2251.44,2251.44,2321.82,2321.82,1686.44,1686.44
569D9_8,927.31,821.60,1563.20,828.82,927.31,2005.30,1956.93,1802.73,2061.08,1268.10,1095.74,1095.74,1183.67,569.65,569.65,640.06,640.06,476.70,476.70,915.72,793.80,793.80,793.80,672.71,672.71,706.23,706.23,706.23,706.23,672.71,1082.46,1064.49,672.71,928.79,928.79,843.48,843.48,925.13,925.13,925.13,925.13,928.79,928.79,928.79,1085.67,1085.67,858.43,1085.67,1089.34,1089.34,527.59,527.59,527.59,513.28,513.28,513.28,0.00,1015.67,986.53,986.53,1045.96,1045.96,885.44,1252.01,1252.01,1861.16,1988.94,1901.82,2014.05,2014.05,2037.26,1829.80,1829.80,1900.17,1900.17,1264.80,1264.80
571D18_8,1797.31,1691.61,2031.36,1698.82,1797.31,2473.46,2425.09,2270.89,2529.24,1736.26,1563.90,1563.90,1651.83,1439.65,1439.65,1510.06,1510.06,1346.70,1346.70,1383.88,1261.97,1261.97,1261.97,1542.71,1542.71,1576.23,1576.23,1576.23,1576.23,1542.71,1550.62,1532.65,1542.71,462.03,462.03,630.75,630.75,712.40,712.40,712.40,712.40,462.03,462.03,462.03,697.13,697.13,391.66,697.13,717.08,717.08,833.50,833.50,833.50,819.19,819.19,819.19,870.00,0.00,133.86,133.86,579.20,579.20,418.68,785.25,785.25,2329.32,2457.10,2369.99,2482.21,2482.21,2505.42,2297.96,2297.96,2368.34,2368.34,1732.96,1732.96
571D7_8,1663.46,1557.75,1897.51,1564.96,1663.46,2339.60,2291.24,2137.04,2395.39,1602.41,1430.05,1430.05,1517.97,1305.80,1305.80,1376.21,1376.21,1212.85,1212.85,1250.03,1128.11,1128.11,1128.11,1408.85,1408.85,1442.37,1442.37,1442.37,1442.37,1408.85,1416.76,1398.79,1408.85,328.17,328.17,496.90,496.90,578.54,578.54,578.54,578.54,328.17,328.17,328.17,563.27,563.27,257.81,563.27,583.22,583.22,699.64,699.64,699.64,685.34,685.34,685.34,736.14,147.40,0.00,0.00,445.34,445.34,284.82,651.39,651.39,2195.46,2323.25,2236.13,2348.36,2348.36,2371.56,2164.10,2164.10,2234.48,2234.48,1599.10,1599.10
571D7_9,1663.46,1557.75,1897.51,1564.96,1663.46,2339.60,2291.24,2137.04,2395.39,1602.41,1430.05,1430.05,1517.97,1305.80,1305.80,1376.21,1376.21,1212.85,1212.85,1250.03,1128.11,1128.11,1128.11,1408.85,1408.85,1442.37,1442.37,1442.37,1442.37,1408.85,1416.76,1398.79,1408.85,328.17,328.17,496.90,496.90,578.54,578.54,578.54,578.54,328.17,328.17,328.17,563.27,563.27,257.81,563.27,583.22,583.22,699.64,699.64,699.64,685.34,685.34,685.34,736.14,147.40,0.00,0.00,445.34,445.34,284.82,651.39,651.39,2195.46,2323.25,2236.13,2348.36,2348.36,2371.56,2164.10,2164.10,2234.48,2234.48,1599.10,1599.10
572D1_8,1607.77,1502.07,1835.79,1509.28,1607.77,2277.88,2229.52,2075.32,2333.67,1540.69,1368.33,1368.33,1456.25,1250.11,1250.11,1320.53,1320.53,1157.16,1157.16,1188.31,1066.39,1066.39,1066.39,1353.17,1353.17,1386.69,1386.69,1386.69,1386.69,1353.17,1355.04,1337.07,1353.17,266.45,266.45,435.18,435.18,516.83,516.83,516.83,516.83,266.45,266.45,266.45,507.59,507.59,285.13,507.59,527.54,527.54,643.96,643.96,643.96,629.65,629.65,629.65,680.46,681.09,618.78,618.78,0.00,0.00,258.12,206.05,206.05,2133.74,2261.53,2174.41,2286.64,2286.64,2309.84,2102.38,2102.38,2172.76,2172.76,1537.38,1537.38
572D1_9,1607.77,1502.07,1835.79,1509.28,1607.77,2277.88,2229.52,2075.32,2333.67,1540.69,1368.33,1368.33,1456.25,1250.11,1250.11,1320.53,1320.53,1157.16,1157.16,1188.31,1066.39,1066.39,1066.39,1353.17,1353.17,1386.69,1386.69,1386.69,1386.69,1353.17,1355.04,1337.07,1353.17,266.45,266.45,435.18,435.18,516.83,516.83,516.83,516.83,266.45,266.45,266.45,507.59,507.59,285.13,507.59,527.54,527.54,643.96,643.96,643.96,629.65,629.65,629.65,680.46,681.09,618.78,618.78,0.00,0.00,258.12,206.05,206.05,2133.74,2261.53,2174.41,2286.64,2286.64,2309.84,2102.38,2102.38,2172.76,2172.76,1537.38,1537.38
572D2_10,1378.64,1272.93,1612.69,1280.14,1378.64,2054.78,2006.42,1852.22,2110.57,1317.59,1145.23,1145.23,1233.15,1020.98,1020.98,1091.39,1091.39,928.03,928.03,965.21,843.29,843.29,843.29,1124.03,1124.03,1157.55,1157.55,1157.55,1157.55,1124.03,1131.95,1113.97,1124.03,43.35,43.35,212.08,212.08,293.73,293.73,293.73,293.73,43.35,43.35,43.35,278.45,278.45,27.01,278.45,298.40,298.40,414.83,414.83,414.83,400.52,400.52,400.52,451.33,422.97,360.66,360.66,185.53,185.53,0.00,391.58,391.58,1910.64,2038.43,1951.31,2063.54,2063.54,2086.74,1879.28,1879.28,1949.66,1949.66,1314.28,1314.28
572D2_8,1401.72,1296.02,1629.73,1303.23,1401.72,2071.83,2023.47,1869.27,2127.61,1334.63,1162.28,1162.28,1250.20,1044.06,1044.06,1114.48,1114.48,951.11,951.11,982.25,860.34,860.34,860.34,1147.12,1147.12,1180.64,1180.64,1180.64,1180.64,1147.12,1148.99,1131.02,1147.12,60.40,60.40,229.13,229.13,310.77,310.77,310.77,310.77,60.40,60.40,60.40,301.54,301.54,79.08,301.54,321.49,321.49,437.91,437.91,437.91,423.60,423.60,423.60,474.41,475.04,412.73,412.73,237.59,237.59,52.07,0.00,0.00,1927.69,2055.47,1968.36,2080.58,2080.58,2103.79,1896.33,1896.33,1966.71,1966.71,1331.33,1331.33
572D2_9,1401.72,1296.02,1629.73,1303.23,1401.72,2071.83,2023.47,1869.27,2127.61,1334.63,1162.28,1162.28,1250.20,1044.06,1044.06,1114.48,1114.48,951.11,951.11,982.25,860.34,860.34,860.34,1147.12,1147.12,1180.64,1180.64,1180.64,1180.64,1147.12,1148.99,1131.02,1147.12,60.40,60.40,229.13,229.13,310.77,310.77,310.77,310.77,60.40,60.40,60.40,301.54,301.54,79.08,301.54,321.49,321.49,437.91,437.91,437.91,423.60,423.60,423.60,474.41,475.04,412.73,412.73,237.59,237.59,52.07,0.00,0.00,1927.69,2055.47,1968.36,2080.58,2080.58,2103.79,1896.33,1896.33,1966.71,1966.71,1331.33,1331.33
772D2_8,983.11,918.52,793.01,884.61,983.11,946.66,898.30,744.10,1002.45,621.13,448.77,448.77,536.70,1103.96,1103.96,1027.34,1027.34,1542.45,1542.45,811.79,941.22,941.22,941.22,1207.02,1207.02,832.63,832.63,832.63,832.63,1207.02,627.16,676.88,1207.02,1469.36,1469.36,1300.64,1300.64,1382.29,1382.29,1382.29,1382.29,1469.36,1469.36,1469.36,1542.83,1542.83,1539.73,1542.83,1546.50,1546.50,1662.92,1662.92,1662.92,1648.61,1648.61,1648.61,1422.52,1935.69,1873.38,1873.38,1698.24,1698.24,1512.72,1904.29,1904.29,0.00,976.63,889.51,1001.74,1001.74,1024.94,817.49,817.49,887.86,887.86,340.65,340.65
773D1_8,1327.42,1262.83,1114.22,1228.92,1327.42,144.74,502.88,344.15,395.12,965.44,793.08,793.08,881.01,1448.27,1448.27,1371.65,1371.65,1886.76,1886.76,1156.10,1285.53,1285.53,1285.53,1551.33,1551.33,1176.94,1176.94,1176.94,1176.94,1551.33,971.47,1021.19,1551.33,1813.67,1813.67,1644.95,1644.95,1726.60,1726.60,1726.60,1726.60,1813.67,1813.67,1813.67,1887.14,1887.14,1884.04,1887.14,1890.81,1890.81,2007.23,2007.23,2007.23,1992.92,1992.92,1992.92,1766.83,2280.00,2217.69,2217.69,2042.55,2042.55,1857.03,2248.60,2248.60,344.31,0.00,211.23,363.94,363.94,397.71,578.86,578.86,250.07,250.07,684.96,684.96
773D3_9,1448.32,1383.73,902.99,1349.82,1448.32,355.97,714.11,555.38,606.35,1086.34,913.99,913.99,1001.91,1542.45,1542.45,1492.56,1492.56,2007.66,2007.66,1250.28,1379.71,1379.71,1379.71,1645.51,1645.51,1271.12,1271.12,1271.12,1271.12,1645.51,1065.65,1115.37,1645.51,1907.86,1907.86,1739.13,1739.13,1820.78,1820.78,1820.78,1820.78,1907.86,1907.86,1907.86,1981.32,1981.32,1978.22,1981.32,1984.99,1984.99,2101.41,2101.41,2101.41,2087.10,2087.10,2087.10,1861.02,2374.18,2311.87,2311.87,2136.74,2136.74,1951.21,2342.79,2342.79,555.54,211.23,0.00,152.71,152.71,186.47,418.44,418.44,38.83,38.83,637.04,637.04
774D5_8,1560.54,1495.96,998.15,1462.05,1560.54,519.24,877.38,718.65,769.62,1198.57,1026.21,1026.21,1114.14,1654.68,1654.68,1604.78,1604.78,2119.89,2119.89,1362.51,1491.94,1491.94,1491.94,1757.73,1757.73,1383.35,1383.35,1383.35,1383.35,1757.73,1177.88,1227.59,1757.73,2020.08,2020.08,1851.36,1851.36,1933.01,1933.01,1933.01,1933.01,2020.08,2020.08,2020.08,2093.55,2093.55,2090.45,2093.55,2097.22,2097.22,2213.64,2213.64,2213.64,2199.33,2199.33,2199.33,1973.24,2486.41,2424.10,2424.10,2248.96,2248.96,2063.44,2455.01,2455.01,718.81,374.50,163.27,0.00,0.00,281.63,530.67,530.67,113.88,113.88,749.27,749.27
