DATETIMESTEP,day,N51141G,N51151A,N51151B,N51151D,N51161W,N51161X,N51161Y,N51161Z,N51171L,N51171M,N51171N,N51171R,N51171S,N51171U,N51171V,N51231N,N51231O,N51231P,N51232K,N51232L,N51241B,N51241D,N51241E,N51241F,N51242G,N51242H,N51242J,N51261A,N51261B,N51261H,N51261X,N51261Y,N51261Z,N51271H,N51271I,N51271J,N51311A,N51311M,N51311Z,N51321P,N51321R,N51321S,N51321T,N51321U,N51321X,N51331A,N51331B,N51331K,N51331L,N51331Y,N51331Z,N51341A,N51341V,N51341W,N51341X,N51342A,N51343U,N51351B,N51351J,N51351M,N51351N,N51351S,N51351U,N51352P,N51352Q,N51361O,N51381C,N51381D,N51381F,N51381G,N51381M,N51381Q,N51381R,N51391C,N51391E,N51391F,N51391I,N51391X,N52151A,N52151B,N52151F,N52151Y,N52152E,N52161J,N52161L,N52161Q,N52171A,N52171K,N52171M,N52171O,N52172N,N52191C,N52191E,N52191F,N52191L,N52211A,N52211B,N52211D,N53141A,N53141B,N53141C,N53141D,N53151A,N53151B,N53151Z,N53211E,N53211G,N53211H,N53211I,N53222J,N53222K,N53222L,N53231D,N53231F,N53231G,N53241V,N53241W,N53241X,N53251K,N53251L,N53261F,N53261U,N53261V,N53261W,N53261X,N53261Y,N53271I,N53271R,N53272A,N53272C,N53272D,N53272E,N53281G,N53282H,N53291A,N53291B,N53291C,N53291Y,N53291Z,N53311D,N53311L,N53312B,N53312C,N53312S,N53312T,N53312U,N53313E,N53381H,N53382G,N53391J,N53391K,N53391M,N53391N,N53391Q,N53411A,N53411K,N53411L,N53411M,N53411O,N53411P,N53421R,N53421S,N53421U,N53481E,N53481F,N53481G
2017-11-13 08:35:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,10.0540540540541,0.0,4.21621621621622,4.21621621621622,0.0,3.15789473684211,0.0,7.6,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,0.3,0.6,0.0,0.3,16.0,4.0,0.45,0.292682926829268,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,2.74285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54545454545455,0.6,12.0,0.0,7.27272727272727,0.6,6.16216216216216,2.1,57.4285714285714,12.972972972973,0.0,18.8235294117647,22.1333333333333,2.36065573770492,12.0,15.0,11.6363636363636,22.8,18.0,8.14285714285714,25.8181818181818,0.0,11.6,0.0,13.125,1.77777777777778,0.0,30.0,1.13207547169811,0.0,19.875,8.14285714285714,20.25,8.22857142857143,0.0,9.47368421052632,11.6363636363636,20.0,0.6,21.3,32.4,3.78947368421053,0.0,0.0,0.0,0.0,4.73684210526316,0.0,7.45945945945946,0.0,27.4736842105263,0.0,0.3,5.05263157894737
2017-11-13 08:40:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,11.6571428571429,0.0,3.27272727272727,3.27272727272727,0.0,3.0,0.0,12.0,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,0.3,7.71428571428572,0.0,0.3,12.0,4.0,9.0,0.0,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,2.74285714285714,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.6,12.0,0.0,8.57142857142857,24.0,4.71428571428571,2.51162790697674,44.2105263157895,9.47368421052632,2.52631578947368,34.421052631579,22.2439024390244,2.57142857142857,14.6666666666667,16.5,20.5714285714286,30.6666666666667,13.8666666666667,6.4,27.2727272727273,0.0,9.75,0.0,20.0,0.6,0.0,33.3333333333333,0.3,0.0,26.2222222222222,9.08108108108108,25.7777777777778,20.1428571428571,0.0,9.33333333333333,12.4,18.9090909090909,1.2,25.8947368421053,32.8421052631579,2.4,0.0,0.0,0.0,0.0,3.91304347826087,0.0,6.52173913043478,0.0,26.3414634146342,0.0,0.15,5.1
2017-11-13 08:45:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,15.0857142857143,0.0,7.2,7.2,0.0,6.90909090909091,0.0,8.57142857142857,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,1.58490566037736,3.0,0.0,0.45,0.75,15.0,0.0,0.0,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,3.80487804878049,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56756756756757,1.05,16.0,0.0,12.0,20.0,10.2857142857143,5.05263157894737,29.28,9.1578947368421,1.33333333333333,21.3913043478261,20.093023255814,1.5,20.0,14.25,30.9473684210526,28.2857142857143,16.7441860465116,4.54054054054054,27.6363636363636,0.0,20.16,0.0,18.8,3.0,0.0,29.5714285714286,1.0,0.0,25.2,14.25,25.8,17.2,0.0,7.63636363636364,12.0,13.6216216216216,1.71428571428571,25.8,28.2,1.05,0.0,0.0,0.0,0.0,5.26829268292683,0.0,7.8,0.0,26.0487804878049,0.0,0.3,10.1818181818182
2017-11-13 08:50:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,15.375,0.0,10.9090909090909,11.2727272727273,0.0,7.63636363636364,0.0,22.5882352941177,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,1.09090909090909,2.4,0.0,0.6,24.0,9.0,0.6,4.36363636363636,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,5.25,2.05714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.36363636363636,0.75,12.0,0.0,13.7777777777778,12.0,8.8,4.53333333333333,32.0,14.8421052631579,0.9,27.2,28.390243902439,2.73684210526316,13.3333333333333,17.1428571428571,21.7777777777778,36.48,15.3,10.56,35.6363636363636,0.0,24.48,0.0,18.0,0.3,0.0,34.7142857142857,0.6,0.0,24.0,8.91428571428572,24.0,16.0,0.0,12.8571428571429,10.0540540540541,17.8285714285714,2.14285714285714,16.75,25.5,6.35294117647059,0.0,0.0,0.0,0.0,3.0,0.0,11.3142857142857,0.0,33.6,0.0,0.45,5.68421052631579
2017-11-13 08:55:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,18.8571428571429,0.0,13.2857142857143,12.8571428571429,0.0,9.09090909090909,0.0,9.42857142857143,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,3.42857142857143,4.23529411764706,0.0,1.2,13.5,12.0,4.36363636363636,5.77777777777778,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,6.22222222222222,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.88888888888889,0.45,44.0,0.0,8.44444444444445,20.0,9.375,3.80487804878049,38.0,14.6666666666667,0.75,21.2093023255814,26.4,2.66666666666667,14.5714285714286,16.5,33.4736842105263,54.3157894736842,22.2857142857143,7.6,38.4,0.0,29.0,0.0,27.8571428571429,2.4,0.0,30.75,2.0,0.0,26.5714285714286,11.6,26.5714285714286,23.2,0.0,12.75,9.08108108108108,26.5714285714286,3.75,20.4,29.1,5.64705882352941,0.0,0.0,0.0,0.0,4.8,0.0,10.9714285714286,0.0,28.2,0.0,0.3,8.4
2017-11-13 09:00:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,20.5714285714286,0.0,5.85365853658537,5.85365853658537,0.0,10.8,0.0,18.0,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,1.2,0.45,0.0,0.3,36.0,4.5,0.15,4.0,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,6.75,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.3,45.0,0.0,17.7777777777778,48.0,9.2,5.58139534883721,33.6,8.65116279069767,2.66666666666667,31.609756097561,31.8139534883721,4.66666666666667,16.2857142857143,25.2,31.0909090909091,49.8947368421053,14.3414634146341,8.0,34.7027027027027,0.0,27.84,0.0,21.8571428571429,5.33333333333333,0.0,47.5714285714286,1.46341463414634,0.0,53.6842105263158,10.0540540540541,49.2631578947368,25.7142857142857,0.0,11.3142857142857,14.0571428571429,23.625,1.125,27.8048780487805,32.7804878048781,5.05263157894737,0.0,0.0,0.0,0.0,6.81081081081081,0.0,8.7,0.0,31.5789473684211,0.0,0.75,8.43243243243243
2017-11-13 09:05:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,16.1142857142857,0.0,6.81081081081081,6.81081081081081,0.0,8.57142857142857,0.0,12.96,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,3.6,0.6,0.0,2.22222222222222,36.0,20.0,0.6,2.66666666666667,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,10.56,6.31578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.11111111111111,12.0,34.0,0.0,13.2857142857143,56.0,8.25,3.51219512195122,32.5,12.0,0.15,30.7317073170732,26.7,4.17391304347826,17.28,23.25,56.7272727272727,48.7058823529412,12.5217391304348,10.08,38.25,0.0,22.0,0.0,24.8571428571429,2.18181818181818,0.0,38.1428571428572,1.77777777777778,0.0,57.0,12.375,45.75,24.8571428571429,0.0,21.4736842105263,12.972972972973,26.4,4.44444444444444,26.2105263157895,42.6315789473684,2.04878048780488,0.0,0.0,0.0,0.0,3.75,0.0,11.3684210526316,0.0,26.4,0.0,2.82352941176471,8.21052631578947
2017-11-13 09:10:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,25.6,0.0,5.02325581395349,5.02325581395349,0.0,10.4,0.0,9.2,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,2.90909090909091,9.47368421052632,0.0,1.77777777777778,7.2,4.5,12.0,3.55555555555556,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,6.8,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.8,0.45,12.0,0.0,16.5,0.0,8.8,3.11111111111111,36.0,24.3636363636364,0.0,29.8666666666667,35.3513513513514,4.25,16.8888888888889,25.6,28.421052631579,48.5454545454546,16.6829268292683,6.18181818181818,36.3636363636364,0.0,20.4444444444444,0.0,22.0,4.8,0.0,41.76,0.226415094339623,0.0,36.48,12.0,35.52,19.125,0.0,22.7368421052632,11.3142857142857,25.4545454545455,2.14285714285714,27.1578947368421,36.6315789473684,5.4,0.0,0.0,0.0,0.0,4.26666666666667,0.0,8.8421052631579,0.0,28.8,0.0,0.0,9.6
2017-11-13 09:15:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,22.125,0.0,12.75,12.75,0.0,11.1428571428571,0.0,21.0,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,0.9,7.71428571428572,0.0,2.66666666666667,10.6666666666667,15.0,0.3,13.0,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,6.81081081081081,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14285714285714,0.0,42.0,0.0,22.08,84.0,12.3636363636364,3.0,43.2,50.1176470588235,0.0,29.8604651162791,30.6,4.74418604651163,21.6,28.0,32.0,63.0,18.9473684210526,11.1111111111111,45.75,0.0,30.4285714285714,0.0,23.2,4.0,0.0,42.6666666666667,8.16,0.0,24.4,15.2,24.4,31.2857142857143,0.0,17.5,16.8,22.9714285714286,0.75,31.8947368421053,36.9473684210526,3.0,0.0,0.0,0.0,0.0,7.2,0.0,12.5853658536585,0.0,24.0,0.0,0.0,15.0
2017-11-13 09:20:00,2017-11-13,39.8571428571429,8.21052631578947,29.3333333333333,22.5,42.5454545454546,5.57142857142857,29.5714285714286,5.5609756097561,,67.6363636363637,5.63265306122449,0.0,4.69565217391304,,25.875,22.08,11.6571428571429,14.8235294117647,19.2857142857143,21.7777777777778,13.5,18.4,30.0,36.7058823529412,13.6363636363636,30.75,27.36,0.0,15.2727272727273,0.0,5.7,5.7,0.0,9.375,0.0,18.0,19.875,6.85714285714286,9.05660377358491,18.5142857142857,0.9,72.0,29.5,,0.0,14.5263157894737,18.1818181818182,24.375,8.47058823529412,,0.0,17.1428571428571,15.4736842105263,18.1818181818182,16.5,16.5,24.8888888888889,22.5,26.0,15.6,27.0,17.6,,21.0,20.16,41.3333333333333,24.4,10.0,178.0,57.0,9.6,23.0,37.3333333333333,17.0909090909091,0.0,18.6666666666667,13.9459459459459,,0.3,0.75,29.1428571428571,10.6046511627907,7.81395348837209,0.9,5.64705882352941,0.0,0.0,9.33333333333333,8.0,7.0,5.14285714285714,41.1428571428572,6.24,2.54545454545455,48.0,8.72727272727273,37.6363636363636,14.4,0.0,0.0,0.0,0.0,8.25,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25,0.0,34.0,0.0,19.1111111111111,60.0,13.7777777777778,2.7906976744186,46.5,15.6363636363636,0.0,30.9,30.3157894736842,6.78260869565217,26.2222222222222,22.2857142857143,33.8823529411765,55.5,19.8857142857143,8.57142857142857,39.375,0.0,21.12,0.0,20.8888888888889,3.55555555555556,0.0,49.2857142857143,7.63636363636364,0.0,37.3333333333333,22.7142857142857,33.7777777777778,31.5789473684211,0.0,11.5714285714286,16.5,30.6666666666667,2.59459459459459,20.7804878048781,33.3658536585366,8.72727272727273,0.0,0.0,0.0,0.0,5.73913043478261,0.0,17.5714285714286,0.0,26.5116279069767,0.0,0.0,11.0526315789474
