detid_Y,10001010[D7_1C],10001011[D7_2C],10002009[D6-3B],10002010[D6-2C],10002011[D6-3C],10002012[D7-1B],10002013[D7-2B],10002015[D7-2C],10002016[D8-1B],10002017[D8-2B],10002018[D8-3B],10003012[D8],10003013[D8a],10003014[D9],10003015[D9a],10003016[D10],10003017[D1_1c],10003018[D1_2c],10003022[D4_1c],10003023[D4_2c],10003024[D4_3c],10003025[D4_4c],10003026[D4_5c],10003027[D1_1x],10003028[D1_2x],10003029[D4_1x],10003030[D4_2x],10005001[D1_1B],10005002[D1_2B],10005004[D2_1B],10005005[D2_2B],10005007[D3_1B],10005008[D3_2B],10005009[D3_3B],10005010[D3_4B],10005040[D1_1X.1],10005042[D1_2X.1],10005048[D3_1X.1],10005050[D3_2X.1],10005052[D3_3X.1],10006007[D2_4x],10006008[D2_5x],10006009[D3_4x.1],10006011[D3_5x.1],10007004[D2_1B],10007005[D2_2B],10007006[D2_3B],10007007[D4_1B],10007008[D5_1B],10007009[D8_1B],10007010[D8_2B],10008007[D8_1b],10008008[D8_2b],10008009[D8_1c],10008010[D6_1b],10008011[D6_2b],10009004[6_1B],10009005[6_2B],10009006[7_1B],10009007[7_2B],10009008[8_1B],10009009[8_2B],10012001[D6_1B],10012002[D6_2B],10012003[D7_1B],10012004[D7_2B],10012005[D5_1B],10012006[D5_2B],10013001[D11_1B],10013002[D11_2B],10013003[D3_1B],10013004[D3_2B],10013005[D1_1B],10013006[D1_2B],10014001[IDP1],10014004[IDP4],10016002[D2_2B],10016003[D2_3B],10018003[IDP3],10018004[IDP4],10019001[IDP1],10019002[IDP1a],10022010[D3_1C],10022011[D4_1C],10022012[D4_2C],10022016[D2_1X],10022017[D2_2x],10022018[D3_1X],10022019[D4_1X],10022020[D4_2X],10023002[D4_1c],10023003[D4_2c],10023004[D4_3c],10023005[D4_4x],10023006[D4_5x],10023007[D2_3c],10023008[D2_4x],10023009[D2_5x],10023017[D1_1c],10023018[D1_2c],10023019[D1_3c],10023020[D4_4c ],10023021[D4_5c],10024004[D4_1B],10024005[D4_2B],10024006[D4_1C],10024007[D4_2C],10024008[D4_3B],10024009[D4_3C1],10024010[D4_3C2],10024011[D1_1B],10024013[D2_1B],10024014[D2_1C],10024015[D2_2B],10024016[D2_2C],10024017[D2_3B],10024018[D2_3C],10024025[D2_4X.1],10024026[D2_5X.1],10024027[D4_4X.1],10024028[D4_5X.1],10025001[PIR1],10025002[PIR1a],10025005[D41],10025006[D42],10025007[D1_1x],10025008[D1_2x],10026005[D2_1C],10026006[D3_1B],10026007[D3_2B],10026008[D4_1B],10026010[D3_1X],10026011[D4_1X],10029008[D3_1B],10029009[D3_2B],10029010[D7_1B],10029011[D7_2B],10030004[D1_1B],10030005[D1_2B],10030006[D1_3B],10030007[D5_1B],10030008[D5_2B],10030009[D5_3B],10032001[Det 6_1B],10032002[Det 6_2B],10032003[Det 8_1B],10032004[Det 8_2B],10032005[Det 8_3B],10033003[D1_1B],10033004[D1_2B],10033005[D3_1B],10033006[D3_2B],10034001[D43/1],10034002[8-1B],10034003[1-1B],10034005[1-2B],10034007[2-1B],10034009[2-2B],10034010[3-1B],10034011[3-2B],10034012[D43/5c],10034013[3-3B],10035003[D4_1B],10035004[D4_2B],10035006[D4_3B],10035009[D2_1B],10035010[D2_2B],10035012[D2_3B],10038003[D4_2B],10038004[D2_2B],10041001[D1_1B],10041002[D1_2B],10041003[D1_3B],10041007[D2_1B],10041008[D2_2B],10041009[D3_1B],10041010[D3_2B],10041011[D3_3B],10041015[D4_1B],10041016[D4_2B],10042001[R1],10042002[R2],10045001[1-1B],10045002[1-2B],10047001[D1_1B],10047002[D1_2B],10047010[D6],10052010[D2_1B],10052011[D2_2B],10052012[D2_3B],10052013[D3_2B],10052014[D4_1B],10052015[D4_2B],10052016[D4_3B],10057003[D1_1B],10057004[D1_2B],10057005[D2_1B],10057006[D2_2B],10058003[Radar3],10059004[D2_3b],10059006[D3_1b],10059007[D3_2b],10059008[D3_3x],10059010[D2_1b],10059011[D2_2b],10059012[D4_2b],10059013[D4_3b],10059014[D4_4b],10060003[D1_1B],10060004[D1_2B],10060005[D2_1B],10060006[D2_2B],10061004[D2_1B],10061005[D2_2B],10061006[D2_3B],10061007[D3_3B],10061008[D4_2B],10061009[D4_3B],10061010[D4_4B],10063004[D7],10063006[D1_1B],10063007[D2_1B],10063008[D2_2B],10063009[D4_1B],10063010[D4_2B],10066003[D1_1B],10066004[D1_2B],10066005[D3_1B],10066006[D3_2B],10066007[D1_1X],10066008[D1_2X],10066009[D3_1X],10066010[D3_2X],10067004[D1_1B],10067005[D1_2B],10067006[D3_1B],10067007[D3_2B],10073001[D1_1B],10073002[D1_2B],10073004[D3_1B],10073005[D3_2B],10073008[D5_1B],10075011[D1_1B],10075012[D1_2B],10075013[D2_1B],10075014[D2_2B],10075015[D3_2B],10077002[IDP2],10078002[Video1],10078004[Video3],10078007[1-1x],10078008[1-2x],10078009[1-3x],10082012[D2_1B],10085012[D3_1B],10085013[D3_2B],10085014[D4_2B],10089004[D5_1A],10089005[D6_1B],10089006[D6_1C],10089007[D8_1B],10089008[D8_1C],10091001[D1_1B],10091002[D3_1B],10092003[D1_1B],10092004[D2_1B],10093003[D1_1B],10093004[D2_1B],10094003[D1_1B],10094004[D2_1B],10095009[D1_2c],10097007[D2_1B],10097008[D2_2B],10097009[D2_3B],10098004[D4_3B],10098005[D4_1B],10098006[D4_2B],10098007[D6_1B],10098008[D6_2B],10100001[D6-1B],10100002[D8-1B],10100003[D8_2B],10102002[D1_1B],10102003[D1_2B],10102004[D1_3B],10102006[D5_1C],10102008[D3_1B],10102009[D3_2B],10102013[D4_2B],10102014[D4_1C],10107001[D6_1B],10107002[D6_2B],10107003[D8_1B],10107004[D8_2B],10108007[D4_2B],10112001[D1_1B],10112002[D1_2B],10112006[D3_1B],10117007[1_1B],10117008[1_2B],10117011[3_1B],10117012[3_2B],10117013[4_1B],10117014[4_2B],10117015[4_1C],10117016[4_2C],10120006[D1_1C],10120007[D2_1B],10120008[D3_1B],10120010[D5_1B],10120011[D5_1C],10120012[D5_2C],10132001[1-1B],10132002[1-2B],10132003[3-1B],10132004[3-2B],10133001[Pir1],10133002[Pir1a],10133006[3-1B],10133007[3-2B],10133008[3-3B],10133009[3-4B],10133015[4-1B],10134005[D5_1B],10134006[D5_2B],10135004[3-1B],10135005[3-2B],10136003[D1_1B],10136004[D2_1B],10137001[IDP1],10137002[IDP2],10137004[D43],10140004[D1_1B],10140005[D1_2B],10140006[D3_1B],10140007[D4_1B],10140008[D4_2B],10142003[D1_1B],10142004[D1_2B],10142005[D2_1B],10142006[D2_2B],10143007[D1_1B],10143008[D1_2B],10143009[D2_1B],10143010[D2_2B],10147009[D3_1B],10147010[D3_2B],10147012[D9_1B],10147013[D9_2B],10147014[D9_3B],10148008[D1_1B],10148009[D1_2B],10148010[D1_3B],10148012[D3_1B],10148013[D3_2B],10148017[D4_1B],10148018[D4_2B],10148019[D4_3B],10148020[D9_1B],10148021[D9_2B],10148022[D11_1B],10148023[D11_2B],10149007[D2_1B],10149008[D2_2B],10149009[D4_1B],10149010[D4_2B],10149011[D4_3B],10150002[PIR2],10150006[PIR5],10150007[PIR5a],10153001[D7_1B],10153002[D7_2B],10153003[D15_1B],10153004[D15_2B],10153005[D5_1B],10153006[D5_2B],10153007[D13_1B],10153008[D13_2B],10155003[D3a],10155008[D6a],10155009[D1_1B],10155010[D1_2B],10155011[D1_3B],10155013[D3_1B],10155014[D3_2B],10155015[D3_3B],10156003[D2_1B],10156004[D2_2B],10156005[D3_1B],10156009[D1_1x],10158003[D1_1B],10158004[D3_1B],10159002[D1_1B],10161002[D1_1B],10161005[D2_1X],10161006[D4_1X],10162003[D5_1B],10163004[D1_1B],10163005[D1_2B],10163006[D3_1B],10163007[D3_2B],10163008[D3_3B],10165004[D4_1B],10165005[D4_2B],10165006[D1_1B],10165007[D1_2B],10165008[D1_3B],10165009[D1_4B],10165010[D2_1B],10165011[D2_2B],10165012[D2_3B],10165013[D3_1B],10165014[D3_2B],10165015[D3_3B],10165016[D1_1X],10165018[D2_1X],10165019[D2_2X],10165020[D2_3X],10165021[D3_1X],10165022[D3_2X],10168007[D1_1B],10168008[D1_2B],10168009[D3_1B],10168010[D3_2B],10172004[D5_1B],10172005[D5_2B],10172006[D5_3B],10173007[D1_1B],10173008[D2_1B],10173009[D4_1B],10173010[D5_1B],10175007[D5],10176004[D2_1B],10176005[D5_1B],10179001[D1_1B],10183003[D3_1B],10183004[D1_1B],10184003[D7_1B],10184004[D7_2B],10184005[D8_1B],10184006[D5_1B],10184007[D5_2B],10185003[D2_1B],10185004[D2_2B],10185006[D4_1B],10186005[D2_1B],10186006[D2_2B],10186007[D2_3B],10186008[D3_1B],10186009[D3_2B],10186010[D4_1B],10186011[D4_2B],10188002[R1f],10188003[R2n],10189001[1_1B],10189002[1_2B],10189003[3_1B],10191001[5-1B],10191002[7-1B],10192006[3-1B],10192007[3-2B],10192008[7-1B],10192009[7-2B],10192010[1-1B],10192011[2-1B],10192012[2-2B],10193004[7-1B],10193005[7-2B],10193006[4-1B],10193007[4-2B],10193008[5-1B],10193009[5-2B],10193010[2-1B],10194001[5-1B],10194002[5-2B],10194003[7-1B],10194004[4-4],10194005[4-5],10195001[D1],10197006[12-1B],10197007[12-2B],10197010[9-1B],10198003[5+6],10198004[5-1B],10198005[5-2B],10198006[2-1B],10198017[4-3x],10198018[4-4],10206001[D1_1B],10206002[D2_1B],10207001[D1_1B],10207002[D2_1B],10209001[D1_1B],10209002[D2_1B],10210003[D2_1B],10210004[D2_2B],10210006[D2_3B],10210007[D3_1B],10210008[D3_2B],10210009[D1_1B],10210010[D1_2B],10210011[D1_2C],10210013[D1_3B],10210014[D1_3C],10216007[D1_1B],10216008[D2_1B],10216009[D2_2B],10216010[D2_3B],10216011[D3_1B],10216012[D3_2B],10216013[D4_1B],10216014[D4_2B],10216015[D4_3B]
10001010[D7_1C],0.00,0.00,1607.91,1607.91,1607.91,1625.07,1625.07,1625.07,1641.08,1641.08,1641.08,1952.56,1952.56,1952.56,1952.56,1952.56,1922.26,1922.26,1952.56,1952.56,1952.56,1952.56,1952.56,1922.26,1922.26,1952.56,1952.56,1730.20,1730.20,1779.56,1195.46,1868.34,1868.34,1868.34,1868.34,1195.46,1195.46,1868.34,1868.34,1868.34,196.11,196.11,690.07,690.07,211.36,211.36,211.36,336.13,336.13,664.26,664.26,925.97,925.97,850.50,758.78,758.78,1112.38,1112.38,1055.49,1055.49,980.34,980.34,1368.24,1368.24,1456.89,1456.89,1348.71,1348.71,613.05,613.05,951.03,951.03,951.03,951.03,1765.55,1822.12,843.21,843.21,1230.07,1230.07,2163.23,2163.23,3991.40,3998.81,3998.81,3955.56,3955.56,3991.40,3998.81,3998.81,3369.64,3369.64,3369.64,2576.23,2576.23,2536.41,2536.41,2536.41,2617.06,2617.06,2617.06,2558.70,2558.70,6933.22,6933.22,6933.22,6933.22,6933.22,6933.22,6933.22,3022.63,3041.82,3041.82,3041.82,3041.82,3041.82,3041.82,2986.32,2986.32,6933.22,6933.22,1837.86,1837.86,2113.82,1673.53,2113.82,2113.82,2915.37,2992.82,2992.82,4937.54,2992.82,4937.54,455.01,455.01,440.13,440.13,712.60,712.60,712.60,657.89,657.89,637.62,1174.45,1174.45,1036.19,1036.19,1036.19,3432.78,3432.78,2979.90,2979.90,3602.85,3602.85,3348.78,3348.78,3326.26,3326.26,3299.22,3299.22,3299.22,3299.22,2188.63,2188.63,2188.63,2177.81,2177.81,2177.81,3464.03,3464.03,4189.23,4189.23,4189.23,4248.84,4248.84,4178.05,4178.05,4178.05,4257.03,4257.03,3648.83,3648.83,1467.08,1467.08,2015.67,2015.67,2398.93,5871.02,5871.02,5871.02,4935.73,5126.78,5126.78,4875.86,1115.74,1115.74,1035.41,1035.41,4019.26,2140.14,2176.14,2176.14,2176.14,2162.88,2162.88,2195.43,2195.43,2195.43,1861.45,1861.45,1867.96,1867.96,3451.55,3451.55,3451.55,3527.20,3511.62,3511.62,3511.62,3611.72,3841.87,3611.72,3611.72,3611.72,3611.72,3303.50,3303.50,2339.55,2339.55,3303.50,3303.50,3303.50,3303.50,2249.99,2249.99,2249.99,2249.99,4596.48,4596.48,4543.20,4543.20,4671.96,4248.64,4248.64,4305.23,4305.23,4237.23,4555.12,4671.71,4671.71,4651.91,4651.91,4651.91,4828.56,4886.49,4886.49,4926.64,6618.16,6618.16,6618.16,6618.16,6618.16,6053.82,6014.82,5378.51,5321.05,5775.66,5550.71,5550.71,5523.13,4135.43,3681.90,3681.90,3681.90,3636.66,3636.66,3636.66,3489.82,3489.82,3287.54,3320.70,3320.70,2906.16,2906.16,2919.78,3008.04,2882.07,2882.07,2906.16,2906.16,2397.66,2397.66,2286.71,2286.71,2094.23,2469.83,2469.83,3796.91,3630.47,3630.47,3590.47,3590.47,3476.37,3476.37,3476.37,3476.37,5095.23,5008.07,5117.31,4883.96,4883.96,4883.96,2237.21,2237.21,2198.09,2198.09,2069.74,2069.74,2237.21,2237.21,2237.21,2237.21,2069.74,2234.10,2234.10,2283.92,2283.92,2294.55,2369.45,2692.59,2692.59,2879.83,2952.59,2952.59,3052.74,2973.53,2973.53,3327.76,3327.76,3315.59,3315.59,3503.45,3503.45,3489.27,3489.27,2768.79,2681.20,2765.19,2765.19,2765.19,3221.92,3221.92,3221.92,3249.13,3249.13,3209.97,3209.97,3209.97,3209.97,3209.97,3367.59,3367.59,3357.37,3357.37,3396.35,3396.35,3396.35,2835.89,2835.89,2835.89,3574.58,3574.58,4103.78,4103.78,3656.54,3656.54,3554.01,4103.78,5018.23,5037.10,5018.23,5018.23,5018.23,5037.10,5037.10,5037.10,3105.59,3032.59,2875.28,2952.62,2875.28,2806.14,2760.16,2656.31,2563.25,2516.63,1971.76,1744.71,1744.71,1713.59,1713.59,1713.59,1795.17,1795.17,1720.19,1720.19,1720.19,1720.19,1762.52,1762.52,1762.52,1775.71,1775.71,2050.35,1720.19,1740.20,1740.20,1740.20,2050.35,2050.35,2247.09,2231.65,2231.65,2247.09,939.02,939.02,939.02,894.55,894.55,654.83,654.83,1486.18,1474.29,1474.29,1743.52,2773.82,2814.82,2930.49,2930.49,2981.90,2930.49,2930.49,3822.23,3822.23,3289.78,3436.87,3436.87,3404.41,3369.23,3369.23,3318.16,3318.16,3645.00,3601.21,3404.41,3404.41,4337.81,4406.76,4406.76,4880.00,4880.00,4821.52,4821.52,4883.16,4852.75,4852.75,5213.16,5213.16,5111.89,5111.89,5197.50,5197.50,5209.25,5189.72,5189.72,5169.67,5131.34,5131.34,4883.81,3857.42,3857.42,4299.88,5336.27,5336.27,5336.27,5336.27,5336.27,5547.76,1344.25,1317.06,1217.64,1154.10,1980.21,1980.21,3268.14,3268.14,3268.14,3282.39,3282.39,3313.97,3313.97,3313.97,3313.97,3313.97,3153.69,3165.94,3165.94,3165.94,3178.47,3085.78,3217.79,3217.79,3153.69
10001011[D7_2C],0.00,0.00,1607.91,1607.91,1607.91,1625.07,1625.07,1625.07,1641.08,1641.08,1641.08,1952.56,1952.56,1952.56,1952.56,1952.56,1922.26,1922.26,1952.56,1952.56,1952.56,1952.56,1952.56,1922.26,1922.26,1952.56,1952.56,1730.20,1730.20,1779.56,1195.46,1868.34,1868.34,1868.34,1868.34,1195.46,1195.46,1868.34,1868.34,1868.34,196.11,196.11,690.07,690.07,211.36,211.36,211.36,336.13,336.13,664.26,664.26,925.97,925.97,850.50,758.78,758.78,1112.38,1112.38,1055.49,1055.49,980.34,980.34,1368.24,1368.24,1456.89,1456.89,1348.71,1348.71,613.05,613.05,951.03,951.03,951.03,951.03,1765.55,1822.12,843.21,843.21,1230.07,1230.07,2163.23,2163.23,3991.40,3998.81,3998.81,3955.56,3955.56,3991.40,3998.81,3998.81,3369.64,3369.64,3369.64,2576.23,2576.23,2536.41,2536.41,2536.41,2617.06,2617.06,2617.06,2558.70,2558.70,6933.22,6933.22,6933.22,6933.22,6933.22,6933.22,6933.22,3022.63,3041.82,3041.82,3041.82,3041.82,3041.82,3041.82,2986.32,2986.32,6933.22,6933.22,1837.86,1837.86,2113.82,1673.53,2113.82,2113.82,2915.37,2992.82,2992.82,4937.54,2992.82,4937.54,455.01,455.01,440.13,440.13,712.60,712.60,712.60,657.89,657.89,637.62,1174.45,1174.45,1036.19,1036.19,1036.19,3432.78,3432.78,2979.90,2979.90,3602.85,3602.85,3348.78,3348.78,3326.26,3326.26,3299.22,3299.22,3299.22,3299.22,2188.63,2188.63,2188.63,2177.81,2177.81,2177.81,3464.03,3464.03,4189.23,4189.23,4189.23,4248.84,4248.84,4178.05,4178.05,4178.05,4257.03,4257.03,3648.83,3648.83,1467.08,1467.08,2015.67,2015.67,2398.93,5871.02,5871.02,5871.02,4935.73,5126.78,5126.78,4875.86,1115.74,1115.74,1035.41,1035.41,4019.26,2140.14,2176.14,2176.14,2176.14,2162.88,2162.88,2195.43,2195.43,2195.43,1861.45,1861.45,1867.96,1867.96,3451.55,3451.55,3451.55,3527.20,3511.62,3511.62,3511.62,3611.72,3841.87,3611.72,3611.72,3611.72,3611.72,3303.50,3303.50,2339.55,2339.55,3303.50,3303.50,3303.50,3303.50,2249.99,2249.99,2249.99,2249.99,4596.48,4596.48,4543.20,4543.20,4671.96,4248.64,4248.64,4305.23,4305.23,4237.23,4555.12,4671.71,4671.71,4651.91,4651.91,4651.91,4828.56,4886.49,4886.49,4926.64,6618.16,6618.16,6618.16,6618.16,6618.16,6053.82,6014.82,5378.51,5321.05,5775.66,5550.71,5550.71,5523.13,4135.43,3681.90,3681.90,3681.90,3636.66,3636.66,3636.66,3489.82,3489.82,3287.54,3320.70,3320.70,2906.16,2906.16,2919.78,3008.04,2882.07,2882.07,2906.16,2906.16,2397.66,2397.66,2286.71,2286.71,2094.23,2469.83,2469.83,3796.91,3630.47,3630.47,3590.47,3590.47,3476.37,3476.37,3476.37,3476.37,5095.23,5008.07,5117.31,4883.96,4883.96,4883.96,2237.21,2237.21,2198.09,2198.09,2069.74,2069.74,2237.21,2237.21,2237.21,2237.21,2069.74,2234.10,2234.10,2283.92,2283.92,2294.55,2369.45,2692.59,2692.59,2879.83,2952.59,2952.59,3052.74,2973.53,2973.53,3327.76,3327.76,3315.59,3315.59,3503.45,3503.45,3489.27,3489.27,2768.79,2681.20,2765.19,2765.19,2765.19,3221.92,3221.92,3221.92,3249.13,3249.13,3209.97,3209.97,3209.97,3209.97,3209.97,3367.59,3367.59,3357.37,3357.37,3396.35,3396.35,3396.35,2835.89,2835.89,2835.89,3574.58,3574.58,4103.78,4103.78,3656.54,3656.54,3554.01,4103.78,5018.23,5037.10,5018.23,5018.23,5018.23,5037.10,5037.10,5037.10,3105.59,3032.59,2875.28,2952.62,2875.28,2806.14,2760.16,2656.31,2563.25,2516.63,1971.76,1744.71,1744.71,1713.59,1713.59,1713.59,1795.17,1795.17,1720.19,1720.19,1720.19,1720.19,1762.52,1762.52,1762.52,1775.71,1775.71,2050.35,1720.19,1740.20,1740.20,1740.20,2050.35,2050.35,2247.09,2231.65,2231.65,2247.09,939.02,939.02,939.02,894.55,894.55,654.83,654.83,1486.18,1474.29,1474.29,1743.52,2773.82,2814.82,2930.49,2930.49,2981.90,2930.49,2930.49,3822.23,3822.23,3289.78,3436.87,3436.87,3404.41,3369.23,3369.23,3318.16,3318.16,3645.00,3601.21,3404.41,3404.41,4337.81,4406.76,4406.76,4880.00,4880.00,4821.52,4821.52,4883.16,4852.75,4852.75,5213.16,5213.16,5111.89,5111.89,5197.50,5197.50,5209.25,5189.72,5189.72,5169.67,5131.34,5131.34,4883.81,3857.42,3857.42,4299.88,5336.27,5336.27,5336.27,5336.27,5336.27,5547.76,1344.25,1317.06,1217.64,1154.10,1980.21,1980.21,3268.14,3268.14,3268.14,3282.39,3282.39,3313.97,3313.97,3313.97,3313.97,3313.97,3153.69,3165.94,3165.94,3165.94,3178.47,3085.78,3217.79,3217.79,3153.69
10002009[D6-3B],1694.05,1694.05,0.00,0.00,0.00,17.16,17.16,17.16,33.17,33.17,33.17,3208.97,3208.97,3208.97,3208.97,3208.97,3178.67,3178.67,3208.97,3208.97,3208.97,3208.97,3208.97,3178.67,3178.67,3208.97,3208.97,728.93,728.93,679.58,489.47,1107.45,1107.45,1107.45,1107.45,489.47,489.47,1107.45,1107.45,1107.45,1462.63,1462.63,1422.02,1422.02,1854.01,1854.01,1854.01,1915.77,1915.77,1844.52,1844.52,1698.43,1698.43,1622.97,1482.31,1482.31,1161.73,1161.73,1285.57,1285.57,1703.87,1703.87,878.03,878.03,796.81,796.81,858.50,858.50,2245.24,2245.24,2593.68,2593.68,2593.68,2593.68,3397.74,3454.31,2099.63,2099.63,2486.49,2486.49,3739.11,3739.11,3230.51,3237.92,3237.92,3194.67,3194.67,3230.51,3237.92,3237.92,4626.06,4626.06,4626.06,3832.64,3832.64,3792.83,3792.83,3792.83,3873.48,3873.48,3873.48,3815.11,3815.11,6699.09,6699.09,6699.09,6699.09,6699.09,6699.09,6699.09,4279.05,4298.23,4298.23,4298.23,4298.23,4298.23,4298.23,4242.74,4242.74,6699.09,6699.09,3094.27,3094.27,3370.23,2929.95,3370.23,3370.23,2154.48,2231.93,2231.93,4176.66,2231.93,4176.66,1186.97,1186.97,1201.85,1201.85,1065.82,1065.82,1065.82,1236.77,1236.77,1257.04,586.01,586.01,613.61,613.61,613.61,4959.09,4959.09,4612.09,4612.09,5235.04,5235.04,4980.97,4980.97,4958.45,4958.45,4931.41,4931.41,4931.41,4931.41,774.08,774.08,774.08,784.90,784.90,784.90,5096.22,5096.22,2853.82,2853.82,2853.82,2913.44,2913.44,2842.64,2842.64,2842.64,2921.63,2921.63,5281.02,5281.02,706.19,706.19,407.76,407.76,791.02,7441.83,7441.83,7441.83,6506.54,6697.59,6697.59,6446.67,2372.16,2372.16,2291.82,2291.82,5590.07,3396.56,3432.56,3432.56,3432.56,3419.30,3419.30,3451.85,3451.85,3451.85,253.54,253.54,260.05,260.05,5022.36,5022.36,5022.36,5098.01,5082.43,5082.43,5082.43,5182.53,5474.06,5182.53,5182.53,5182.53,5182.53,4814.05,4814.05,3971.74,3971.74,4814.05,4814.05,4814.05,4814.05,3820.80,3820.80,3820.80,3820.80,5889.88,5889.88,5799.62,5799.62,5928.38,5505.06,5505.06,5561.64,5561.64,5493.65,5811.54,5928.13,5928.13,5908.33,5908.33,5908.33,6084.97,6142.90,6142.90,6183.06,7874.58,7874.58,7874.58,7874.58,7874.58,7310.24,7271.24,6634.93,6577.46,7032.07,6807.13,6807.13,6779.55,5391.84,4938.32,4938.32,4938.32,4893.08,4893.08,4893.08,4746.24,4746.24,4543.96,4577.12,4577.12,4162.57,4162.57,4176.20,4264.45,4138.48,4138.48,4162.57,4162.57,3654.08,3654.08,3543.12,3543.12,3350.64,1708.95,1708.95,3036.02,2869.59,2869.59,2829.58,2829.58,2715.48,2715.48,2715.48,2715.48,4334.34,4247.19,4356.42,4123.07,4123.07,4123.07,629.30,629.30,590.18,590.18,461.82,461.82,629.30,629.30,629.30,629.30,461.82,626.18,626.18,676.00,676.00,686.63,761.54,1084.68,1084.68,1271.92,1344.68,1344.68,1444.83,1365.62,1365.62,1719.85,1719.85,1707.68,1707.68,1895.54,1895.54,1881.36,1881.36,1737.37,1649.77,1733.76,1733.76,1733.76,2190.50,2190.50,2190.50,2217.70,2217.70,2178.54,2178.54,2178.54,2178.54,2178.54,2336.17,2336.17,2325.94,2325.94,2364.92,2364.92,2364.92,2603.43,2603.43,2603.43,2543.16,2543.16,3072.35,3072.35,2625.12,2625.12,2522.59,3072.35,3986.80,4005.67,3986.80,3986.80,3986.80,4005.67,4005.67,4005.67,2873.13,2800.13,2642.82,2720.16,2642.82,2573.68,2527.70,2423.85,2330.79,2284.17,1739.30,1847.91,1847.91,1431.36,1431.36,1431.36,568.56,568.56,1134.24,1134.24,1134.24,1134.24,620.57,620.57,620.57,633.76,633.76,509.73,1134.24,598.25,598.25,598.25,509.73,509.73,1215.67,1200.22,1200.22,1215.67,1653.43,1653.43,1653.43,2245.66,2245.66,2023.82,2023.82,3006.05,3000.60,3000.60,3319.40,4070.67,4111.66,4227.34,4227.34,4278.74,4227.34,4227.34,5203.14,5203.14,4697.06,4659.16,4659.16,4626.70,4467.73,4467.73,4518.80,4518.80,4867.29,4823.50,4626.70,4626.70,4728.46,5472.79,5472.79,5379.19,5379.19,5414.84,5414.84,5450.32,5406.44,5406.44,5427.94,5427.94,5508.11,5508.11,5528.62,5528.62,5536.03,4989.49,4989.49,4937.21,4898.88,4898.88,4651.35,3624.96,3624.96,4067.42,5667.39,5667.39,5667.39,5667.39,5667.39,5874.54,2516.87,2489.68,2384.53,2320.99,3164.74,3164.74,4838.95,4838.95,4838.95,4853.20,4853.20,4884.78,4884.78,4884.78,4884.78,4884.78,4450.54,4462.79,4462.79,4462.79,4475.31,4382.63,4514.64,4514.64,4450.54
